gene_id,Gene,chr,start,end,strand
ENSG00000242485.8,MRPL20,chr1,1401906,1407306,-
ENSG00000114395.13,CYB561D2,chr3,50350833,50358460,+
ENSG00000243056.3,EIF4EBP3,chr5,140547615,140551708,+
ENSG00000143994.16,ABHD1,chr2,27123788,27130812,+
ENSG00000135624.19,CCT7,chr2,73233419,73253282,+
ENSG00000135587.11,SMPD2,chr6,109440677,109446515,+
ENSG00000142676.16,RPL11,chr1,23691684,23698426,+
ENSG00000137100.18,DCTN3,chr9,34613544,34620529,-
ENSG00000196683.13,TOMM7,chr7,22812627,22822891,-
ENSG00000106333.15,PCOLCE,chr7,100602320,100608175,+
ENSG00000126088.16,UROD,chr1,45010949,45015577,+
ENSG00000137040.11,RANBP6,chr9,6011024,6015639,-
ENSG00000197093.13,GAL3ST4,chr7,100159243,100168953,-
ENSG00000130429.18,ARPC1B,chr7,99374225,99398124,+
ENSG00000072571.22,HMMR,chr5,163460202,163491945,+
ENSG00000012171.22,SEMA3B,chr3,50267506,50277573,+
ENSG00000164615.8,CAMLG,chr5,134737607,134752705,+
ENSG00000153234.18,NR4A2,chr2,156324431,156342348,-
ENSG00000196407.12,THEM5,chr1,151847100,151853712,-
ENSG00000142871.20,CCN1,chr1,85580115,85584589,+
ENSG00000115204.17,MPV17,chr2,27309485,27325680,-
ENSG00000152133.19,GPATCH11,chr2,37084417,37099301,+
ENSG00000164587.15,RPS14,chr5,150429755,150449952,-
ENSG00000115844.12,DLX2,chr2,172099437,172102909,-
ENSG00000168263.9,KCNV2,chr9,2717509,2730037,+
ENSG00000087085.18,ACHE,chr7,100889992,100897022,-
ENSG00000158428.7,CATIP,chr2,218356837,218369962,+
ENSG00000289690.1,ENSG00000289690,chr7,100397576,100434107,+
ENSG00000120129.8,DUSP1,chr5,172766991,172771198,-
ENSG00000170777.11,TPD52L3,chr9,6328374,6331891,+
ENSG00000151093.10,OXSM,chr3,25782916,25797141,+
ENSG00000119777.22,TMEM214,chr2,27032909,27041697,+
ENSG00000137955.18,RABGGTB,chr1,75786170,75795337,+
ENSG00000155115.9,GTF3C6,chr6,110958476,110968586,+
ENSG00000119185.15,ITGB1BP1,chr2,9402706,9423891,-
ENSG00000137070.21,IL11RA,chr9,34651581,34661902,+
ENSG00000071082.13,RPL31,chr2,100997745,101024037,+
ENSG00000178057.17,NDUFAF3,chr3,49020458,49027593,+
ENSG00000223658.8,C1GALT1C1L,chr2,43675150,43676429,-
ENSG00000197409.9,H3C4,chr6,26195163,26197286,-
ENSG00000164284.17,GRPEL2,chr5,149344994,149356029,+
ENSG00000112029.11,FBXO5,chr6,152970518,152983599,-
ENSG00000134072.13,CAMK1,chr3,9757340,9770606,-
ENSG00000121807.8,CCR2,chr3,46353863,46360940,+
ENSG00000214022.14,REPIN1,chr7,150368066,150374045,+
ENSG00000196787.5,H2AC11,chr6,27133042,27135292,+
ENSG00000160993.6,ALKBH4,chr7,102456220,102464899,-
ENSG00000163463.15,KRTCAP2,chr1,155169181,155173475,-
ENSG00000107262.27,BAG1,chr9,33247819,33264720,-
ENSG00000177721.5,ANXA2R,chr5,43039232,43043170,-
ENSG00000112855.19,HARS2,chr5,140691421,140699315,+
ENSG00000197948.13,FCHSD1,chr5,141639295,141651430,-
ENSG00000178896.11,EXOSC4,chr8,144078559,144081408,+
ENSG00000138381.11,ASNSD1,chr2,189661384,189671381,+
ENSG00000255833.3,TIFAB,chr5,135444225,135452388,-
ENSG00000163467.14,TSACC,chr1,156337313,156347019,+
ENSG00000169228.16,RAB24,chr5,177301197,177303766,-
ENSG00000144579.11,CTDSP1,chr2,218397135,218405942,+
ENSG00000148444.18,COMMD3,chr10,22315979,22320430,+
ENSG00000293137.4,MSL3B,chr2,233864662,233868413,-
ENSG00000145782.15,ATG12,chr5,115828181,115842534,-
ENSG00000081692.15,JMJD4,chr1,227730411,227735413,-
ENSG00000164972.15,SPMIP6,chr9,34379018,34397828,-
ENSG00000174721.11,FGFBP3,chr10,91906495,91909506,-
ENSG00000142669.17,SH3BGRL3,chr1,26279127,26281522,+
ENSG00000168283.16,BMI1,chr10,22321057,22331685,+
ENSG00000203737.5,GPR52,chr1,174447963,174449545,+
ENSG00000175130.9,MARCKSL1,chr1,32333563,32336241,-
ENSG00000163918.14,RFC4,chr3,186789865,186807058,-
ENSG00000144045.16,DQX1,chr2,74518130,74526396,-
ENSG00000126062.6,TMEM115,chr3,50352819,50359566,-
ENSG00000106290.18,TAF6,chr7,100106875,100127187,-
ENSG00000188010.18,MORN2,chr2,38875968,38882709,+
ENSG00000145741.18,BTF3,chr5,73498407,73507479,+
ENSG00000271824.2,SMIM32,chr5,136191467,136193162,-
ENSG00000016864.21,GLT8D1,chr3,52691526,52706368,-
ENSG00000214842.7,RAD51AP2,chr2,17510158,17518440,-
ENSG00000177494.8,ZBED2,chr3,111592899,111595394,-
ENSG00000161016.20,RPL8,chr8,144789764,144793502,-
ENSG00000213523.14,SRA1,chr5,140536449,140557920,-
ENSG00000157017.18,GHRL,chr3,10285665,10292959,-
ENSG00000112996.13,MRPS30,chr5,44808940,44820428,+
ENSG00000136834.3,OR1J1,chr9,122476957,122477926,-
ENSG00000169605.8,GKN1,chr2,68974572,68980980,+
ENSG00000165678.24,GHITM,chr10,84139481,84154841,+
ENSG00000090621.17,PABPC4,chr1,39560708,39576900,-
ENSG00000109534.19,GAR1,chr4,109815475,109827320,+
ENSG00000146830.13,GIGYF1,chr7,100679504,100694481,-
ENSG00000117650.15,NEK2,chr1,211658250,211675663,-
ENSG00000168264.14,IRF2BP2,chr1,234602294,234610189,-
ENSG00000144567.13,RETREG2,chr2,219176224,219185917,+
ENSG00000188050.3,RNF133,chr7,122697734,122699117,-
ENSG00000169490.19,TM2D2,chr8,38988807,38996824,-
ENSG00000132313.16,MRPL35,chr2,86199354,86222540,+
ENSG00000104738.21,MCM4,chr8,47960184,47979181,+
ENSG00000115661.16,STK16,chr2,219245211,219250339,+
ENSG00000182899.19,RPL35A,chr3,197949956,197956610,+
ENSG00000132467.4,UTP3,chr4,70688531,70690551,+
ENSG00000235118.10,FAM237A,chr2,206642416,206649365,+
ENSG00000128581.18,IFT22,chr7,101310913,101321831,-
ENSG00000170476.17,MZB1,chr5,139387466,139390081,-
ENSG00000115216.16,NRBP1,chr2,27427789,27442260,+
ENSG00000026025.18,VIM,chr10,17228240,17237595,+
ENSG00000163794.6,UCN,chr2,27307399,27308445,-
ENSG00000243147.10,MRPL33,chr2,27771682,27781484,+
ENSG00000145386.13,CCNA2,chr4,121815709,121823936,-
ENSG00000105996.8,HOXA2,chr7,27099977,27102686,-
ENSG00000164631.20,ZNF12,chr7,6688432,6706979,-
ENSG00000127054.24,INTS11,chr1,1311584,1324688,-
ENSG00000272573.8,MUSTN1,chr3,52833112,52835222,-
ENSG00000136247.17,ZDHHC4,chr7,6577404,6589374,+
ENSG00000160401.16,CFAP157,chr9,127706978,127716002,+
ENSG00000163428.6,LRRC58,chr3,120324508,120349412,-
ENSG00000282872.2,C1orf232,chr1,26164100,26168963,-
ENSG00000158435.10,CNOT11,chr2,101252805,101270316,+
ENSG00000203730.3,TEDDM1,chr1,182398116,182400667,-
ENSG00000137054.18,POLR1E,chr9,37481694,37503701,+
ENSG00000240045.3,STRIT1,chr3,155287621,155294017,-
ENSG00000146250.9,PRSS35,chr6,83512477,83525704,+
ENSG00000205413.9,SAMD9,chr7,93099512,93118042,-
ENSG00000143933.22,CALM2,chr2,47160083,47176921,-
ENSG00000128524.6,ATP6V1F,chr7,128862815,128865849,+
ENSG00000105849.8,POLR1F,chr7,19695394,19709066,-
ENSG00000285437.4,POLR2J3,chr7,102552327,102572620,-
ENSG00000143742.16,SRP9,chr1,225777698,225790670,+
ENSG00000134186.14,PRPF38B,chr1,108692291,108702928,+
ENSG00000173678.15,SPDYE2B,chr7,102650318,102662625,+
ENSG00000144231.13,POLR2D,chr2,127843552,127858163,-
ENSG00000155368.20,DBI,chr2,119366871,119372560,+
ENSG00000213625.10,LEPROT,chr1,65420546,65436051,+
ENSG00000160862.15,AZGP1,chr7,99966719,99976074,-
ENSG00000146063.22,TRIM41,chr5,181222498,181235808,+
ENSG00000182154.9,MRPL41,chr9,137550423,137552555,+
ENSG00000159214.15,CCDC24,chr1,43991351,43996529,+
ENSG00000014641.23,MDH1,chr2,63588556,63607273,+
ENSG00000188295.16,ZNF669,chr1,247098034,247104386,-
ENSG00000225828.2,FAM229A,chr1,32361269,32364278,-
ENSG00000213281.7,NRAS,chr1,114704467,114716775,-
ENSG00000171169.10,NAIF1,chr9,128061232,128068206,-
ENSG00000122565.21,CBX3,chr7,26200567,26213607,+
ENSG00000124688.16,MAD2L1BP,chr6,43629493,43640960,+
ENSG00000115241.13,PPM1G,chr2,27381193,27409674,-
ENSG00000084090.16,STARD7,chr2,96184858,96208854,-
ENSG00000066322.17,ELOVL1,chr1,43363140,43368075,-
ENSG00000090104.14,RGS1,chr1,192575762,192580037,+
ENSG00000288825.1,H2AC18,chr1,149842217,149842750,-
ENSG00000078668.16,VDAC3,chr8,42391623,42407493,+
ENSG00000137193.16,PIM1,chr6,37170151,37175428,+
ENSG00000258728.2,ENSG00000258728,chr9,34646630,34661886,+
ENSG00000181817.8,LSM10,chr1,36388813,36397945,-
ENSG00000178363.5,CALML3,chr10,5524960,5526771,+
ENSG00000164056.13,SPRY1,chr4,123396753,123407429,+
ENSG00000146083.15,RNF44,chr5,176526699,176543514,-
ENSG00000164104.14,HMGB2,chr4,173331375,173335152,-
ENSG00000205208.7,C4orf46,chr4,158666674,158672255,-
ENSG00000293584.1,ENSG00000293584,chr2,111121152,111123765,+
ENSG00000239474.9,KLHL41,chr2,169509683,169526262,+
ENSG00000135185.14,TMEM243,chr7,87191687,87220597,-
ENSG00000013392.10,RWDD2A,chr6,83193336,83198950,+
ENSG00000124593.16,ENSG00000124593,chr6,41780348,41790141,+
ENSG00000184840.14,TMED9,chr5,177592173,177597242,+
ENSG00000169245.7,CXCL10,chr4,76021117,76023518,-
ENSG00000184378.5,ACTRT3,chr3,169765609,169769851,-
ENSG00000162607.15,USP1,chr1,62436040,62454457,+
ENSG00000171855.7,IFNB1,chr9,21077103,21077942,-
ENSG00000127920.7,GNG11,chr7,93921442,93928610,+
ENSG00000113739.12,STC2,chr5,173314707,173328447,-
ENSG00000180245.7,RRH,chr4,109827971,109849123,+
ENSG00000179862.7,CITED4,chr1,40861053,40862363,-
ENSG00000179010.18,MRFAP1,chr4,6640090,6642731,+
ENSG00000135900.6,MRPL44,chr2,223957385,223969078,+
ENSG00000119013.12,NDUFB3,chr2,201071432,201085757,+
ENSG00000186105.8,LRRC70,chr5,62578818,62581446,+
ENSG00000008282.12,SYPL1,chr7,106086671,106112618,-
ENSG00000115446.14,UNC50,chr2,98608173,98618604,+
ENSG00000221909.5,FAM200A,chr7,99546203,99559392,-
ENSG00000182004.15,SNRPE,chr1,203861495,203871152,+
ENSG00000145908.15,ZNF300,chr5,150893803,150904987,-
ENSG00000164932.15,CTHRC1,chr8,103371496,103383815,+
ENSG00000171497.7,PPID,chr4,158708160,158723418,-
ENSG00000164399.5,IL3,chr5,132060654,132063204,+
ENSG00000115008.8,IL1A,chr2,112773915,112784500,-
ENSG00000163660.14,CCNL1,chr3,157145519,157160771,-
ENSG00000005075.18,POLR2J,chr7,102473109,102478936,-
ENSG00000168288.15,MMADHC,chr2,149564525,149587812,-
ENSG00000120709.13,FAM53C,chr5,138331934,138349729,+
ENSG00000006128.14,TAC1,chr7,97731906,97740472,+
ENSG00000185055.13,EFCAB10,chr7,105565108,105600875,-
ENSG00000158050.8,DUSP2,chr2,96143165,96145447,-
ENSG00000090432.9,MUL1,chr1,20495721,20508163,-
ENSG00000132432.16,SEC61G,chr7,54752135,54759974,-
ENSG00000171307.21,ZDHHC16,chr10,97446140,97457934,+
ENSG00000279111.2,OR10X1,chr1,158578918,158579899,-
ENSG00000218739.12,CEBPZOS,chr2,37191472,37216555,+
ENSG00000157911.13,PEX10,chr1,2403783,2413797,-
ENSG00000231192.3,OR5H1,chr3,98130720,98138548,+
ENSG00000241563.5,CORT,chr1,10450009,10452083,+
ENSG00000162971.13,TYW5,chr2,199928912,199955818,-
ENSG00000234545.10,FAM133B,chr7,92560653,92590417,-
ENSG00000058729.13,RIOK2,chr5,97160866,97183297,-
ENSG00000129071.12,MBD4,chr3,129430281,129440543,-
ENSG00000113141.20,IK,chr5,140647057,140662480,+
ENSG00000204859.15,ZBTB48,chr1,6579993,6589290,+
ENSG00000113196.5,HAND1,chr5,154472102,154478356,-
ENSG00000112667.15,DNPH1,chr6,43225628,43229490,-
ENSG00000213221.7,DNLZ,chr9,136359479,136363773,-
ENSG00000144580.17,CNOT9,chr2,218568574,218597080,+
ENSG00000085514.17,PILRA,chr7,100367529,100400098,+
ENSG00000184845.6,DRD1,chr5,175440026,175444794,-
ENSG00000235387.7,SPAAR,chr9,35909487,35937153,+
ENSG00000145780.10,FEM1C,chr5,115520586,115544857,-
ENSG00000181163.16,NPM1,chr5,171387085,171411952,+
ENSG00000143320.11,CRABP2,chr1,156699591,156708094,-
ENSG00000106336.15,FBXO24,chr7,100583981,100601117,+
ENSG00000105968.21,H2AZ2,chr7,44826790,44848146,-
ENSG00000144827.11,ABHD10,chr3,111978971,111993368,+
ENSG00000169871.15,TRIM56,chr7,101085233,101097967,+
ENSG00000187189.11,TSPYL4,chr6,116249963,116254075,-
ENSG00000288677.2,HRURF,chr8,22130457,22131010,-
ENSG00000106628.15,POLD2,chr7,44114630,44124407,-
ENSG00000213901.13,SLC23A3,chr2,219161464,219170095,-
ENSG00000186118.10,TEX38,chr1,46668854,46673595,+
ENSG00000144031.14,ANKRD53,chr2,70978379,70985967,+
ENSG00000148215.4,OR5C1,chr9,122788932,122789895,+
ENSG00000143390.20,RFX5,chr1,151340639,151347339,-
ENSG00000162396.8,PARS2,chr1,54756590,54764549,-
ENSG00000114315.6,HES1,chr3,194136138,194138732,+
ENSG00000132855.7,ANGPTL3,chr1,62597463,62607699,+
ENSG00000105854.15,PON2,chr7,95403732,95435393,-
ENSG00000144354.17,CDCA7,chr2,173354817,173368997,+
ENSG00000113140.13,SPARC,chr5,151661095,151687352,-
ENSG00000178732.6,GP5,chr3,194394820,194399266,-
ENSG00000146731.13,CCT6A,chr7,56051684,56063992,+
ENSG00000113811.13,SELENOK,chr3,53883495,53891885,-
ENSG00000164105.6,SAP30,chr4,173369968,173380480,+
ENSG00000185278.18,ZBTB37,chr1,173868081,173903547,+
ENSG00000185129.8,PURA,chr5,140107776,140125619,+
ENSG00000164088.20,PPM1M,chr3,52245740,52250616,+
ENSG00000198642.9,KLHL9,chr9,21320023,21335404,-
ENSG00000122566.25,HNRNPA2B1,chr7,26169260,26201529,-
ENSG00000215187.14,CIMIP2B,chr9,35561830,35563914,-
ENSG00000124614.19,RPS10,chr6,34417446,34426237,-
ENSG00000213930.14,GALT,chr9,34637366,34651754,+
ENSG00000196772.5,OR14A16,chr1,247814659,247824119,-
ENSG00000150628.8,SPATA4,chr4,176184498,176195585,-
ENSG00000253457.6,SMIM18,chr8,30638558,30647260,+
ENSG00000086065.16,CHMP5,chr9,33264016,33282071,+
ENSG00000184307.19,ZDHHC23,chr3,113947705,113965401,+
ENSG00000143578.18,CREB3L4,chr1,153963718,153974366,+
ENSG00000177606.9,JUN,chr1,58776844,58784048,-
ENSG00000106591.6,MRPL32,chr7,42932345,42948958,+
ENSG00000132436.15,FIGNL1,chr7,50439721,50450406,-
ENSG00000052723.14,SIKE1,chr1,114769478,114780706,-
ENSG00000204923.6,FBXO48,chr2,68459421,68467317,-
ENSG00000137414.9,FAM8A1,chr6,17600275,17611719,+
ENSG00000178988.13,MRFAP1L1,chr4,6702280,6709923,-
ENSG00000168936.14,TMEM129,chr4,1715950,1721367,-
ENSG00000106682.17,EIF4H,chr7,74174126,74197122,+
ENSG00000196968.12,POFUT4,chr10,73772270,73780251,+
ENSG00000271810.5,ENSG00000271810,chr1,112702613,112711433,-
ENSG00000132768.16,DPH2,chr1,43969974,43973373,+
ENSG00000115946.10,PNO1,chr2,68157827,68176239,+
ENSG00000178821.15,TMEM52,chr1,1917588,1919329,-
ENSG00000118655.10,DCLRE1B,chr1,113904402,113914140,+
ENSG00000277556.1,OR13C5,chr9,104598456,104599413,-
ENSG00000163060.10,TEKT4,chr2,94871380,94876832,+
ENSG00000161036.15,LRWD1,chr7,102464923,102476237,+
ENSG00000164896.23,FASTK,chr7,151076584,151080881,-
ENSG00000146054.20,TRIM7,chr5,181193923,181205309,-
ENSG00000123989.17,CHPF,chr2,219538948,219543818,-
ENSG00000143621.19,ILF2,chr1,153661745,153671028,-
ENSG00000171720.12,HDAC3,chr5,141620765,141637304,-
ENSG00000198517.12,MAFK,chr7,1530686,1543049,+
ENSG00000164051.16,CCDC51,chr3,48432163,48440456,-
ENSG00000107159.16,CA9,chr9,35673897,35681159,+
ENSG00000072135.15,PTPN18,chr2,130356025,130375409,+
ENSG00000038274.20,MAT2B,chr5,163503108,163519588,+
ENSG00000189292.19,ALKAL2,chr2,278285,289623,-
ENSG00000198075.12,SULT1C4,chr2,108377910,108388990,+
ENSG00000145912.12,NHP2,chr5,178139871,178153968,-
ENSG00000075142.16,SRI,chr7,88201116,88226997,-
ENSG00000120160.11,EQTN,chr9,27284653,27297150,-
ENSG00000187713.7,TMEM203,chr9,137204081,137205648,-
ENSG00000188984.13,AADACL3,chr1,12716108,12728760,+
ENSG00000138080.16,EMILIN1,chr2,27078043,27086408,+
ENSG00000169908.14,TM4SF1,chr3,149369021,149377729,-
ENSG00000164221.15,CCDC112,chr5,115267187,115296756,-
ENSG00000122687.21,MRM2,chr7,2234194,2242229,-
ENSG00000120738.9,EGR1,chr5,138465189,138471204,+
ENSG00000165312.7,OTUD1,chr10,23439074,23442377,+
ENSG00000150753.14,CCT5,chr5,10249928,10266389,+
ENSG00000074935.16,TUBE1,chr6,112070659,112087569,-
ENSG00000136541.17,ERMN,chr2,157318613,157327719,-
ENSG00000187514.19,PTMA,chr2,231706894,231713552,+
ENSG00000169258.9,GPRIN1,chr5,176595801,176610177,-
ENSG00000079150.20,FKBP7,chr2,178463663,178478604,-
ENSG00000163607.20,GTPBP8,chr3,112990908,113015877,+
ENSG00000106624.13,AEBP1,chr7,44104285,44114565,+
ENSG00000135632.14,SMYD5,chr2,73214221,73227229,+
ENSG00000119048.11,UBE2B,chr5,134371173,134394447,+
ENSG00000148229.15,POLE3,chr9,113407231,113410723,-
ENSG00000145592.16,RPL37,chr5,40822127,40835336,-
ENSG00000152778.10,IFIT5,chr10,89414567,89421605,+
ENSG00000160957.17,RECQL4,chr8,144511283,144517890,-
ENSG00000111875.10,ASF1A,chr6,118894019,118909264,+
ENSG00000166507.21,NDST2,chr10,73801739,73811963,-
ENSG00000137124.10,ALDH1B1,chr9,38392622,38398661,+
ENSG00000155755.21,TMEM237,chr2,201620183,201643570,-
ENSG00000176731.14,RBIS,chr8,85213640,85220793,-
ENSG00000172073.5,SPMIP9,chr2,88524618,88529591,+
ENSG00000243477.8,NAA80,chr3,50296401,50299437,-
ENSG00000118246.16,FASTKD2,chr2,206765356,206796189,+
ENSG00000135316.21,SYNCRIP,chr6,85607389,85644063,-
ENSG00000120727.15,PAIP2,chr5,139341586,139369733,+
ENSG00000163682.19,RPL9,chr4,39450678,39472424,-
ENSG00000183155.7,RABIF,chr1,202876228,202889227,-
ENSG00000104722.15,NEFM,chr8,24913757,24919098,+
ENSG00000143384.15,MCL1,chr1,150560894,150579738,-
ENSG00000115649.18,CNPPD1,chr2,219170703,219182664,-
ENSG00000164011.20,ZNF691,chr1,42846572,42854023,+
ENSG00000185798.10,WDR53,chr3,196552216,196569263,-
ENSG00000131584.21,ACAP3,chr1,1292375,1309609,-
ENSG00000115484.17,CCT4,chr2,61867337,61888696,-
ENSG00000105954.2,NPVF,chr7,25224569,25228486,-
ENSG00000136807.15,CDK9,chr9,127785251,127792871,+
ENSG00000132300.21,PTCD3,chr2,86106222,86142157,+
ENSG00000164978.21,NUDT2,chr9,34329495,34343713,+
ENSG00000179632.13,MAF1,chr8,144103111,144107618,+
ENSG00000124380.13,SNRNP27,chr2,69893943,69907658,+
ENSG00000167113.13,COQ4,chr9,128322482,128334073,+
ENSG00000071994.12,PDCD2,chr6,170572300,170584692,-
ENSG00000122644.15,ARL4A,chr7,12686601,12692543,+
ENSG00000145777.15,TSLP,chr5,111070061,111078026,+
ENSG00000266265.4,KLF14,chr7,130730696,130734207,-
ENSG00000065371.19,ROPN1,chr3,123968520,123992178,-
ENSG00000164294.16,GPX8,chr5,55160000,55167299,+
ENSG00000067334.15,DNTTIP2,chr1,93866283,93879918,-
ENSG00000233136.3,USP17L11,chr4,9215404,9216997,+
ENSG00000115263.16,GCG,chr2,162142876,162152404,-
ENSG00000143575.18,HAX1,chr1,154272325,154275882,+
ENSG00000177954.16,RPS27,chr1,153990748,153992344,+
ENSG00000233087.8,RAB6D,chr2,131360491,131364168,-
ENSG00000115137.13,DNAJC27,chr2,24943635,24972094,-
ENSG00000198944.6,SOWAHA,chr5,132813301,132816786,+
ENSG00000168291.15,PDHB,chr3,58425142,58434012,-
ENSG00000118640.13,VAMP8,chr2,85561561,85582032,+
ENSG00000169020.12,ATP5ME,chr4,672422,674400,-
ENSG00000155508.16,CNOT8,chr5,154857528,154876793,+
ENSG00000189134.4,NKAPL,chr6,28259296,28260958,+
ENSG00000106355.12,LSM5,chr7,32474305,32495283,-
ENSG00000160752.17,FDPS,chr1,155304785,155320666,+
ENSG00000253293.7,HOXA10,chr7,27170591,27180261,-
ENSG00000146232.19,NFKBIE,chr6,44258165,44265788,-
ENSG00000197713.17,RPE,chr2,210002564,210027529,+
ENSG00000179564.6,LSMEM2,chr3,50279029,50288116,+
ENSG00000135334.11,AKIRIN2,chr6,87674859,87702275,-
ENSG00000010256.14,UQCRC1,chr3,48598989,48610976,-
ENSG00000132781.24,MUTYH,chr1,45329162,45340893,-
ENSG00000138135.7,CH25H,chr10,89205628,89207317,-
ENSG00000215183.6,MSMP,chr9,35752989,35756613,-
ENSG00000203782.6,LORICRIN,chr1,153259686,153262124,+
ENSG00000128699.17,ORMDL1,chr2,189765544,189784395,-
ENSG00000112599.9,GUCA1B,chr6,42183283,42194956,-
ENSG00000196900.5,SPMIP10,chr5,126631704,126636284,+
ENSG00000116005.14,PCYOX1,chr2,70257385,70281185,+
ENSG00000131187.13,F12,chr5,177402132,177416583,-
ENSG00000117280.15,RAB29,chr1,205767985,205775489,-
ENSG00000176907.5,TCIM,chr8,40153481,40155310,+
ENSG00000184678.11,H2BC21,chr1,149884458,149886682,-
ENSG00000151729.13,SLC25A4,chr4,185143232,185150393,+
ENSG00000106397.14,PLOD3,chr7,101205976,101219968,-
ENSG00000135926.17,TMBIM1,chr2,218274192,218292589,-
ENSG00000164976.11,MYORG,chr9,34366622,34377150,-
ENSG00000198967.5,OR10Z1,chr1,158605267,158612514,+
ENSG00000188573.8,FBLL1,chr5,168529304,168530634,+
ENSG00000137076.24,TLN1,chr9,35696924,35732212,-
ENSG00000183386.13,FHL3,chr1,37994393,38006380,-
ENSG00000168255.20,POLR2J3,chr7,102537917,102572653,-
ENSG00000174429.6,ABRA,chr8,106759005,106770251,-
ENSG00000197343.13,ZNF655,chr7,99558388,99578948,+
ENSG00000162775.18,RBM15,chr1,110338505,110346681,+
ENSG00000106460.22,TMEM106B,chr7,12210930,12243367,+
ENSG00000168795.7,ZBTB5,chr9,37437686,37468850,-
ENSG00000155636.18,RBM45,chr2,178112383,178139011,+
ENSG00000188229.8,TUBB4B,chr9,137241277,137243713,+
ENSG00000168301.15,KCTD6,chr3,58491077,58502584,+
ENSG00000019582.19,CD74,chr5,150401636,150412969,-
ENSG00000197958.15,RPL12,chr9,127447421,127452094,-
ENSG00000284024.5,MSANTD7,chr10,14838163,14846999,+
ENSG00000180044.6,C3orf80,chr3,160225421,160228213,+
ENSG00000136243.20,NUP42,chr7,23181803,23201011,+
ENSG00000143110.14,C1orf162,chr1,111473753,111478513,+
ENSG00000120242.4,IFNA8,chr9,21409116,21410185,+
ENSG00000177144.8,NUDT4B,chr1,148748773,148752415,+
ENSG00000254402.8,LRRC24,chr8,144522384,144527608,-
ENSG00000236398.2,TAS2R39,chr7,143183418,143184435,+
ENSG00000172548.16,NIPAL4,chr5,157460212,157474723,+
ENSG00000138400.14,MDH1B,chr2,206737762,206765337,-
ENSG00000159388.7,BTG2,chr1,203305490,203311424,+
ENSG00000164406.10,LEAP2,chr5,132873443,132899343,+
ENSG00000169962.6,TAS1R3,chr1,1331274,1335314,+
ENSG00000196290.19,NIF3L1,chr2,200888991,200905579,+
ENSG00000116717.14,GADD45A,chr1,67685047,67691165,+
ENSG00000116691.13,MIIP,chr1,12019465,12032048,+
ENSG00000153767.12,GTF2E1,chr3,120742369,120783368,+
ENSG00000167136.9,ENDOG,chr9,128818450,128822683,+
ENSG00000114023.17,FAM162A,chr3,122384160,122412334,+
ENSG00000166925.11,TSC22D4,chr7,100466507,100479257,-
ENSG00000115520.11,COQ10B,chr2,197453437,197475488,+
ENSG00000106404.15,CLDN15,chr7,101232091,101238820,-
ENSG00000138496.19,PARP9,chr3,122527909,122565478,-
ENSG00000027869.15,SH2D2A,chr1,156806234,156817014,-
ENSG00000114867.24,EIF4G1,chr3,184314489,184335358,+
ENSG00000128713.15,HOXD11,chr2,176104215,176109754,+
ENSG00000172016.17,REG3A,chr2,79157002,79159757,-
ENSG00000289701.1,ENSG00000289701,chr9,136361903,136373644,-
ENSG00000106263.21,EIF3B,chr7,2354079,2380747,+
ENSG00000115718.20,PROC,chr2,127415932,127429762,+
ENSG00000113555.6,PCDH12,chr5,141943580,141969741,-
ENSG00000107014.10,RLN2,chr9,5298697,5304716,-
ENSG00000124562.12,SNRPC,chr6,34757096,34774045,+
ENSG00000108179.16,PPIF,chr10,79347460,79355350,+
ENSG00000285779.1,ENSG00000285779,chr1,153959150,153975887,-
ENSG00000143319.20,ISG20L2,chr1,156720650,156728836,-
ENSG00000169469.10,SPRR1B,chr1,153031195,153032900,+
ENSG00000183808.14,RBM12B,chr8,93728154,93741098,-
ENSG00000171163.18,ZNF692,chr1,248850003,248859144,-
ENSG00000243989.11,ACY1,chr3,51983046,51989457,+
ENSG00000197903.11,H2BC12,chr6,27135927,27146863,-
ENSG00000172568.6,FNDC9,chr5,157341597,157345766,-
ENSG00000120314.20,WDR55,chr5,140664475,140674124,+
ENSG00000213639.13,PPP1CB,chr2,28751078,28802964,+
ENSG00000067082.17,KLF6,chr10,3775995,3785281,-
ENSG00000135346.10,CGA,chr6,87085494,87095150,-
ENSG00000182795.15,C1orf116,chr1,207018049,207032821,-
ENSG00000238227.10,TMEM250,chr9,136113066,136118946,-
ENSG00000198601.4,OR2M2,chr1,248174820,248181067,+
ENSG00000081721.14,DUSP12,chr1,161749757,161757238,+
ENSG00000180929.6,GPR62,chr3,51955380,51957499,+
ENSG00000196154.14,S100A4,chr1,153543612,153552135,-
ENSG00000203733.6,GJE1,chr6,142132924,142135358,+
ENSG00000183423.14,LRIT3,chr4,109846012,109872315,+
ENSG00000285655.1,ENSG00000285655,chr8,66430184,66445324,+
ENSG00000184492.7,FOXD4L1,chr2,113498664,113501150,+
ENSG00000292277.1,ENSG00000292277,chr7,100205356,100221488,+
ENSG00000197557.7,IFT70A,chr2,177612998,177618742,-
ENSG00000134249.7,ADAM30,chr1,119893532,119896515,-
ENSG00000175283.8,DOLK,chr9,128945529,128947603,-
ENSG00000114784.5,EIF1B,chr3,40309106,40316985,+
ENSG00000213420.10,GPC2,chr7,100169601,100177389,-
ENSG00000179902.15,CFAP276,chr1,109105950,109113857,-
