gene_id,Gene,chr,tss
ENSG00000169252.6,ADRB2,chr5,148826610
ENSG00000157992.14,KRTCAP3,chr2,27442336
ENSG00000144959.13,NCEH1,chr3,172711217
ENSG00000138035.17,PNPT1,chr2,55693862
ENSG00000214114.11,MYCBP,chr1,38873387
ENSG00000188786.12,MTF1,chr1,37859613
ENSG00000182551.16,ADI1,chr2,3519583
ENSG00000148200.19,NR6A1,chr9,124771348
ENSG00000163293.14,NIPAL1,chr4,47914141
ENSG00000157593.21,SLC35B2,chr6,44257889
ENSG00000144026.16,ZNF514,chr2,95165671
ENSG00000168564.8,CDKN2AIP,chr4,183444627
ENSG00000113140.13,SPARC,chr5,151687351
ENSG00000136240.12,KDELR2,chr7,6484223
ENSG00000164620.11,RELL2,chr5,141636949
ENSG00000226887.10,ERVMER34-1,chr4,52751896
ENSG00000130956.16,HABP4,chr9,96450097
ENSG00000107537.16,PHYH,chr10,13302411
ENSG00000163249.15,CCNYL1,chr2,207711514
ENSG00000144445.19,KANSL1L,chr2,210172181
ENSG00000113712.20,CSNK1A1,chr5,149551576
ENSG00000203877.9,RIPPLY2,chr6,83853359
ENSG00000285953.2,ENSG00000285953,chr7,92245942
ENSG00000115091.14,ACTR3,chr2,113889599
ENSG00000134748.15,PRPF38A,chr1,52404059
ENSG00000196407.12,THEM5,chr1,151853711
ENSG00000172113.12,NME6,chr3,48301684
ENSG00000157181.18,ODR4,chr1,186375400
ENSG00000196652.14,ZKSCAN5,chr7,99504633
ENSG00000008952.19,SEC62,chr3,169966634
ENSG00000162517.15,PEF1,chr1,31644909
ENSG00000156795.10,NTAQ1,chr8,123416719
ENSG00000213563.8,C8orf82,chr8,144529131
ENSG00000285791.1,ENSG00000285791,chr8,66432485
ENSG00000136295.18,TTYH3,chr7,2631897
ENSG00000075223.16,SEMA3C,chr7,80922392
ENSG00000079156.19,OSBPL6,chr2,178193710
ENSG00000082258.15,CCNT2,chr2,134918234
ENSG00000147677.14,EIF3H,chr8,116766924
ENSG00000112081.20,SRSF3,chr6,36593776
ENSG00000160145.17,KALRN,chr3,124033309
ENSG00000260238.6,PMF1-BGLAP,chr1,156212981
ENSG00000079785.18,DDX1,chr2,15591177
ENSG00000009780.18,FAM76A,chr1,27725945
ENSG00000118217.9,ATF6,chr1,161766242
ENSG00000021461.20,CYP3A43,chr7,99827921
ENSG00000180155.22,LYNX1,chr8,142777888
ENSG00000137100.18,DCTN3,chr9,34620528
ENSG00000156876.11,SASS6,chr1,100132954
ENSG00000122585.10,NPY,chr7,24284181
ENSG00000182095.16,TNRC18,chr7,5425413
ENSG00000143621.19,ILF2,chr1,153671027
ENSG00000243667.9,DNAAF10,chr2,68157566
ENSG00000198876.15,DCAF12,chr9,34127398
ENSG00000144063.6,MALL,chr2,110116074
ENSG00000147576.19,ADHFE1,chr8,66432458
ENSG00000105954.2,NPVF,chr7,25228485
ENSG00000206527.12,HACD2,chr3,123585192
ENSG00000122507.23,BBS9,chr7,33109556
ENSG00000175166.19,PSMD2,chr3,184299156
ENSG00000146574.18,CCZ1B,chr7,6826769
ENSG00000160783.21,PMF1,chr1,156212988
ENSG00000106236.6,NPTX2,chr7,98617253
ENSG00000276600.7,RAB7B,chr1,206003543
ENSG00000145220.16,LYAR,chr4,4290195
ENSG00000147853.19,AK3,chr9,4742042
ENSG00000173678.15,SPDYE2B,chr7,102650318
ENSG00000172432.21,GTPBP2,chr6,43629290
ENSG00000155657.30,TTN,chr2,178830801
ENSG00000177606.9,JUN,chr1,58784047
ENSG00000185261.17,KIAA0825,chr5,94618615
ENSG00000099219.17,ERMP1,chr9,5879536
ENSG00000145725.23,PPIP5K2,chr5,103120148
ENSG00000183598.4,H3C13,chr1,149813692
ENSG00000112144.17,CILK1,chr6,53061895
ENSG00000109270.15,LAMTOR3,chr4,99894427
ENSG00000258728.2,ENSG00000258728,chr9,34646630
ENSG00000054356.16,PTPRN,chr2,219309647
ENSG00000113583.10,C5orf15,chr5,133968673
ENSG00000163214.23,DHX57,chr2,38875942
ENSG00000115310.21,RTN4,chr2,55112620
ENSG00000137561.7,TTPA,chr8,63086196
ENSG00000039537.18,C6,chr5,41261560
ENSG00000113658.20,SMAD5,chr5,136132827
ENSG00000147573.19,TRIM55,chr8,66126871
ENSG00000168894.12,RNF181,chr2,85595619
ENSG00000171720.12,HDAC3,chr5,141637303
ENSG00000122733.14,PHF24,chr9,34957607
ENSG00000198301.14,SDAD1,chr4,75990961
ENSG00000120733.17,KDM3B,chr5,138352675
ENSG00000168374.13,ARF4,chr3,57598219
ENSG00000310583.1,ENSG00000310583,chr2,38875990
ENSG00000124541.9,RRP36,chr6,43021587
ENSG00000163171.10,CDC42EP3,chr2,37738467
ENSG00000115307.19,AUP1,chr2,74529965
ENSG00000177853.17,ZNF518A,chr10,96129694
ENSG00000064652.13,SNX24,chr5,122843438
ENSG00000213281.7,NRAS,chr1,114716774
ENSG00000145388.17,METTL14,chr4,118685380
ENSG00000180098.11,TRNAU1AP,chr1,28552990
ENSG00000174928.18,C3orf33,chr3,155806287
ENSG00000251201.8,TMED7-TICAM2,chr5,115626160
ENSG00000163606.12,CD200R1,chr3,112975102
ENSG00000115816.17,CEBPZ,chr2,37231611
ENSG00000173473.13,SMARCC1,chr3,47782105
ENSG00000196683.13,TOMM7,chr7,22822890
ENSG00000138286.17,FAM149B1,chr10,73168117
ENSG00000173200.15,PARP15,chr3,122577596
ENSG00000160058.21,BSDC1,chr1,32394730
ENSG00000147669.13,POLR2K,chr8,100150609
ENSG00000116586.14,LAMTOR2,chr1,156053915
ENSG00000205413.9,SAMD9,chr7,93118041
ENSG00000003509.18,NDUFAF7,chr2,37231627
ENSG00000079246.18,XRCC5,chr2,216107463
ENSG00000163626.19,COX18,chr4,73069754
ENSG00000171757.19,LRRC34,chr3,169813007
ENSG00000113068.12,PFDN1,chr5,140303118
ENSG00000115109.16,EPB41L5,chr2,120012915
ENSG00000086015.25,MAST2,chr1,45786986
ENSG00000148484.20,RSU1,chr10,16817602
ENSG00000127954.15,STEAP4,chr7,88307060
ENSG00000112110.12,MRPL18,chr6,159789811
ENSG00000114902.16,SPCS1,chr3,52704954
ENSG00000010438.17,PRSS3,chr9,33750678
ENSG00000134107.7,BHLHE40,chr3,4978714
ENSG00000107159.16,CA9,chr9,35673897
ENSG00000135924.19,DNAJB2,chr2,219279307
ENSG00000175279.23,CENPS,chr1,10430389
ENSG00000165424.9,ZCCHC24,chr10,79445672
ENSG00000176428.8,VPS37D,chr7,73667830
ENSG00000142856.20,ITGB3BP,chr1,63593720
ENSG00000114859.18,CLCN2,chr3,184363273
ENSG00000147889.19,CDKN2A,chr9,21995300
ENSG00000125388.22,GRK4,chr4,2963570
ENSG00000169155.12,ZBTB43,chr9,126804987
ENSG00000116161.20,CACYBP,chr1,174999162
ENSG00000124688.16,MAD2L1BP,chr6,43629493
ENSG00000130227.19,XPO7,chr8,21919544
ENSG00000197959.16,DNM3,chr1,171817886
ENSG00000047410.15,TPR,chr1,186375692
ENSG00000153246.15,PLA2R1,chr2,160062905
ENSG00000143933.22,CALM2,chr2,47176920
ENSG00000133302.15,SLF1,chr5,94618053
ENSG00000167112.12,TRUB2,chr9,128322740
ENSG00000174799.14,CEP135,chr4,55948818
ENSG00000188010.18,MORN2,chr2,38875968
ENSG00000272031.4,ANKRD34A,chr1,145964574
ENSG00000164128.9,NPY1R,chr4,163344851
ENSG00000164142.18,FHIP1A,chr4,151409117
ENSG00000131013.6,PPIL4,chr6,149546110
ENSG00000152102.20,FAM168B,chr2,131093491
ENSG00000157259.9,GATAD1,chr7,92447447
ENSG00000156802.15,ATAD2,chr8,123416349
ENSG00000082153.20,BZW1,chr2,200810593
ENSG00000206559.10,ZCWPW2,chr3,28348696
ENSG00000117597.20,UTP25,chr1,209827955
ENSG00000169972.15,PUSL1,chr1,1308546
ENSG00000158106.17,RHPN1,chr8,143368809
ENSG00000188921.16,HACD4,chr9,21031651
ENSG00000165118.16,QNG1,chr9,83956985
ENSG00000284042.1,TAF11L6,chr5,17528668
ENSG00000266412.8,NCOA4,chr10,46030669
ENSG00000270276.3,H4C15,chr1,149861158
ENSG00000138674.19,SEC31A,chr4,82901165
ENSG00000178338.12,ZNF354B,chr5,178859924
ENSG00000159685.13,CHCHD6,chr3,126704202
ENSG00000168826.18,ZBTB49,chr4,4290220
ENSG00000163072.18,NOSTRIN,chr2,168786538
ENSG00000120948.21,TARDBP,chr1,11012343
ENSG00000143771.14,CNIH4,chr1,224356809
ENSG00000127481.16,UBR4,chr1,19210328
ENSG00000143061.20,IGSF3,chr1,116667819
ENSG00000117407.19,ARTN,chr1,43933271
ENSG00000118997.15,DNAH7,chr2,196068847
ENSG00000143878.10,RHOB,chr2,20447073
ENSG00000165671.24,NSD1,chr5,177131786
ENSG00000176261.18,ZBTB8OS,chr1,32651010
ENSG00000134716.13,CYP2J2,chr1,59926827
ENSG00000112335.17,SNX3,chr6,108261254
ENSG00000126524.14,SBDS,chr7,66995692
ENSG00000138495.9,COX17,chr3,119677620
ENSG00000204006.12,C1orf185,chr1,51102220
ENSG00000153563.18,CD8A,chr2,86808395
ENSG00000160908.17,ZNF394,chr7,99504917
ENSG00000172336.7,POP7,chr7,100695901
ENSG00000178821.15,TMEM52,chr1,1919328
ENSG00000242950.7,ERVW-1,chr7,92477985
ENSG00000120925.18,RNF170,chr8,42897308
ENSG00000198793.16,MTOR,chr1,11262555
ENSG00000144579.11,CTDSP1,chr2,218397135
ENSG00000151092.20,NGLY1,chr3,25790038
ENSG00000158615.10,PPP1R15B,chr1,204411886
ENSG00000112874.12,NUDT12,chr5,103562816
ENSG00000289360.1,ENSG00000289360,chr7,105040847
ENSG00000288914.1,ENSG00000288914,chr7,105040857
ENSG00000269955.2,FMC1-LUC7L2,chr7,139341359
ENSG00000136824.21,SMC2,chr9,104093694
ENSG00000173950.17,XXYLT1,chr3,195271175
ENSG00000158467.19,AHCYL2,chr7,129225019
ENSG00000120318.18,ARAP3,chr5,141682254
ENSG00000163116.11,STPG2,chr4,98143484
ENSG00000092820.21,EZR,chr6,158819417
ENSG00000105810.12,CDK6,chr7,92837003
ENSG00000131788.18,PIAS3,chr1,145859835
ENSG00000121579.16,NAA50,chr3,113746785
ENSG00000050748.20,MAPK9,chr5,180292106
ENSG00000106686.20,SPATA6L,chr9,4666673
ENSG00000115514.14,TXNDC9,chr2,99340701
ENSG00000184178.19,SCFD2,chr4,53366099
ENSG00000109445.13,ZNF330,chr4,141220279
ENSG00000163866.11,SMIM12,chr1,34859829
ENSG00000060339.16,CCAR1,chr10,68721011
ENSG00000132854.21,KANK4,chr1,62319433
ENSG00000155324.12,GRAMD2B,chr5,126360131
ENSG00000005108.18,THSD7A,chr7,11832449
ENSG00000114378.19,HYAL1,chr3,50312889
ENSG00000170500.14,LONRF2,chr2,100322505
ENSG00000165046.15,LETM2,chr8,38386203
ENSG00000084693.18,AGBL5,chr2,27042363
ENSG00000138100.16,TRIM54,chr2,27282365
ENSG00000162521.20,RBBP4,chr1,32651042
ENSG00000169567.15,HINT1,chr5,131224467
ENSG00000205482.13,SPDYE18,chr7,77063937
ENSG00000163467.14,TSACC,chr1,156337313
ENSG00000288640.1,ENSG00000288640,chr7,112450459
ENSG00000116095.13,PLEKHA3,chr2,178480346
ENSG00000174429.6,ABRA,chr8,106770250
ENSG00000158092.9,NCK1,chr3,136862176
ENSG00000018510.20,AGPS,chr2,177392575
ENSG00000206560.13,ANKRD28,chr3,15859846
ENSG00000120235.5,IFNA6,chr9,21350955
ENSG00000204406.14,MBD5,chr2,148021010
ENSG00000164796.19,CSMD3,chr8,113436938
ENSG00000118004.20,COLEC11,chr2,3592790
ENSG00000143457.13,GOLPH3L,chr1,150697221
ENSG00000138496.19,PARP9,chr3,122565477
ENSG00000115904.17,SOS1,chr2,39124344
ENSG00000151458.14,ANKRD50,chr4,124712766
ENSG00000243414.8,TICAM2,chr5,115602528
ENSG00000106633.18,GCK,chr7,44198169
ENSG00000284505.1,LYNX1-SLURP2,chr8,142778223
ENSG00000286522.3,H3C2,chr6,26032101
ENSG00000204928.3,GRXCR2,chr5,145937125
ENSG00000117528.16,ABCD3,chr1,94418038
ENSG00000148154.12,UGCG,chr9,111896771
ENSG00000198874.16,TYW1,chr7,66995172
ENSG00000176714.12,CCDC121,chr2,27629017
ENSG00000116044.19,NFE2L2,chr2,177392755
ENSG00000055147.21,FAM114A2,chr5,154038935
ENSG00000154380.21,ENAH,chr1,225653333
ENSG00000251012.2,ENSG00000251012,chr3,119147374
ENSG00000160991.19,ORAI2,chr7,102433105
ENSG00000188761.14,BCL2L15,chr1,113887587
ENSG00000147475.19,ERLIN2,chr8,37736586
ENSG00000074416.18,MGLL,chr3,128052189
ENSG00000117410.16,ATP6V0B,chr1,43974486
ENSG00000037749.15,MFAP3,chr5,154038954
ENSG00000170340.13,B3GNT2,chr2,62195484
ENSG00000129103.21,SUMF2,chr7,56064001
ENSG00000003393.18,ALS2,chr2,201782111
ENSG00000253457.6,SMIM18,chr8,30638558
ENSG00000128059.10,PPAT,chr4,56436037
ENSG00000156976.19,EIF4A2,chr3,186783204
ENSG00000138356.16,AOX1,chr2,200585863
ENSG00000121774.20,KHDRBS1,chr1,32013686
ENSG00000145348.19,TBCK,chr4,106316682
ENSG00000198944.6,SOWAHA,chr5,132813301
ENSG00000170035.18,UBE2E3,chr2,180937684
ENSG00000081154.13,PCNP,chr3,101574082
ENSG00000197081.17,IGF2R,chr6,159969032
ENSG00000115317.15,HTRA2,chr2,74529273
ENSG00000124562.12,SNRPC,chr6,34757096
ENSG00000151806.16,GUF1,chr4,44678402
ENSG00000177646.22,ACAD9,chr3,128879493
ENSG00000138658.19,ZGRF1,chr4,112637401
ENSG00000113303.14,BTNL8,chr5,180899076
ENSG00000182348.7,ZNF804B,chr7,88759699
ENSG00000165171.13,METTL27,chr7,73842539
ENSG00000120742.13,SERP1,chr3,150603227
ENSG00000154743.21,TSEN2,chr3,12480528
ENSG00000145819.19,ARHGAP26,chr5,142770342
ENSG00000106004.6,HOXA5,chr7,27143718
ENSG00000143294.17,PRCC,chr1,156750609
ENSG00000152503.12,TRIM36,chr5,115180545
ENSG00000163328.16,GPR155,chr2,174487149
ENSG00000072786.15,STK10,chr5,172188410
ENSG00000196550.13,FAM72A,chr1,206204413
ENSG00000119392.18,GLE1,chr9,128504654
ENSG00000198952.10,SMG5,chr1,156282861
ENSG00000213337.11,ANKRD39,chr2,96858069
ENSG00000170915.11,PAQR8,chr6,52361420
ENSG00000004487.20,KDM1A,chr1,23019394
ENSG00000104365.18,IKBKB,chr8,42271301
ENSG00000235453.14,SMIM27,chr9,32551143
ENSG00000164713.11,BRI3,chr7,98252378
ENSG00000179564.6,LSMEM2,chr3,50279029
ENSG00000288634.1,ENSG00000288634,chr7,112450486
ENSG00000169139.14,UBE2V2,chr8,48008409
ENSG00000284686.1,ENSG00000284686,chr1,56524494
ENSG00000131558.18,EXOC4,chr7,133253053
ENSG00000171133.4,OR2K2,chr9,111330223
ENSG00000156017.15,CARNMT1,chr9,75028479
ENSG00000187736.16,NHEJ1,chr2,219160868
ENSG00000147586.12,MRPS28,chr8,80030375
ENSG00000284356.1,TAF11L10,chr5,17597827
ENSG00000126107.17,HECTD3,chr1,45011368
ENSG00000070814.24,TCOF1,chr5,150357628
ENSG00000144285.24,SCN1A,chr2,166182805
ENSG00000157911.13,PEX10,chr1,2413796
ENSG00000152672.9,CLEC4F,chr2,70820600
ENSG00000171428.17,NAT1,chr8,18170398
ENSG00000186088.18,GSAP,chr7,77416606
ENSG00000265817.5,FSBP,chr8,94436951
ENSG00000114648.14,KLHL18,chr3,47282627
ENSG00000117133.13,RPF1,chr1,84479244
ENSG00000071539.16,TRIP13,chr5,892848
ENSG00000009844.18,VTA1,chr6,142147161
ENSG00000132780.19,NASP,chr1,45583575
ENSG00000175130.9,MARCKSL1,chr1,32336240
ENSG00000273269.3,ENSG00000273269,chr2,47176510
ENSG00000134262.17,AP4B1,chr1,113905721
ENSG00000115944.17,COX7A2L,chr2,42425087
ENSG00000121964.17,QTMAN,chr2,144333106
ENSG00000142871.20,CCN1,chr1,85580115
ENSG00000181274.8,FRAT2,chr10,97334728
ENSG00000112242.18,E2F3,chr6,20401839
ENSG00000153317.17,ASAP1,chr8,130444081
ENSG00000105983.25,LMBR1,chr7,156893224
ENSG00000196923.16,PDLIM7,chr5,177497663
ENSG00000169962.6,TAS1R3,chr1,1331274
ENSG00000167110.21,GOLGA2,chr9,128276035
ENSG00000135929.11,CYP27A1,chr2,218781687
ENSG00000162869.18,PPP1R21,chr2,48440597
ENSG00000197061.5,H4C3,chr6,26103932
ENSG00000028310.20,BRD9,chr5,892837
ENSG00000164972.15,SPMIP6,chr9,34397827
ENSG00000071909.20,MYO3B,chr2,170178144
ENSG00000260097.3,SPDYE6,chr7,102356443
ENSG00000010810.20,FYN,chr6,111873478
ENSG00000197279.7,ZNF165,chr6,28080275
ENSG00000087269.18,NOP14,chr4,2963501
ENSG00000106443.19,PHF14,chr7,10973326
ENSG00000135968.24,GCC2,chr2,108449106
ENSG00000144028.17,SNRNP200,chr2,96321270
ENSG00000066827.18,ZFAT,chr8,134713174
ENSG00000133706.22,LARS1,chr5,146182695
ENSG00000167118.13,URM1,chr9,128371340
ENSG00000114784.5,EIF1B,chr3,40309106
ENSG00000066557.8,LRRC40,chr1,70205664
ENSG00000173726.13,TOMM20,chr1,235128961
ENSG00000179165.12,PXT1,chr6,36442853
ENSG00000002746.17,HECW1,chr7,43112628
ENSG00000116754.16,SRSF11,chr1,70205669
ENSG00000198055.13,GRK6,chr5,177403203
ENSG00000058091.19,CDK14,chr7,90466423
ENSG00000155833.16,CYLC2,chr9,102995310
ENSG00000113648.19,MACROH2A1,chr5,135400022
ENSG00000138376.13,BARD1,chr2,214809725
ENSG00000197429.13,IPP,chr1,45750804
ENSG00000283563.1,ENSG00000283563,chr3,28349177
ENSG00000107140.19,TESK1,chr9,35605234
ENSG00000135040.18,NAA35,chr9,85941001
ENSG00000119042.20,SATB2,chr2,199471270
ENSG00000146083.15,RNF44,chr5,176543513
ENSG00000189180.18,ZNF33A,chr10,38010294
ENSG00000106049.11,HIBADH,chr7,27663012
ENSG00000104427.15,ZC2HC1A,chr8,78666049
ENSG00000161204.14,ABCF3,chr3,184186094
ENSG00000109686.23,SH3D19,chr4,151409364
ENSG00000105855.12,ITGB8,chr7,20330608
ENSG00000120899.20,PTK2B,chr8,27311455
ENSG00000172215.8,CXCR6,chr3,45940914
ENSG00000132128.20,LRRC41,chr1,46303629
ENSG00000137574.13,TGS1,chr8,55773064
ENSG00000071575.13,TRIB2,chr2,12716909
ENSG00000181090.23,EHMT1,chr9,137618900
ENSG00000072858.14,SIDT1,chr3,113532399
ENSG00000198369.12,SPRED2,chr2,65432681
ENSG00000162889.13,MAPKAPK2,chr1,206684870
ENSG00000115252.21,PDE1A,chr2,182523358
ENSG00000116698.24,SMG7,chr1,183471870
ENSG00000115289.16,PCGF1,chr2,74508360
ENSG00000138080.16,EMILIN1,chr2,27078043
ENSG00000104756.18,KCTD9,chr8,25458475
ENSG00000164305.22,CASP3,chr4,184650417
ENSG00000153237.21,CCDC148,chr2,158456775
ENSG00000115866.13,DARS1,chr2,135986099
ENSG00000145781.11,COMMD10,chr5,116084974
ENSG00000163558.15,PRKCI,chr3,170222123
ENSG00000163689.23,CFAP20DC,chr3,59050083
ENSG00000008282.12,SYPL1,chr7,106112617
ENSG00000164077.17,MON1A,chr3,49930172
ENSG00000109208.5,SMR3A,chr4,70360759
ENSG00000152292.19,SH2D6,chr2,85418713
ENSG00000136059.18,VILL,chr3,37987959
ENSG00000249773.3,ENSG00000249773,chr7,55887276
ENSG00000153956.19,CACNA2D1,chr7,82444193
ENSG00000189007.18,ADAT2,chr6,143450746
ENSG00000169914.8,OTUD3,chr1,19882367
ENSG00000002549.15,LAP3,chr4,17577166
ENSG00000144524.20,COPS7B,chr2,231781659
ENSG00000123240.19,OPTN,chr10,13099441
ENSG00000127124.16,HIVEP3,chr1,42035924
ENSG00000145592.16,RPL37,chr5,40835335
ENSG00000112078.16,KCTD20,chr6,36442766
ENSG00000213551.9,DNAJC9,chr10,73247318
ENSG00000155368.20,DBI,chr2,119366871
ENSG00000124574.18,ABCC10,chr6,43427365
ENSG00000122008.18,POLK,chr5,75511376
ENSG00000168615.15,ADAM9,chr8,38996753
ENSG00000134330.20,IAH1,chr2,9473657
ENSG00000011454.20,RABGAP1,chr9,122940832
ENSG00000134243.14,SORT1,chr1,109397966
ENSG00000127252.9,PLAAT1,chr3,193240612
ENSG00000114054.16,PCCB,chr3,136250313
ENSG00000078018.24,MAP2,chr2,209423987
ENSG00000163600.15,ICOS,chr2,203936756
ENSG00000198822.13,GRM3,chr7,86643902
ENSG00000143889.17,HNRNPLL,chr2,38603585
ENSG00000165684.8,SNAPC4,chr9,136400225
ENSG00000183808.14,RBM12B,chr8,93741097
ENSG00000106299.10,WASL,chr7,123749180
ENSG00000117153.18,KLHL12,chr1,202928635
ENSG00000091409.19,ITGA6,chr2,172234215
ENSG00000182613.3,OR2V2,chr5,181147585
ENSG00000143954.15,REG3G,chr2,79025685
ENSG00000131791.10,PRKAB2,chr1,147173715
ENSG00000134317.19,GRHL1,chr2,9951677
ENSG00000197958.15,RPL12,chr9,127452093
ENSG00000137193.16,PIM1,chr6,37170151
ENSG00000164932.15,CTHRC1,chr8,103371496
ENSG00000281593.1,ENSG00000281593,chr7,30362399
ENSG00000145757.17,SPATA9,chr5,95698710
ENSG00000142599.22,RERE,chr1,8848920
ENSG00000198843.15,SELENOT,chr3,150602874
ENSG00000147439.16,BIN3,chr8,22669147
ENSG00000138814.19,PPP3CA,chr4,101348277
ENSG00000163931.19,TKT,chr3,53256054
ENSG00000034693.17,PEX3,chr6,143450777
ENSG00000182180.16,MRPS16,chr10,73252692
ENSG00000165886.7,UBTD1,chr10,97498851
ENSG00000188760.13,TMEM198,chr2,219543129
ENSG00000135900.6,MRPL44,chr2,223957385
ENSG00000123933.19,MXD4,chr4,2262143
ENSG00000135577.5,NMBR,chr6,142147121
ENSG00000203722.10,RAET1G,chr6,149923125
ENSG00000170385.11,SLC30A1,chr1,211579217
ENSG00000206531.13,CD200R1L,chr3,112846863
ENSG00000169193.14,CCDC126,chr7,23597373
ENSG00000170264.15,FAM161A,chr2,61854142
ENSG00000123975.7,CKS2,chr9,89311154
ENSG00000284862.5,CCDC39,chr3,180684941
ENSG00000156928.7,MALSU1,chr7,23298738
ENSG00000154124.9,OTULIN,chr5,14664663
ENSG00000168495.15,POLR3D,chr8,22245077
ENSG00000163344.8,PMVK,chr1,154937007
ENSG00000126070.22,AGO3,chr1,35930695
ENSG00000106993.14,CDC37L1,chr9,4679555
ENSG00000147679.14,UTP23,chr8,116766491
ENSG00000126709.17,IFI6,chr1,27672211
ENSG00000168137.22,SETD5,chr3,9397608
ENSG00000163909.10,HEYL,chr1,39639685
ENSG00000196116.10,TDRD7,chr9,97411973
ENSG00000251503.8,CENPS-CORT,chr1,10430101
ENSG00000124635.12,H2BC11,chr6,27133882
ENSG00000120438.14,TCP1,chr6,159789706
ENSG00000138823.15,MTTP,chr4,99564080
ENSG00000214558.5,ZC3H11C,chr6,65301475
ENSG00000163930.11,BAP1,chr3,52410037
ENSG00000134253.10,TRIM45,chr1,117122586
ENSG00000256235.5,SMIM3,chr5,150777882
ENSG00000136631.18,VPS45,chr1,150067278
ENSG00000145331.16,TRMT10A,chr4,99564069
ENSG00000117385.18,P3H1,chr1,42767083
ENSG00000185875.15,THNSL1,chr10,25016573
ENSG00000115825.13,PRKD3,chr2,37324838
ENSG00000151881.17,TMEM267,chr5,43484475
ENSG00000010017.15,RANBP9,chr6,13712088
ENSG00000188738.17,FSIP2,chr2,185738787
ENSG00000033867.20,SLC4A7,chr3,27484450
ENSG00000163235.18,TGFA,chr2,70554192
ENSG00000173889.18,PHC3,chr3,170181767
ENSG00000115414.23,FN1,chr2,215436119
ENSG00000115129.16,TP53I3,chr2,24085860
ENSG00000293137.4,MSL3B,chr2,233868412
ENSG00000115839.22,RAB3GAP1,chr2,135052264
ENSG00000177752.17,YIPF7,chr4,44678794
ENSG00000095794.22,CREM,chr10,35126790
ENSG00000135049.18,AGTPBP1,chr9,85742143
ENSG00000144283.25,PKP4,chr2,158456894
ENSG00000126088.16,UROD,chr1,45010949
ENSG00000242366.5,UGT1A8,chr2,233617632
ENSG00000038219.15,BOD1L1,chr4,13627740
ENSG00000135346.10,CGA,chr6,87095149
ENSG00000181722.20,ZBTB20,chr3,115147355
ENSG00000005073.7,HOXA11,chr7,27185252
ENSG00000241644.3,INMT,chr7,30697984
ENSG00000272391.8,POM121C,chr7,75486357
ENSG00000004838.16,ZMYND10,chr3,50345745
ENSG00000163638.14,ADAMTS9,chr3,64688263
ENSG00000112149.13,CD83,chr6,14117255
ENSG00000178665.17,ZNF713,chr7,55887259
ENSG00000173926.8,MARCHF3,chr5,127031651
ENSG00000188739.17,RBM34,chr1,235161626
ENSG00000169490.19,TM2D2,chr8,38996823
ENSG00000146535.17,GNA12,chr7,2870785
ENSG00000148120.21,AOPEP,chr9,94726603
ENSG00000107014.10,RLN2,chr9,5304715
ENSG00000155792.12,DEPTOR,chr8,119873669
ENSG00000084652.18,TXLNA,chr1,32178096
ENSG00000116690.15,PRG4,chr1,186296221
ENSG00000119326.17,CTNNAL1,chr9,109013644
ENSG00000117174.13,ZNHIT6,chr1,85708432
ENSG00000009335.21,UBE3C,chr7,157138907
ENSG00000148606.17,POLR3A,chr10,78029550
ENSG00000167113.13,COQ4,chr9,128322482
ENSG00000164978.21,NUDT2,chr9,34329495
ENSG00000163541.14,SUCLG1,chr2,84460044
ENSG00000183840.8,GPR39,chr2,132416804
ENSG00000115641.21,FHL2,chr2,105438584
ENSG00000116106.14,EPHA4,chr2,221574201
ENSG00000114026.23,OGG1,chr3,9749937
ENSG00000187546.16,AGMO,chr7,15562026
ENSG00000175756.16,AURKAIP1,chr1,1375520
ENSG00000116273.8,PHF13,chr1,6613722
ENSG00000057468.7,MSH4,chr1,75796881
ENSG00000137275.18,RIPK1,chr6,3063823
ENSG00000205356.12,TECPR1,chr7,98252239
ENSG00000132541.13,RIDA,chr8,98117205
ENSG00000168297.18,PXK,chr3,58332578
ENSG00000120158.13,RCL1,chr9,4792880
ENSG00000107262.27,BAG1,chr9,33264719
ENSG00000138798.15,EGF,chr4,109912877
ENSG00000164548.14,TRA2A,chr7,23532040
ENSG00000128694.14,OSGEPL1,chr2,189763229
ENSG00000164880.18,INTS1,chr7,1504417
ENSG00000214253.11,FIS1,chr7,101252320
ENSG00000236637.5,IFNA4,chr9,21187586
ENSG00000161040.21,FBXL13,chr7,103075399
ENSG00000127377.11,CRYGN,chr7,151440812
ENSG00000158863.24,FHIP2B,chr8,22089138
ENSG00000113845.12,TIMMDC1,chr3,119498514
ENSG00000001461.21,NIPAL3,chr1,24413514
ENSG00000254402.8,LRRC24,chr8,144527607
ENSG00000086232.15,EIF2AK1,chr7,6059239
ENSG00000163155.12,LYSMD1,chr1,151165947
ENSG00000145743.19,FBXL17,chr5,108382362
ENSG00000091483.10,FH,chr1,241519798
ENSG00000080493.21,SLC4A4,chr4,71062643
ENSG00000187189.11,TSPYL4,chr6,116254074
ENSG00000117362.15,APH1A,chr1,150269579
ENSG00000115677.20,HDLBP,chr2,241317060
ENSG00000121892.17,PDS5A,chr4,39977992
ENSG00000070061.18,ELP1,chr9,108934413
ENSG00000196242.10,OR2C3,chr1,247536439
ENSG00000204956.7,PCDHGA1,chr5,141330494
ENSG00000135747.11,ZNF670-ZNF695,chr1,247078810
ENSG00000148229.15,POLE3,chr9,113410722
