"seqnames","start","end","width","strand","Conc","Conc_p53sh_MOF","Conc_Scr_MOF","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","annotation_category"
"chr5",136058350,136058850,501,"*",7.07258996791407,6.63625281657761,7.40714852738251,-0.64296261406063,0.143600287465185,0.315797598335906,"Promoter (<=1kb)",5,136058767,136061536,2770,1,"7045","ENST00000513497.1",0,"ENSG00000120708","TGFBI","transforming growth factor beta induced","Promoter (<=1 kb)"
"chr6",134035735,134036235,501,"*",5.19632776129482,4.50373876826449,5.66231007325948,-0.81693463460469,0.144144548369351,0.315797598335906,"Intron (ENST00000275230.6/154091, intron 1 of 4)",6,133987581,134052624,65044,2,"154091","ENST00000275230.6",16389,"ENSG00000146411","SLC2A12","solute carrier family 2 member 12","Other intron"
"chr19",36182474,36182974,501,"*",6.18861642524656,5.32677498809683,6.72442078455778,-0.876124040079028,0.145522846410974,0.316401946363254,"Exon (ENST00000304116.10/147929, exon 5 of 5)",19,36150922,36152449,1528,2,"1346","ENST00000481297.1",-30025,"ENSG00000161281","COX7A1","cytochrome c oxidase subunit 7A1","Other exon"
"chr1",2133245,2133745,501,"*",6.28486272654583,6.78985086009189,5.50119544421399,0.846393861553077,0.152558068877041,0.329204253892562,"Promoter (<=1kb)",1,2133638,2148924,15287,1,"5590","ENST00000471018.6",0,"ENSG00000067606","PRKCZ","protein kinase C zeta","Promoter (<=1 kb)"
"chr5",181088293,181088793,501,"*",3.44294562573519,1.28897090976089,4.2710143820211,-0.854980793271455,0.160859264106286,0.33946035881253,"Distal Intergenic",5,181054061,181059312,5252,1,"153579","ENST00000512570.1",34232,"ENSG00000165810","BTNL9","butyrophilin like 9","Distal intergenic"
"chr16",89994802,89995302,501,"*",5.27462366738212,4.56890173828077,5.74645040636848,-0.802350791187879,0.164045688872231,0.343657756980514,"Promoter (1-2kb)",16,89996730,90000786,4057,1,"172","ENST00000795373.1",-1428,"ENSG00000293510","AFG3L1P","AFG3 like matrix AAA peptidase subunit 1, pseudogene","Promoter (1-2 kb)"
"chr21",7917086,7917586,501,"*",5.18613430186612,4.06620619198592,5.80895527309632,-0.879262956031033,0.167539171878865,0.345964110901848,"Distal Intergenic",21,7816677,7829632,12956,2,"102723475","ENST00000618699.3",-87454,"ENSG00000276289","LOC102723475","potassium voltage-gated channel subfamily E regulatory subunit 1B","Distal intergenic"
"chr5",41903986,41904486,501,"*",5.30159619673229,4.71023785866048,5.71982101312094,-0.738857374730678,0.170161091378117,0.34883023732514,"Promoter (<=1kb)",5,41904188,41911179,6992,1,"285636","ENST00000505931.6",0,"ENSG00000205765","RIMOC1","RAB7A interacting MON1-CCZ1 complex subunit 1","Promoter (<=1 kb)"
"chr8",123516799,123517299,501,"*",5.75427685826556,5.08134461273285,6.21136620127472,-0.772155294387823,0.174431221815227,0.355047947950142,"Intron (ENST00000517956.5/114907, intron 4 of 8)",8,123503106,123506625,3520,2,"114907","ENST00000524000.5",-10174,"ENSG00000156804","FBXO32","F-box protein 32","Other intron"
"chr10",102661097,102661597,501,"*",6.46670617537334,6.05126100902719,6.78887881521855,-0.605539065535369,0.181196809666762,0.364498795306973,"3' UTR",10,102655163,102656868,1706,1,"81603","ENST00000642304.1",5934,"ENSG00000171206","TRIM8","tripartite motif containing 8","3' UTR"
"chr20",62794165,62794665,501,"*",5.92237076496533,3.38811809789204,6.79214027506836,-0.762274079255667,0.181614382330652,0.364498795306973,"Promoter (<=1kb)",20,62783258,62794208,10951,2,"105372716","ENST00000807054.1",0,"ENSG00000304909","LOC105372716","uncharacterized LOC105372716","Promoter (<=1 kb)"
"chr22",42964912,42965412,501,"*",6.36239009402468,5.9892163982684,6.65860411390258,-0.564799924331329,0.191131637708664,0.377241809806495,"Intron (ENST00000263246.8/11252, intron 1 of 10)",22,42893574,42959899,66326,2,"11252","ENST00000453079.1",-5013,"ENSG00000100266","PACSIN2","protein kinase C and casein kinase substrate in neurons 2","Other intron"
"chr17",19111803,19112303,501,"*",3.20229222350901,1.80346639387508,3.89896477420933,-0.831409995378424,0.19166086345829,0.377241809806495,"Promoter (<=1kb)",17,19112419,19112636,218,2,"780854","ENST00000619178.1",333,"ENSG00000281000","SNORD3D","small nucleolar RNA, C/D box 3D","Promoter (<=1 kb)"
"chr20",28639145,28639645,501,"*",4.50203633733214,3.69079637450537,5.01816060182212,-0.787699816235857,0.197635375040612,0.385859541745958,"Distal Intergenic",20,28580633,28603092,22460,2,"100289097","ENST00000842646.1",-36053,"ENSG00000282826","FRG1CP","FSHD region gene 1 family member C, pseudogene","Distal intergenic"
"chr5",131635268,131635768,501,"*",5.67654811431913,5.16795434437291,6.05182976470994,-0.665077422264985,0.200538204706801,0.388881518586838,"Promoter (<=1kb)",5,131463615,131635231,171617,2,"51735","ENST00000510071.5",-37,"ENSG00000158987","RAPGEF6","Rap guanine nucleotide exchange factor 6","Promoter (<=1 kb)"
"chr9",34458478,34458978,501,"*",5.2053894505245,3.97346908403296,5.86005379374789,-0.799980853779002,0.209463921881293,0.401065467592705,"Promoter (<=1kb)",9,34398184,34458552,60369,2,"203259","ENST00000379080.5",0,"ENSG00000164970","FAM219A","family with sequence similarity 219 member A","Promoter (<=1 kb)"
"chr6",3808827,3809327,501,"*",6.15948761559409,5.51496485887836,6.60340783909688,-0.725285640799683,0.209616098044968,0.401065467592705,"Distal Intergenic",6,3787667,3789351,1685,2,"124901244","ENST00000779620.1",-19476,NA,"LOC124901244","uncharacterized LOC124901244","Distal intergenic"
"chr1",160046420,160046920,501,"*",6.02074715615112,5.61071864942715,6.33966148648225,-0.584729141179791,0.217593806122011,0.41357233349018,"Intron (ENST00000639408.2/124904436, intron 1 of 3)",1,159999296,160042504,43209,2,"124904436","ENST00000509700.2",-3916,NA,"LOC124904436","uncharacterized LOC124904436","Other intron"
"chr14",23320939,23321439,501,"*",5.19562061773494,4.50389415953475,5.66121638480917,-0.718540062632181,0.232517844820696,0.439030404365393,"Promoter (<=1kb)",14,23321457,23326163,4707,1,"8106","ENST00000216727.9",-18,"ENSG00000100836","PABPN1","poly(A) binding protein nuclear 1","Promoter (<=1 kb)"
"chr15",17025499,17025999,501,"*",2.99823375478977,1.65141150562871,3.6824626546056,-0.734465846834914,0.240688884849579,0.451488300338752,"Distal Intergenic",15,20012741,20014208,1468,1,"105379202","ENST00000611556.1",-2986742,NA,"FAM30B","family with sequence similarity 30 member B","Distal intergenic"
"chr21",9015324,9015824,501,"*",5.66900441768139,5.08143672425196,6.08534275128175,-0.668573455242959,0.246177288418139,0.455825043716166,"Intron (ENST00000716361.1/100132288, intron 3 of 4)",21,8986999,8987178,180,1,"103504731","ENST00000581792.1",28325,"ENSG00000264462","MIR3648-2","microRNA 3648-2","Other intron"
"chr19",10748995,10749495,501,"*",5.74780538382455,5.16801091755271,6.16025190689209,-0.651832494563912,0.261192550681746,0.474742220596798,"Intron (ENST00000682524.1/1785, intron 1 of 7)",19,10763099,10772507,9409,1,"1785","ENST00000591266.1",-13604,"ENSG00000079805","DNM2","dynamin 2","Other intron"
"chr9",86106827,86107327,501,"*",3.2355904097326,1.65115250372583,3.97245106206159,-0.675524410156005,0.262140706069231,0.474742220596798,"Distal Intergenic",9,86046470,86100173,53704,2,"51280","ENST00000472919.1",-6654,"ENSG00000135052","GOLM1","golgi membrane protein 1","Distal intergenic"
"chr5",37668479,37668979,501,"*",6.12435839563933,5.73886672983966,6.42826411683735,-0.544806624329965,0.264090636328708,0.474742220596798,"Intron (ENST00000504564.1/55100, intron 10 of 11)",5,37722643,37752672,30030,1,"55100","ENST00000507136.5",-53664,"ENSG00000082068","WDR70","WD repeat domain 70","Other intron"
"chr20",30851228,30851728,501,"*",2.96385713988034,0.803155597170885,3.79277504886982,-0.612222687776286,0.264664652597518,0.474742220596798,"Distal Intergenic",20,30689749,30741619,51871,2,"102723552","ENST00000741948.1",-109609,NA,"ANKRD20A21P","ankyrin repeat domain 20 family member A21, pseudogene","Distal intergenic"
"chr21",7953700,7954200,501,"*",3.9844371739903,2.80315559717089,4.62509547810611,-0.67654793894534,0.27988259972363,0.498921156029079,"Distal Intergenic",21,7816677,7829632,12956,2,"102723475","ENST00000618699.3",-124068,"ENSG00000276289","LOC102723475","potassium voltage-gated channel subfamily E regulatory subunit 1B","Distal intergenic"
"chr20",63641730,63642230,501,"*",5.010831754418,3.94104760634058,5.61832516087441,-0.677063643733261,0.283239347693753,0.501788227087081,"Exon (ENST00000540534.5/50861, exon 4 of 5)",20,63643756,63652394,8639,2,"50861","ENST00000632676.1",10164,"ENSG00000197457","STMN3","stathmin 3","Other exon"
"chr1",227934632,227935132,501,"*",4.44356136760415,3.80343725952814,4.88540839909605,-0.6476235524761,0.286193910438239,0.501812328686452,"Intron (ENST00000272164.6/7483, intron 1 of 3)",1,227941590,227941683,94,2,"100847072","ENST00000584300.1",6551,"ENSG00000264483","MIR5008","microRNA 5008","Other intron"
"chr2",159712064,159712564,501,"*",5.38024611671983,4.71035698948359,5.83594289259186,-0.65054219532021,0.28799260842259,0.501812328686452,"Promoter (<=1kb)",2,159635077,159712442,77366,2,"29994","ENST00000849500.1",0,"ENSG00000123636","BAZ2B","bromodomain adjacent to zinc finger domain 2B","Promoter (<=1 kb)"
"chr21",10375898,10376398,501,"*",1.56903313021583,2.56903313021583,0,0.475825664356391,0.288498377119389,0.501812328686452,"Intron (ENST00000719312.1/ENST00000719312.1, intron 2 of 2)",21,10413467,10463120,49654,1,"85319","ENST00000807245.1",-37069,NA,"BAGE2","BAGE family member 2 (pseudogene)","Other intron"
"chrX",76145823,76146323,501,"*",3.28744425261666,1.94104760634058,3.97156899818572,-0.632335454153419,0.29857748810589,0.510648276209231,"Exon (ENST00000844521.1/ENST00000844521.1, exon 2 of 3)",23,76173040,76178196,5157,1,"51260","ENST00000373357.3",-26717,"ENSG00000102390","PBDC1","polysaccharide biosynthesis domain containing 1","Other exon"
"chr3",4978766,4979266,501,"*",5.30381608766183,4.67133412262541,5.74203897441769,-0.629716926550161,0.300448302121695,0.510648276209231,"Promoter (<=1kb)",3,4979437,4983268,3832,1,"8553","ENST00000467610.1",-171,"ENSG00000134107","BHLHE40","basic helix-loop-helix family member e40","Promoter (<=1 kb)"
"chr11",64305004,64305504,501,"*",5.90655947918091,5.35192426718246,6.3061908652148,-0.611123690641929,0.30069532640892,0.510648276209231,"Promoter (<=1kb)",11,64305497,64316738,11242,1,"2101","ENST00000406310.6",0,"ENSG00000173153","ESRRA","estrogen related receptor alpha","Promoter (<=1 kb)"
"chr19",45584723,45585223,501,"*",5.61073080801328,5.22289782120439,5.91608650600622,-0.525154276418106,0.314442769361204,0.527748975477576,"Promoter (<=1kb)",19,45527767,45584802,57036,2,"80207","ENST00000323060.4",0,"ENSG00000125741","OPA3","outer mitochondrial membrane lipid metabolism regulator OPA3","Promoter (<=1 kb)"
"chr7",2508748,2509248,501,"*",5.94097845372417,5.44729772237723,6.30811371267092,-0.57340457245884,0.31730006302679,0.529448360980749,"Distal Intergenic",7,2512529,2528427,15899,1,"3955","ENST00000402506.5",-3281,"ENSG00000106003","LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","Distal intergenic"
"chr1",15524225,15524725,501,"*",5.44808838005723,5.03596514797158,5.76826508474037,-0.533668919251255,0.319713741488224,0.530392160734799,"Promoter (<=1kb)",1,15490832,15524445,33614,2,"842","ENST00000546424.5",0,"ENSG00000132906","CASP9","caspase 9","Promoter (<=1 kb)"
"chr1",28648656,28649156,501,"*",5.45818116675212,5.00503438524782,5.80250080379605,-0.550370635159743,0.324632141322083,0.532610132114846,"Promoter (<=1kb)",1,28648600,28648734,135,1,"26824","ENST00000387069.2",56,"ENSG00000274978","RNU11","RNA, U11 small nuclear","Promoter (<=1 kb)"
"chr20",44210638,44211138,501,"*",6.3561997710251,6.03605607009057,6.61804335358547,-0.46543326741996,0.324762275679784,0.532610132114846,"Promoter (<=1kb)",20,44210907,44226450,15544,1,"100505783","ENST00000671199.3",0,"ENSG00000223891","OSER1-DT","OSER1 divergent transcript","Promoter (<=1 kb)"
"chr9",105064508,105065008,501,"*",5.65883922711933,5.24954370998638,5.97731113101461,-0.525206414789922,0.32994688226516,0.538038381875573,"Intron (ENST00000760085.1/ENST00000760085.1, intron 2 of 2)",9,104990149,104991818,1670,2,"107987106","ENST00000670487.1",-72690,"ENSG00000230013","CT70","cancer/testis associated transcript 70","Other intron"
"chr1",149812254,149812754,501,"*",5.57080083178391,4.9408092299614,6.00783657843524,-0.589757255096075,0.339535399192803,0.545958755776698,"Promoter (<=1kb)",1,149782689,149812373,29685,2,"440689","ENST00000545683.1",0,"ENSG00000203814","H2BC18","H2B clustered histone 18","Promoter (<=1 kb)"
"chr1",205284634,205285134,501,"*",4.86977403878254,4.38824760465569,5.23017266802178,-0.552892617974667,0.340124741052936,0.545958755776698,"Intron (ENST00000648708.1/ENST00000648708.1, intron 4 of 4)",1,205257189,205273343,16155,1,"9911","ENST00000330675.12",27445,"ENSG00000133069","TMCC2","transmembrane and coiled-coil domain family 2","Other intron"
"chr12",26114286,26114786,501,"*",6.20119098158047,5.80343725952814,6.51264853852121,-0.511198492200375,0.343002755500722,0.546898837937263,"Exon (ENST00000737654.1/ENST00000737654.1, exon 1 of 2)",12,26121991,26231014,109024,1,"8082","ENST00000538142.5",-7205,"ENSG00000123096","SSPN","sarcospan","Other exon"
"chr19",45769235,45769735,501,"*",6.91598443066314,6.62611912346086,7.15724080178733,-0.428732213185607,0.354130598302443,0.561521998413266,"Promoter (<=1kb)",19,45764785,45769252,4468,2,"147912","ENST00000317578.7",0,"ENSG00000177045","SIX5","SIX homeobox 5","Promoter (<=1 kb)"
"chr2",85584965,85585465,501,"*",5.5891372801969,5.1109019818507,5.94769652127247,-0.530392559388902,0.367943926227497,0.573912537104846,"Promoter (<=1kb)",2,85584431,85593406,8976,1,"10791","ENST00000306384.5",534,"ENSG00000168899","VAMP5","vesicle associated membrane protein 5","Promoter (<=1 kb)"
"chr20",29885754,29886254,501,"*",5.39973429978619,4.85635119236427,5.79352391414311,-0.547434148831759,0.369964180989825,0.573944432130161,"Distal Intergenic",20,29752925,29763666,10742,1,"124904968","ENST00000763489.1",132829,NA,"LOC124904968","uncharacterized LOC124904968","Distal intergenic"
"chr17",68457462,68457962,501,"*",6.1530995219074,5.86517373808529,6.39301218270246,-0.423940888102075,0.376858001244088,0.581495948156201,"Promoter (<=1kb)",17,68421281,68457496,36216,2,"55062","ENST00000262139.10",0,"ENSG00000070540","WIPI1","WD repeat domain, phosphoinositide interacting 1","Promoter (<=1 kb)"
"chr19",39073517,39074017,501,"*",5.73485092177846,5.28878708594918,6.07507950924193,-0.505991629934675,0.384707490223284,0.59043342082397,"Distal Intergenic",19,39083913,39111493,27581,1,"390928","ENST00000601575.5",-9896,"ENSG00000183760","ACP7","acid phosphatase 7, tartrate resistant (putative)","Distal intergenic"
"chr20",34525774,34526274,501,"*",5.7500703603767,5.44718273341845,6.00027006481928,-0.429722967549379,0.387451575386264,0.591481926254563,"5' UTR",20,34516455,34540958,24504,1,"83658","ENST00000374846.3",9319,"ENSG00000125971","DYNLRB1","dynein light chain roadblock-type 1","5' UTR"
"chr7",100958059,100958559,501,"*",3.14208318943673,2.18202582606424,3.71348189362417,-0.52904894764056,0.390082581915447,0.592347624390123,"Promoter (<=1kb)",7,100957965,100967890,9926,1,"4584","ENST00000414964.5",94,"ENSG00000169894","MUC3A","mucin 3A, cell surface associated","Promoter (<=1 kb)"
"chr4",139014286,139014786,501,"*",5.71824242062537,5.3394998712827,6.01794701252167,-0.466819725624362,0.404515551021667,0.611031384964307,"Promoter (<=1kb)",4,138819954,139015467,195514,2,"105377448","ENST00000511951.2",681,NA,"LOC105377448","uncharacterized LOC105377448","Promoter (<=1 kb)"
"chr7",876279,876779,501,"*",5.74893926699286,5.40036044301863,6.02947118788305,-0.445728686265604,0.414101842965426,0.616391699456789,"Promoter (<=1kb)",7,876554,896436,19883,1,"51608","ENST00000265857.8",0,"ENSG00000239857","GET4","guided entry of tail-anchored proteins factor 4","Promoter (<=1 kb)"
"chr16",4944725,4945225,501,"*",6.06678249725086,5.72943872261913,6.34000326478386,-0.439244379416801,0.415023188097569,0.616391699456789,"Intron (ENST00000592772.1/5493, intron 1 of 9)",16,4882507,4937148,54642,2,"5493","ENST00000345988.7",-7577,"ENSG00000118898","PPL","periplakin","Other intron"
"chr9",132269729,132270229,501,"*",4.31712611145407,4.67121172536772,3.84684670435504,0.479992185167874,0.42778353058867,0.625500391534471,"Intron (ENST00000477049.1/23064, intron 2 of 4)",9,132261356,132275382,14027,2,"23064","ENST00000477049.1",5153,"ENSG00000107290","SETX","senataxin","Other intron"
"chr5",150497482,150497982,501,"*",6.60403941724443,6.31438162976291,6.84515216382209,-0.401816018178591,0.429350442969654,0.625500391534471,"Promoter (<=1kb)",5,150497778,150553714,55937,1,"3340","ENST00000523767.5",0,"ENSG00000070614","NDST1","N-deacetylase and N-sulfotransferase 1","Promoter (<=1 kb)"
"chr2",9178991,9179491,501,"*",6.27288074629795,5.94898670317325,6.5372242975429,-0.421701941683229,0.432628323111999,0.627092569359312,"Distal Intergenic",2,9206765,9405683,198919,1,"8853","ENST00000315273.4",-27274,"ENSG00000151693","ASAP2","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2","Distal intergenic"
"chr15",60392759,60393259,501,"*",5.35292518042125,3.9730805986132,6.045120074702,-0.410769708960848,0.443825054287351,0.630720290404172,"Promoter (1-2kb)",15,60355919,60391297,35379,2,"302","ENST00000560389.5",-1462,"ENSG00000182718","ANXA2","annexin A2","Promoter (1-2 kb)"
"chr6",26026686,26027186,501,"*",4.76750576446914,4.2888946083805,5.12627540034641,-0.460074876379712,0.45645479247803,0.642169242358797,"Promoter (<=1kb)",6,26025802,26027283,1482,2,"8366","ENST00000718258.1",97,"ENSG00000278705","H4C2","H4 clustered histone 2","Promoter (<=1 kb)"
"chr1",91387213,91387713,501,"*",0.941047606340581,1.94104760634058,0,0.286620641507566,0.459840575793221,0.643776806110509,"Intron (ENST00000370425.8/164045, intron 4 of 38)",1,91394173,91404735,10563,2,"164045","ENST00000455133.1",17022,"ENSG00000162669","HFM1","helicase for meiosis 1","Other intron"
"chr9",95434071,95434571,501,"*",6.11693381650996,5.82137487376907,6.36211716328629,-0.393159431938238,0.463924517642202,0.646341439627729,"Distal Intergenic",9,95414834,95426796,11963,2,"105376156","ENST00000433644.2",-7275,"ENSG00000158169","LOC105376156","uncharacterized LOC105376156","Distal intergenic"
"chr20",29095595,29096095,501,"*",3.74936094771664,2.87389641637734,4.29030243211776,-0.419447772924689,0.481617646179075,0.663932149046287,"Exon (ENST00000791148.1/102723316, exon 5 of 5)",20,29080390,29102761,22372,1,"102723316","ENST00000635586.1",15205,NA,"FRG1DP","FSHD region gene 1 family member D, pseudogene","Other exon"
"chrX",155026457,155026957,501,"*",4.98063673042382,4.31432199549868,5.43469234145294,-0.436843151810519,0.48267405230145,0.663932149046287,"Promoter (<=1kb)",23,154984701,155026940,42240,2,"2157","ENST00000423959.5",0,"ENSG00000185010","F8","coagulation factor VIII","Promoter (<=1 kb)"
"chr19",40603622,40604122,501,"*",6.49468511238876,6.25623808682323,6.69925497524059,-0.342601242261182,0.484023573371952,0.663932149046287,"Promoter (2-3kb)",19,40601369,40629818,28450,1,"8425","ENST00000396819.8",2253,"ENSG00000090006","LTBP4","latent transforming growth factor beta binding protein 4","Promoter (2-3 kb)"
"chr4",186204208,186204708,501,"*",3.32061767560831,2.48122750228352,3.84780839015258,-0.413744438309506,0.488945319178101,0.663932149046287,"Promoter (<=1kb)",4,186204381,186211035,6655,1,"285440","ENST00000513354.5",0,"ENSG00000145476","CYP4V2","cytochrome P450 family 4 subfamily V member 2","Promoter (<=1 kb)"
"chr12",6943653,6944153,501,"*",6.01826721408654,5.7482537054365,6.24562411903078,-0.363366363347725,0.489351514505105,0.663932149046287,"Promoter (<=1kb)",12,6943816,6943878,63,1,"100147744","ENST00000458811.1",0,"ENSG00000238923","RNU7-1","RNA, U7 small nuclear 1","Promoter (<=1 kb)"
"chr9",322326,322826,501,"*",2.44797208249604,1.28891541824809,3.08228166606481,-0.373032042385539,0.491185305567892,0.663932149046287,"Intron (ENST00000524396.5/81704, intron 8 of 14)",9,311980,325756,13777,1,"81704","ENST00000474772.2",10346,"ENSG00000107099","DOCK8","dedicator of cytokinesis 8","Other intron"
"chr11",62841430,62841930,501,"*",6.20428006748878,5.77602889753538,6.53407866059265,-0.411022392072717,0.504698453879727,0.676861945156457,"Promoter (<=1kb)",11,62832912,62841809,8898,2,"54663","ENST00000525239.5",0,"ENSG00000133316","WDR74","WD repeat domain 74","Promoter (<=1 kb)"
"chr1",1349637,1350137,501,"*",2.8549506123462,1.6515409891456,3.50180653731147,-0.340274741542998,0.515392736075467,0.687989373272833,"Promoter (<=1kb)",1,1335278,1349418,14141,2,"1855","ENST00000378888.10",-219,"ENSG00000107404","DVL1","dishevelled segment polarity protein 1","Promoter (<=1 kb)"
"chr14",75660940,75661440,501,"*",5.60956771916423,5.35185454400515,5.82814720904216,-0.34576738908998,0.518977372375132,0.689567156813254,"Promoter (<=1kb)",14,75660992,75690282,29291,1,"23093","ENST00000555290.5",0,"ENSG00000119685","TTLL5","tubulin tyrosine ligase like 5","Promoter (<=1 kb)"
"chr16",33338692,33339192,501,"*",3.40524062427113,3.90786267563555,2.62733741939533,0.359152154397043,0.53852269310101,0.709753318533131,"Intron (ENST00000721361.1/ENST00000721361.1, intron 1 of 3)",16,33206431,33330342,123912,2,"105369266","ENST00000569199.1",-8350,NA,"LOC105369266","uncharacterized LOC105369266","Other intron"
"chr3",75668837,75669337,501,"*",3.15648516022123,2.38811809789204,3.65516331221018,-0.362015609562685,0.539115761115758,0.709753318533131,"Promoter (2-3kb)",3,75672232,75679308,7077,1,"401074","ENST00000656252.2",-2895,"ENSG00000242516","LINC00960","long intergenic non-protein coding RNA 960","Promoter (2-3 kb)"
"chr21",10474500,10475000,501,"*",3.03874266254001,2.28869343085029,3.52974064303603,-0.346084689856148,0.553516318161185,0.724835284938386,"Exon (ENST00000807244.1/85319, exon 5 of 5)",21,10482738,10605716,122979,1,"7179","ENST00000612267.1",-7738,"ENSG00000274391","TPTE","transmembrane phosphatase with tensin homology","Other exon"
"chr16",70778927,70779427,501,"*",7.32241098151182,7.09978699567948,7.51522970843788,-0.304398855536312,0.562564228956285,0.730569835793909,"Exon (ENST00000623856.1/ENST00000623856.1, exon 1 of 1)",16,70780798,70786427,5630,2,"55697","ENST00000566655.1",7000,"ENSG00000103043","VAC14","VAC14 component of PIKFYVE complex","Other exon"
"chr13",110965133,110965633,501,"*",5.23546521426283,4.97318852172354,5.45731616806719,-0.319727490965612,0.581034091546789,0.747788270286675,"Promoter (<=1kb)",13,110965596,110991072,25477,1,"104355135","ENST00000785223.1",0,NA,"LINC00431","long intergenic non-protein coding RNA 431","Promoter (<=1 kb)"
"chr18",3623850,3624350,501,"*",5.45546774660266,5.22287966768021,5.65571255927027,-0.298965512428872,0.586365877400308,0.749134433674706,"Intron (ENST00000400147.6/9229, intron 4 of 9)",18,3604059,3608469,4411,1,"84777","ENST00000715381.1",19791,NA,"DLGAP1-AS2","DLGAP1 antisense RNA 2","Other intron"
"chr19",46786025,46786525,501,"*",5.66513223984172,5.41225143757159,5.88022808511108,-0.309210056788473,0.587300514204909,0.749134433674706,"Promoter (<=1kb)",19,46774924,46787342,12419,2,"6510","ENST00000412532.6",817,"ENSG00000105281","SLC1A5","solute carrier family 1 member 5","Promoter (<=1 kb)"
"chr1",244835040,244835540,501,"*",5.70602305485481,5.45881575611068,5.91700314161963,-0.305176223000374,0.592488259596343,0.752407657098011,"Promoter (<=1kb)",1,244835616,244843252,7637,1,"116228","ENST00000366528.3",-76,"ENSG00000203667","COX20","cytochrome c oxidase assembly factor COX20","Promoter (<=1 kb)"
"chr10",98460691,98461191,501,"*",6.54980977996136,6.3883868114618,6.69497498702528,-0.242656520991736,0.613473566097322,0.769599333219427,"Intron (ENST00000404542.5/60495, intron 8 of 8)",10,98449203,98453716,4514,1,"101927278","ENST00000789524.1",11488,"ENSG00000287261","HPS1-AS1","HPS1 antisense RNA 1","Other intron"
"chr12",57520416,57520916,501,"*",5.58835064686901,5.87387560677656,5.23201533975902,0.313059162385336,0.61572213396286,0.769599333219427,"Promoter (<=1kb)",12,57520710,57525414,4705,1,"114785","ENST00000548887.5",0,"ENSG00000166987","MBD6","methyl-CpG binding domain protein 6","Promoter (<=1 kb)"
"chr18",15407507,15408007,501,"*",3.4572933522147,2.87354492506228,3.8717234313636,-0.296205585088261,0.616702281877421,0.769599333219427,"Distal Intergenic",18,15325795,15330513,4719,2,"644669","ENST00000756940.1",-76994,"ENSG00000290522","LOC644669","ankyrin repeat domain 30B pseudogene","Distal intergenic"
"chr10",132448392,132448892,501,"*",3.06521119721171,3.43573711552749,2.56535235628193,0.302843354786884,0.617966438304824,0.769599333219427,"Promoter (1-2kb)",10,132446964,132448940,1977,1,"170393","ENST00000701813.2",1428,"ENSG00000180066","LINC02870","long intergenic non-protein coding RNA 2870","Promoter (1-2 kb)"
"chr2",112054778,112055278,501,"*",4.46627943757709,4.03602300816483,4.79726242083765,-0.284498981920296,0.64478825014622,0.790830033298996,"Promoter (<=1kb)",2,112055269,112119314,64046,1,"84910","ENST00000283206.9",0,"ENSG00000153214","TMEM87B","transmembrane protein 87B","Promoter (<=1 kb)"
"chr5",61408559,61409059,501,"*",6.36495869888486,6.47579423820569,6.24489425183185,0.19539325712246,0.657237508230622,0.797836520816314,"Intron (ENST00000252744.6/57688, intron 1 of 13)",5,61321494,61332348,10855,2,"105378994","ENST00000821437.1",-76211,NA,"LOC105378994","uncharacterized LOC105378994","Other intron"
"chr1",235011810,235012310,501,"*",5.60295606096737,5.38832206578097,5.78975481546242,-0.254982050317546,0.658960685369533,0.797836520816314,"Distal Intergenic",1,234978814,234980804,1991,2,"130512932","ENST00000549744.2",-31006,NA,"LINC03108","long intergenic non-protein coding RNA 3108","Distal intergenic"
"chr8",19438481,19438981,501,"*",5.22482463338097,5.05125896434247,5.37973366048602,-0.237761476575975,0.661379447718441,0.797836520816314,"Intron (ENST00000454498.6/55790, intron 6 of 9)",8,19420383,19495191,74809,2,"55790","ENST00000518542.1",56210,"ENSG00000147408","CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1","Other intron"
"chrX",47233253,47233753,501,"*",5.76972450645865,5.62099928478046,5.90454058459419,-0.217854146854011,0.661620529457431,0.797836520816314,"Promoter (<=1kb)",23,47233392,47240868,7477,1,"8237","ENST00000377080.7",0,"ENSG00000102226","USP11","ubiquitin specific peptidase 11","Promoter (<=1 kb)"
"chr18",109822,110322,501,"*",2.71314600301973,2.28869343085029,3.04069378941368,-0.252245433883849,0.677721966672041,0.806908184530765,"Promoter (<=1kb)",18,109829,118579,8751,1,"727758","ENST00000755832.1",0,"ENSG00000290877","ROCK1P1","Rho associated coiled-coil containing protein kinase 1 pseudogene 1","Promoter (<=1 kb)"
"chr2",88600074,88600574,501,"*",6.35159137845273,6.21618700541667,6.47537063210198,-0.199124299103301,0.683853582653598,0.806908184530765,"Intron (ENST00000652736.1/9451, intron 2 of 16)",2,88557854,88595857,38004,2,"9451","ENST00000415570.1",-4217,"ENSG00000172071","EIF2AK3","eukaryotic translation initiation factor 2 alpha kinase 3","Other intron"
