seqnames,start,end,width,strand,Conc,Conc_p53KD,Conc_Scramble,Fold,p.value,FDR,peak_id
chr7,100148821,100149321,501,*,6.0426282226989,0.0,7.0426282226989,-8.36721030583638,3.1566126702035402e-09,3.3902020077986e-06,H4K16ac_loss_000177
chr7,100866708,100867208,501,*,6.13520023035176,4.87979655114558,6.79615043089363,-1.34549896459225,0.0028349228726214,0.0463700895599328,H4K16ac_loss_000178
chr7,102464281,102464781,501,*,6.11431862340906,0.0,7.11431862340906,-8.29752648253577,2.46150308840104e-08,1.58619259016563e-05,H4K16ac_loss_000179
chr7,131008068,131008568,501,*,4.89675118438917,1.34377711220241,5.83394361909749,-2.52473239727182,0.0011220894329161,0.0245943683867746,H4K16ac_loss_000180
chr7,139340850,139341350,501,*,5.68506596934072,4.16665223297913,6.40834534609895,-1.46477047956167,0.0027065186601832,0.0451834358710382,H4K16ac_loss_000181
chr7,149028912,149029412,501,*,4.7577629348587,0.0,5.74074403447891,-4.82196715306175,0.0001185493215874,0.0052150625938061,H4K16ac_loss_000182
chr7,150322731,150323231,501,*,4.78722883547326,2.1037893526705,5.67032584772426,-2.236622852075,0.0004367889948524,0.0127939467401331,H4K16ac_loss_000183
chr7,151081415,151081915,501,*,4.95263043179252,2.39403987215541,5.82467802304214,-2.02443456482352,0.000914070801883,0.0210366865976233,H4K16ac_loss_000184
chr7,151226788,151227288,501,*,4.44822765108208,0.0,5.44822765108208,-5.61366014150471,0.0001021283568157,0.0047896070129691,H4K16ac_loss_000185
chr7,152759716,152760216,501,*,5.10128362245003,0.0,6.10128362245003,-7.1187512109924,3.39860394557249e-06,0.0006441354066255,H4K16ac_loss_000186
chr7,157299589,157300089,501,*,4.01806935291199,0.0,4.99658579807752,-2.81532620427293,0.0019295536180663,0.0355258386137699,H4K16ac_loss_000187
chr8,22599187,22599687,501,*,4.83103672499867,1.99537487684733,5.72627614444522,-2.04275548397199,0.0014289668829525,0.0291400714991976,H4K16ac_loss_000188
chr8,22693279,22693779,501,*,5.13467159860504,0.937951075149173,6.09478793522207,-3.0310763612936,0.0006377017443472,0.0164374001622942,H4K16ac_loss_000189
chr8,47960028,47960528,501,*,6.1697662019,5.10225384170218,6.77654854888289,-1.26599376266524,0.0023859894515898,0.0421453618458237,H4K16ac_loss_000190
chr8,48007791,48008291,501,*,5.48909414741695,1.74530599720678,6.43421775519493,-3.3876206583768,7.64226989088121e-05,0.0042149687753129,H4K16ac_loss_000191
chr8,102864002,102864502,501,*,4.33379314323926,0.343777112202407,5.28766623693483,-2.38170006439598,0.0024981795986599,0.0431180774279267,H4K16ac_loss_000192
chr8,119855919,119856419,501,*,3.93655464778031,0.0,4.93655464778031,-4.29186619733906,0.0005112611208004,0.0144498537826234,H4K16ac_loss_000193
chr9,19379344,19379844,501,*,5.910473065378,4.30154613017071,6.65218414562781,-1.65593620787955,0.0005501587846093,0.0151505265300123,H4K16ac_loss_000194
chr9,21994450,21994950,501,*,5.04524584776383,2.90131218712234,5.8720387557096,-1.74099767690695,0.0018389102253772,0.0344474927102648,H4K16ac_loss_000195
chr9,34611930,34612430,501,*,5.79652281089874,4.48862734208188,6.47106512860227,-1.41227440413875,0.0016528515438805,0.0322756828750499,H4K16ac_loss_000196
chr9,35072225,35072725,501,*,5.74156099264992,4.15508700770912,6.47882869372652,-1.60284023935817,0.0008759320040684,0.0204511080949885,H4K16ac_loss_000197
chr9,35657754,35658254,501,*,5.64036629456508,2.67399816523222,6.5449866418607,-2.6885413529304,9.18930932111325e-05,0.0046996753385122,H4K16ac_loss_000198
chr9,95031351,95031851,501,*,3.88261084237095,0.0,4.88261084237095,-4.16923862043285,0.0005824446354525,0.0153836044497207,H4K16ac_loss_000199
chr9,97921415,97921915,501,*,4.54896412052152,0.0,5.53412895789105,-3.65569981018189,0.0007524139203622,0.0185059362702848,H4K16ac_loss_000200
chr9,97983499,97983999,501,*,5.63035576829901,3.05060025560637,6.50435059045084,-2.55251719667486,2.535375757991e-05,0.0018997629516853,H4K16ac_loss_000201
chr9,121075178,121075678,501,*,4.50079772130198,0.0,5.50079772130198,-5.648124091029,0.000101033864118,0.0047896070129691,H4K16ac_loss_000202
chr9,129413989,129414489,501,*,5.82726797626222,4.07431055715419,6.59560649979704,-1.70545461077476,0.0007119353106993,0.0177818261323512,H4K16ac_loss_000203
chr9,130692685,130693185,501,*,5.13637976984042,1.92873961292356,6.05610574036648,-1.9837284506621,0.0032412022987971,0.04834793429039,H4K16ac_loss_000204
chrX,14029059,14029559,501,*,4.10578307847813,0.0,5.10578307847813,-5.04447630275578,0.0001965964798843,0.0071981120248563,H4K16ac_loss_000205
chrX,41084668,41085168,501,*,5.29914150585793,3.57739310243755,6.06197412437,-1.51484341566547,0.0030431757051779,0.0469345852738983,H4K16ac_loss_000206
chrX,71181510,71182010,501,*,5.61140190301526,3.74004950843028,6.39940506752675,-1.87873842801836,0.0002091918448942,0.0074890680472154,H4K16ac_loss_000207
chrX,149939160,149939660,501,*,4.17062755078389,0.0,5.17062755078389,-5.02463156599194,0.0002133813491454,0.0075551066697448,H4K16ac_loss_000208
