"seqnames","start","end","width","strand","Conc","Conc_p53sh_MOF","Conc_Scr_MOF","Fold","p.value","FDR"
"chr9",95434071,95434571,501,"*",6.11693381650996,5.82137487376907,6.36211716328629,-0.393159431938238,0.463924517642202,0.646341439627729
"chr20",29095595,29096095,501,"*",3.74936094771664,2.87389641637734,4.29030243211776,-0.419447772924689,0.481617646179075,0.663932149046287
"chrX",155026457,155026957,501,"*",4.98063673042382,4.31432199549868,5.43469234145294,-0.436843151810519,0.48267405230145,0.663932149046287
"chr19",40603622,40604122,501,"*",6.49468511238876,6.25623808682323,6.69925497524059,-0.342601242261182,0.484023573371952,0.663932149046287
"chr4",186204208,186204708,501,"*",3.32061767560831,2.48122750228352,3.84780839015258,-0.413744438309506,0.488945319178101,0.663932149046287
"chr12",6943653,6944153,501,"*",6.01826721408654,5.7482537054365,6.24562411903078,-0.363366363347725,0.489351514505105,0.663932149046287
"chr9",322326,322826,501,"*",2.44797208249604,1.28891541824809,3.08228166606481,-0.373032042385539,0.491185305567892,0.663932149046287
"KI270746.1",31848,32348,501,"*",4.52735371753367,4.09620691882024,4.85886175149578,-0.42298542975115,0.492744068804387,0.663932149046287
"chr11",62841430,62841930,501,"*",6.20428006748878,5.77602889753538,6.53407866059265,-0.411022392072717,0.504698453879727,0.676861945156457
"chr1",1349637,1350137,501,"*",2.8549506123462,1.6515409891456,3.50180653731147,-0.340274741542998,0.515392736075467,0.687989373272833
"chr14",75660940,75661440,501,"*",5.60956771916423,5.35185454400515,5.82814720904216,-0.34576738908998,0.518977372375132,0.689567156813254
"chr16",33338692,33339192,501,"*",3.40524062427113,3.90786267563555,2.62733741939533,0.359152154397043,0.53852269310101,0.709753318533131
"chr3",75668837,75669337,501,"*",3.15648516022123,2.38811809789204,3.65516331221018,-0.362015609562685,0.539115761115758,0.709753318533131
"chr21",10474500,10475000,501,"*",3.03874266254001,2.28869343085029,3.52974064303603,-0.346084689856148,0.553516318161185,0.724835284938386
"KI270757.1",66065,66565,501,"*",4.58144161645963,4.23619414885063,4.85981546407946,-0.359118268213565,0.555622866503293,0.724835284938386
"chr16",70778927,70779427,501,"*",7.32241098151182,7.09978699567948,7.51522970843788,-0.304398855536312,0.562564228956285,0.730569835793909
"KI270751.1",106046,106546,501,"*",4.81838031740201,4.38849363548306,5.14914510915867,-0.348746389766952,0.576829067311865,0.745720460894168
"chr13",110965133,110965633,501,"*",5.23546521426283,4.97318852172354,5.45731616806719,-0.319727490965612,0.581034091546789,0.747788270286675
"chr18",3623850,3624350,501,"*",5.45546774660266,5.22287966768021,5.65571255927027,-0.298965512428872,0.586365877400308,0.749134433674706
"chr19",46786025,46786525,501,"*",5.66513223984172,5.41225143757159,5.88022808511108,-0.309210056788473,0.587300514204909,0.749134433674706
"chr1",244835040,244835540,501,"*",5.70602305485481,5.45881575611068,5.91700314161963,-0.305176223000374,0.592488259596343,0.752407657098011
"chr10",98460691,98461191,501,"*",6.54980977996136,6.3883868114618,6.69497498702528,-0.242656520991736,0.613473566097322,0.769599333219427
"chr12",57520416,57520916,501,"*",5.58835064686901,5.87387560677656,5.23201533975902,0.313059162385336,0.61572213396286,0.769599333219427
"chr18",15407507,15408007,501,"*",3.4572933522147,2.87354492506228,3.8717234313636,-0.296205585088261,0.616702281877421,0.769599333219427
"chr10",132448392,132448892,501,"*",3.06521119721171,3.43573711552749,2.56535235628193,0.302843354786884,0.617966438304824,0.769599333219427
"KI270442.1",91917,92417,501,"*",4.58468240213558,4.33938265898402,4.79427239090167,-0.292516450195263,0.619433609664417,0.769599333219427
"KI270538.1",53612,54112,501,"*",3.25719139634379,2.6515409891456,3.6824626546056,-0.283702343401619,0.625632888402032,0.773951030049066
"GL000225.1",60742,61242,501,"*",3.07972312766694,3.5259865654685,2.43020496948511,0.276980213426657,0.629548286548838,0.775452181285478
"chr2",112054778,112055278,501,"*",4.46627943757709,4.03602300816483,4.79726242083765,-0.284498981920296,0.64478825014622,0.790830033298996
"chr5",61408559,61409059,501,"*",6.36495869888486,6.47579423820569,6.24489425183185,0.19539325712246,0.657237508230622,0.797836520816314
"chr1",235011810,235012310,501,"*",5.60295606096737,5.38832206578097,5.78975481546242,-0.254982050317546,0.658960685369533,0.797836520816314
"chr8",19438481,19438981,501,"*",5.22482463338097,5.05125896434247,5.37973366048602,-0.237761476575975,0.661379447718441,0.797836520816314
"chrX",47233253,47233753,501,"*",5.76972450645865,5.62099928478046,5.90454058459419,-0.217854146854011,0.661620529457431,0.797836520816314
"GL000194.1",9889,10389,501,"*",4.66342303094466,4.23611500444699,4.99266365773048,-0.261384692647114,0.667429745641579,0.801474213385495
"KI270736.1",180115,180615,501,"*",3.50438697808106,3.0051779437603,3.87455732769147,-0.249239997838214,0.672106279500739,0.803727092569634
"chr18",109822,110322,501,"*",2.71314600301973,2.28869343085029,3.04069378941368,-0.252245433883849,0.677721966672041,0.806908184530765
"chr2",88600074,88600574,501,"*",6.35159137845273,6.21618700541667,6.47537063210198,-0.199124299103301,0.683853582653598,0.806908184530765
"chr20",30877698,30878198,501,"*",2.73831546087137,3.12533233477771,2.20781254814866,0.234804041701544,0.683951436873625,0.806908184530765
"chr22",11369810,11370310,501,"*",2.10320422089505,2.6515409891456,1.20781254814866,0.187931911329862,0.686012533189919,0.806908184530765
"chr20",51446928,51447428,501,"*",5.91827786213848,5.78525659813897,6.04006286055063,-0.197699793123249,0.692804204008168,0.811570638980996
"KI270442.1",240781,241281,501,"*",2.62156411609015,1.94065912092082,3.08228166606481,-0.195252969928895,0.699599810208975,0.816199778577137
"chr1",36386433,36386933,501,"*",5.32417144707987,5.48148245763923,5.14758396855099,0.209629191705061,0.716827025600258,0.832912373875604
"KI270729.1",23306,23806,501,"*",3.97939849652265,2.94065912092082,4.57704635781438,-0.141166034984974,0.720692987052087,0.833742118296145
"chr20",28623517,28624017,501,"*",3.54786740929161,3.7668488796284,3.28959482697032,0.220503471306642,0.723351175803972,0.833742118296145
"chr8",125514691,125515191,501,"*",7.33687702533826,7.23636501400741,7.43084018361608,-0.1572299249766,0.728534249667611,0.834691565953349
"chr16",177131,177631,501,"*",0,0.0661900030046789,0,0.131106589508548,0.729991578586378,0.834691565953349
"chr1",144103053,144103553,501,"*",1.51795767015352,2.06619000300468,0.622850047427508,0.142977872319917,0.733385721332367,0.835244849295196
"chr11",118359263,118359763,501,"*",5.37990775017112,5.54767039268624,5.19003809416558,0.198233385031778,0.746070976110237,0.838526425900812
"chr21",10334304,10334804,501,"*",3.41981238085854,3.18192124196013,3.62397319961922,-0.200594160142164,0.747367860954689,0.838526425900812
"chr7",112449134,112449634,501,"*",5.47737336409928,5.33943624293076,5.60326547784468,-0.177548972687512,0.748116415433654,0.838526425900812
"chr21",9003187,9003687,501,"*",5.71209007852109,5.84767686872832,5.56242620642065,0.18164786296582,0.750760289844949,0.838526425900812
"chr19",37293353,37293853,501,"*",3.9544047313786,3.61089900464825,4.2316469936466,-0.18925927284703,0.750875579987835,0.838526425900812
"chr19",47256682,47257182,501,"*",6.00864248733883,5.89089952951089,6.11749692634311,-0.161285784405751,0.762948648763303,0.848706442616542
"KI270442.1",76716,77216,501,"*",5.05642316178484,4.85645884914113,5.23201533975902,-0.178788647831623,0.773543629231184,0.857169967526447
"KI270716.1",124841,125341,501,"*",1.84738469079608,2.28897090976089,1.20781254814866,0.124380412708615,0.779429788789024,0.860370574547884
"chr2",241355845,241356345,501,"*",3.24845240364668,2.94092400869022,3.50180653731147,-0.158979601063638,0.787194333298292,0.865612159603869
"chr10",70578477,70578977,501,"*",5.06151523258872,5.20946315113708,4.89664322311584,0.162854518572688,0.790808429146339,0.866267248721372
"chr11",66950034,66950534,501,"*",5.76696138413766,6.08141069333184,5.36430301356154,0.134988877326504,0.795947194407208,0.868581158915851
"chrX",43969835,43970335,501,"*",4.77990620658885,4.65123344681546,4.89803660201808,-0.147095780178916,0.806486142493101,0.87674819278606
"chr3",48769813,48770313,501,"*",5.44880031771554,5.35187778543866,5.53961933436332,-0.129447481287711,0.818999507868193,0.884256386494478
"chr7",105830325,105830825,501,"*",5.8242086657722,5.73887942488296,5.90477163971649,-0.118499215857499,0.822619419792692,0.884256386494478
"chr11",43830898,43831398,501,"*",5.92144190420903,5.80342512004327,6.03053032721914,-0.132752444537911,0.823429290306114,0.884256386494478
"chr7",2641385,2641885,501,"*",5.30081226786993,5.15400324749381,5.43405214222669,-0.135632949182026,0.826932553775017,0.884256386494478
"chr17",19063782,19064282,501,"*",2.32946905837773,2.56880461481105,2.04237491867418,0.116932740612243,0.828797797794476,0.884256386494478
"chr17",58517625,58518125,501,"*",5.53967911135987,5.41219093834818,5.6568104264782,-0.127266519761174,0.83566553757347,0.888281515865133
"chr11",73779502,73780002,501,"*",5.75255132051785,5.45868318214542,5.99657122906105,-0.0961990131180166,0.851616554073614,0.901896498225561
"chr4",49512950,49513450,501,"*",1.62027703752852,1.94065912092082,1.20781254814866,0.0757284877292677,0.859322046949497,0.906431260367355
"chr6",27814850,27815350,501,"*",4.85769562226278,4.94077832643567,4.76953434984009,0.105647805582599,0.862215101325045,0.906431260367355
"chr5",135139436,135139936,501,"*",5.37233524317952,5.3015268032243,5.43983034437907,-0.094963117093333,0.870885735845864,0.908074106914658
"GL000225.1",32562,33062,501,"*",3.39425852951576,3.5259865654685,3.24928311058454,0.0993678130554058,0.871037212652958,0.908074106914658
"chr22",12497959,12498459,501,"*",3.59885076343532,3.69084887444517,3.50058409216156,0.0991846214897878,0.873269872851727,0.908074106914658
"chr1",145280971,145281471,501,"*",4.74087183296361,4.67131815835459,4.80722592376002,-0.0883693827074869,0.882901730086575,0.914565087363554
"chr17",28743284,28743784,501,"*",5.30579714174188,5.23636681248039,5.37203896713988,-0.0823810340111482,0.885885345947972,0.914565087363554
"chr17",43351740,43352240,501,"*",5.6425855622089,5.60043409794044,5.6835403605225,-0.0631650707928801,0.907213482834263,0.933226772664636
"KI270442.1",391022,391522,501,"*",4.12974875619736,4.06641663221242,4.190417217046,-0.0662224711336179,0.912945845886984,0.93443217601852
"chr2",118049514,118050014,501,"*",4.58776990360887,4.50366106635251,4.66724416678596,-0.065662392034501,0.914897008575624,0.93443217601852
"KI270442.1",232907,233407,501,"*",3.50190411622143,3.43553660953713,3.56535235628193,-0.0445771486242411,0.942642351109175,0.959355867972813
"chr10",12775848,12776348,501,"*",2.89603825612086,2.9409063510186,2.84972984073178,0.0304462841466393,0.957835595494461,0.968041504738519
"chr15",60379578,60380078,501,"*",5.94067523154126,5.96529504739186,5.91562796970821,0.0285505637667545,0.957922603992123,0.968041504738519
"chr3",185807661,185808161,501,"*",5.45573483449679,5.43566819473639,5.47552618925925,-0.021351251419481,0.969238489911421,0.976040163524835
"chr21",10402024,10402524,501,"*",3.41071924649319,3.38832530313402,3.43277089087374,-0.0181760047718643,0.976685793130788,0.980100778421455
"chr6",27146910,27147410,501,"*",5.4727233185649,5.47022726792401,5.47521505817012,-0.000590276385756696,0.999196372110232,0.999196372110232
