"seqnames","start","end","width","strand","Conc","Conc_p53KD","Conc_Scramble","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","direction"
"chr15",69857252,69857752,501,"*",5.35375292101548,3.18200724425841,6.18405534251645,-2.01885164910003,0.000254055991877064,0.00852675422737396,"Distal Intergenic",15,69835218,69855357,20140,1,"414926","ENST00000798881.1",22034,"ENSG00000245750","LINC00593","long intergenic non-protein coding RNA 593","down"
"chr1",148522590,148523090,501,"*",4.05059823540754,0,5.05059823540754,-4.82506829705604,0.00026330384912712,0.00874603094729466,"Promoter (<=1kb)",1,148522601,148522765,165,1,"124904621","ENST00000622285.1",0,"ENSG00000274210","RNVU1-27","RNA, variant U1 small nuclear 27","down"
"chr2",3378851,3379351,501,"*",4.11245261416125,0,5.11245261416125,-4.82599838963653,0.000274610329406273,0.00902851511578583,"Promoter (<=1kb)",2,3379675,3479567,99893,1,"51112","ENST00000382110.6",-324,"ENSG00000171853","TRAPPC12","trafficking protein particle complex subunit 12","down"
"chr19",41859962,41860462,501,"*",6.86903417492178,5.47038040934284,7.56566646186995,-1.59059357178803,0.000280669547738359,0.00913451800821206,"Promoter (<=1kb)",19,41860255,41861606,1352,1,"6223","ENST00000598466.5",0,"ENSG00000105372","RPS19","ribosomal protein S19","down"
"chr17",80584047,80584547,501,"*",4.00839388573898,0,5.00839388573898,-4.72064738073247,0.000297701352809289,0.0095919375875153,"Promoter (2-3kb)",17,80585896,80586961,1066,2,"105371922","ENST00000846532.1",2414,NA,"LOC105371922","uncharacterized LOC105371922","down"
"chr1",1201484,1201984,501,"*",4.03749807553229,0,5.03749807553229,-4.72329748243427,0.000302382856079474,0.00964631249790165,"Distal Intergenic",1,1203844,1205680,1837,2,"8784","ENST00000486728.5",3696,"ENSG00000186891","TNFRSF18","TNF receptor superfamily member 18","down"
"chr16",3021245,3021745,501,"*",4.10771135221243,0,5.10771135221243,-4.73826934672162,0.000310516890043054,0.00974205939825343,"Promoter (<=1kb)",16,3020390,3022383,1994,1,"51330","ENST00000571351.1",855,"ENSG00000006327","TNFRSF12A","TNF receptor superfamily member 12A","down"
"chr10",101694009,101694509,501,"*",4.52465571662697,0,5.50463151841371,-4.16865260813796,0.000311431445692149,0.00974205939825343,"Promoter (<=1kb)",10,101610666,101695170,84505,2,"6468","ENST00000331272.9",661,"ENSG00000107829","FBXW4","F-box and WD repeat domain containing 4","down"
"chr5",159916013,159916513,501,"*",3.98895557918687,0,4.98895557918687,-4.65042636111053,0.000324794056880404,0.0100623697237371,"Promoter (<=1kb)",5,159916482,159973012,56531,1,"147","ENST00000306675.5",0,"ENSG00000170214","ADRA1B","adrenoceptor alpha 1B","down"
"chr2",27071299,27071799,501,"*",5.08056824986761,1.59898171425524,6.01450061108938,-2.8079071689536,0.000329606908697299,0.0101142234268828,"Promoter (<=1kb)",2,27070472,27071649,1178,2,"100128731","ENST00000447619.5",0,"ENSG00000228474","OST4","oligosaccharyltransferase complex subunit 4, non-catalytic","down"
"chr15",75842609,75843109,501,"*",4.5418862787086,0,5.5221014509604,-4.13460412067488,0.000335760943924386,0.0102058656728714,"Promoter (<=1kb)",15,75843307,75901044,57738,1,"92912","ENST00000569423.5",-198,"ENSG00000140367","UBE2Q2","ubiquitin conjugating enzyme E2 Q2","down"
"chr2",8631924,8632424,501,"*",4.29836473708735,0,5.29836473708735,-4.65360735024883,0.000387904000088636,0.0116148467683032,"Intron (ENST00000789660.1/105373411, intron 1 of 2)",2,8600892,8622942,22051,2,"105373411","ENST00000425678.1",-8982,"ENSG00000231083","LOC105373411","uncharacterized LOC105373411","down"
"chr17",7242325,7242825,501,"*",5.00033708576986,0.937951075149173,5.9565016134704,-3.13846378190671,0.000389324472680553,0.0116148467683032,"Promoter (<=1kb)",17,7240008,7242449,2442,2,"11337","ENST00000302386.10",0,"ENSG00000170296","GABARAP","GABA type A receptor-associated protein","down"
"chr1",153923313,153923813,501,"*",4.1314743668922,0,5.1314743668922,-4.55349847103853,0.00040389957691248,0.0119391232735047,"Promoter (<=1kb)",1,153923324,153935240,11917,1,"101928059","ENST00000820656.1",0,"ENSG00000284738","LOC101928059","uncharacterized LOC101928059","down"
"chr7",150322731,150323231,501,"*",4.78722883547326,2.1037893526705,5.67032584772426,-2.236622852075,0.000436788994852464,0.0127939467401331,"Promoter (<=1kb)",7,150293312,150323163,29852,2,"653857","ENST00000477367.1",0,"ENSG00000106526","ACTR3C","actin related protein 3C","down"
"chr7",2757506,2758006,501,"*",5.78347611760558,3.97676951427345,6.56097561481767,-1.76495325977625,0.000488726441905284,0.0141862756380074,"Promoter (2-3kb)",7,2731351,2760452,29102,2,"2768","ENST00000485329.1",2446,"ENSG00000146535","GNA12","G protein subunit alpha 12","down"
"chr14",89365527,89366027,501,"*",5.59735390023904,3.32676630095142,6.4395318715992,-1.98246216770572,0.0005063994554848,0.0144498537826234,"Exon (ENST00000662923.1/101928817, exon 2 of 2)",14,89349533,89351321,1789,2,"1112","ENST00000557261.1",-14206,"ENSG00000053254","FOXN3","forkhead box N3","down"
"chr20",44531842,44532342,501,"*",4.73701902157798,0,5.72400509165867,-4.00938451991166,0.000509601543545478,0.0144498537826234,"Promoter (<=1kb)",20,44531909,44619037,87129,1,"11142","ENST00000372889.5",0,"ENSG00000168734","PKIG","cAMP-dependent protein kinase inhibitor gamma","down"
"chr8",119855919,119856419,501,"*",3.93655464778031,0,4.93655464778031,-4.29186619733906,0.000511261120800454,0.0144498537826234,"Promoter (<=1kb)",8,119833976,119855894,21919,2,"79075","ENST00000313655.5",-25,"ENSG00000136982","DSCC1","DNA replication and sister chromatid cohesion 1","down"
"chr11",62727802,62728302,501,"*",5.65661723424054,2.34377711220241,6.58213674893474,-2.62907312882693,0.000516394210785067,0.0144680186708651,"Promoter (<=1kb)",11,62728069,62735564,7496,1,"283237","ENST00000530625.5",0,"ENSG00000162222","TTC9C","tetratricopeptide repeat domain 9C","down"
"chr7",56064119,56064619,501,"*",4.8744841666156,1.81074975044244,5.78552526033769,-2.40342031054413,0.000525336808353624,0.0145916827285808,"Promoter (<=1kb)",7,56064224,56080669,16446,1,"25870","ENST00000275607.13",0,"ENSG00000129103","SUMF2","sulfatase modifying factor 2","down"
"chr9",19379344,19379844,501,"*",5.910473065378,4.30154613017071,6.65218414562781,-1.65593620787955,0.000550158784609385,0.0151505265300123,"Promoter (<=1kb)",9,19376285,19380198,3914,2,"6194","ENST00000315377.4",354,"ENSG00000137154","RPS6","ribosomal protein S6","down"
"chr2",231612637,231613137,501,"*",4.9196240663968,1.25987917003653,5.86138862440577,-2.74488048936133,0.00055507713831228,0.0151564283020522,"Intron (ENST00000778826.1/ENST00000778826.1, intron 1 of 1)",2,231592864,231594276,1413,1,"165100","ENST00000313965.4",19773,"ENSG00000177673","TEX44","testis expressed 44","down"
"chr2",108967112,108967612,501,"*",4.34259479732643,0.155087007709125,5.3024520429384,-3.14108886104607,0.000561616234314034,0.015206113503864,"Intron (ENST00000258443.7/10913, intron 1 of 11)",2,108894471,108989220,94750,2,"10913","ENST00000258443.7",21608,"ENSG00000135960","EDAR","ectodysplasin A receptor","down"
"chr14",103528913,103529413,501,"*",5.47768821121265,3.63272916482704,6.2614689430804,-1.76813683293085,0.000577007892236647,0.0153836044497207,"Promoter (<=1kb)",14,103529196,103537073,7878,1,"115708","ENST00000389749.9",0,"ENSG00000166166","TRMT61A","tRNA methyltransferase 61A","down"
"chr9",95031351,95031851,501,"*",3.88261084237095,0,4.88261084237095,-4.16923862043285,0.00058244463545256,0.0153836044497207,"Intron (ENST00000375315.8/84909, intron 13 of 16)",9,95018891,95022285,3395,1,"84909","ENST00000482056.2",12460,"ENSG00000148120","AOPEP","aminopeptidase O (putative)","down"
"chr12",6228795,6229295,501,"*",4.60711293778499,1.43612393533898,5.52471334145671,-2.47002326343868,0.000582495264700786,0.0153836044497207,"Promoter (2-3kb)",12,6226328,6238253,11926,1,"928","ENST00000646407.1",2467,"ENSG00000010278","CD9","CD9 molecule","down"
"chr19",7903515,7904015,501,"*",5.8697996240598,2.66570520708977,6.78932244766434,-2.49926393498471,0.000626498602009623,0.0164112072819106,"Promoter (<=1kb)",19,7903843,7914478,10636,1,"5609","ENST00000397981.7",0,"ENSG00000076984","MAP2K7","mitogen-activated protein kinase kinase 7","down"
"chr1",39192022,39192522,501,"*",4.77485626772397,0.937951075149173,5.72347176321666,-2.80354780679428,0.000636947082085364,0.0164374001622942,"Intron (ENST00000361689.7/23499, intron 2 of 93)",1,39204695,39254375,49681,1,"23499","ENST00000494012.1",-12173,"ENSG00000127603","MACF1","microtubule actin crosslinking factor 1","down"
"chr8",22693279,22693779,501,"*",5.13467159860504,0.937951075149173,6.09478793522207,-3.0310763612936,0.000637701744347231,0.0164374001622942,"Promoter (<=1kb)",8,22693434,22696332,2899,1,"105379321","ENST00000685420.3",0,"ENSG00000289521","LOC105379321","uncharacterized LOC105379321","down"
"chr19",1591940,1592440,501,"*",6.66710049881476,5.31852014798618,7.35175923917185,-1.50592086696299,0.00065828581300745,0.0168333086469048,"Promoter (<=1kb)",19,1581159,1592359,11201,2,"53615","ENST00000585967.5",0,"ENSG00000071655","MBD3","methyl-CpG binding domain protein 3","down"
"chr20",34302517,34303017,501,"*",6.04410869275406,4.79894319748385,6.70233434280686,-1.4418919551044,0.000707274868184826,0.0177818261323512,"Promoter (<=1kb)",20,34295429,34302675,7247,2,"191","ENST00000473516.1",0,"ENSG00000101444","AHCY","adenosylhomocysteinase","down"
"chr12",52280609,52281109,501,"*",4.44113295940269,0,5.42514007975326,-3.644998776146,0.000708286053461007,0.0177818261323512,"Intron (ENST00000553310.6/3892, intron 1 of 2)",12,52275821,52277736,1916,1,"3892","ENST00000642573.1",4788,"ENSG00000170442","KRT86","keratin 86","down"
"chr9",129413989,129414489,501,"*",5.82726797626222,4.07431055715419,6.59560649979704,-1.70545461077476,0.000711935310699349,0.0177818261323512,"Exon (ENST00000726583.1/ENST00000726583.1, exon 1 of 1)",9,129438216,129439118,903,1,"105376291","ENST00000439014.1",-23727,NA,"LOC105376291","uncharacterized LOC105376291","down"
"chr1",45326814,45327314,501,"*",5.74942377057117,4.25435935340558,6.46771744065126,-1.57647572551508,0.000724414618807764,0.0179543377061432,"Promoter (<=1kb)",1,45326895,45328710,1816,1,"84842","ENST00000334815.6",0,"ENSG00000186603","HPDL","4-hydroxyphenylpyruvate dioxygenase like","down"
"chr9",97921415,97921915,501,"*",4.54896412052152,0,5.53412895789105,-3.65569981018189,0.000752413920362292,0.0185059362702848,"Promoter (<=1kb)",9,97910503,97922468,11966,2,"51531","ENST00000471580.1",553,"ENSG00000136932","TRMO","tRNA methyltransferase O","down"
"chr20",52001855,52002355,501,"*",3.6967509755447,4.6967509755447,0,3.95072556144344,0.000789111660629359,0.0191397092952585,"Distal Intergenic",20,52072685,52096480,23796,1,"105372664","ENST00000665639.1",-70330,NA,"LOC105372664","uncharacterized LOC105372664","up"
"chr5",181184266,181184766,501,"*",4.9708282123221,2.63272916482704,5.82061075352791,-1.96074816972948,0.000790062487979323,0.0191397092952585,"Exon (ENST00000835898.1/ENST00000835898.1, exon 1 of 2)",5,181191023,181194434,3412,1,"105377769","ENST00000725221.1",-6257,NA,"TRIM7-AS2","TRIM7 antisense RNA 2","down"
"chr17",18183113,18183613,501,"*",6.00744633782195,4.70538041772099,6.6805096764927,-1.46532542503249,0.000805914692787028,0.0193780383594015,"Promoter (<=1kb)",17,18183078,18209398,26321,1,"54890","ENST00000541285.1",35,"ENSG00000091542","ALKBH5","alkB homolog 5, RNA demethylase","down"
"chr11",119101761,119102261,501,"*",6.18201934015185,4.05986963346318,7.00600963201923,-1.85629119168457,0.000820823702433498,0.0195903256980795,"Promoter (<=1kb)",11,119096025,119101878,5854,2,"1798","ENST00000682232.1",0,"ENSG00000172269","DPAGT1","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1","down"
"chr13",44281111,44281611,501,"*",5.3747688435743,3.59607528208403,6.14754367750255,-1.69404549838532,0.000835788560082868,0.0198008142690221,"Intron (ENST00000756758.1/ENST00000756758.1, intron 1 of 1)",13,44311351,44317355,6005,1,"107984552","ENST00000841879.1",-29740,NA,"LOC107984552","uncharacterized LOC107984552","down"
"chr20",48828450,48828950,501,"*",4.93793769116186,2.39403987215541,5.80861504000247,-2.03089893722803,0.000850961290974045,0.0200131188286013,"Promoter (<=1kb)",20,48624252,48827999,203748,2,"57580","ENST00000371941.4",-451,"ENSG00000124126","PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1","down"
"chr9",35072225,35072725,501,"*",5.74156099264992,4.15508700770912,6.47882869372652,-1.60284023935817,0.00087593200406841,0.0204511080949885,"Promoter (<=1kb)",9,35053928,35072623,18696,2,"7415","ENST00000679902.1",0,"ENSG00000165280","VCP","valosin containing protein","down"
"chr5",91314094,91314594,501,"*",4.33487357240998,0,5.31201172592327,-3.41120551556583,0.000900226861557011,0.0208671291218467,"Promoter (<=1kb)",5,91151211,91314402,163192,2,"100505994","ENST00000650150.1",0,"ENSG00000248323","LUCAT1","lung cancer associated transcript 1","down"
"chr7",151081415,151081915,501,"*",4.95263043179252,2.39403987215541,5.82467802304214,-2.02443456482352,0.000914070801883075,0.0210366865976233,"Promoter (<=1kb)",7,151076629,151080866,4238,2,"10922","ENST00000460980.5",-549,"ENSG00000164896","FASTK","Fas activated serine/threonine kinase","down"
"chr16",68085186,68085686,501,"*",3.7382065957149,0,4.7382065957149,-3.69896161746697,0.000983983470859952,0.0224850691000763,"Promoter (<=1kb)",16,68085344,68218090,132747,1,"4775","ENST00000575270.5",0,"ENSG00000072736","NFATC3","nuclear factor of activated T cells 3","down"
"chr19",2462581,2463081,501,"*",5.84723113112767,4.43693632727926,6.54657416342459,-1.4998839877945,0.00100410862527962,0.0227833661313445,"Promoter (<=1kb)",19,2458935,2462185,3251,2,"101928602","ENST00000587826.1",-396,"ENSG00000267201","LINC01775","long intergenic non-protein coding RNA 1775","down"
"chr4",52712646,52713146,501,"*",5.84653130508018,4.49859132776689,6.53103355516344,-1.46968459148588,0.00101375901783056,0.0228414794087417,"Promoter (<=1kb)",4,52712682,52712747,66,1,"100616436","ENST00000578365.1",0,"ENSG00000264585","MIR4449","microRNA 4449","down"
"chr6",111793649,111794149,501,"*",5.46228094735834,3.82417537473507,6.20964422106046,-1.60709212982622,0.00104732938006162,0.0234339948788788,"Promoter (<=1kb)",6,111661282,111793886,132605,2,"2534","ENST00000368667.6",0,"ENSG00000010810","FYN","FYN proto-oncogene, Src family tyrosine kinase","down"
"chr22",41367026,41367526,501,"*",5.73351837809565,2.51370211364472,6.65393795274725,-2.34906461647591,0.00107112261140775,0.0238010831307294,"Promoter (<=1kb)",22,41367333,41399324,31992,1,"7008","ENST00000406644.7",0,"ENSG00000167074","TEF","TEF transcription factor, PAR bZIP family member","down"
"chr3",14124340,14124840,501,"*",5.04912175218438,1.66570520708977,5.97828593562255,-2.44329816168043,0.00108634694540911,0.0239740401240284,"Promoter (<=1kb)",3,14113144,14124749,11606,2,"131474","ENST00000420103.1",0,"ENSG00000163528","CHCHD4","coiled-coil-helix-coiled-coil-helix domain containing 4","down"
"chr7",131008068,131008568,501,"*",4.89675118438917,1.34377711220241,5.83394361909749,-2.52473239727182,0.00112208943291616,0.0245943683867746,"Intron (ENST00000642963.1/105375509, intron 2 of 6)",7,130944166,130995541,51376,2,"378805","ENST00000845292.1",-12527,"ENSG00000231721","LINC-PINT","long intergenic non-protein coding RNA, p53 induced transcript","down"
"chr12",114684666,114685166,501,"*",5.06114146617318,1.74530599720678,5.98681950636322,-2.31818165530018,0.00116409153254114,0.0250873974608285,"Promoter (<=1kb)",12,114670255,114684175,13921,2,"6926","ENST00000349155.7",-491,"ENSG00000135111","TBX3","T-box transcription factor 3","down"
"chr2",134677292,134677792,501,"*",5.56141945763854,3.20843434535158,6.41282623352777,-1.88631040483611,0.00116557546495654,0.0250873974608285,"Intron (ENST00000281924.6/81615, intron 2 of 7)",2,134717636,134723400,5765,1,"105373629","ENST00000747992.1",-39844,NA,"LOC105373629","uncharacterized LOC105373629","down"
"chr6",34391188,34391688,501,"*",4.2433175721596,0,5.21894512404956,-3.20018294152249,0.00117033825769123,0.0250873974608285,"Promoter (<=1kb)",6,34279679,34392669,112991,2,"11165","ENST00000607016.2",981,"ENSG00000272325","NUDT3","nudix hydrolase 3","down"
"chr19",4246864,4247364,501,"*",4.53062647461348,1.6712391391212,5.42763710049487,-2.11376303816157,0.00117572843469432,0.0250873974608285,"Promoter (<=1kb)",19,4247080,4269088,22009,1,"55702","ENST00000262962.12",0,"ENSG00000105248","YJU2","YJU2 splicing factor homolog","down"
"chr5",135263551,135264051,501,"*",5.60133642742396,4.04953831088752,6.33157666825657,-1.55370076134645,0.00119184231649796,0.0252639206826081,"Exon (ENST00000782970.1/ENST00000782970.1, exon 1 of 3)",5,135246581,135248209,1629,2,"340073","ENST00000782737.1",-15342,"ENSG00000249647","LINC02900","long intergenic non-protein coding RNA 2900","down"
"chr15",74889973,74890473,501,"*",5.10441938126188,1.74530599720678,6.03234962071362,-2.32897212999055,0.00120593543414437,0.0253155648107775,"Promoter (<=1kb)",15,74890005,74897092,7088,1,"4351","ENST00000569931.5",0,"ENSG00000178802","MPI","mannose phosphate isomerase","down"
"chr20",62387029,62387529,501,"*",6.14203870280355,4.51080370699819,6.8880833296015,-1.58278251681534,0.00120999285563617,0.0253155648107775,"Promoter (<=1kb)",20,62387103,62388520,1418,1,"6227","ENST00000343986.9",0,"ENSG00000171858","RPS21","ribosomal protein S21","down"
"chr20",63740823,63741323,501,"*",4.27861150526242,0.155087007709125,5.23662161290124,-2.74685632648292,0.00122062554204174,0.0253732612674741,"Promoter (<=1kb)",20,63741252,63743505,2254,1,"56731","ENST00000493772.5",0,"ENSG00000125520","SLC2A4RG","SLC2A4 regulator","down"
"chr7",45110914,45111414,501,"*",5.55251800206093,3.66985764489258,6.34230300960179,-1.68996114687735,0.00126659892675075,0.0261601393717366,"Promoter (<=1kb)",7,45108884,45111501,2618,2,"9238","ENST00000482285.1",87,"ENSG00000136270","TBRG4","transforming growth factor beta regulator 4","down"
"chr6",149749119,149749619,501,"*",4.15858874758752,0,5.1391125501116,-3.09573229163183,0.00135482195571371,0.0278040531293603,"Promoter (<=1kb)",6,149749444,149796433,46990,1,"5110","ENST00000484601.6",0,"ENSG00000120265","PCMT1","protein-L-isoaspartate (D-aspartate) O-methyltransferase","down"
"chr8",22599187,22599687,501,"*",4.83103672499867,1.99537487684733,5.72627614444522,-2.04275548397199,0.00142896688295258,0.0291400714991976,"Promoter (<=1kb)",8,22599599,22604142,4544,1,"541565","ENST00000289989.10",0,"ENSG00000241852","C8orf58","chromosome 8 open reading frame 58","down"
"chr16",2153849,2154349,501,"*",5.6461430936975,4.25528079069332,6.34094591764823,-1.46352637751556,0.00148228964695993,0.0300373411478296,"Promoter (<=1kb)",16,2155025,2155104,80,2,"26788","ENST00000628177.1",755,"ENSG00000206630","SNORD60","small nucleolar RNA, C/D box 60","down"
"chr19",488645,489145,501,"*",4.76802307664604,1.34377711220241,5.69921177668966,-2.34948407960677,0.00151920804487043,0.0304074563347914,"Promoter (<=1kb)",19,489176,505342,16167,1,"8174","ENST00000587541.5",-31,"ENSG00000099866","MADCAM1","mucosal vascular addressin cell adhesion molecule 1","down"
"chr15",72616576,72617076,501,"*",5.89020017320047,4.48941070836479,6.58733180384206,-1.46055485175981,0.00152309170120728,0.0304074563347914,"Promoter (<=1kb)",15,72608483,72615633,7151,2,"102723640","ENST00000849045.1",-943,"ENSG00000259783","LINC02259","long intergenic non-protein coding RNA 2259","down"
"chr12",11727077,11727577,501,"*",4.82012458428852,2.39068928698926,5.67958683868347,-1.88762485076819,0.00152886651962638,0.0304074563347914,"Intron (ENST00000396373.9/2120, intron 1 of 7)",12,11752501,11840868,88368,1,"2120","ENST00000545027.1",-24924,"ENSG00000139083","ETV6","ETS variant transcription factor 6","down"
"chr3",48989942,48990442,501,"*",3.63050974269795,0,4.63050974269795,-3.30002738959739,0.00154258646387883,0.0304921078933594,"Promoter (<=1kb)",3,48985049,48989988,4940,2,"124909376","ENST00000452042.1",0,"ENSG00000223343","LOC124909376","uncharacterized LOC124909376","down"
"chr11",69820276,69820776,501,"*",4.76112319694959,2.39403987215541,5.61405120928896,-1.84033744222388,0.00156407464107189,0.0307283444727661,"Promoter (<=1kb)",11,69809968,69819416,9449,2,"2248","ENST00000334134.4",-860,"ENSG00000186895","FGF3","fibroblast growth factor 3","down"
"chr9",34611930,34612430,501,"*",5.79652281089874,4.48862734208188,6.47106512860227,-1.41227440413875,0.00165285154388058,0.0322756828750499,"Promoter (<=1kb)",9,34610486,34612104,1619,2,"138716","ENST00000297613.4",0,"ENSG00000164967","RPP25L","ribonuclease P/MRP subunit p25 like","down"
"chr12",9647463,9647963,501,"*",5.17229579317458,3.25435935340559,5.96753679499019,-1.6694524799361,0.0016693560442507,0.0324015974372033,"Promoter (<=1kb)",12,9647679,9657292,9614,1,"374443","ENST00000803967.1",0,"ENSG00000284634","LOC374443","C-type lectin domain family 2 member D pseudogene","down"
"chr17",45051485,45051985,501,"*",3.61900306394498,0,4.61900306394498,-3.21622947180225,0.0017030765835079,0.0327680191839872,"Promoter (<=1kb)",17,45051610,45109016,57407,1,"4836","ENST00000592782.5",0,"ENSG00000136448","NMT1","N-myristoyltransferase 1","down"
"chr14",70254946,70255446,501,"*",4.38411950216326,0.522913575870329,5.33360847198566,-2.42266065518352,0.0017085745570794,0.0327680191839872,"Promoter (<=1kb)",14,70255629,70276546,20918,1,"101928046","ENST00000658757.1",-183,NA,"LOC101928046","uncharacterized LOC101928046","down"
"chr17",42678156,42678656,501,"*",5.03370445731204,2.47701510259649,5.9055756005815,-1.90404845614423,0.00172826800213452,0.0329495828572629,"Promoter (1-2kb)",17,42667944,42676994,9051,2,"79990","ENST00000293349.10",-1162,"ENSG00000068137","PLEKHH3","pleckstrin homology, MyTH4 and FERM domain containing H3","down"
"chr4",108620563,108621063,501,"*",5.61547080681005,3.37422583782207,6.45421791402585,-1.76767712280142,0.00175455399583921,0.033253958674082,"Promoter (<=1kb)",4,108620569,108625554,4986,1,"6164","ENST00000502534.5",0,"ENSG00000109475","RPL34","ribosomal protein L34","down"
"chr19",19138043,19138543,501,"*",5.56134318388089,3.80698416778353,6.329925707389,-1.59513927592965,0.00182941259742726,0.0344474927102648,"Promoter (<=1kb)",19,19119169,19138466,19298,2,"54929","ENST00000450333.6",0,"ENSG00000064545","TMEM161A","transmembrane protein 161A","down"
"chr9",21994450,21994950,501,"*",5.04524584776383,2.90131218712234,5.8720387557096,-1.74099767690695,0.00183891022537727,0.0344474927102648,"Promoter (<=1kb)",9,21994550,22015088,20539,1,"100048912","ENST00000651588.1",0,"ENSG00000240498","CDKN2B-AS1","CDKN2B and CDKN2A antisense cis and trans regulatory RNA 1","down"
"chr16",89972311,89972811,501,"*",5.73237273260545,3.88977585869386,6.51577117247249,-1.61701005070316,0.00186029777274664,0.0346467018716167,"Promoter (<=1kb)",16,89972581,89996272,23692,1,"172","ENST00000795370.1",0,"ENSG00000293510","AFG3L1P","AFG3 like matrix AAA peptidase subunit 1, pseudogene","down"
"chr7",157299589,157300089,501,"*",4.01806935291199,0,4.99658579807752,-2.81532620427293,0.00192955361806633,0.0355258386137699,"Exon (ENST00000728178.1/ENST00000728178.1, exon 1 of 3)",7,157288254,157293620,5367,2,"124901803","ENST00000757140.1",-5969,NA,"LOC124901803","uncharacterized LOC124901803","down"
"chr18",12657616,12658116,501,"*",4.56048006799401,0.928739612923563,5.50107934188022,-2.33753943327583,0.00200027524577435,0.0366186752379826,"Promoter (<=1kb)",18,12446512,12658107,211596,2,"56907","ENST00000409402.9",0,"ENSG00000134278","SPIRE1","spire type actin nucleation factor 1","down"
"chr14",101947810,101948310,501,"*",5.95277098957497,3.9942714777007,6.75409860246456,-1.64279568699129,0.00210034262168206,0.0382333555201107,"Exon (ENST00000607414.3/ENST00000607414.3, exon 1 of 1)",14,101964573,102004683,40111,1,"1778","ENST00000680001.1",-16263,"ENSG00000197102","DYNC1H1","dynein cytoplasmic 1 heavy chain 1","down"
"chr5",151771149,151771649,501,"*",5.88635974758506,4.18394421497639,6.64571059653568,-1.54325015495521,0.00222186250193367,0.0402182077597206,"Promoter (<=1kb)",5,151765859,151771431,5573,2,"100652758","ENST00000771287.1",0,"ENSG00000275765","LOC100652758","uncharacterized LOC100652758","down"
"chr11",64305229,64305729,501,"*",5.5035248824869,2.15113203426001,6.43111002663233,-2.16281059836227,0.00224625899619876,0.0404326619315777,"Promoter (<=1kb)",11,64305497,64316738,11242,1,"2101","ENST00000406310.6",0,"ENSG00000173153","ESRRA","estrogen related receptor alpha","down"
"chr15",75023486,75023986,501,"*",5.86429612116542,4.66985764489258,6.50865406323056,-1.33350794737468,0.00234054097736709,0.0418367886583068,"Promoter (<=1kb)",15,75023586,75045168,21583,1,"60490","ENST00000568207.5",0,"ENSG00000138621","PPCDC","phosphopantothenoylcysteine decarboxylase","down"
"chr22",38230080,38230580,501,"*",3.55896974983151,0,4.55896974983151,-2.94017231836828,0.0023502354894952,0.0418367886583068,"Promoter (<=1kb)",22,38226380,38231318,4939,2,"25829","ENST00000488844.1",738,"ENSG00000198792","TMEM184B","transmembrane protein 184B","down"
"chr8",47960028,47960528,501,"*",6.1697662019,5.10225384170218,6.77654854888289,-1.26599376266524,0.00238598945158983,0.0421453618458237,"Promoter (<=1kb)",8,47960185,47962327,2143,1,"4173","ENST00000518221.5",0,"ENSG00000104738","MCM4","minichromosome maintenance complex component 4","down"
"chr1",27542659,27543159,501,"*",4.82223602535899,1.25987917003653,5.75984454573992,-2.17645679452097,0.00239373098007006,0.0421453618458237,"Exon (ENST00000772091.1/ENST00000772091.1, exon 1 of 4)",1,27552773,27553545,773,2,"27245","ENST00000644833.1",10386,"ENSG00000126705","AHDC1","AT-hook DNA binding motif containing 1","down"
"chr10",110871360,110871860,501,"*",5.01515091305475,2.51677914059933,5.88148421562567,-1.81226477279356,0.00242071880517855,0.0423888912515506,"Promoter (<=1kb)",10,110871795,110900005,28211,1,"27250","ENST00000393104.6",0,"ENSG00000150593","PDCD4","programmed cell death 4","down"
"chr12",6867483,6867983,501,"*",6.28310676116784,5.1872117989664,6.89866825295231,-1.27745340587294,0.0024400122361084,0.0424957806742772,"Promoter (<=1kb)",12,6867531,6870948,3418,1,"7167","ENST00000396705.10",0,"ENSG00000111669","TPI1","triosephosphate isomerase 1","down"
"chr8",102864002,102864502,501,"*",4.33379314323926,0.343777112202407,5.28766623693483,-2.38170006439598,0.00249817959865993,0.0431180774279267,"Promoter (<=1kb)",8,102864271,103002424,138154,1,"100506753","ENST00000659614.1",0,NA,"MAILR","macrophage interferon regulatory lncRNA","down"
"chr7",32957184,32957684,501,"*",5.23299391253768,3.15311087624414,6.05140801064583,-1.66902945340259,0.0025041976799182,0.0431180774279267,"Promoter (<=1kb)",7,32957404,33006930,49527,1,"11328","ENST00000538336.5",0,"ENSG00000122642","FKBP9","FKBP prolyl isomerase 9","down"
"chr13",99498457,99498957,501,"*",5.14094439196549,2.77583267522761,5.99366065146318,-1.74893873793544,0.00251589030305718,0.0431180774279267,"Promoter (<=1kb)",13,99486960,99498804,11845,2,"102725509","ENST00000745986.1",0,NA,"LINC01232","long intergenic non-protein coding RNA 1232","down"
