seqnames,start,end,width,strand,Conc,Conc_p53KD,Conc_Scramble,Fold,p.value,FDR,log2FC,FDR_value,mean_signal,neglog10FDR,Status
chr17,57874685,57875185,501,*,5.65081002832976,4.50694040732969,6.28070829885045,-1.17503823396746,0.010762872395179,0.106701461099283,-1.17503823396746,0.106701461099283,5.65081002832976,0.9718296335932287,Not significant
chr2,127079937,127080437,501,*,4.73282524557523,2.59607528208403,5.55869920703847,-1.38507923062383,0.010818695667563,0.10692232599154,-1.38507923062383,0.10692232599154,4.73282524557523,0.9709316021573343,Not significant
chr17,75182867,75183367,501,*,5.25603647344321,3.82293289372375,5.96061335437222,-1.25800089852651,0.0108515209805194,0.10692232599154,-1.25800089852651,0.10692232599154,5.25603647344321,0.9709316021573343,Not significant
chr2,216412521,216413021,501,*,4.71426821494276,1.93795107514917,5.60493760101703,-1.46893888778293,0.0109661884299103,0.10743555695733,-1.46893888778293,0.10743555695733,4.71426821494276,0.9688519603990337,Not significant
chr2,216109144,216109644,501,*,6.05500539285105,4.96244192976673,6.66954807076635,-1.15168570404628,0.0109702974050161,0.10743555695733,-1.15168570404628,0.10743555695733,6.05500539285105,0.9688519603990337,Not significant
chr15,44427123,44427623,501,*,5.43138564018428,3.55697194589585,6.21987278369681,-1.34054876385119,0.0110114346236035,0.107511643506819,-1.34054876385119,0.107511643506819,5.43138564018428,0.9685444991257636,Not significant
chr11,66637713,66638213,501,*,4.74864482738225,2.63272916482704,5.57182424397186,-1.37780450242342,0.011073195872226,0.107788027493391,-1.37780450242342,0.107788027493391,4.74864482738225,0.9674294755343952,Not significant
chr8,127854191,127854691,501,*,6.56670335474446,5.51601049890287,7.1681752266696,-1.13629882014563,0.0111115245873159,0.107822180550085,-1.13629882014563,0.107822180550085,6.56670335474446,0.9672918894310193,Not significant
chr20,3807754,3808254,501,*,5.78789340749039,4.57518094614602,6.43731880374505,-1.19516453293129,0.011143633185344,0.107822180550085,-1.19516453293129,0.107822180550085,5.78789340749039,0.9672918894310193,Not significant
chr19,42316584,42317084,501,*,6.05074379597714,4.77197472012109,6.7178211464462,-1.2126209148783,0.0113574684230845,0.109372351521906,-1.2126209148783,0.109372351521906,6.05074379597714,0.9610924503888119,Not significant
chr19,41327093,41327593,501,*,5.72060743413694,4.57812973472972,6.3500983916697,-1.16302074599994,0.0113717373556296,0.109372351521906,-1.16302074599994,0.109372351521906,5.72060743413694,0.9610924503888119,Not significant
chr17,27964655,27965155,501,*,4.89227357493024,2.10787607659148,5.78357719071377,-1.45562628781925,0.011529919290674,0.110524900888474,-1.45562628781925,0.110524900888474,4.89227357493024,0.9565398658688935,Not significant
chr7,55699101,55699601,501,*,4.3381711418149,1.81074975044244,5.20729363590499,-1.41973426508441,0.0115601774051569,0.110524900888474,-1.41973426508441,0.110524900888474,4.3381711418149,0.9565398658688935,Not significant
chr2,37345460,37345960,501,*,5.74179957216997,4.2055768827173,6.46881644800116,-1.2684789010056,0.0116631486003163,0.110597330726611,-1.2684789010056,0.110597330726611,5.74179957216997,0.9562553546289039,Not significant
chr11,117098418,117098918,501,*,5.15530526353245,2.7706864390799,6.01010258047442,-1.40660731072555,0.0116670832584628,0.110597330726611,-1.40660731072555,0.110597330726611,5.15530526353245,0.9562553546289039,Not significant
chrX,103686853,103687353,501,*,4.89399826258893,2.62988999692656,5.73542533213184,-1.39043977273119,0.0116707301201265,0.110597330726611,-1.39043977273119,0.110597330726611,4.89399826258893,0.9562553546289039,Not significant
chr22,37848571,37849071,501,*,5.22656689182827,3.01674593603044,6.06155219557815,-1.37574369686023,0.0119744827516036,0.113143059899316,-1.37574369686023,0.113143059899316,5.22656689182827,0.946372080152634,Not significant
chr17,32350007,32350507,501,*,5.69325454557247,4.17154146725655,6.41723056343606,-1.25624317921659,0.0120495239555311,0.113367498058337,-1.25624317921659,0.113367498058337,5.69325454557247,0.9455114378340669,Not significant
chr1,174999316,174999816,501,*,5.999791902264,5.07691882348362,6.55810111706538,-1.06561763129747,0.0120686070248323,0.113367498058337,-1.06561763129747,0.113367498058337,5.999791902264,0.9455114378340669,Not significant
chr1,46247972,46248472,501,*,4.27484365969881,0.0,5.27484365969881,-1.71098727112076,0.0121608715792027,0.113711640932094,-1.71098727112076,0.113711640932094,4.27484365969881,0.9441950732736789,Not significant
chr7,77006634,77007134,501,*,3.03211382910905,0.0,4.03211382910905,-1.69671578727087,0.0121758274741069,0.113711640932094,-1.69671578727087,0.113711640932094,3.03211382910905,0.9441950732736789,Not significant
chr14,75223459,75223959,501,*,5.46718240007056,4.27859891108711,6.10989929286934,-1.17148630402191,0.0124191210508535,0.115572036759303,-1.17148630402191,0.115572036759303,5.46718240007056,0.9371472329587214,Not significant
chr13,20902166,20902666,501,*,5.55022086008431,2.92873961292356,6.42796447952405,-1.42007224287039,0.0124467711841955,0.115572036759303,-1.42007224287039,0.115572036759303,5.55022086008431,0.9371472329587214,Not significant
chr3,155870411,155870911,501,*,5.13626335487466,3.37252835049374,5.90647098136523,-1.29011978708017,0.0127996416805823,0.118507027284012,-1.29011978708017,0.118507027284012,5.13626335487466,0.9262558958970791,Not significant
chr2,74464751,74465251,501,*,5.33675857308824,3.82168934173778,6.05932980016998,-1.25019254300681,0.0129093482401776,0.119180286618488,-1.25019254300681,0.119180286618488,5.33675857308824,0.9237955744685565,Not significant
chr19,55383217,55383717,501,*,4.5021939994546,1.66570520708977,5.39749568177853,-1.43732193674122,0.0130031409725859,0.119555551870695,-1.43732193674122,0.119555551870695,4.5021939994546,0.9224302514944858,Not significant
chr2,177212714,177213214,501,*,6.61867599868771,5.6032435700509,7.20874617461229,-1.09915020336707,0.0130279460506063,0.119555551870695,-1.09915020336707,0.119555551870695,6.61867599868771,0.9224302514944858,Not significant
chr7,99408329,99408829,501,*,6.87910438883524,6.12077523510575,7.37359106388851,-0.96621890011152,0.0130613141708519,0.119555551870695,-0.96621890011152,0.119555551870695,6.87910438883524,0.9224302514944858,Not significant
chr3,50299306,50299806,501,*,5.09074364591248,3.63414665625788,5.8006063540948,-1.2318270165774,0.0131327421000638,0.119868824494066,-1.2318270165774,0.119868824494066,5.09074364591248,0.9212937536042657,Not significant
chr12,31073871,31074371,501,*,4.74079565122413,3.15508700770912,5.47791042765286,-1.25571376050251,0.0133500288314961,0.121507889534125,-1.25571376050251,0.121507889534125,4.74079565122413,0.9153955223134466,Not significant
chr2,231680910,231681410,501,*,5.9503517893987,5.01252313342562,6.51398052940426,-1.06905751151694,0.0134204383739813,0.121577177581464,-1.06905751151694,0.121577177581464,5.9503517893987,0.9151479429965171,Not significant
chr22,50327224,50327724,501,*,5.08985256203182,3.6159541146269,5.80354118974286,-1.2306880444563,0.0134352773214239,0.121577177581464,-1.2306880444563,0.121577177581464,5.08985256203182,0.9151479429965171,Not significant
chr2,130372621,130373121,501,*,4.74256414030873,3.15508700770912,5.48003213531471,-1.25422037314357,0.0134864081371688,0.121577177581464,-1.25422037314357,0.121577177581464,4.74256414030873,0.9151479429965171,Not significant
chr1,19311918,19312418,501,*,4.79632490061545,2.43937076191879,5.64816161262982,-1.3562021254517,0.0135254521426722,0.121577177581464,-1.3562021254517,0.121577177581464,4.79632490061545,0.9151479429965171,Not significant
chr10,5538834,5539334,501,*,4.5265371856981,1.34377711220241,5.44482648545771,-1.46470091866715,0.0135463087373512,0.121577177581464,-1.46470091866715,0.121577177581464,4.5265371856981,0.9151479429965171,Not significant
chr12,47775101,47775601,501,*,5.1143436366624,2.52291357587033,5.9893992794069,-1.37744886612119,0.0138620050142802,0.123292585203563,-1.37744886612119,0.123292585203563,5.1143436366624,0.909063041019892,Not significant
chr21,42879125,42879625,501,*,5.98393579622304,4.76761569088289,6.63435196122299,-1.16288657464205,0.0138630777965803,0.123292585203563,-1.16288657464205,0.123292585203563,5.98393579622304,0.909063041019892,Not significant
chr14,50876139,50876639,501,*,3.38177801367064,0.0,4.34824623433318,-1.55814920980351,0.0138809377995676,0.123292585203563,-1.55814920980351,0.123292585203563,3.38177801367064,0.909063041019892,Not significant
chr1,112619024,112619524,501,*,5.16899436896792,3.77454783614864,5.86464029819884,-1.20993926773357,0.0138905054093399,0.123292585203563,-1.20993926773357,0.123292585203563,5.16899436896792,0.909063041019892,Not significant
chr19,17932834,17933334,501,*,5.37441623904366,4.14342832120172,6.02882830119726,-1.16695540810042,0.0139633516561803,0.123454285495779,-1.16695540810042,0.123454285495779,5.37441623904366,0.9084938297104603,Not significant
chr14,89956001,89956501,501,*,5.51338023315581,3.22688996296292,6.35738532772859,-1.34565090101172,0.0139853551228924,0.123454285495779,-1.34565090101172,0.123454285495779,5.51338023315581,0.9084938297104603,Not significant
chr1,110436582,110437082,501,*,5.46809671647346,3.02541391639951,6.32890756660276,-1.35711137677113,0.0140472249401803,0.1236616359488,-1.35711137677113,0.1236616359488,5.46809671647346,0.9077650124155284,Not significant
chr6,6749491,6749991,501,*,4.09143288074422,0.937951075149173,5.00799761250164,-1.42773306220987,0.0143161461240109,0.125685620739954,-1.42773306220987,0.125685620739954,4.09143288074422,0.9007144056116012,Not significant
chrX,154515950,154516450,501,*,5.17370192055497,2.15113203426001,6.08208469480661,-1.42140107023822,0.0144465408254897,0.12627722824317,-1.42140107023822,0.12627722824317,5.17370192055497,0.8986749593416469,Not significant
chr1,181096200,181096700,501,*,4.94126931691192,3.32676630095142,5.68407111724419,-1.24330111266172,0.0144906459411047,0.12627722824317,-1.24330111266172,0.12627722824317,4.94126931691192,0.8986749593416469,Not significant
chr20,3470565,3471065,501,*,5.13463126280955,2.89895569005934,5.97271832128505,-1.33098174819091,0.0145011093885701,0.12627722824317,-1.33098174819091,0.12627722824317,5.13463126280955,0.8986749593416469,Not significant
chr6,143511295,143511795,501,*,5.2598662455287,3.90248899381112,5.94666599274156,-1.19407636760983,0.0146550752091325,0.127009940279505,-1.19407636760983,0.127009940279505,5.2598662455287,0.8961622881810474,Not significant
chr9,136949983,136950483,501,*,4.9706810030483,2.39738269378647,5.84408504870677,-1.35893986844346,0.0146640899391607,0.127009940279505,-1.35893986844346,0.127009940279505,4.9706810030483,0.8961622881810474,Not significant
chr2,240256438,240256938,501,*,5.37606924311875,2.93795107514917,6.23641695352075,-1.34322135588472,0.0147476671756234,0.127379534231384,-1.34322135588472,0.127379534231384,5.37606924311875,0.8949003434634647,Not significant
chr20,36861286,36861786,501,*,5.92703504803848,5.02054458717541,6.47943054000379,-1.04259579153876,0.0148154386246056,0.127379534231384,-1.04259579153876,0.127379534231384,5.92703504803848,0.8949003434634647,Not significant
chr22,41589817,41590317,501,*,5.40187969763417,3.58033737756848,6.18183833740854,-1.26879199305738,0.0148253647848445,0.127379534231384,-1.26879199305738,0.127379534231384,5.40187969763417,0.8949003434634647,Not significant
chr2,113283640,113284140,501,*,5.14695130742005,2.51370211364472,6.02573103011044,-1.36286029767155,0.015182430505573,0.129892772014204,-1.36286029767155,0.129892772014204,5.14695130742005,0.8864150149137542,Not significant
chr19,3185555,3186055,501,*,4.6948484016911,1.93795107514917,5.58397775436231,-1.36678870793142,0.0152325215102988,0.129892772014204,-1.36678870793142,0.129892772014204,4.6948484016911,0.8864150149137542,Not significant
chr1,62436610,62437110,501,*,5.30960344260952,4.04847558391231,5.97206631336009,-1.16498148658448,0.0152451923042211,0.129892772014204,-1.16498148658448,0.129892772014204,5.30960344260952,0.8864150149137542,Not significant
chr2,203239173,203239673,501,*,5.64021018380152,4.52960100341679,6.26023494058252,-1.1176393614349,0.0152791311587161,0.129892772014204,-1.1176393614349,0.129892772014204,5.64021018380152,0.8864150149137542,Not significant
chr16,30064620,30065120,501,*,5.86778372121338,4.3059996086883,6.60006861417042,-1.22330114752697,0.0153392567047837,0.129899019381324,-1.22330114752697,0.129899019381324,5.86778372121338,0.8863941274403464,Not significant
chr10,133261434,133261934,501,*,5.09846995601048,2.51370211364472,5.97292137641005,-1.35350459914006,0.0154019958706104,0.129899019381324,-1.35350459914006,0.129899019381324,5.09846995601048,0.8863941274403464,Not significant
chr17,74203899,74204399,501,*,5.53830275538992,4.44564884845984,6.15287313275129,-1.11491989690639,0.0154200695985789,0.129899019381324,-1.11491989690639,0.129899019381324,5.53830275538992,0.8863941274403464,Not significant
chr3,124835712,124836212,501,*,5.75660684890815,4.74136542722611,6.34661425037978,-1.08301422269467,0.0154767149944617,0.129899019381324,-1.08301422269467,0.129899019381324,5.75660684890815,0.8863941274403464,Not significant
chr20,36460681,36461181,501,*,4.86869222770123,3.30243792635442,5.60188689291112,-1.22504027604449,0.0154814473750554,0.129899019381324,-1.22504027604449,0.129899019381324,4.86869222770123,0.8863941274403464,Not significant
chr12,53976102,53976602,501,*,4.62535427751006,1.74530599720678,5.52388204902549,-1.37115156068448,0.0156351459500682,0.130425683869448,-1.37115156068448,0.130425683869448,4.62535427751006,0.8846368774351909,Not significant
chr6,27894542,27895042,501,*,5.03126683147076,3.55697194589585,5.74504247002352,-1.20753204498289,0.015701759839288,0.130425683869448,-1.20753204498289,0.130425683869448,5.03126683147076,0.8846368774351909,Not significant
chr19,17842579,17843079,501,*,5.18029002706654,3.82541678661483,5.86648199469498,-1.18032467206292,0.015702538748686,0.130425683869448,-1.18032467206292,0.130425683869448,5.18029002706654,0.8846368774351909,Not significant
chr17,1491135,1491635,501,*,5.07239441169162,2.52291357587033,5.94359422972715,-1.33697890813523,0.0157061344945207,0.130425683869448,-1.33697890813523,0.130425683869448,5.07239441169162,0.8846368774351909,Not significant
chr1,179921956,179922456,501,*,4.99272242935344,3.07952238280446,5.78723979216953,-1.26724368631087,0.015749867659691,0.130452631361245,-1.26724368631087,0.130452631361245,4.99272242935344,0.8845471563173599,Not significant
chr16,33338743,33339243,501,*,3.93159670245445,4.84775252824547,0.78496562051359,1.39403349639265,0.0158832252982583,0.131107281570849,1.39403349639265,0.131107281570849,3.93159670245445,0.8823731873471325,Not significant
chr19,796608,797108,501,*,6.15414123573384,5.06408249764025,6.76791591131726,-1.10629533658659,0.0159102877387343,0.131107281570849,-1.10629533658659,0.131107281570849,6.15414123573384,0.8823731873471325,Not significant
chr16,4183388,4183888,501,*,6.18104260147413,5.29236431061945,6.72690354875011,-1.02346865990787,0.0159625197589043,0.131202139446913,-1.02346865990787,0.131202139446913,6.18104260147413,0.8820590830822106,Not significant
chr1,232380909,232381409,501,*,5.18591180778127,3.79085715891723,5.88170052540919,-1.18753970282902,0.0160933300744764,0.131940736641127,-1.18753970282902,0.131940736641127,5.18591180778127,0.8796210955300581,Not significant
chr17,75131139,75131639,501,*,5.88288117044867,4.33442507012281,6.61243330861348,-1.21589634472258,0.0161835925223965,0.132343997733913,-1.21589634472258,0.132343997733913,5.88288117044867,0.8782957506992576,Not significant
chr11,73779444,73779944,501,*,5.93072964024819,4.60315672156303,6.61020930703862,-1.17379360059179,0.0162396572792506,0.132466267731001,-1.17379360059179,0.132466267731001,5.93072964024819,0.8778946998659903,Not significant
chr17,45225807,45226307,501,*,5.40617975175095,4.2910170305744,6.0275737662539,-1.11344145845877,0.0163675920690029,0.132766061020311,-1.11344145845877,0.132766061020311,5.40617975175095,0.8769129294512096,Not significant
chr20,45934598,45935098,501,*,6.53311201419114,5.8911873887721,6.97580879858813,-0.876041251425749,0.0164050117648037,0.132766061020311,-0.876041251425749,0.132766061020311,6.53311201419114,0.8769129294512096,Not significant
chr1,35192710,35193210,501,*,6.29179718326805,5.36997836871956,6.84972857825396,-1.04112445369197,0.0164078216279702,0.132766061020311,-1.04112445369197,0.132766061020311,6.29179718326805,0.8769129294512096,Not significant
chr7,1741862,1742362,501,*,6.5032371110149,5.35188055895131,7.13531756666831,-1.12601185907992,0.0164412347446008,0.132766061020311,-1.12601185907992,0.132766061020311,6.5032371110149,0.8769129294512096,Not significant
chr7,73308914,73309414,501,*,5.11523035837491,3.49547522151411,5.8590549123242,-1.22448798359874,0.0165017133971501,0.132921301414044,-1.22448798359874,0.132921301414044,5.11523035837491,0.8764054152554158,Not significant
chr14,75215708,75216208,501,*,5.54171311213579,4.3498287637025,6.18535622574561,-1.13160030741515,0.0166323772593518,0.133335554316301,-1.13160030741515,0.133335554316301,5.54171311213579,0.8750540292470963,Not significant
chr1,45521943,45522443,501,*,5.2423514680722,3.99206214447711,5.90194371381848,-1.14941405831303,0.0166632865831622,0.133335554316301,-1.14941405831303,0.133335554316301,5.2423514680722,0.8750540292470963,Not significant
chr3,56682901,56683401,501,*,5.2080304949733,3.80949564796796,5.90463495098448,-1.17980269187046,0.016677290002939,0.133335554316301,-1.17980269187046,0.133335554316301,5.2080304949733,0.8750540292470963,Not significant
chr19,48806822,48807322,501,*,4.09796589761473,0.0,5.09796589761473,-1.49998596298558,0.0168225414288851,0.134163931890762,-1.49998596298558,0.134163931890762,4.09796589761473,0.8723642225140817,Not significant
chr7,101103478,101103978,501,*,4.48024638627048,1.66570520708977,5.37388249153688,-1.34848081155955,0.0169307413346359,0.134365503092167,-1.34848081155955,0.134365503092167,4.48024638627048,0.8717122174411277,Not significant
chr19,55599376,55599876,501,*,5.98058640521422,4.9468303561974,6.57662765902682,-1.0839611932645,0.0169966449069702,0.134365503092167,-1.0839611932645,0.134365503092167,5.98058640521422,0.8717122174411277,Not significant
chr7,362027,362527,501,*,4.37709219064124,1.52291357587033,5.27371664080645,-1.34110653662811,0.0170097575184888,0.134365503092167,-1.34110653662811,0.134365503092167,4.37709219064124,0.8717122174411277,Not significant
chr4,3954821,3955321,501,*,5.18089253106937,3.3059996086883,5.96945533099104,-1.24619900343667,0.0170146260898833,0.134365503092167,-1.24619900343667,0.134365503092167,5.18089253106937,0.8717122174411277,Not significant
chr17,17922490,17922990,501,*,5.39771908482676,3.94568918267794,6.10656247196608,-1.19071352223725,0.0171071537304558,0.134463607402986,-1.19071352223725,0.134463607402986,5.39771908482676,0.8713952416295982,Not significant
chr11,33941456,33941956,501,*,5.09550538245896,2.52291357587033,5.96884461407434,-1.31456363445279,0.0171105149085115,0.134463607402986,-1.31456363445279,0.134463607402986,5.09550538245896,0.8713952416295982,Not significant
chr19,13151782,13152282,501,*,5.04959502950769,3.65071270163795,5.74628079975355,-1.17921230202799,0.0172097423065408,0.134914330198721,-1.17921230202799,0.134914330198721,5.04959502950769,0.8699419184104146,Not significant
chr2,88016377,88016877,501,*,5.07226018555279,3.66985764489258,5.76976836229761,-1.17756107691622,0.0172687861300414,0.135048613861634,-1.17756107691622,0.135048613861634,5.07226018555279,0.8695098690502654,Not significant
chr12,57229649,57230149,501,*,5.88607795887724,4.87034927306013,6.47624547790813,-1.07424532247436,0.0175784279719389,0.13698160006234,-1.07424532247436,0.13698160006234,5.88607795887724,0.8633377651652039,Not significant
chr1,34780674,34781174,501,*,3.09122889550264,0.0,4.09122889550264,-1.48008896955928,0.0176009877175074,0.13698160006234,-1.48008896955928,0.13698160006234,3.09122889550264,0.8633377651652039,Not significant
chr5,126776883,126777383,501,*,5.29561960691267,3.96469705623465,5.97593139136537,-1.15438452581303,0.0179317312788304,0.138769569335351,-1.15438452581303,0.138769569335351,5.29561960691267,0.8577057595200717,Not significant
chr16,4271465,4271965,501,*,7.40238507147609,6.88080595349742,7.78465508202168,-0.772321149161109,0.017943753968828,0.138769569335351,-0.772321149161109,0.138769569335351,7.40238507147609,0.8577057595200717,Not significant
chr16,29995657,29996157,501,*,6.05331502270993,5.16714190270468,6.5982480408976,-1.01880896643053,0.0179679835108304,0.138769569335351,-1.01880896643053,0.138769569335351,6.05331502270993,0.8577057595200717,Not significant
chr7,56051059,56051559,501,*,6.01583426254309,5.17435016698823,6.5438362023617,-0.994685725631227,0.0180030043395955,0.138769569335351,-0.994685725631227,0.138769569335351,6.01583426254309,0.8577057595200717,Not significant
chr15,65530520,65531020,501,*,4.80185623671073,3.04634777857707,5.57063865566963,-1.22173262960546,0.0182954614245201,0.140447821030057,-1.22173262960546,0.140447821030057,4.80185623671073,0.85248499424783,Not significant
chr2,70293390,70293890,501,*,5.75576592464049,4.39487630398821,6.44341599692498,-1.1572891403418,0.0183079096314786,0.140447821030057,-1.1572891403418,0.140447821030057,5.75576592464049,0.85248499424783,Not significant
chr8,128176708,128177208,501,*,6.60764544586137,5.63485488004212,7.18342288915375,-1.04829633250926,0.0183818512417634,0.140680106178057,-1.04829633250926,0.140680106178057,6.60764544586137,0.8517673125719926,Not significant
chr11,2203254,2203754,501,*,6.09073413691509,5.23707514260928,6.62342067629595,-0.996562166790633,0.018536460587578,0.141229416502341,-0.996562166790633,0.141229416502341,6.09073413691509,0.8500748351959543,Not significant
chr17,78213913,78214413,501,*,5.32508526065262,3.76065007579319,6.05791010884436,-1.18906372776938,0.0185412921106425,0.141229416502341,-1.18906372776938,0.141229416502341,5.32508526065262,0.8500748351959543,Not significant
chr12,120291889,120292389,501,*,5.7211937623923,6.32457310268805,4.66448916691811,1.07890729200368,0.0186767613992382,0.141703652748093,1.07890729200368,0.141703652748093,5.7211937623923,0.8486189546368431,Not significant
chr20,63759736,63760236,501,*,2.93480031917865,0.0,3.93480031917865,-1.44449936280868,0.0186915122339974,0.141703652748093,-1.44449936280868,0.141703652748093,2.93480031917865,0.8486189546368431,Not significant
chr7,75442320,75442820,501,*,4.2782581394718,1.34377711220241,5.18067316671672,-1.32514436150638,0.0187534390807639,0.141839391357327,-1.32514436150638,0.141839391357327,4.2782581394718,0.8482031409909052,Not significant
chr12,54359347,54359847,501,*,5.14933054940431,3.68602092520404,5.86068429742251,-1.17515407268938,0.018882637693776,0.142482104565214,-1.17515407268938,0.142482104565214,5.14933054940431,0.8462396786493259,Not significant
chr11,130314552,130315052,501,*,6.07884359668491,4.37825784788746,6.83786204662154,-1.20423025574796,0.0191858067182158,0.144162333217465,-1.20423025574796,0.144162333217465,6.07884359668491,0.8411481974022619,Not significant
chr6,60230237,60230737,501,*,2.75805203022635,3.75805203022635,0.0,1.43050793080895,0.0191947985568878,0.144162333217465,1.43050793080895,0.144162333217465,2.75805203022635,0.8411481974022619,Not significant
chr2,120741692,120742192,501,*,4.88557099677146,3.22876764018215,5.63648523734324,-1.19798471554731,0.0193540610776,0.1450204297489,-1.19798471554731,0.1450204297489,4.88557099677146,0.8385708122324315,Not significant
chr11,310101,310601,501,*,2.86138862440577,0.0,3.86138862440577,-1.4223467517914,0.0194284220616139,0.145239851235545,-1.4223467517914,0.145239851235545,2.86138862440577,0.8379142045926278,Not significant
chr22,45413784,45414284,501,*,4.19406672093746,1.34377711220241,5.09040186112165,-1.30491406949309,0.019518736324071,0.145577241750363,-1.30491406949309,0.145577241750363,4.19406672093746,0.8369065134485731,Not significant
KI270438.1,101670,102170,501,*,6.2450682556236,6.90957071987643,4.97617654567237,1.13111308278091,0.0195768646074031,0.145673574515134,1.13111308278091,0.145673574515134,6.2450682556236,0.8366192229940528,Not significant
chr4,3836106,3836606,501,*,6.04852533991961,5.17386293815294,6.58916619605072,-1.00358539328891,0.0197200354812093,0.146400816406581,-1.00358539328891,0.146400816406581,6.04852533991961,0.8344565014204923,Not significant
chr1,92831892,92832392,501,*,5.27796794634942,2.84484167075769,6.13780731459514,-1.25787896221567,0.0200101769889392,0.147619053990669,-1.25787896221567,0.147619053990669,5.27796794634942,0.8308575821543696,Not significant
chr19,40750030,40750530,501,*,7.22580926248295,6.76393639265489,7.57512571410841,-0.707643222182113,0.0200251448963004,0.147619053990669,-0.707643222182113,0.147619053990669,7.22580926248295,0.8308575821543696,Not significant
chr7,1028616,1029116,501,*,5.6095616394064,3.25066770781093,6.46160799886801,-1.25524656158,0.020058054353879,0.147619053990669,-1.25524656158,0.147619053990669,5.6095616394064,0.8308575821543696,Not significant
chr17,68291232,68291732,501,*,5.6317331654469,4.28921869778247,6.31490608980332,-1.14227644795346,0.0200865304720945,0.147619053990669,-1.14227644795346,0.147619053990669,5.6317331654469,0.8308575821543696,Not significant
chr8,73293821,73294321,501,*,4.95126849340191,3.55846582048056,5.64652806466189,-1.14844954806551,0.0201528734356109,0.147619053990669,-1.14844954806551,0.147619053990669,4.95126849340191,0.8308575821543696,Not significant
chr17,16484801,16485301,501,*,6.18312298806726,5.21674589693137,6.75670143462047,-1.04091037026819,0.0201590266157339,0.147619053990669,-1.04091037026819,0.147619053990669,6.18312298806726,0.8308575821543696,Not significant
chr10,86939323,86939823,501,*,5.27267413511085,3.99095620780952,5.94051591240666,-1.12840166434828,0.0203291295740997,0.148263005615464,-1.12840166434828,0.148263005615464,5.27267413511085,0.8289672000258258,Not significant
chr7,156640747,156641247,501,*,4.4228485864942,2.48017129355789,5.22182540804809,-1.21279286335824,0.0203389970459452,0.148263005615464,-1.21279286335824,0.148263005615464,4.4228485864942,0.8289672000258258,Not significant
chr2,240704346,240704846,501,*,6.00263797517696,4.90307703738059,6.61931702465582,-1.07992826039158,0.0204874685866951,0.148697474799926,-1.07992826039158,0.148697474799926,6.00263797517696,0.8276964066614336,Not significant
chr20,23361995,23362495,501,*,6.0287515086974,5.11526404247314,6.58368393451409,-1.01710007570865,0.0205157584398222,0.148697474799926,-1.01710007570865,0.148697474799926,6.0287515086974,0.8276964066614336,Not significant
chr3,184133745,184134245,501,*,5.35699654791137,4.08860836312044,6.02136715395496,-1.12384649992668,0.0205370503680841,0.148697474799926,-1.12384649992668,0.148697474799926,5.35699654791137,0.8276964066614336,Not significant
chr12,48001398,48001898,501,*,4.26703143087869,1.52291357587033,5.15513506360922,-1.26943564305098,0.0207094992428744,0.149609880180586,-1.26943564305098,0.149609880180586,4.26703143087869,0.8250397248791737,Not significant
chr1,29181388,29181888,501,*,5.31156760582493,3.83747721212673,6.02529836583617,-1.15717751736509,0.0210601294421544,0.151802543764254,-1.15717751736509,0.151802543764254,5.31156760582493,0.818720950881101,Not significant
chr2,241686727,241687227,501,*,6.27345989108148,5.39769986209566,6.81451206645246,-0.995851269733411,0.0211256269259647,0.151934754364862,-0.995851269733411,0.151934754364862,6.27345989108148,0.8183428719406932,Not significant
chr3,57450599,57451099,501,*,5.1323202997807,3.82417537473507,5.80692573851279,-1.12348060728011,0.0214203677664882,0.15371141412834,-1.12348060728011,0.15371141412834,5.1323202997807,0.8132938819543853,Not significant
chr11,69443705,69444205,501,*,5.60956012627528,4.55921217809692,6.210922244256,-1.05553985725676,0.0217302813991398,0.155445075134534,-1.05553985725676,0.155445075134534,5.60956012627528,0.8084230328731368,Not significant
chr9,95649780,95650280,501,*,5.27810092317441,3.77711637106935,5.99766798487422,-1.15016179308142,0.0217783140503711,0.155445075134534,-1.15016179308142,0.155445075134534,5.27810092317441,0.8084230328731368,Not significant
chr1,180953766,180954266,501,*,5.22386872205621,3.97676951427345,5.88261084237095,-1.10977939004664,0.0218066958289291,0.155445075134534,-1.10977939004664,0.155445075134534,5.22386872205621,0.8084230328731368,Not significant
chr15,43566805,43567305,501,*,3.19822197342283,0.0,4.16007996930236,-1.33315061848866,0.021863608225739,0.155506723406912,-1.33315061848866,0.155506723406912,3.19822197342283,0.8082508293033939,Not significant
chr11,62786768,62787268,501,*,5.8154370881663,4.7426801468327,6.42385874846463,-1.06064568336972,0.0219242248836066,0.155594388931675,-1.06064568336972,0.155594388931675,5.8154370881663,0.8080060686570608,Not significant
chr8,127794421,127794921,501,*,7.67818545227128,7.19134367161937,8.04154101769408,-0.731340514006209,0.0222644622155964,0.157661752216817,-0.731340514006209,0.157661752216817,7.67818545227128,0.8022736510963236,Not significant
chr2,73234131,73234631,501,*,6.08187632628857,5.18152259496407,6.63203294509975,-0.998354928780153,0.0225758117248764,0.159372484887501,-0.998354928780153,0.159372484887501,6.08187632628857,0.7975866559198432,Not significant
chr3,31532430,31532930,501,*,4.95233549377993,3.49859132776689,5.6615619475644,-1.1380420013123,0.0226049738030999,0.159372484887501,-1.1380420013123,0.159372484887501,4.95233549377993,0.7975866559198432,Not significant
