gene_id,Gene,chr,tss
ENSG00000116641.20,DOCK7,chr1,62688548
ENSG00000146576.15,INTS15,chr7,6589563
ENSG00000248672.5,LY75-CD302,chr2,159904709
ENSG00000158683.11,PKD1L1,chr7,47948517
ENSG00000162695.15,SLC30A7,chr1,100896060
ENSG00000115355.20,CCDC88A,chr2,55420041
ENSG00000163521.18,GLB1L,chr2,219245477
ENSG00000163312.13,HELQ,chr4,83455899
ENSG00000188910.10,GJB3,chr1,34781174
ENSG00000198369.12,SPRED2,chr2,65432681
ENSG00000120159.15,CAAP1,chr9,26892823
ENSG00000174748.24,RPL15,chr3,23916590
ENSG00000138080.16,EMILIN1,chr2,27078043
ENSG00000155918.9,RAET1L,chr6,150025566
ENSG00000104613.14,INTS10,chr8,19817146
ENSG00000163319.13,MRPS18C,chr4,83455929
ENSG00000187189.11,TSPYL4,chr6,116254074
ENSG00000113263.16,ITK,chr5,157142932
ENSG00000188542.11,DUSP28,chr2,240560053
ENSG00000125347.17,IRF1,chr5,132508718
ENSG00000137161.20,CNPY3,chr6,42928974
ENSG00000114853.16,ZBTB47,chr3,42652899
ENSG00000165304.10,MELK,chr9,36572073
ENSG00000118961.17,LDAH,chr2,20823129
ENSG00000169194.10,IL13,chr5,132656262
ENSG00000164086.11,DUSP7,chr3,52056576
ENSG00000217236.3,SP9,chr2,174334947
ENSG00000169490.19,TM2D2,chr8,38996823
ENSG00000067248.13,DHX29,chr5,55307721
ENSG00000168890.16,TMEM150A,chr2,85603200
ENSG00000169242.14,EFNA1,chr1,155127451
ENSG00000198467.18,TPM2,chr9,35691115
ENSG00000003756.19,RBM5,chr3,50088897
ENSG00000118245.3,TNP1,chr2,216865731
ENSG00000187955.15,COL14A1,chr8,120059779
ENSG00000136717.17,BIN1,chr2,127107555
ENSG00000184432.13,COPB2,chr3,139389735
ENSG00000167130.20,DOLPP1,chr9,129081096
ENSG00000177688.7,SUMO4,chr6,149400261
ENSG00000177479.22,ARIH2,chr3,48918216
ENSG00000085760.17,MTIF2,chr2,55270262
ENSG00000084623.14,EIF3I,chr1,32221076
ENSG00000105997.25,HOXA3,chr7,27152609
ENSG00000145386.13,CCNA2,chr4,121823935
ENSG00000051341.17,POLQ,chr3,121546006
ENSG00000137561.7,TTPA,chr8,63086196
ENSG00000289565.1,ENSG00000289565,chr1,145926740
ENSG00000165637.16,VDAC2,chr10,75209977
ENSG00000180228.16,PRKRA,chr2,178451511
ENSG00000213516.11,RBMXL1,chr1,88993001
ENSG00000137944.19,KYAT3,chr1,88993001
ENSG00000146205.17,ANO7,chr2,241188508
ENSG00000189283.12,FHIT,chr3,61251465
ENSG00000119778.17,ATAD2B,chr2,23927220
ENSG00000188157.17,AGRN,chr1,1020068
ENSG00000172244.11,C5orf34,chr5,43515147
ENSG00000164087.10,POC1A,chr3,52154745
ENSG00000121988.20,ZRANB3,chr2,135531227
ENSG00000152256.16,PDK1,chr2,172555372
ENSG00000113712.20,CSNK1A1,chr5,149551576
ENSG00000160949.20,TONSL,chr8,144444487
ENSG00000069275.15,NUCKS1,chr1,205750269
ENSG00000132329.13,RAMP1,chr2,237858892
ENSG00000120539.17,MASTL,chr10,27154424
ENSG00000124678.21,TCP11,chr6,35148609
ENSG00000116133.15,DHCR24,chr1,54887223
ENSG00000163072.18,NOSTRIN,chr2,168786538
ENSG00000186130.7,ZBTB6,chr9,122913332
ENSG00000085998.17,POMGNT1,chr1,46220304
ENSG00000122873.14,CISD1,chr10,58269112
ENSG00000164970.17,FAM219A,chr9,34458590
ENSG00000084754.14,HADHA,chr2,26245043
ENSG00000082126.20,MPP4,chr2,201698712
ENSG00000163993.8,S100P,chr4,6693820
ENSG00000138028.18,CGREF1,chr2,27119138
ENSG00000072786.15,STK10,chr5,172188410
ENSG00000163126.17,ANKRD23,chr2,96857933
ENSG00000048707.16,VPS13D,chr1,12230006
ENSG00000144909.10,OSBPL11,chr3,125595591
ENSG00000284337.1,ENSG00000284337,chr2,109898431
ENSG00000151247.15,EIF4E,chr4,98929924
ENSG00000180535.6,BHLHA15,chr7,98211431
ENSG00000198722.17,UNC13B,chr9,35161828
ENSG00000175066.17,GK5,chr3,142225619
ENSG00000136758.23,YME1L1,chr10,27155265
ENSG00000164400.7,CSF2,chr5,132073783
ENSG00000164520.13,RAET1E,chr6,149898117
ENSG00000166348.22,USP54,chr10,73626116
ENSG00000179397.19,CATSPERE,chr1,244454376
ENSG00000188372.16,ZP3,chr7,76397496
ENSG00000163686.17,ABHD6,chr3,58237501
ENSG00000008130.17,NADK,chr1,1780543
ENSG00000122566.25,HNRNPA2B1,chr7,26201528
ENSG00000172428.13,COPS9,chr2,240136806
ENSG00000138386.19,NAB1,chr2,190646745
ENSG00000000457.16,SCYL3,chr1,169894266
ENSG00000122432.20,SPATA1,chr1,84505490
ENSG00000009307.19,CSDE1,chr1,114758703
ENSG00000169288.20,MRPL1,chr4,77862138
ENSG00000113441.18,LNPEP,chr5,96934806
ENSG00000197343.13,ZNF655,chr7,99558388
ENSG00000290318.1,ENSG00000290318,chr3,49412050
ENSG00000155367.18,PPM1J,chr1,112715501
ENSG00000182698.14,RESP18,chr2,219335551
ENSG00000164220.8,F2RL2,chr5,76623424
ENSG00000183291.19,SELENOF,chr1,86914423
ENSG00000171159.6,BBLN,chr9,128160218
ENSG00000182095.16,TNRC18,chr7,5425413
ENSG00000285629.1,ENSG00000285629,chr1,6197756
ENSG00000115310.21,RTN4,chr2,55112620
ENSG00000061676.18,NCKAP1,chr2,183038857
ENSG00000226479.4,TMEM185B,chr2,120223399
ENSG00000164164.19,OTUD4,chr4,145180630
ENSG00000183111.14,ARHGEF37,chr5,149551946
ENSG00000138674.19,SEC31A,chr4,82901165
ENSG00000164406.10,LEAP2,chr5,132873443
ENSG00000163166.17,IWS1,chr2,127526885
ENSG00000213066.16,CEP43,chr6,166999173
ENSG00000163947.14,ARHGEF3,chr3,57079328
ENSG00000165120.6,SSMEM1,chr7,130206343
ENSG00000241553.15,ARPC4,chr3,9792483
ENSG00000112029.11,FBXO5,chr6,152983598
ENSG00000256977.14,LIMS3,chr2,109898427
ENSG00000168818.12,STX18,chr4,4542345
ENSG00000118496.7,FBXO30,chr6,145815266
ENSG00000288705.2,UGT1A5,chr2,233712906
ENSG00000120656.16,TAF12,chr1,28648363
ENSG00000153936.19,HS2ST1,chr1,86914616
ENSG00000135045.8,C9orf40,chr9,74952920
ENSG00000172568.6,FNDC9,chr5,157345765
ENSG00000214360.5,EFCAB9,chr5,172194171
ENSG00000188938.18,FAM120AOS,chr9,93453599
ENSG00000214253.11,FIS1,chr7,101252320
ENSG00000144713.15,RPL32,chr3,12841586
ENSG00000179921.16,GPBAR1,chr2,218259495
ENSG00000164880.18,INTS1,chr7,1504417
ENSG00000039123.18,MTREX,chr5,55307735
ENSG00000115234.13,SNX17,chr2,27370495
ENSG00000181192.14,DHTKD1,chr10,12068925
ENSG00000147548.19,NSD3,chr8,38383020
ENSG00000136937.15,NCBP1,chr9,97633401
ENSG00000138035.17,PNPT1,chr2,55693862
ENSG00000143486.18,EIF2D,chr1,206612555
ENSG00000196313.14,POM121,chr7,72879348
ENSG00000142751.17,GPN2,chr1,26890282
ENSG00000160401.16,CFAP157,chr9,127706978
ENSG00000112290.15,WASF1,chr6,110180031
ENSG00000065883.20,CDK13,chr7,39950012
ENSG00000243364.9,EFNA4,chr1,155063717
ENSG00000197157.13,SND1,chr7,127652122
ENSG00000205482.13,SPDYE18,chr7,77063937
ENSG00000144535.22,DIS3L2,chr2,231961244
ENSG00000186088.18,GSAP,chr7,77416606
ENSG00000147852.19,VLDLR,chr9,2621181
ENSG00000084693.18,AGBL5,chr2,27042363
ENSG00000107290.16,SETX,chr9,132355116
ENSG00000163605.16,PPP4R2,chr3,72996802
ENSG00000174501.16,ANKRD36C,chr2,95991842
ENSG00000076321.13,KLHL20,chr1,173714908
ENSG00000172053.20,QARS1,chr3,49105129
ENSG00000116497.20,S100PBP,chr1,32816407
ENSG00000187678.12,SPRY4,chr5,142326454
ENSG00000121579.16,NAA50,chr3,113746785
ENSG00000086200.19,IPO11,chr5,62403517
ENSG00000135605.15,TEC,chr4,48269857
ENSG00000177842.14,ZNF620,chr3,40477104
ENSG00000177873.16,ZNF619,chr3,40477104
ENSG00000023892.14,DEF6,chr6,35297817
ENSG00000145020.17,AMT,chr3,49422684
ENSG00000148331.14,ASB6,chr9,129642362
ENSG00000171720.12,HDAC3,chr5,141637303
ENSG00000115514.14,TXNDC9,chr2,99340701
ENSG00000181061.16,HIGD1A,chr3,42804530
ENSG00000138376.13,BARD1,chr2,214809725
ENSG00000164885.15,CDK5,chr7,151057951
ENSG00000204764.16,RANBP17,chr5,170861854
ENSG00000275714.3,H3C1,chr6,26020450
ENSG00000165655.18,ZNF503,chr10,75402398
ENSG00000131779.13,PEX11B,chr1,145918746
ENSG00000087008.18,ACOX3,chr4,8440749
ENSG00000175130.9,MARCKSL1,chr1,32336240
ENSG00000064313.14,TAF2,chr8,119832862
ENSG00000164088.20,PPM1M,chr3,52245740
ENSG00000187742.17,SECISBP2,chr9,89318459
ENSG00000144029.16,MRPS5,chr2,95122033
ENSG00000196363.12,WDR5,chr9,134134345
ENSG00000160785.16,SLC25A44,chr1,156193931
ENSG00000169876.14,MUC17,chr7,101020071
ENSG00000115758.16,ODC1,chr2,10450115
ENSG00000095321.20,CRAT,chr9,129111312
ENSG00000197362.17,ZNF786,chr7,149090783
ENSG00000159377.13,PSMB4,chr1,151399555
ENSG00000248710.1,TRIM59-IFT80,chr3,160449828
ENSG00000172354.12,GNB2,chr7,100673476
ENSG00000221909.5,FAM200A,chr7,99559391
ENSG00000033867.20,SLC4A7,chr3,27484450
ENSG00000170613.4,GARIN3,chr5,157166263
ENSG00000251246.1,EFNA4-EFNA3,chr1,155063747
ENSG00000114529.15,C3orf52,chr3,112086330
ENSG00000164109.16,MAD2L1,chr4,120067191
ENSG00000106853.22,PTGR1,chr9,111599896
ENSG00000106366.11,SERPINE1,chr7,101122157
ENSG00000173366.11,ENSG00000173366,chr3,52231189
ENSG00000171863.17,RPS7,chr2,3575197
ENSG00000143106.15,PSMA5,chr1,109426470
ENSG00000204311.17,PJVK,chr2,178451345
ENSG00000049245.14,VAMP3,chr1,7771263
ENSG00000168938.8,PPIC,chr5,123036726
ENSG00000148335.17,NTMT1,chr9,129587809
ENSG00000106609.18,TMEM248,chr7,66921159
ENSG00000176101.14,SSNA1,chr9,137188639
ENSG00000197903.11,H2BC12,chr6,27146862
ENSG00000277075.4,H2AC8,chr6,26216920
ENSG00000116560.13,SFPQ,chr1,35193445
ENSG00000254726.3,MEX3A,chr1,156082464
ENSG00000138079.16,SLC3A1,chr2,44275457
ENSG00000171843.18,MLLT3,chr9,20622525
ENSG00000075151.25,EIF4G3,chr1,21177284
ENSG00000164144.18,ARFIP1,chr4,152779095
ENSG00000183258.14,DDX41,chr5,177516978
ENSG00000060339.16,CCAR1,chr10,68721011
ENSG00000115318.14,LOXL3,chr2,74555717
ENSG00000171680.25,PLEKHG5,chr1,6520073
ENSG00000136295.18,TTYH3,chr7,2631897
ENSG00000235453.14,SMIM27,chr9,32551143
ENSG00000280571.2,ENSG00000280571,chr3,42804517
ENSG00000158615.10,PPP1R15B,chr1,204411886
ENSG00000116151.16,MORN1,chr1,2391721
ENSG00000091009.10,RBM27,chr5,146203549
ENSG00000275740.1,RBM27-POU4F3,chr5,146203549
ENSG00000284356.1,TAF11L10,chr5,17597827
ENSG00000213901.13,SLC23A3,chr2,219170094
ENSG00000076864.23,RAP1GAP,chr1,21669845
ENSG00000114125.15,RNF7,chr3,141738188
ENSG00000168490.16,PHYHIP,chr8,22232375
ENSG00000144182.19,LIPT1,chr2,99154954
ENSG00000169016.19,E2F6,chr2,11466176
ENSG00000113068.12,PFDN1,chr5,140303118
ENSG00000146834.17,MEPCE,chr7,100428321
ENSG00000115596.5,WNT6,chr2,218859794
ENSG00000109736.17,SLC75A1,chr4,2935461
ENSG00000078967.15,UBE2D4,chr7,43925798
ENSG00000273155.1,ENSG00000273155,chr2,99154997
ENSG00000164904.20,ALDH7A1,chr5,126595361
ENSG00000117592.11,PRDX6,chr1,173476813
ENSG00000154370.18,TRIM11,chr1,228406840
ENSG00000198939.10,ZFP2,chr5,178895888
ENSG00000151693.13,ASAP2,chr2,9206601
ENSG00000165115.17,KIF27,chr9,83921557
ENSG00000172780.19,RAB43,chr3,129123693
ENSG00000181163.16,NPM1,chr5,171387085
ENSG00000115211.19,EIF2B4,chr2,27370465
ENSG00000138119.19,MYOF,chr10,93482333
ENSG00000106355.12,LSM5,chr7,32495282
ENSG00000173171.16,MTX1,chr1,155208694
ENSG00000187147.21,RNF220,chr1,44405141
ENSG00000105855.12,ITGB8,chr7,20330608
ENSG00000118655.10,DCLRE1B,chr1,113904402
ENSG00000164615.8,CAMLG,chr5,134737607
ENSG00000241258.10,CRCP,chr7,66114603
ENSG00000215910.9,C1orf167,chr1,11761786
ENSG00000243317.10,STMP1,chr7,135662471
ENSG00000122707.14,RECK,chr9,36036895
ENSG00000145191.17,EIF2B5,chr3,184134985
ENSG00000197451.14,HNRNPAB,chr5,178204478
ENSG00000167904.18,TMEM68,chr8,55773416
ENSG00000132688.13,NES,chr1,156677414
ENSG00000148019.16,CEP78,chr9,78236036
ENSG00000198885.12,ITPRIPL1,chr2,96324976
ENSG00000134982.21,APC,chr5,112707451
ENSG00000174151.17,CYB561D1,chr1,109494051
ENSG00000115694.17,STK25,chr2,241509729
ENSG00000135951.18,TSGA10,chr2,99154963
ENSG00000163406.13,SLC15A2,chr3,121894354
ENSG00000137288.12,UQCC2,chr6,33711747
ENSG00000162757.6,C1orf74,chr1,209784619
ENSG00000213221.7,DNLZ,chr9,136363772
ENSG00000146376.13,ARHGAP18,chr6,129710251
ENSG00000083720.15,OXCT1,chr5,41870589
ENSG00000008988.13,RPS20,chr8,56074574
ENSG00000188846.15,RPL14,chr3,40457291
ENSG00000154174.10,TOMM70,chr3,100401422
ENSG00000021461.20,CYP3A43,chr7,99827921
ENSG00000115540.17,MOB4,chr2,197515570
ENSG00000116903.7,EXOC8,chr1,231337851
ENSG00000168246.8,UBTD2,chr5,172284101
ENSG00000148690.14,FRA10AC1,chr10,93703293
ENSG00000175768.15,TOMM5,chr9,37592618
ENSG00000174840.11,PDE12,chr3,57556248
ENSG00000164091.14,WDR82,chr3,52288019
ENSG00000120733.17,KDM3B,chr5,138352675
ENSG00000180488.19,MIGA1,chr1,77779618
ENSG00000168026.21,TTC21A,chr3,39107193
ENSG00000196372.15,ASB13,chr10,5666626
ENSG00000152705.8,CATSPER3,chr5,134967906
ENSG00000115839.22,RAB3GAP1,chr2,135052264
ENSG00000143878.10,RHOB,chr2,20447073
ENSG00000105928.18,GSDME,chr7,24757991
ENSG00000163833.10,FBXO40,chr3,121592885
ENSG00000168297.18,PXK,chr3,58332578
ENSG00000003400.18,CASP10,chr2,201182692
ENSG00000115902.13,SLC1A4,chr2,64988476
ENSG00000177673.4,TEX44,chr2,231592863
ENSG00000120910.17,PPP3CC,chr8,22440745
ENSG00000091436.19,MAP3K20,chr2,173057180
ENSG00000171444.20,MCC,chr5,113488822
ENSG00000234545.10,FAM133B,chr7,92590416
ENSG00000155660.13,PDIA4,chr7,149028666
ENSG00000198830.15,HMGN2,chr1,26471494
ENSG00000107968.12,MAP3K8,chr10,30433218
ENSG00000065243.22,PKN2,chr1,88684217
ENSG00000117410.16,ATP6V0B,chr1,43974486
ENSG00000106638.20,TBL2,chr7,73578790
ENSG00000115685.17,PPP1R7,chr2,241149548
ENSG00000272980.5,ENSG00000272980,chr6,166999335
ENSG00000033100.18,CHPF2,chr7,151232482
ENSG00000055732.15,MCOLN3,chr1,85048886
ENSG00000161203.16,AP2M1,chr3,184174688
ENSG00000198625.17,MDM4,chr1,204516368
ENSG00000164054.19,SHISA5,chr3,48504825
ENSG00000170852.14,KBTBD2,chr7,32894130
ENSG00000096401.10,CDC5L,chr6,44387546
ENSG00000136238.22,RAC1,chr7,6374097
ENSG00000115657.16,ABCB6,chr2,219219011
ENSG00000189143.10,CLDN4,chr7,73799541
ENSG00000059728.13,MXD1,chr2,69897687
ENSG00000144648.18,ACKR2,chr3,42804585
ENSG00000107758.18,PPP3CB,chr10,73496033
ENSG00000163050.20,COQ8A,chr1,226938142
ENSG00000212864.6,RNF208,chr9,137222311
ENSG00000116830.14,TTF2,chr1,117060284
ENSG00000176022.7,B3GALT6,chr1,1232236
ENSG00000257923.14,CUX1,chr7,101815903
ENSG00000164022.20,AIMP1,chr4,106315543
ENSG00000054219.13,LY75,chr2,159904846
ENSG00000146587.20,RBAK,chr7,5045820
ENSG00000091732.20,ZC3HC1,chr7,130051400
ENSG00000163191.8,S100A11,chr1,152047906
ENSG00000122692.11,SMU1,chr9,33081410
ENSG00000254996.5,ANKHD1-EIF4EBP3,chr5,140401907
ENSG00000115592.15,PRKAG3,chr2,218832085
ENSG00000123989.17,CHPF,chr2,219543817
ENSG00000155229.23,MMS19,chr10,97499499
ENSG00000117500.15,TMED5,chr1,93181130
ENSG00000156990.16,RPUSD3,chr3,9844601
ENSG00000163516.16,ANKZF1,chr2,219229768
ENSG00000274997.2,H2AC12,chr6,27147105
ENSG00000118298.14,CA14,chr1,150257068
ENSG00000143248.15,RGS5,chr1,163321790
ENSG00000113583.10,C5orf15,chr5,133968673
ENSG00000115593.17,SMYD1,chr2,88067772
ENSG00000114744.11,COMMD2,chr3,149752494
ENSG00000182749.8,PAQR7,chr1,25875967
ENSG00000124593.16,ENSG00000124593,chr6,41780348
ENSG00000170275.17,CRTAP,chr3,33113911
ENSG00000157181.18,ODR4,chr1,186375400
ENSG00000188687.19,SLC4A5,chr2,74343415
ENSG00000256966.6,ENSG00000256966,chr9,37592468
ENSG00000114999.10,TTL,chr2,112482111
ENSG00000170734.14,POLH,chr6,43575536
ENSG00000124571.20,XPO5,chr6,43576090
ENSG00000278828.2,H3C10,chr6,27810050
ENSG00000113070.10,HBEGF,chr5,140346613
ENSG00000121903.17,ZSCAN20,chr1,33472466
ENSG00000285558.1,ENSG00000285558,chr3,141738473
ENSG00000206535.10,LNP1,chr3,100401191
ENSG00000133067.20,LGR6,chr1,202193691
ENSG00000162869.18,PPP1R21,chr2,48440597
ENSG00000293542.1,DUSP13B,chr10,75109205
ENSG00000079257.9,LXN,chr3,158672731
ENSG00000136068.18,FLNB,chr3,58008397
ENSG00000162910.21,MRPL55,chr1,228109357
ENSG00000185104.23,FAF1,chr1,50960287
ENSG00000189241.9,TSPYL1,chr6,116279929
ENSG00000178623.15,GPR35,chr2,240605403
ENSG00000136002.23,ARHGEF4,chr2,130836863
ENSG00000176248.11,ANAPC2,chr9,137189027
ENSG00000125629.18,INSIG2,chr2,118088136
ENSG00000114026.23,OGG1,chr3,9749937
ENSG00000113163.20,CERT1,chr5,75512137
ENSG00000123552.20,USP45,chr6,99521727
ENSG00000113141.20,IK,chr5,140647057
ENSG00000155368.20,DBI,chr2,119366871
ENSG00000088179.11,PTPN4,chr2,119759603
ENSG00000197889.12,MEIG1,chr10,14954189
ENSG00000106636.11,YKT6,chr7,44200958
ENSG00000144233.13,AMMECR1L,chr2,127885966
ENSG00000160446.21,ZDHHC12,chr9,128724145
ENSG00000065548.21,ZC3H15,chr2,186485889
ENSG00000198648.14,STK39,chr2,168247893
ENSG00000116030.19,SUMO1,chr2,202238603
ENSG00000164244.23,PRRC1,chr5,127517616
ENSG00000162928.11,PEX13,chr2,61017057
ENSG00000198839.12,ZNF277,chr7,112206618
ENSG00000175793.12,SFN,chr1,26863148
ENSG00000176393.13,RNPEP,chr1,201982371
ENSG00000293543.2,DUSP13A,chr10,75109250
ENSG00000160789.27,LMNA,chr1,156082571
ENSG00000215187.14,CIMIP2B,chr9,35563913
ENSG00000113273.19,ARSB,chr5,78986086
ENSG00000048991.20,R3HDM1,chr2,135531447
ENSG00000169155.12,ZBTB43,chr9,126804987
ENSG00000104324.18,CPQ,chr8,96644981
ENSG00000064419.16,TNPO3,chr7,129055207
ENSG00000122507.23,BBS9,chr7,33109556
ENSG00000164331.12,ANKRA2,chr5,73565711
ENSG00000164610.11,RP9,chr7,33109600
ENSG00000162927.17,PUS10,chr2,61018283
ENSG00000069248.14,NUP133,chr1,229508375
ENSG00000148343.21,MIGA2,chr9,129036613
ENSG00000067334.15,DNTTIP2,chr1,93879917
ENSG00000185972.7,CCIN,chr9,36165750
ENSG00000164949.10,GEM,chr8,94262460
ENSG00000174945.16,AMZ1,chr7,2679275
ENSG00000114503.12,NCBP2,chr3,196942593
ENSG00000106351.15,AGFG2,chr7,100539168
ENSG00000112144.17,CILK1,chr6,53061895
ENSG00000136811.18,ODF2,chr9,128455180
ENSG00000146021.17,KLHL3,chr5,137736220
ENSG00000164897.16,TMUB1,chr7,151083532
ENSG00000189030.10,VHLL,chr1,156299306
ENSG00000114956.22,DGUOK,chr2,73926793
ENSG00000117407.19,ARTN,chr1,43933271
ENSG00000196284.20,SUPT3H,chr6,45377952
ENSG00000170293.11,CMTM8,chr3,32237206
ENSG00000161057.15,PSMC2,chr7,103328569
ENSG00000215712.13,TMEM242,chr6,157324255
ENSG00000135632.14,SMYD5,chr2,73214221
ENSG00000068912.17,ERLEC1,chr2,53787008
ENSG00000086300.19,SNX10,chr7,26291850
ENSG00000163464.9,CXCR1,chr2,218166968
ENSG00000127837.12,AAMP,chr2,218270888
ENSG00000163596.19,ICA1L,chr2,202872102
ENSG00000137193.16,PIM1,chr6,37170151
ENSG00000163462.20,TRIM46,chr1,155173786
ENSG00000106665.18,CLIP2,chr7,74289406
ENSG00000001630.20,CYP51A1,chr7,92134802
ENSG00000112306.10,RPS12,chr6,132814541
ENSG00000184270.6,H2AC21,chr1,149887964
ENSG00000138430.18,OLA1,chr2,174248660
ENSG00000155508.16,CNOT8,chr5,154857528
ENSG00000115844.12,DLX2,chr2,172102908
ENSG00000196151.13,WDSUB1,chr2,159287346
ENSG00000113845.12,TIMMDC1,chr3,119498514
ENSG00000108179.16,PPIF,chr10,79347460
ENSG00000179388.9,EGR3,chr8,22693479
ENSG00000111850.13,SMIM8,chr6,87322558
ENSG00000171135.17,JAGN1,chr3,9890568
ENSG00000164032.14,H2AZ1,chr4,99950539
ENSG00000172724.13,CCL19,chr9,34691354
ENSG00000124496.15,TRERF1,chr6,42452224
ENSG00000115138.13,POMC,chr2,25168951
ENSG00000138083.6,SIX3,chr2,44941695
ENSG00000118197.16,DDX59,chr1,200670048
ENSG00000189043.12,COXFA4,chr7,10940530
ENSG00000121775.20,TMEM39B,chr1,32072030
ENSG00000146918.22,NCAPG2,chr7,158704864
ENSG00000163281.14,GNPDA2,chr4,44726620
ENSG00000266265.4,KLF14,chr7,130734206
ENSG00000177606.9,JUN,chr1,58784047
ENSG00000117054.17,ACADM,chr1,75724430
ENSG00000007923.19,DNAJC11,chr1,6701923
ENSG00000169994.22,MYO7B,chr2,127535682
ENSG00000248235.6,ENSG00000248235,chr8,22589273
ENSG00000113790.13,EHHADH,chr3,185281989
ENSG00000168209.8,DDIT4,chr10,72273918
ENSG00000120253.16,NUP43,chr6,149750285
ENSG00000072195.16,SPEG,chr2,219434470
ENSG00000071082.13,RPL31,chr2,100997745
ENSG00000198892.9,SHISA4,chr1,201888674
ENSG00000104228.15,TRIM35,chr8,27311288
ENSG00000124588.24,NQO2,chr6,2987986
ENSG00000106077.21,ABHD11,chr7,73738863
ENSG00000106771.15,TMEM245,chr9,109119974
ENSG00000187961.17,KLHL17,chr1,960554
ENSG00000136682.18,ZNG1B,chr2,113437690
ENSG00000132768.16,DPH2,chr1,43969974
ENSG00000197121.17,PGAP1,chr2,196927795
ENSG00000134644.18,PUM1,chr1,31065990
ENSG00000127995.19,CASD1,chr7,94509218
ENSG00000131584.21,ACAP3,chr1,1309608
ENSG00000059691.14,GATB,chr4,151761037
ENSG00000274290.3,H2BC6,chr6,26172058
ENSG00000198677.15,SKIC3,chr5,95555049
ENSG00000177733.8,HNRNPA0,chr5,137754362
ENSG00000169692.16,AGPAT2,chr9,136687482
ENSG00000270170.2,NCBP2AS2,chr3,196942673
ENSG00000116005.14,PCYOX1,chr2,70257385
ENSG00000057252.15,SOAT1,chr1,179293439
ENSG00000146755.12,TRIM50,chr7,73328081
ENSG00000121542.14,SEC22A,chr3,123201858
ENSG00000163157.17,TMOD4,chr1,151176283
ENSG00000134057.17,CCNB1,chr5,69167003
ENSG00000120899.20,PTK2B,chr8,27311455
ENSG00000134684.15,YARS1,chr1,32818030
ENSG00000114491.16,UMPS,chr3,124730432
ENSG00000081154.13,PCNP,chr3,101574082
ENSG00000115568.18,ZNF142,chr2,218659654
ENSG00000164754.18,RAD21,chr8,116874923
ENSG00000113119.15,TMCO6,chr5,140639395
ENSG00000163541.14,SUCLG1,chr2,84460044
ENSG00000155846.19,PPARGC1B,chr5,149729993
ENSG00000112599.9,GUCA1B,chr6,42194955
ENSG00000171307.21,ZDHHC16,chr10,97446140
ENSG00000264522.8,OTUD7B,chr1,150010757
ENSG00000158815.12,FGF17,chr8,22042387
ENSG00000146013.14,GFRA3,chr5,138274620
ENSG00000197429.13,IPP,chr1,45750804
ENSG00000011566.17,MAP4K3,chr2,39437353
ENSG00000119408.19,NEK6,chr9,124257605
ENSG00000122912.17,SLC25A16,chr10,68527538
ENSG00000156482.13,RPL30,chr8,98046468
ENSG00000107789.17,MINPP1,chr10,87504858
ENSG00000011523.17,CEP68,chr2,65056349
ENSG00000105866.17,SP4,chr7,21428023
ENSG00000262179.6,MYMX,chr6,44192821
ENSG00000128512.25,DOCK4,chr7,112206406
ENSG00000170075.11,GPR37L1,chr1,202122852
ENSG00000112659.16,CUL9,chr6,43182165
ENSG00000115274.16,INO80B,chr2,74455077
ENSG00000137168.10,PPIL1,chr6,36885867
ENSG00000121152.12,NCAPH,chr2,96335727
ENSG00000173214.8,SLC60A2,chr6,111259326
ENSG00000164291.19,ARSK,chr5,95555080
ENSG00000162415.9,ZSWIM5,chr1,45306208
ENSG00000163660.14,CCNL1,chr3,157160770
ENSG00000155090.17,KLF10,chr8,102655728
ENSG00000274049.4,INO80B-WBP1,chr2,74455087
ENSG00000180834.10,MAP6D1,chr3,183825611
ENSG00000171311.15,EXOSC1,chr10,97446084
ENSG00000136810.15,TXN,chr9,110256635
ENSG00000144504.18,ANKMY1,chr2,240569208
ENSG00000173011.13,TADA2B,chr4,7041898
ENSG00000284976.2,ENSG00000284976,chr9,137217493
ENSG00000206199.12,ANKUB1,chr3,149968384
ENSG00000109670.19,FBXW7,chr4,152536352
ENSG00000106615.12,RHEB,chr7,151520119
ENSG00000253276.5,CCDC71L,chr7,106661157
ENSG00000117586.14,TNFSF4,chr1,173477582
ENSG00000144815.20,NXPE3,chr3,101778899
ENSG00000225697.15,SLC26A6,chr3,48635509
ENSG00000183726.13,TMEM50A,chr1,25337914
ENSG00000153250.23,RBMS1,chr2,160494099
ENSG00000221823.12,PPP3R1,chr2,68256236
ENSG00000137955.18,RABGGTB,chr1,75786170
ENSG00000204084.16,INPP5B,chr1,37947240
ENSG00000148187.20,MRRF,chr9,122264140
ENSG00000172845.19,SP3,chr2,173965876
ENSG00000180767.12,CHST13,chr3,126524071
ENSG00000281593.1,ENSG00000281593,chr7,30362399
ENSG00000183840.8,GPR39,chr2,132416804
ENSG00000168438.17,CDC40,chr6,110180140
ENSG00000144045.16,DQX1,chr2,74526395
ENSG00000171130.21,ATP6V0E2,chr7,149872960
ENSG00000182551.16,ADI1,chr2,3519583
ENSG00000114107.11,CEP70,chr3,138594537
ENSG00000148120.21,AOPEP,chr9,94726603
ENSG00000145979.20,TBC1D7,chr6,13328582
ENSG00000169989.5,TIGD4,chr4,152779777
