gene_id,Gene,chr,start,end,strand,signal,rank
ENSG00000135077.12,HAVCR2,chr5,157085421,157142869,-,0.16314888073393377,3663
ENSG00000132773.14,TOE1,chr1,45339937,45345623,+,0.16313934906991198,3664
ENSG00000182180.16,MRPS16,chr10,73248759,73252693,-,0.16313477274763863,3665
ENSG00000179023.9,KLHDC7A,chr1,18480929,18485974,+,0.16312767567508854,3666
ENSG00000140941.16,MAP1LC3B,chr16,87383952,87405090,+,0.1631142843005946,3667
ENSG00000137198.12,GMPR,chr6,16238473,16295923,+,0.16309974684345072,3668
ENSG00000122432.20,SPATA1,chr1,84505490,84567379,+,0.1630959057417931,3669
ENSG00000144840.12,RABL3,chr3,120684937,120742993,-,0.1630847522028489,3670
ENSG00000173406.18,DAB1,chr1,56994777,58546734,-,0.1630707395716454,3671
ENSG00000151014.8,NOCT,chr4,139015413,139045939,+,0.1630548805090948,3672
ENSG00000113263.16,ITK,chr5,157142932,157255185,+,0.16304587591515154,3673
ENSG00000148935.14,GAS2,chr11,22625508,22813803,+,0.16301729631144554,3674
ENSG00000167110.21,GOLGA2,chr9,128255828,128276036,-,0.16298929702839815,3675
ENSG00000119689.17,DLST,chr14,74881890,74903966,+,0.1629352038176148,3676
ENSG00000174943.13,KCTD13,chr16,29903876,29926236,-,0.16293319018557667,3677
ENSG00000147123.14,NDUFB11,chrX,47142070,47145507,-,0.16290960243553854,3678
ENSG00000148308.20,GTF3C5,chr9,133030674,133058503,+,0.16284711258485912,3679
ENSG00000196981.5,WDR5B,chr3,122411845,122416464,-,0.16283201382937842,3680
ENSG00000172007.9,RAB33B,chr4,139453231,139483974,+,0.16282494019775184,3681
ENSG00000069849.13,ATP1B3,chr3,141876110,141927499,+,0.16282012122916056,3682
ENSG00000274322.1,ENSG00000274322,chr20,1317570,1393096,-,0.1628105664870236,3683
ENSG00000100888.17,CHD8,chr14,21385193,21456126,-,0.1628081605711486,3684
ENSG00000126858.21,RHOT1,chr17,32142434,32253391,+,0.16279297929361927,3685
ENSG00000127483.22,HP1BP3,chr1,20738100,20787339,-,0.16278493997035548,3686
ENSG00000188112.10,C6orf132,chr6,42092232,42142620,-,0.16277860576554667,3687
ENSG00000143252.19,SDHC,chr1,161314351,161363774,+,0.16272793599637225,3688
ENSG00000185305.13,ARL15,chr5,53883926,54310604,-,0.16271357497922145,3689
ENSG00000168883.22,USP39,chr2,85602855,85657710,+,0.16268691354373005,3690
ENSG00000168286.3,THAP11,chr16,67842319,67844195,+,0.16265528608905153,3691
ENSG00000122008.18,POLK,chr5,75511376,75609991,+,0.16265122188429815,3692
ENSG00000171150.11,SOCS5,chr2,46698422,46781466,+,0.16262141303170938,3693
ENSG00000080839.14,RBL1,chr20,36996087,37096034,-,0.16261305498844011,3694
ENSG00000086475.17,SEPHS1,chr10,13317424,13348596,-,0.16257668334583286,3695
ENSG00000066336.15,SPI1,chr11,47354859,47409369,-,0.1625750327965361,3696
ENSG00000173334.5,TRIB1,chr8,125430151,125438957,+,0.16257431222056037,3697
ENSG00000164080.16,RAD54L2,chr3,51538665,51668667,+,0.16257259709760546,3698
ENSG00000151693.13,ASAP2,chr2,9206601,9405683,+,0.16257125361461658,3699
ENSG00000162909.20,CAPN2,chr1,223701560,223776018,+,0.16256633895391132,3700
ENSG00000115085.18,ZAP70,chr2,97713189,97744327,+,0.1625378219753038,3701
ENSG00000135245.12,HILPDA,chr7,128455824,128458423,+,0.16250457414210542,3702
ENSG00000165934.15,CPSF2,chr14,92121511,92172145,+,0.16249713255919052,3703
ENSG00000169299.16,PGM2,chr4,37826659,37863028,+,0.1624749098502216,3704
ENSG00000061656.13,SPAG4,chr20,35615593,35621613,+,0.1624641033677035,3705
ENSG00000287363.5,CIMIP3,chr6,42142692,42163418,+,0.1623336620760383,3706
ENSG00000196792.14,STRN3,chr14,30893560,31026553,-,0.16232526408252307,3707
ENSG00000103275.24,UBE2I,chr16,1291356,1327018,+,0.16230035114102065,3708
ENSG00000284042.1,TAF11L6,chr5,17528668,17529265,+,-0.16227887687680778,3709
ENSG00000188039.17,NWD1,chr19,16719846,16817963,+,0.16224666383198927,3710
ENSG00000154945.9,ANKRD40,chr17,50693196,50707920,-,0.16224228728062007,3711
ENSG00000105784.18,RUNDC3B,chr7,87627547,87832298,+,0.16220967244391796,3712
ENSG00000197312.14,DDI2,chr1,15617415,15669044,+,0.16220179339521565,3713
ENSG00000142867.16,BCL10,chr1,85265775,85276640,-,0.1621948597212322,3714
ENSG00000093009.13,CDC45,chr22,19479456,19520612,+,0.1621923725378001,3715
ENSG00000137486.19,ARRB1,chr11,75260121,75352293,-,0.1621892037765356,3716
ENSG00000289764.2,ENSG00000289764,chr17,80545074,80545134,+,0.1621870731167728,3717
ENSG00000174780.19,SRP72,chr4,56467590,56503891,+,0.16215011340682395,3718
ENSG00000156928.7,MALSU1,chr7,23298738,23311729,+,0.16212495980312816,3719
ENSG00000114395.13,CYB561D2,chr3,50350833,50358460,+,0.16210628196428298,3720
ENSG00000139437.20,TCHP,chr12,109900263,109983841,+,0.1620914251647191,3721
ENSG00000134900.15,TPP2,chr13,102596935,102679958,+,0.16204137280758005,3722
ENSG00000088367.25,EPB41L1,chr20,36091503,36232799,+,0.16203045031416696,3723
ENSG00000270617.1,URGCP-MRPS24,chr7,43866557,43906589,-,0.16202899710438215,3724
ENSG00000176105.16,YES1,chr18,721586,813276,-,0.16200913488282823,3725
ENSG00000141564.16,RPTOR,chr17,80544818,80966371,+,0.1620068736091489,3726
ENSG00000142945.15,KIF2C,chr1,44739809,44767767,+,0.16199607656127774,3727
ENSG00000163611.13,SPICE1,chr3,113442717,113515606,-,0.16199264827591833,3728
ENSG00000125676.22,THOC2,chrX,123600560,123733061,-,0.1619892474100925,3729
ENSG00000183475.15,ASB7,chr15,100602517,100651703,+,0.1619734281466808,3730
ENSG00000128881.20,TTBK2,chr15,42738729,42920850,-,0.16197284159582342,3731
ENSG00000113721.16,PDGFRB,chr5,150113838,150186363,-,0.1619543400813709,3732
ENSG00000164045.14,CDC25A,chr3,48157145,48188428,-,0.16195261132600716,3733
ENSG00000162600.14,OMA1,chr1,58415383,58546838,-,0.16194159478874645,3734
ENSG00000142657.23,PGD,chr1,10398591,10420511,+,0.16191856241971253,3735
ENSG00000088876.15,ZNF343,chr20,2471466,2525028,-,0.1619158301478019,3736
ENSG00000123200.19,ZC3H13,chr13,45954363,46052781,-,0.161868785264669,3737
ENSG00000100284.24,TOM1,chr22,35299274,35351740,+,0.16185856816836167,3738
ENSG00000147475.19,ERLIN2,chr8,37736586,37758422,+,0.16183757549582514,3739
ENSG00000141337.14,ARSG,chr17,68259169,68422731,+,0.16182660439546454,3740
ENSG00000198901.16,PRC1,chr15,90966037,90995629,-,0.16176610607805197,3741
ENSG00000046651.18,OFD1,chrX,13734666,13777955,+,0.1617562299829442,3742
ENSG00000188739.17,RBM34,chr1,235131182,235161627,-,0.16174184949672782,3743
ENSG00000118420.19,UBE3D,chr6,82892389,83065860,-,0.16173134470556397,3744
ENSG00000165474.10,GJB2,chr13,20187462,20192980,-,0.16169501390343066,3745
ENSG00000101417.14,PXMP4,chr20,33702757,33720412,-,0.16169343396194744,3746
ENSG00000123737.15,EXOSC9,chr4,121801317,121817023,+,0.16168626800051425,3747
ENSG00000135930.17,EIF4E2,chr2,232550632,232585201,+,0.16167751741304529,3748
ENSG00000221944.9,TIGD1,chr2,232543882,232550557,-,0.16161382145778044,3749
ENSG00000172830.15,SSH3,chr11,67303477,67312608,+,0.16160184302192648,3750
ENSG00000032444.17,PNPLA6,chr19,7534003,7561764,+,0.1615969378608279,3751
ENSG00000164924.20,YWHAZ,chr8,100914525,100953397,-,0.16158060807851143,3752
ENSG00000138101.22,DTNB,chr2,25377027,25673717,-,0.1615627637776779,3753
ENSG00000126778.14,SIX1,chr14,60643420,60658259,-,0.16155476635618835,3754
ENSG00000137877.10,SPTBN5,chr15,41848145,41894053,-,0.16152784534043166,3755
ENSG00000125434.13,SLC25A35,chr17,8287761,8295410,-,0.1615139251733781,3756
ENSG00000156976.19,EIF4A2,chr3,186783204,186789901,+,0.16150498378556222,3757
ENSG00000110917.11,MLEC,chr12,120686799,120704285,+,0.1614933451138204,3758
ENSG00000114388.16,NPRL2,chr3,50347329,50350826,-,0.1614896719736862,3759
ENSG00000154217.17,PITPNC1,chr17,67377257,67697256,+,0.16148211172386073,3760
ENSG00000080815.22,PSEN1,chr14,73136417,73223691,+,0.16147867239743938,3761
ENSG00000169288.20,MRPL1,chr4,77862138,77952791,+,0.1614759674493107,3762
ENSG00000149929.18,HIRIP3,chr16,29992313,29996126,-,0.16146777094400022,3763
ENSG00000177479.22,ARIH2,chr3,48918216,48986382,+,0.16145112070906908,3764
ENSG00000123353.12,ORMDL2,chr12,55818033,55824097,+,0.16139386745158119,3765
ENSG00000115486.15,GGCX,chr2,85544719,85561838,-,0.161387701956206,3766
ENSG00000116133.15,DHCR24,chr1,54832261,54887224,-,0.16138657391723246,3767
ENSG00000183527.14,PSMG1,chr21,39172419,39183517,-,0.16137274730554782,3768
ENSG00000168246.8,UBTD2,chr5,172209641,172284102,-,0.1613561045337701,3769
ENSG00000012983.14,MAP4K5,chr14,50417844,50561126,-,0.16130623523786197,3770
ENSG00000181577.17,LINC03040,chr6,44000579,44007830,+,0.16129841229424347,3771
ENSG00000259494.4,MRPL46,chr15,88459127,88467638,-,0.16128043765656183,3772
ENSG00000144320.16,LNPK,chr2,175923862,176002839,-,0.16127650428772905,3773
ENSG00000162836.14,ACP6,chr1,147629651,147670541,-,0.16126917057554238,3774
ENSG00000196459.17,TRAPPC2,chrX,13712243,13734638,-,0.16124093260872177,3775
ENSG00000154144.15,TBRG1,chr11,124622791,124648640,+,0.16123202571982984,3776
ENSG00000118640.13,VAMP8,chr2,85561561,85582032,+,0.1612264355183579,3777
ENSG00000104356.13,POP1,chr8,98117285,98160177,+,0.16118542357144178,3778
ENSG00000054148.20,PHPT1,chr9,136847993,136851043,+,0.16117357534880283,3779
ENSG00000185567.8,AHNAK2,chr14,104937243,104978374,-,0.16116241817106494,3780
ENSG00000185238.15,PRMT3,chr11,20387524,20510856,+,0.16114181142370215,3781
ENSG00000155463.16,OXA1L,chr14,22766521,22776355,+,0.1610960673186928,3782
ENSG00000166326.9,TRIM44,chr11,35662405,35818007,+,0.1610942123271525,3783
ENSG00000125967.19,NECAB3,chr20,33657086,33674473,-,0.16106028262723704,3784
ENSG00000010072.18,SPRTN,chr1,231337103,231375416,+,0.16104285698605236,3785
ENSG00000101888.14,NXT2,chrX,109535775,109544811,+,0.16102574456162982,3786
ENSG00000170476.17,MZB1,chr5,139387466,139390081,-,0.1610140039556427,3787
ENSG00000186088.18,GSAP,chr7,77310482,77416607,-,0.1610003839294077,3788
ENSG00000243130.9,PSG11,chr19,43000001,43026570,-,0.16099386194709223,3789
ENSG00000186132.17,C2orf76,chr2,119299438,119367188,-,0.1609714876530925,3790
ENSG00000053254.18,FOXN3,chr14,89124870,89619496,-,0.16092784234497232,3791
ENSG00000164331.12,ANKRA2,chr5,73552189,73565712,-,0.16092551617475692,3792
ENSG00000101181.20,MTG2,chr20,62183004,62203571,+,0.16091675016935914,3793
ENSG00000172717.18,GARIN2,chr14,67189327,67228550,+,0.16090806573221925,3794
ENSG00000132182.15,NUP210,chr3,13316230,13420395,-,0.1608749757820042,3795
ENSG00000089063.18,TMEM230,chr20,5068231,5113452,-,0.16086043920810333,3796
ENSG00000213965.5,NUDT19,chr19,32691785,32714101,+,0.16084930351702498,3797
ENSG00000197622.15,CDC42SE1,chr1,151050241,151070325,-,0.16077908781135922,3798
ENSG00000163541.14,SUCLG1,chr2,84423525,84460045,-,0.16071946701651904,3799
ENSG00000205352.13,PRR13,chr12,53441307,53446660,+,0.16071189253986812,3800
ENSG00000176208.11,ATAD5,chr17,30831944,30895871,+,0.16070764536736534,3801
ENSG00000108244.18,KRT23,chr17,40922695,40937646,-,0.16068423077347688,3802
ENSG00000109084.15,TMEM97,chr17,28319096,28332671,+,0.1606763966382132,3803
ENSG00000144224.19,UBXN4,chr2,135741625,135785063,+,0.1606366811756743,3804
ENSG00000008283.18,CYB561,chr17,63432297,63447108,-,0.1606227283620974,3805
ENSG00000166002.9,SMCO4,chr11,93478467,93543764,-,0.16061884449294303,3806
ENSG00000151746.17,BICD1,chr12,32106642,32383633,+,0.16060479640384437,3807
ENSG00000173302.5,GPR148,chr2,130729069,130730336,+,0.16057542637735606,3808
ENSG00000068120.15,COASY,chr17,42561466,42566277,+,0.1605694287203951,3809
ENSG00000159063.16,ALG8,chr11,78095243,78139660,-,0.1605624918686808,3810
ENSG00000074621.16,SLC24A1,chr15,65611365,65662034,+,0.16054497077595442,3811
ENSG00000167702.15,KIFC2,chr8,144465939,144474202,+,0.16053154109581375,3812
ENSG00000174744.16,BRMS1,chr11,66337331,66345136,-,0.16048888837045525,3813
ENSG00000079616.16,KIF22,chr16,29790136,29805388,+,0.16048678647493944,3814
ENSG00000130956.16,HABP4,chr9,96450097,96491336,+,0.16045250196405686,3815
ENSG00000125398.10,SOX9,chr17,72121012,72126416,+,0.1604361060699448,3816
ENSG00000143384.15,MCL1,chr1,150560894,150579738,-,0.16041995257302188,3817
ENSG00000122870.13,BICC1,chr10,58512755,58831435,+,0.16036638281017077,3818
ENSG00000161642.20,ZNF385A,chr12,54369128,54391338,-,0.16035418090532766,3819
ENSG00000205323.11,SARNP,chr12,55751194,55817912,-,0.1603537946442375,3820
ENSG00000146587.20,RBAK,chr7,5045820,5069491,+,0.1603475987672573,3821
ENSG00000132953.20,XPO4,chr13,20777328,20903048,-,0.16029025763715618,3822
ENSG00000253729.11,PRKDC,chr8,47772969,47960182,-,0.16027854121057317,3823
ENSG00000104738.21,MCM4,chr8,47960184,47979181,+,0.16027025821385904,3824
ENSG00000123739.13,PLA2G12A,chr4,109709764,109730070,-,0.1602658252021065,3825
ENSG00000140691.19,ARMC5,chr16,31458079,31467172,+,0.1602278347152751,3826
ENSG00000104365.18,IKBKB,chr8,42271301,42332460,+,0.1602112053394667,3827
ENSG00000136940.16,PDCL,chr9,122798388,122828644,-,0.1601960692394641,3828
ENSG00000196151.13,WDSUB1,chr2,159234902,159287347,-,0.16018525724916252,3829
ENSG00000137133.13,HINT2,chr9,35812959,35815354,-,0.1601729016957688,3830
ENSG00000143443.11,C1orf56,chr1,151047745,151051986,+,0.16014687725750265,3831
ENSG00000091039.19,OSBPL8,chr12,76351318,76559840,-,0.1601077992990613,3832
ENSG00000008853.20,RHOBTB2,chr8,22987221,23020723,+,0.16009518738323822,3833
ENSG00000087365.18,SF3B2,chr11,66050728,66069308,+,0.16004566311778035,3834
ENSG00000125457.17,MIF4GD,chr17,75266227,75271237,-,0.16002783983765403,3835
ENSG00000138604.12,GLCE,chr15,69160539,69272217,+,0.16002151518350002,3836
ENSG00000124214.23,STAU1,chr20,49113323,49188417,-,0.16000825206562877,3837
ENSG00000050130.20,JKAMP,chr14,59484181,59505410,+,0.15999239009502345,3838
ENSG00000110925.9,CSRNP2,chr12,51061204,51083664,-,0.15998953361599705,3839
ENSG00000181744.10,DIPK2A,chr3,143971815,144048719,+,0.15998277312086429,3840
ENSG00000142733.20,MAP3K6,chr1,27355178,27366986,-,0.1598783733608434,3841
ENSG00000159459.14,UBR1,chr15,42942896,43106141,-,0.15983369702938943,3842
ENSG00000183337.20,BCOR,chrX,40049814,40177329,-,0.15976506430888548,3843
ENSG00000103363.18,ELOB,chr16,2771412,2777320,-,0.15974937996221705,3844
ENSG00000145107.17,TM4SF19,chr3,196319341,196338604,-,0.15969306712178513,3845
ENSG00000164032.14,H2AZ1,chr4,99948050,99950540,-,0.15964533335354644,3846
ENSG00000102738.10,MRPS31,chr13,40727693,40771351,-,0.15963323719770414,3847
ENSG00000123213.25,NLN,chr5,65722164,65871725,+,0.1596225330173038,3848
ENSG00000101745.19,ANKRD12,chr18,9136227,9285985,+,0.15957835668302142,3849
ENSG00000116791.16,CRYZ,chr1,74700528,74733128,-,0.1595316105299862,3850
ENSG00000088832.20,FKBP1A,chr20,1355816,1393164,-,0.15951832263660617,3851
ENSG00000141030.15,COPS3,chr17,17244685,17281311,-,0.1595136221969733,3852
ENSG00000070950.12,RAD18,chr3,8775401,8963773,-,0.1594985709245084,3853
ENSG00000036549.15,ZZZ3,chr1,77562415,77683550,-,0.15949333177763036,3854
ENSG00000166579.18,NDEL1,chr17,8408527,8501107,+,0.15948120496107732,3855
ENSG00000162623.18,TYW3,chr1,74733113,74767555,+,0.15943233968236017,3856
ENSG00000153767.12,GTF2E1,chr3,120742369,120783368,+,0.15941108977340626,3857
ENSG00000145476.18,CYP4V2,chr4,186191257,186215245,+,0.15940330608107614,3858
ENSG00000128394.19,APOBEC3F,chr22,39040603,39055972,+,0.15939962766540702,3859
ENSG00000184209.17,SNRNP35,chr12,123458077,123473154,+,0.15939131639897824,3860
ENSG00000131778.22,CHD1L,chr1,147242642,147295767,+,0.1593539146851399,3861
ENSG00000142546.16,NOSIP,chr19,49555206,49592927,-,0.15932553993852344,3862
ENSG00000102898.15,NUTF2,chr16,67844368,67872569,+,0.15931983135151676,3863
ENSG00000205476.10,CCDC85C,chr14,99500189,99604265,-,0.15928977729240432,3864
ENSG00000187840.7,EIF4EBP1,chr8,38030493,38060380,+,0.15925963416765443,3865
ENSG00000168679.20,SLC16A4,chr1,110362846,110391082,-,0.159253838845063,3866
ENSG00000182318.9,ZSCAN22,chr19,58326993,58342346,+,0.15919838696881197,3867
ENSG00000158006.16,PAFAH2,chr1,25959766,25999206,-,0.15918675737862942,3868
ENSG00000153201.19,RANBP2,chr2,108719366,108785810,+,0.15916076277184765,3869
ENSG00000111669.17,TPI1,chr12,6867118,6878513,+,0.15914740714011713,3870
ENSG00000006007.14,GDE1,chr16,19501680,19522132,-,0.1591241373276571,3871
ENSG00000014123.12,UFL1,chr6,96521594,96555943,+,0.15906965141231194,3872
ENSG00000100319.15,ZMAT5,chr22,29728137,29767084,-,0.1590632624720456,3873
ENSG00000198755.13,RPL10A,chr6,35468365,35470786,+,0.15899110422178636,3874
ENSG00000118217.9,ATF6,chr1,161766242,161977574,+,0.15897702727199067,3875
ENSG00000140400.20,MAN2C1,chr15,75355206,75368656,-,0.1589713528237189,3876
ENSG00000066084.15,DIP2B,chr12,50504961,50748657,+,0.15895217580592724,3877
ENSG00000007341.21,ST7L,chr1,112523472,112620825,-,0.15895184069056995,3878
ENSG00000164151.13,ICE1,chr5,5420663,5490220,+,0.15888307166507,3879
ENSG00000100445.20,SDR39U1,chr14,24439650,24442905,-,0.15886525771126617,3880
ENSG00000171497.7,PPID,chr4,158708160,158723418,-,0.15882305036694744,3881
ENSG00000177994.17,CIMIP6,chr2,54330033,54384191,+,0.15879405012453207,3882
ENSG00000196655.14,TRAPPC4,chr11,119018732,119025454,+,0.15878237133880613,3883
ENSG00000110318.17,CEP126,chr11,101914996,102001062,+,0.15874786455044523,3884
ENSG00000163041.15,H3-3A,chr1,226061570,226073207,+,0.1587385047634598,3885
ENSG00000198551.11,ZNF627,chr19,11559373,11622582,+,0.1587219189380994,3886
ENSG00000169592.17,INO80E,chr16,29994982,30005794,+,0.15871618356450926,3887
ENSG00000085760.17,MTIF2,chr2,55236217,55270263,-,0.15871244972303974,3888
ENSG00000119285.13,HEATR1,chr1,236540492,236604832,-,0.1587074705903651,3889
ENSG00000118181.13,RPS25,chr11,119014664,119018724,-,0.15868626843520905,3890
ENSG00000087502.21,ERGIC2,chr12,29334762,29381206,-,0.15866941571410278,3891
ENSG00000175854.16,SWI5,chr9,128275378,128316123,+,0.15865721219184342,3892
ENSG00000124789.14,NUP153,chr6,17614695,17706942,-,0.1586222010696074,3893
ENSG00000115306.19,SPTBN1,chr2,54456265,54671446,+,0.1585897056836984,3894
ENSG00000138660.14,AP1AR,chr4,112231362,112273110,+,0.1585866599251167,3895
ENSG00000144589.24,STK11IP,chr2,219595804,219616452,+,0.15856315812713,3896
ENSG00000144524.20,COPS7B,chr2,231781659,231809254,+,0.15856018209282774,3897
ENSG00000130985.19,UBA1,chrX,47190712,47215173,+,0.15855798307654914,3898
ENSG00000104290.13,FZD3,chr8,28493990,28574267,+,0.15855337691056776,3899
ENSG00000121879.8,PIK3CA,chr3,179148113,179240093,+,0.15854000578820707,3900
ENSG00000168890.16,TMEM150A,chr2,85598546,85603201,-,0.15850167036405766,3901
ENSG00000138399.20,FASTKD1,chr2,169527877,169573919,-,0.15849022216559389,3902
ENSG00000196284.20,SUPT3H,chr6,44809316,45377953,-,0.15848645591223612,3903
ENSG00000196683.13,TOMM7,chr7,22812627,22822891,-,0.15848238118749577,3904
ENSG00000158427.17,TMSB15B,chrX,103918814,103966712,+,0.15846364809549413,3905
ENSG00000174684.9,B4GAT1,chr11,66345373,66347856,-,0.15845834621461108,3906
ENSG00000167601.14,AXL,chr19,41218933,41261766,+,0.15845782670710468,3907
ENSG00000174898.16,CATSPERD,chr19,5720636,5778734,+,0.1584573704516515,3908
ENSG00000136237.21,RAPGEF5,chr7,22117699,22357170,-,0.1584271415916737,3909
ENSG00000005175.12,RPAP3,chr12,47660813,47706038,-,0.1584121808517957,3910
ENSG00000141293.19,SKAP1,chr17,48133432,48430275,-,0.15838978477474303,3911
ENSG00000117586.14,TNFSF4,chr1,173162644,173477583,-,0.15834856250043958,3912
ENSG00000204138.15,PHACTR4,chr1,28369562,28500369,+,0.15829333672637586,3913
ENSG00000126790.14,L3HYPDH,chr14,59318592,59484450,-,0.15828012056753504,3914
ENSG00000117602.15,RCAN3,chr1,24502319,24541040,+,0.15826482776226475,3915
ENSG00000140264.24,SERF2,chr15,43777086,43796089,+,0.15825076648325193,3916
ENSG00000146376.13,ARHGAP18,chr6,129576131,129710252,-,0.15824887631437742,3917
ENSG00000126249.9,PDCD2L,chr19,34404385,34426169,+,0.15818052791000808,3918
ENSG00000161955.18,TNFSF13,chr17,7558250,7561660,+,0.1581773074460216,3919
ENSG00000160051.14,IQCC,chr1,32205637,32208688,+,0.15816172140592244,3920
ENSG00000104221.15,BRF2,chr8,37843267,37849911,-,0.1581227850774303,3921
ENSG00000131791.10,PRKAB2,chr1,147155105,147173716,-,0.15812081760319416,3922
ENSG00000181649.10,PHLDA2,chr11,2928272,2929593,-,0.15810871433315332,3923
ENSG00000135070.16,ISCA1,chr9,86234716,86283102,-,0.1581052813004935,3924
ENSG00000253710.6,ALG11,chr13,52011711,52079232,+,0.15809657656971832,3925
ENSG00000130165.13,ELOF1,chr19,11551146,11559325,-,0.1580739684102591,3926
ENSG00000269891.2,ARHGAP19-SLIT1,chr10,97153044,97292637,-,0.15807249923725614,3927
ENSG00000165572.8,KBTBD6,chr13,41127568,41132802,-,0.15804461586958496,3928
ENSG00000251201.8,TMED7-TICAM2,chr5,115578641,115626161,-,0.15801918438868598,3929
ENSG00000162511.10,LAPTM5,chr1,30732458,30757855,-,0.15801692145399285,3930
ENSG00000124228.17,DDX27,chr20,49219346,49244077,+,0.15798935352754778,3931
ENSG00000080603.19,SRCAP,chr16,30698127,30741409,+,0.15798137795645745,3932
ENSG00000171843.18,MLLT3,chr9,20341668,20622526,-,0.15796053024241702,3933
ENSG00000196123.15,MATCAP1,chr16,67175598,67184228,-,0.15793127535888926,3934
ENSG00000253251.5,SHLD3,chr5,65624732,65631064,+,0.15792887780989986,3935
ENSG00000113597.20,TRAPPC13,chr5,65624732,65667114,+,0.15792887780989986,3935
ENSG00000177879.19,AP3S1,chr5,115841421,115944455,+,0.15790735630691052,3937
ENSG00000182899.19,RPL35A,chr3,197949956,197956610,+,0.1578451907763374,3938
ENSG00000118503.20,TNFAIP3,chr6,137866382,137885836,+,0.15783893244096545,3939
ENSG00000132837.17,DMGDH,chr5,78996959,79236038,-,0.1578372289191466,3940
ENSG00000108423.18,TUBD1,chr17,59859037,59892951,-,0.15780585661996155,3941
ENSG00000168310.14,IRF2,chr4,184385650,184474558,-,0.1577444895496592,3942
ENSG00000133895.21,MEN1,chr11,64803499,64811294,-,0.15772035354678518,3943
ENSG00000058453.19,CROCC,chr1,16740272,16972964,+,0.1576663395720534,3944
ENSG00000132591.14,ERAL1,chr17,28854982,28861067,+,0.1576535787380999,3945
ENSG00000074047.23,GLI2,chr2,120735622,120992653,+,0.15762592318095267,3946
ENSG00000182362.16,YBEY,chr21,46285830,46313301,+,0.15760965922672768,3947
ENSG00000101144.14,BMP7,chr20,57168747,57266680,-,0.1575941547700204,3948
ENSG00000184076.15,UQCR10,chr22,29767351,29770413,+,0.15758815929235426,3949
ENSG00000255872.3,ENSG00000255872,chr9,37588412,38068687,-,0.15758333668904378,3950
ENSG00000187239.21,FNBP1,chr9,129887178,130043243,-,0.1575714010936208,3951
ENSG00000163702.23,IL17RC,chr3,9917039,9933630,+,0.1575675336032873,3952
ENSG00000151748.17,SAV1,chr14,50626615,50668600,-,0.1575612183350604,3953
ENSG00000136682.18,ZNG1B,chr2,113437690,113496204,+,0.15755584359169006,3954
ENSG00000105976.18,MET,chr7,116672050,116798391,+,0.15752768488309812,3955
ENSG00000139977.16,NAA30,chr14,57390503,57415906,+,0.1575052664296818,3956
ENSG00000177469.15,CAVIN1,chr17,42402448,42423322,-,0.15750465634150895,3957
ENSG00000115073.10,ACTR1B,chr2,97655938,97664114,-,0.15748286180745344,3958
ENSG00000107317.15,PTGDS,chr9,136975052,136981750,+,0.15745641192968468,3959
ENSG00000178074.7,C2orf69,chr2,199911248,199955935,+,0.15745069080172105,3960
ENSG00000285655.1,ENSG00000285655,chr8,66430184,66445324,+,0.15741618198121432,3961
ENSG00000196365.14,LONP1,chr19,5691833,5720572,-,0.15741407128074206,3962
ENSG00000151304.8,SRFBP1,chr5,121961955,122075858,+,0.15737882259010802,3963
ENSG00000213390.13,ARHGAP19,chr10,97222169,97292673,-,0.15736902083572932,3964
ENSG00000165672.9,PRDX3,chr10,119167698,119178865,-,0.15736026424437297,3965
ENSG00000109881.19,CCDC34,chr11,27329378,27363293,-,0.15734668331220747,3966
ENSG00000167723.16,TRPV3,chr17,3510501,3557812,-,0.15731374312739355,3967
ENSG00000106348.21,IMPDH1,chr7,128392276,128410009,-,0.15729464937018928,3968
ENSG00000073331.20,ALPK1,chr4,112285508,112442621,+,0.15727726453682409,3969
ENSG00000162819.14,BROX,chr1,222711479,222735927,+,0.15722203413723038,3970
ENSG00000066827.18,ZFAT,chr8,134477250,134713175,-,0.15721485588292125,3971
ENSG00000153250.23,RBMS1,chr2,160272150,160494100,-,0.15717119796981568,3972
ENSG00000288702.2,UGT1A3,chr2,233729041,233773310,+,0.1571568449329352,3973
ENSG00000135002.13,RFK,chr9,76385516,76394536,-,0.15715308327286037,3974
ENSG00000070010.21,UFD1,chr22,19449898,19479695,-,0.15714412453526166,3975
ENSG00000138398.19,PPIG,chr2,169584336,169642124,+,0.15712882465770237,3976
ENSG00000177602.5,HASPIN,chr17,3723902,3726699,+,0.15710697296337459,3977
ENSG00000256966.6,ENSG00000256966,chr9,37512546,37592469,-,0.15710306028451304,3978
ENSG00000143155.15,TIPRL,chr1,168178819,168202114,+,0.15708882209146396,3979
ENSG00000130958.15,SLC35D2,chr9,96312091,96383845,-,0.15707780866336543,3980
ENSG00000160298.20,C21orf58,chr21,46291928,46324470,-,0.1570769248638535,3981
ENSG00000108784.12,NAGLU,chr17,42536215,42544449,+,0.15707532166154123,3982
ENSG00000079462.10,PAFAH1B3,chr19,42297022,42303546,-,0.15704528058704453,3983
ENSG00000116688.20,MFN2,chr1,11980180,12015211,+,0.15702041743759765,3984
ENSG00000119915.6,ELOVL3,chr10,102226293,102229589,+,0.15701626862492413,3985
ENSG00000150459.15,SAP18,chr13,21140118,21149452,+,0.15699433457484702,3986
