gene_id,Gene,chr,start,end,strand,signal,rank
ENSG00000203485.16,INF2,chr14,104681145,104722535,+,0.11179264147216794,943
ENSG00000137193.16,PIM1,chr6,37170151,37175428,+,0.11160117270442964,944
ENSG00000179943.10,FIZ1,chr19,55591370,55606194,-,0.11159595171562851,945
ENSG00000176973.10,FAM89B,chr11,65572348,65574199,+,0.11158753280477073,946
ENSG00000122861.18,PLAU,chr10,73909176,73917501,+,0.11151417438287635,947
ENSG00000107185.12,RGP1,chr9,35748612,35759600,+,0.11147512653578971,948
ENSG00000124766.7,SOX4,chr6,21593750,21598619,+,0.11147049713153358,949
ENSG00000074582.17,BCS1L,chr2,218658763,218668759,+,0.11138741212035463,950
ENSG00000166949.19,SMAD3,chr15,67063762,67195173,+,0.11137119493926942,951
ENSG00000162244.14,RPL29,chr3,51993521,51996021,-,0.11121543540395797,952
ENSG00000106397.14,PLOD3,chr7,101205976,101219968,-,0.11120984828194258,953
ENSG00000184160.8,ADRA2C,chr4,3766347,3768526,+,0.11119837726296676,954
ENSG00000175336.12,APOF,chr12,56360564,56362862,-,0.1111448547205895,955
ENSG00000143575.18,HAX1,chr1,154272325,154275882,+,0.11112722751768533,956
ENSG00000167964.15,RAB26,chr16,2140802,2154165,+,0.11098130173683735,957
ENSG00000103018.20,CYB5B,chr16,69398401,69480778,+,0.11097495734778402,958
ENSG00000171443.9,ZNF524,chr19,55599713,55603592,+,0.11079290525574303,959
ENSG00000142910.18,TINAGL1,chr1,31576356,31587691,+,0.11073251334733827,960
ENSG00000138080.16,EMILIN1,chr2,27078043,27086408,+,0.11065904774716445,961
ENSG00000173264.18,GPR137,chr11,64270061,64290690,+,0.11048461385191141,962
ENSG00000160209.21,PDXK,chr21,43719060,43762307,+,0.11041104242611532,963
ENSG00000102317.20,RBM3,chrX,48574055,48581162,+,0.11040420376513412,964
ENSG00000135469.16,COQ10A,chr12,56266845,56271736,+,0.11030557390932315,965
ENSG00000174917.11,MICOS13,chr19,5678413,5680940,-,0.1102078926021091,966
ENSG00000175315.4,CST6,chr11,66011505,66013505,+,0.11011738856323064,967
ENSG00000172508.13,CARNS1,chr11,67414967,67425613,+,0.11009333333443719,968
ENSG00000182512.7,GLRX5,chr14,95533502,95544724,+,0.11001783791065384,969
ENSG00000125611.17,CHCHD5,chr2,112584239,112589275,+,0.10992889047233792,970
ENSG00000123454.14,DBH,chr9,133634455,133659329,+,0.10980877336966816,971
ENSG00000148444.18,COMMD3,chr10,22315979,22320430,+,0.1096692375934588,972
ENSG00000169562.15,GJB1,chrX,71212810,71225519,+,0.1095873904631019,973
ENSG00000131469.17,RPL27,chr17,42998264,43002973,+,0.10958390947222475,974
ENSG00000164889.17,SLC4A2,chr7,151057209,151076527,+,0.10951485871182118,975
ENSG00000114115.13,RBP1,chr3,139517433,139540396,-,0.10950379817232027,976
ENSG00000101439.11,CST3,chr20,23626705,23638556,-,0.10940957385363735,977
ENSG00000188833.12,ENTPD8,chr9,137434361,137441881,-,0.1093692177157054,978
ENSG00000136830.14,NIBAN2,chr9,127505338,127579049,-,0.1091738579404457,979
ENSG00000176396.12,EID2,chr19,39536437,39540233,-,0.10912724133841968,980
ENSG00000148204.14,CRB2,chr9,123356169,123380324,+,0.10906506032616253,981
ENSG00000101898.9,MCTS2,chr20,31547362,31572771,+,0.10903470205034087,982
ENSG00000162073.16,PAQR4,chr16,2969241,2973484,+,0.10899828379609844,983
ENSG00000286095.4,SPEGNB,chr2,219496128,219498287,+,0.10888046006343814,984
ENSG00000184922.17,FMNL1,chr17,45220735,45247319,+,0.1088493207637812,985
ENSG00000170498.12,KISS1,chr1,204190336,204196638,-,0.10881805288314557,986
ENSG00000251246.1,EFNA4-EFNA3,chr1,155063747,155086807,+,0.10881312115827506,987
ENSG00000171695.13,LKAAEAR1,chr20,64083375,64084967,-,0.10874625831320602,988
ENSG00000182810.7,DDX28,chr16,68020915,68023232,-,0.10867102874240352,989
ENSG00000177556.14,ATOX1,chr5,151728918,151772532,-,0.10860868320179952,990
ENSG00000099624.10,ATP5F1D,chr19,1241733,1244828,+,0.10859118097827368,991
ENSG00000127824.17,TUBA4A,chr2,219249709,219277902,-,0.10852319788959346,992
ENSG00000176058.15,TPRN,chr9,137191616,137204193,-,0.10851527566693435,993
ENSG00000106400.14,ZNHIT1,chr7,101218116,101224195,+,0.10850932146480016,994
ENSG00000161714.14,PLCD3,chr17,45108958,45133354,-,0.10846889029329303,995
ENSG00000117308.17,GALE,chr1,23795598,23800804,-,0.1084603375519647,996
ENSG00000077150.23,NFKB2,chr10,102394109,102402529,+,0.10843556278532884,997
ENSG00000129255.18,MPDU1,chr17,7583213,7594419,+,0.10838647802315393,998
ENSG00000111276.14,CDKN1B,chr12,12685497,12722373,+,0.1083121929548523,999
ENSG00000175602.4,CCDC85B,chr11,65890672,65891635,+,0.10827730062416718,1000
ENSG00000126895.18,AVPR2,chrX,153902530,153907169,+,0.10814793941485157,1001
ENSG00000284691.3,ENSG00000284691,chr7,150400701,150412470,+,0.10790933115932955,1002
ENSG00000072110.19,ACTN1,chr14,68873642,68980277,-,0.10786813041182172,1003
ENSG00000197093.13,GAL3ST4,chr7,100159243,100168953,-,0.10786148490382783,1004
ENSG00000167103.13,PIP5KL1,chr9,127920880,127930823,-,0.10786013913057152,1005
ENSG00000091640.10,SPAG7,chr17,4959225,4967835,-,0.10775703077045519,1006
ENSG00000139192.14,TAPBPL,chr12,6451689,6466517,+,0.1076180178304552,1007
ENSG00000100290.5,BIK,chr22,43110741,43129712,+,0.10758910509611895,1008
ENSG00000170442.13,KRT86,chr12,52249299,52309163,+,0.10755755852817088,1009
ENSG00000008323.18,PLEKHG6,chr12,6310166,6328934,+,0.10742913491948071,1010
ENSG00000173918.17,C1QTNF1,chr17,79022728,79049788,+,0.10728592925480618,1011
ENSG00000124593.16,ENSG00000124593,chr6,41780348,41790141,+,0.10725449802098443,1012
ENSG00000106077.21,ABHD11,chr7,73736090,73738864,-,0.10722970292183671,1013
ENSG00000132471.13,WBP2,chr17,75845698,75856507,-,0.1072229926223834,1014
ENSG00000100345.25,MYH9,chr22,36281276,36388018,-,0.10718543114104831,1015
ENSG00000161558.13,TMEM143,chr19,48329917,48364245,-,0.10718349459186416,1016
ENSG00000160678.14,S100A1,chr1,153608922,153632044,+,0.10714147378840458,1017
ENSG00000163463.15,KRTCAP2,chr1,155169181,155173475,-,0.10713416767776408,1018
ENSG00000204381.14,LAYN,chr11,111540279,111565625,+,0.10699414660823672,1019
ENSG00000125931.13,CITED1,chrX,72301637,72309652,-,0.10689667664879046,1020
ENSG00000159184.9,HOXB13,chr17,48724749,48729076,-,0.10688287774214975,1021
ENSG00000142765.20,SYTL1,chr1,27342008,27353937,+,0.10686634740203473,1022
ENSG00000196421.9,C20orf204,chr20,64034343,64039962,+,0.10685186784099214,1023
ENSG00000169756.19,LIMS1,chr2,108533670,108687347,+,0.10681389398928473,1024
ENSG00000103355.16,PRSS33,chr16,2783925,2787948,-,0.10679592227279906,1025
ENSG00000284439.1,TAF11L3,chr5,17518366,17518963,+,-0.1067649198928458,1026
ENSG00000167397.17,VKORC1,chr16,31090259,31095980,-,0.10675408525459645,1027
ENSG00000089159.19,PXN,chr12,120210438,120265800,-,0.10672178831372552,1028
ENSG00000136950.15,ARPC5L,chr9,124862108,124877750,+,0.1067065359030732,1029
ENSG00000188620.12,HMX3,chr10,123135956,123139423,+,0.10664406673577653,1030
ENSG00000310608.1,ENSG00000310608,chr7,898777,975549,-,0.10663020149073636,1031
ENSG00000122515.18,ZMIZ2,chr7,44748547,44770112,+,0.10658842619636337,1032
ENSG00000236782.10,ZNF593OS,chr1,26169515,26171832,-,0.10653040651372687,1033
ENSG00000185127.7,C6orf120,chr6,169702125,169706360,+,0.106517251088903,1034
ENSG00000170779.13,CDCA4,chr14,105008531,105033828,-,0.10642537785860667,1035
ENSG00000125743.12,SNRPD2,chr19,45677906,45692569,-,0.10640366049107092,1036
ENSG00000123395.16,ATG101,chr12,52069245,52077495,+,0.10639675858557562,1037
ENSG00000171425.12,ZNF581,chr19,55624663,55647294,+,0.10635383332428525,1038
ENSG00000104818.15,CGB2,chr19,49031889,49033238,+,0.10615495369915302,1039
ENSG00000108654.18,DDX5,chr17,64498252,64508199,-,0.10606247887406803,1040
ENSG00000037897.19,METTL1,chr12,57768470,57772131,-,0.10589977297705502,1041
ENSG00000072952.23,IRAG1,chr11,10573076,10693988,-,0.10583491780057043,1042
ENSG00000129538.16,RNASE1,chr14,20801227,20802884,-,0.1058013917424131,1043
ENSG00000108639.10,SYNGR2,chr17,78168544,78176005,+,0.10579606881703457,1044
ENSG00000100097.14,LGALS1,chr22,37675586,37683414,+,0.10575748393780851,1045
ENSG00000142039.6,CCDC97,chr19,41310148,41334014,+,0.10573634857990923,1046
ENSG00000178209.19,PLEC,chr8,143915151,143977039,-,0.10567917918536511,1047
ENSG00000125962.18,ARMCX5,chrX,102599167,102604159,+,0.10564959312129456,1048
ENSG00000165527.10,ARF6,chr14,49892607,49897202,+,0.105639109058636,1049
ENSG00000288675.1,PANO1,chr11,797510,799190,+,0.10553589107058499,1050
ENSG00000140990.17,NDUFB10,chr16,1959499,1962105,+,0.10552750196928302,1051
ENSG00000107872.16,FBXL15,chr10,102408834,102423142,+,0.10540915060351502,1052
ENSG00000125787.13,GNRH2,chr20,3042813,3045747,+,0.1052839811413594,1053
ENSG00000179271.5,GADD45GIP1,chr19,12950700,12957333,-,0.1052489642130856,1054
ENSG00000107819.17,SFXN3,chr10,101031228,101041244,+,0.10521949808609436,1055
ENSG00000108107.17,RPL28,chr19,55383855,55403342,+,0.10519159371824746,1056
ENSG00000072778.22,ACADVL,chr17,7217124,7225273,+,0.10510703009498511,1057
ENSG00000170855.6,TRIAP1,chr12,120443064,120446415,-,0.10510618255510637,1058
ENSG00000136271.13,DDX56,chr7,44565415,44575388,-,0.10504240638397243,1059
ENSG00000180644.10,PRF1,chr10,70596400,70602788,-,0.10495449092803942,1060
ENSG00000198715.15,GLMP,chr1,156290087,156295699,-,0.10495200718349611,1061
ENSG00000174748.24,RPL15,chr3,23916590,23924374,+,0.10481167851048948,1062
ENSG00000078401.9,EDN1,chr6,12287458,12297194,+,0.10476974304703285,1063
ENSG00000169972.15,PUSL1,chr1,1308546,1311679,+,0.10470791751140728,1064
ENSG00000181852.20,RNF41,chr12,56202178,56224275,-,0.10459458795580324,1065
ENSG00000185222.12,TCEAL9,chrX,103356161,103358696,+,0.10457103068286396,1066
ENSG00000167995.18,BEST1,chr11,61949807,61965515,+,0.10453243309219643,1067
ENSG00000124575.7,H1-3,chr6,26234211,26234987,-,0.1045208954277506,1068
ENSG00000143222.14,UFC1,chr1,161152775,161159368,+,0.10442431832779689,1069
ENSG00000143319.20,ISG20L2,chr1,156720650,156728836,-,0.10440303048879161,1070
ENSG00000061273.20,HDAC7,chr12,47782721,47833132,-,0.10438451581565283,1071
ENSG00000147955.20,SIGMAR1,chr9,34631715,34637844,-,0.1043712289931414,1072
ENSG00000120708.18,TGFBI,chr5,136028853,136103902,+,0.10435054083243457,1073
ENSG00000171169.10,NAIF1,chr9,128061232,128068206,-,0.10432375499490966,1074
ENSG00000106038.14,EVX1,chr7,27242699,27250493,+,0.10420514941468839,1075
ENSG00000125457.17,MIF4GD,chr17,75266227,75271237,-,0.10420010661382875,1076
ENSG00000168517.13,HEXIM2,chr17,45160694,45170701,+,0.10407891476324807,1077
ENSG00000143842.17,SOX13,chr1,204073105,204127744,+,0.10406701207697373,1078
ENSG00000221986.9,MYBPHL,chr1,109292362,109307213,-,0.10404467933184011,1079
ENSG00000006015.20,REX1BD,chr19,18588684,18592342,+,0.10402532867367287,1080
ENSG00000142327.15,RNPEPL1,chr2,240565803,240581372,+,0.10401138308738522,1081
ENSG00000182896.14,TMEM95,chr17,7355122,7357219,+,0.10399858298403702,1082
ENSG00000063177.15,RPL18,chr19,48615283,48619213,-,0.10394518922175501,1083
ENSG00000139190.18,VAMP1,chr12,6462236,6470948,-,0.10393130459054736,1084
ENSG00000248235.6,ENSG00000248235,chr8,22589273,22602084,+,0.10392912619966549,1085
ENSG00000125520.16,SLC2A4RG,chr20,63739757,63744603,+,0.10389588341951751,1086
ENSG00000125733.20,TRIP10,chr19,6737924,6751530,+,0.10388104408048093,1087
ENSG00000213930.14,GALT,chr9,34637366,34651754,+,0.1037857857810034,1088
ENSG00000159214.15,CCDC24,chr1,43991351,43996529,+,0.10370427332741168,1089
ENSG00000265972.8,TXNIP,chr1,145992434,145996580,-,0.10360855128073834,1090
ENSG00000138136.9,LBX1,chr10,101226179,101230401,-,0.10352045159975763,1091
ENSG00000105379.12,ETFB,chr19,51345160,51366449,-,0.10343249069878602,1092
ENSG00000120913.26,PDLIM2,chr8,22578057,22598025,+,0.10342959741023477,1093
ENSG00000196396.12,PTPN1,chr20,50510320,50585241,+,0.10331590006943621,1094
ENSG00000275379.2,H3C11,chr6,27871844,27872346,-,0.10327081104362035,1095
ENSG00000141522.15,ARHGDIA,chr17,81867718,81871378,-,0.10324987238005842,1096
ENSG00000142235.14,LMTK3,chr19,48485270,48513935,-,0.10324544089582495,1097
ENSG00000162004.21,CCDC78,chr16,722580,726954,-,0.10322860698034679,1098
ENSG00000113758.16,DBN1,chr5,177456224,177474401,-,0.10316415171835193,1099
ENSG00000258728.2,ENSG00000258728,chr9,34646630,34661886,+,0.10307545506918689,1100
ENSG00000197903.11,H2BC12,chr6,27135927,27146863,-,0.10292052561309493,1101
ENSG00000178401.18,DNAJC22,chr12,49345606,49357546,+,0.10273540171750133,1102
ENSG00000142252.13,GEMIN7,chr19,45075574,45091518,+,0.10268969720411636,1103
ENSG00000114779.22,ABHD14B,chr3,51968509,51983409,-,0.10268041249656824,1104
ENSG00000163435.17,ELF3,chr1,202007944,202017183,+,0.10266760930533682,1105
ENSG00000164051.16,CCDC51,chr3,48432163,48440456,-,0.10263840089939884,1106
ENSG00000166987.17,MBD6,chr12,57520709,57530614,+,0.10262078303112218,1107
ENSG00000163545.12,NUAK2,chr1,205302058,205321781,-,0.10249146233463512,1108
ENSG00000164404.10,GDF9,chr5,132861180,132866884,-,0.10245832539004174,1109
ENSG00000178057.17,NDUFAF3,chr3,49020458,49027593,+,0.10232469961366968,1110
ENSG00000179820.19,MYADM,chr19,53864762,53878125,+,0.10231725836600901,1111
ENSG00000114738.13,MAPKAPK3,chr3,50611486,50651017,+,0.10226196879756841,1112
ENSG00000138074.17,SLC5A6,chr2,27199586,27212958,-,0.1022177842979204,1113
ENSG00000181924.10,COA4,chr11,73869845,73876982,-,0.10218066056987123,1114
ENSG00000278224.9,PRICKLE4,chr6,41780738,41787452,+,0.1021343390928958,1115
ENSG00000172613.10,RAD9A,chr11,67317870,67398412,+,0.10212180654651155,1116
ENSG00000171346.17,KRT15,chr17,41513744,41522529,-,0.10205322373727327,1117
ENSG00000167755.16,KLK6,chr19,50958630,50969673,-,0.10200682870520715,1118
ENSG00000145901.20,TNIP1,chr5,151029934,151093577,-,0.10197384281132758,1119
ENSG00000083845.11,RPS5,chr19,58380569,58394810,+,0.1018285086325091,1120
ENSG00000129911.10,KLF16,chr19,1852398,1863919,-,0.10182314538058593,1121
ENSG00000166145.17,SPINT1,chr15,40843512,40860274,+,0.10181762947406275,1122
ENSG00000100985.9,MMP9,chr20,46008868,46016561,+,0.10181339789168874,1123
ENSG00000167136.9,ENDOG,chr9,128818450,128822683,+,0.10179844816330184,1124
ENSG00000167535.10,CACNB3,chr12,48813793,48828942,+,0.10179576887420538,1125
ENSG00000141985.11,SH3GL1,chr19,4360366,4400573,-,0.10178790001359193,1126
ENSG00000180176.17,TH,chr11,2163928,2171968,-,0.10172600371227947,1127
ENSG00000172336.7,POP7,chr7,100695901,100708628,+,0.10172063914206532,1128
ENSG00000131650.17,KREMEN2,chr16,2963624,2968380,+,0.10167676175478846,1129
ENSG00000126457.24,PRMT1,chr19,49675785,49689029,+,0.10162668595448017,1130
ENSG00000181016.11,LSMEM1,chr7,112480852,112491418,+,0.10161696290243864,1131
ENSG00000139641.15,ESYT1,chr12,56118249,56150107,+,0.10161466986019338,1132
ENSG00000079462.10,PAFAH1B3,chr19,42297022,42303546,-,0.10151913356926585,1133
ENSG00000066322.17,ELOVL1,chr1,43363140,43368075,-,0.10151583001087396,1134
ENSG00000167749.12,KLK4,chr19,50906350,50911395,-,0.10147806248263935,1135
ENSG00000012061.19,ERCC1,chr19,45407332,45479055,-,0.10145427807628556,1136
ENSG00000293562.1,ENSG00000293562,chr1,174022121,174022298,-,0.10137054069483348,1137
ENSG00000185920.19,PTCH1,chr9,95442979,95517057,-,0.10131114276571196,1138
ENSG00000100348.12,TXN2,chr22,36466894,36482072,-,0.10130108137575632,1139
ENSG00000182180.16,MRPS16,chr10,73248759,73252693,-,0.10129843002997706,1140
ENSG00000106404.15,CLDN15,chr7,101232091,101238820,-,0.10119241994265442,1141
ENSG00000099875.18,MKNK2,chr19,2037464,2061220,-,0.10115580820266563,1142
ENSG00000289690.1,ENSG00000289690,chr7,100397576,100434107,+,0.10109838866483391,1143
ENSG00000131183.13,SLC34A1,chr5,177379234,177398848,+,0.10104727598662727,1144
ENSG00000100823.14,APEX1,chr14,20454524,20458036,+,0.10081494473419969,1145
ENSG00000206140.13,TMEM191C,chr22,21466422,21471269,+,0.10076694266965922,1146
ENSG00000125971.20,DYNLRB1,chr20,34515599,34540958,+,0.10071753505514733,1147
ENSG00000124225.17,PMEPA1,chr20,57648391,57711536,-,0.10056259419604377,1148
ENSG00000281991.3,TMEM265,chr16,30737879,30745196,+,0.10055231904931487,1149
ENSG00000076706.19,MCAM,chr11,119307971,119321521,-,0.10053879287471905,1150
ENSG00000148346.14,LCN2,chr9,128149070,128153454,+,0.10050969703276352,1151
ENSG00000178096.11,BOLA1,chr1,149886405,149900798,+,0.10048363057721528,1152
ENSG00000188163.8,CIMIP2A,chr9,137243583,137247770,-,0.1004647446987812,1153
ENSG00000137699.18,TRIM29,chr11,120111285,120185529,-,0.10045894566143276,1154
ENSG00000186193.11,SAPCD2,chr9,137062126,137070593,-,0.10039361846053915,1155
ENSG00000087191.16,PSMC5,chr17,63827081,63832244,+,0.10030523547821531,1156
ENSG00000186767.7,SPIN4,chrX,63347227,63351332,-,0.10028692665986318,1157
ENSG00000099330.11,OCEL1,chr19,17226197,17229219,+,0.10028492052861243,1158
ENSG00000123358.22,NR4A1,chr12,52022831,52059509,+,0.1002688981898043,1159
ENSG00000269313.8,MAGIX,chrX,49162563,49169931,+,0.10018100008897102,1160
ENSG00000254402.8,LRRC24,chr8,144522384,144527608,-,0.10012106640326077,1161
ENSG00000127564.19,PKMYT1,chr16,2968023,2980813,-,0.09988842414458303,1162
ENSG00000108515.20,ENO3,chr17,4948033,4957132,+,0.0996395981507643,1163
ENSG00000185129.8,PURA,chr5,140107776,140125619,+,0.09962061399670728,1164
ENSG00000178718.7,RPP25,chr15,74954417,74956772,-,0.09952107034584076,1165
ENSG00000120738.9,EGR1,chr5,138465189,138471204,+,0.09951049337273499,1166
ENSG00000144355.16,DLX1,chr2,172084468,172089677,+,0.09946858073937133,1167
ENSG00000162775.18,RBM15,chr1,110338505,110346681,+,0.09943875654075666,1168
ENSG00000125445.13,MRPS7,chr17,75261661,75270708,+,0.0994168654449858,1169
ENSG00000140564.15,FURIN,chr15,90868587,90883564,+,0.09933486633036213,1170
ENSG00000164855.18,TMEM184A,chr7,1542234,1560821,-,0.09930652996621923,1171
ENSG00000019144.22,PHLDB1,chr11,118606395,118658038,+,0.09930212276693347,1172
ENSG00000286224.1,ENSG00000286224,chr21,46326287,46326491,+,0.09928322265691616,1173
ENSG00000070444.17,MNT,chr17,2384072,2401142,-,0.09922140515825423,1174
ENSG00000164078.17,MST1R,chr3,49886901,49906130,-,0.09905229078145558,1175
ENSG00000272896.1,ENSG00000272896,chr9,136791378,136800595,+,0.09900187148541408,1176
ENSG00000135446.19,CDK4,chr12,57746042,57756013,-,0.09899930603377313,1177
ENSG00000115718.20,PROC,chr2,127415932,127429762,+,0.09898678984791673,1178
ENSG00000172375.16,C2CD2L,chr11,119102197,119118544,+,0.09892668388034749,1179
ENSG00000126458.6,RRAS,chr19,49634554,49640211,-,0.09892204535632156,1180
ENSG00000149929.18,HIRIP3,chr16,29992313,29996126,-,0.09891615740291983,1181
ENSG00000169105.8,CHST14,chr15,40470983,40473158,+,0.09887792763268126,1182
ENSG00000141499.20,WRAP53,chr17,7686070,7703505,+,0.09886198320785543,1183
ENSG00000130522.6,JUND,chr19,18279693,18281622,-,0.09872562203439461,1184
ENSG00000111252.13,SH2B3,chr12,111404985,111451623,+,0.09865609140637792,1185
ENSG00000125449.9,ARMC7,chr17,75109940,75130272,+,0.09864593168665224,1186
ENSG00000141854.11,MISP3,chr19,14072107,14075062,+,0.09864561036276409,1187
ENSG00000100908.16,EMC9,chr14,24138957,24142023,-,0.09861800513690154,1188
ENSG00000205352.13,PRR13,chr12,53441307,53446660,+,0.09848799133731942,1189
ENSG00000143321.19,HDGF,chr1,156742108,156766925,-,0.09843392017257742,1190
ENSG00000168002.14,POLR2G,chr11,62761452,62766715,+,0.09837995273617271,1191
ENSG00000133069.19,TMCC2,chr1,205227911,205285632,+,0.09832757135065837,1192
ENSG00000173456.5,RNF26,chr11,119334526,119337309,+,0.09832326331310727,1193
ENSG00000115318.14,LOXL3,chr2,74531715,74555718,-,0.09830028053877268,1194
ENSG00000018280.20,SLC11A1,chr2,218382005,218396906,+,0.09823678453323446,1195
ENSG00000184785.6,SMIM10,chrX,134990990,134992473,+,0.09820209786990458,1196
ENSG00000108846.18,ABCC3,chr17,50634608,50692631,+,0.09815821449440934,1197
ENSG00000092841.21,MYL6,chr12,56158321,56166572,+,0.09811978279321744,1198
ENSG00000170385.11,SLC30A1,chr1,211571567,211579218,-,0.09804427171063441,1199
ENSG00000146232.19,NFKBIE,chr6,44258165,44265788,-,0.09802555247469827,1200
ENSG00000221838.14,AP4M1,chr7,100100840,100110345,+,0.09795570657304392,1201
ENSG00000013563.16,DNASE1L1,chrX,154401235,154412119,-,0.097955383520227,1202
ENSG00000184207.10,PGP,chr16,2211592,2214846,-,0.09795354199484128,1203
ENSG00000106089.14,STX1A,chr7,73699204,73719706,-,0.09785232913297706,1204
ENSG00000221869.6,CEBPD,chr8,47735633,47738164,-,0.09778611799418714,1205
ENSG00000197375.16,SLC22A5,chr5,132369492,132395615,+,0.09775415428735373,1206
ENSG00000129355.8,CDKN2D,chr19,10566459,10569059,-,0.0977399370394862,1207
ENSG00000164920.12,OSR2,chr8,98940115,98952336,+,0.09773645354107921,1208
ENSG00000111424.14,VDR,chr12,47841536,47943048,-,0.09773078340112767,1209
ENSG00000123154.14,WDR83,chr19,12666801,12675832,+,0.09772326183067487,1210
ENSG00000135722.11,FBXL8,chr16,67159931,67164570,+,0.09772058322866702,1211
ENSG00000010361.16,FUZ,chr19,49806865,49817376,-,0.097707898036601,1212
ENSG00000166578.12,DRC10,chr12,113192308,113221103,-,0.0975763371880864,1213
ENSG00000180592.17,SKIDA1,chr10,21513474,21526368,-,0.09749377138143582,1214
ENSG00000004776.15,HSPB6,chr19,35754565,35758079,-,0.09748843788088754,1215
ENSG00000132671.6,SSTR4,chr20,23035311,23039237,+,0.09743245760779742,1216
ENSG00000106031.9,HOXA13,chr7,27193502,27200091,-,0.0973002531061548,1217
ENSG00000110375.4,UPK2,chr11,118925163,118958559,+,0.09726561507912225,1218
ENSG00000100055.23,CYTH4,chr22,37282026,37315346,+,0.09723793677623006,1219
ENSG00000125740.16,FOSB,chr19,45467988,45475179,+,0.09722362353127517,1220
ENSG00000064195.7,DLX3,chr17,49990004,49995224,-,0.09721828186384962,1221
ENSG00000114353.19,GNAI2,chr3,50226291,50259362,+,0.09693252965402532,1222
ENSG00000156030.16,MIDEAS,chr14,73715121,73790285,-,0.09689390156913831,1223
ENSG00000254772.12,EEF1G,chr11,62559592,62574086,-,0.09683140504534217,1224
ENSG00000125378.18,BMP4,chr14,53944481,53958761,-,0.096804968040865,1225
ENSG00000126803.10,HSPA2,chr14,64535904,64546173,+,0.09657742169990208,1226
ENSG00000002834.21,LASP1,chr17,38869184,38921771,+,0.09653121930987368,1227
ENSG00000196420.10,S100A5,chr1,153537146,153543074,-,0.09647748121736771,1228
ENSG00000137720.9,CFAP68,chr11,111878934,111885975,+,0.09646767856721976,1229
ENSG00000176092.18,CRYBG2,chr1,26321697,26360080,-,0.09645172437738646,1230
ENSG00000284194.5,SCO2,chr22,50523563,50526461,-,0.09644248736848743,1231
ENSG00000146910.14,CNPY1,chr7,155474205,155555450,-,0.09635084309208311,1232
ENSG00000006704.13,GTF2IRD1,chr7,74452462,74602619,+,0.09633869469429668,1233
ENSG00000184897.7,H1-10,chr3,129314770,129316286,-,0.09633084944213463,1234
ENSG00000198276.18,UCKL1,chr20,63939810,63956500,-,0.0963096465441689,1235
ENSG00000268643.2,ENSG00000268643,chr19,42234582,42255132,-,0.09629490220166942,1236
ENSG00000168256.20,NKIRAS2,chr17,42011381,42025644,+,0.09626090497852026,1237
ENSG00000128709.14,HOXD9,chr2,176121228,176127570,+,0.09618577987701053,1238
ENSG00000198113.5,TOR4A,chr9,137274853,137282641,+,0.09616296595635379,1239
ENSG00000123427.18,EEF1AKMT3,chr12,57771491,57782544,+,0.09612336060711635,1240
ENSG00000009950.18,MLXIPL,chr7,73593193,73624575,-,0.09599529284873683,1241
ENSG00000128886.12,ELL3,chr15,43772604,43777315,-,0.09594837251522408,1242
ENSG00000167625.14,ZNF526,chr19,42216773,42231887,+,0.09593689099920215,1243
ENSG00000198026.10,ZNF335,chr20,45948652,45972358,-,0.09587299291456274,1244
ENSG00000175505.12,CLCF1,chr11,67364167,67374301,-,0.0958687320996928,1245
ENSG00000096384.22,HSP90AB1,chr6,44237394,44253888,+,0.09581294334128253,1246
ENSG00000173991.7,TCAP,chr17,39664989,39666554,+,0.09580034937221593,1247
ENSG00000240849.13,PEDS1,chr20,50118253,50153754,-,0.09579031285677031,1248
ENSG00000288671.1,ENSG00000288671,chr19,42215132,42232149,-,0.09577657756154666,1249
ENSG00000132026.17,RTBDN,chr19,12825476,12838362,-,0.09576721982674127,1250
ENSG00000285589.1,ENSG00000285589,chr19,12668070,12681834,-,0.09573508509786881,1251
ENSG00000130762.17,ARHGEF16,chr1,3454549,3485968,+,0.09570549339243471,1252
ENSG00000120471.17,TP53AIP1,chr11,128934730,128943399,-,0.09563781924463902,1253
ENSG00000114993.18,RTKN,chr2,74424130,74442422,-,0.09553113298783858,1254
ENSG00000118181.13,RPS25,chr11,119014664,119018724,-,0.09548590042607703,1255
ENSG00000144655.17,CSRNP1,chr3,39141853,39154852,-,0.095423044251732,1256
ENSG00000261857.9,MIA,chr19,40768996,40777490,+,0.0954098008735165,1257
ENSG00000110200.11,ANAPC15,chr11,72106369,72113688,-,0.09540397429937775,1258
ENSG00000161653.13,NAGS,chr17,44004580,44011213,+,0.09533072924640883,1259
ENSG00000125746.20,EML2,chr19,45606993,45645617,-,0.0952672701695841,1260
ENSG00000131759.20,RARA,chr17,40309164,40357643,+,0.09518240501644601,1261
ENSG00000130702.16,LAMA5,chr20,62307954,62367333,-,0.09510874225336405,1262
ENSG00000228049.9,POLR2J2,chr7,102665367,102671752,-,0.0950793952944768,1263
ENSG00000240230.7,COX19,chr7,964851,975549,-,0.09505862571068988,1264
ENSG00000106178.9,CCL24,chr7,75810824,75823943,-,0.09500979463600985,1265
ENSG00000142546.16,NOSIP,chr19,49555206,49592927,-,0.0949549830205424,1266
ENSG00000103363.18,ELOB,chr16,2771412,2777320,-,0.09493119720839022,1267
ENSG00000285641.1,ENSG00000285641,chr1,153975849,153986246,-,0.09492662483605922,1268
