chromosome,start,end,peak_id,control_rep1,control_rep2,KD_rep1,KD_rep2,control_mean,KD_mean,MOF_KD_minus_control
chr16,2153848,2154349,H4K16ac_loss_000153,-0.1309653864411299,0.16774865260678612,0.024781796828417958,-0.07014591273240106,0.01839163308282811,-0.022682057951991554,-0.041073691034819663
chr19,488644,489145,H4K16ac_loss_000154,0.21272947834042494,0.19849771169012417,-0.08774247615339752,0.3420685058396436,0.20561359501527454,0.12716301484312303,-0.07845058017215151
chr15,72616575,72617076,H4K16ac_loss_000155,0.07368757264937707,0.18191853686219114,0.39043468674142917,-0.005628747943632617,0.1278030547557841,0.19240296939889828,0.06459991464311418
chr12,11727076,11727577,H4K16ac_loss_000156,0.1387786901055904,0.04182415566883029,-0.06814944134381955,0.1397827254262513,0.09030142288721035,0.03581664204121588,-0.05448478084599447
chr3,48989941,48990442,H4K16ac_loss_000157,0.0047566130415289225,0.02463607485787181,-0.03408038357975419,0.002553869154073759,0.014696343949700366,-0.015763257212840213,-0.03045960116254058
chr11,69820275,69820776,H4K16ac_loss_000158,-0.061912764241164195,0.025219949114762857,-0.10843794465719345,0.29673235357075395,-0.01834640756320067,0.09414720445678025,0.11249361201998093
chr9,34611929,34612430,H4K16ac_loss_000159,0.22592432062678827,0.1375082128285291,-0.020372944707404115,-0.041816964336557544,0.18171626672765867,-0.031094954521980828,-0.2128112212496395
chr12,9647462,9647963,H4K16ac_loss_000160,-0.006146117585698168,-0.015089750951695109,0.3629340549072106,-0.014861242522201138,-0.010617934268696639,0.17403640619250474,0.18465434046120138
chr17,45051484,45051985,H4K16ac_loss_000161,0.04947735760695563,0.0975211195484131,0.09714316033912514,0.12065330407993047,0.07349923857768437,0.1088982322095278,0.03539899363184343
chr14,70254945,70255446,H4K16ac_loss_000162,0.05937487520407625,0.042528440027001374,0.12422038977612516,0.07123338543770913,0.05095165761553881,0.09772688760691714,0.04677522999137833
chr17,42678155,42678656,H4K16ac_loss_000163,0.016577948165031338,0.056740340932891396,0.04625736133468722,0.14579556434379962,0.03665914454896137,0.09602646283924342,0.05936731829028205
chr4,108620562,108621063,H4K16ac_loss_000164,-0.020594317413738253,0.08875378306040507,-0.16266226741725098,0.047345992222339095,0.03407973282333341,-0.057658137597455944,-0.09173787042078935
chr19,19138042,19138543,H4K16ac_loss_000165,-0.1329846073745075,0.16239748141187393,-0.14624300841502325,-0.0862666540175022,0.01470643701868321,-0.11625483121626273,-0.13096126823494594
chr9,21994449,21994950,H4K16ac_loss_000166,0.10283020711104253,0.07760132083338415,0.13817625433325528,0.0066900435247702035,0.09021576397221334,0.07243314892901274,-0.017782615043200597
chr16,89972310,89972811,H4K16ac_loss_000167,-0.02237669491541838,0.2177151326915461,0.3043883086819789,0.088692771300614,0.09766921888806386,0.19654053999129645,0.09887132110323259
chr7,157299588,157300089,H4K16ac_loss_000168,0.018734022131014966,0.06899306218989357,0.16210136904256667,-0.10428640697738843,0.043863542160454266,0.028907481032589118,-0.014956061127865149
chr18,12657615,12658116,H4K16ac_loss_000169,0.23715367848555485,0.0748829939988202,0.07012723692638907,-0.0015367249290862246,0.15601833624218753,0.03429525599865142,-0.1217230802435361
chr14,101947809,101948310,H4K16ac_loss_000170,0.29076481124241194,0.27713379745711825,0.15090655069984124,0.58487867056104,0.28394930434976506,0.36789261063044065,0.08394330628067559
chr5,151771148,151771649,H4K16ac_loss_000171,0.02578143363896601,0.11821560654975102,0.17821169240277507,0.10451543668727437,0.07199852009435852,0.14136356454502472,0.0693650444506662
chr11,64305228,64305729,H4K16ac_loss_000172,0.526148027586128,0.2870082170098366,0.658646358225398,0.135212766950924,0.4065781222979823,0.396929562588161,-0.009648559709821314
chr15,75023485,75023986,H4K16ac_loss_000173,-0.02638137562129788,0.0060899702928766996,0.16849428584832632,0.1661448208940496,-0.01014570266421059,0.16731955337118798,0.17746525603539856
chr22,38230079,38230580,H4K16ac_loss_000174,0.15703192772669067,-0.00591837345416139,-0.08977104104802518,-0.015559415647131716,0.07555677713626464,-0.05266522834757845,-0.1282220054838431
chr8,47960027,47960528,H4K16ac_loss_000175,0.17043970972290282,0.12774811033332317,0.05960467460745585,0.0584010170687161,0.149093910028113,0.059002845838085974,-0.09009106419002703
chr1,27542658,27543159,H4K16ac_loss_000176,0.0863354585771105,0.010910685846634105,0.3505718141381523,-0.01787396971351967,0.0486230722118723,0.1663489222123163,0.11772585000044401
chr10,110871359,110871860,H4K16ac_loss_000177,-0.008737764894281944,0.011476490880825562,0.28866174562784014,0.02279157458642821,0.0013693629932718093,0.15572666010713418,0.15435729711386237
chr12,6867482,6867983,H4K16ac_loss_000178,-0.037189968491712966,0.16828226943513352,0.32057066773345133,0.33147930927916675,0.06554615047171028,0.326024988506309,0.2604788380345987
chr8,102864001,102864502,H4K16ac_loss_000179,0.14576157695518996,0.10209055075760254,-0.12211221658778999,0.019397131146904,0.12392606385639625,-0.051357542720442996,-0.17528360657683925
chr7,32957183,32957684,H4K16ac_loss_000180,0.08299502861423942,0.06015015465621939,-0.07591342880667565,-1.8919753040858135e-05,0.0715725916352294,-0.03796617427985825,-0.10953876591508765
chr13,99498456,99498957,H4K16ac_loss_000181,0.10490115649418202,0.11555588406003164,0.27897294142010237,0.1019891581968395,0.11022852027710683,0.19048104980847094,0.08025252953136411
chr7,76048038,76048539,H4K16ac_loss_000182,-0.10936269860625446,-0.03591169070400402,0.028992911287678218,-0.14833195977463218,-0.07263719465512924,-0.059669524243476976,0.012967670411652268
chr12,108661622,108662123,H4K16ac_loss_000183,-0.08342449397160978,-0.03829019689214919,-0.02078395405274903,-0.055762593275653624,-0.060857345431879484,-0.03827327366420133,0.022584071767678154
chr13,41060322,41060823,H4K16ac_loss_000184,0.3412509440679564,0.1721533000313058,0.13354914416809996,-0.026001406833529472,0.2567021220496311,0.05377386866728524,-0.20292825338234588
chr7,139340849,139341350,H4K16ac_loss_000185,0.01667290087231619,0.15893056045124632,-0.20284908186056894,-0.18200510501593886,0.08780173066178125,-0.1924270934382539,-0.28022882410003513
chr12,47752920,47753421,H4K16ac_loss_000186,-0.07108288682893127,-0.04004987703446678,0.14200802645580973,-0.0699459428521628,-0.05556638193169902,0.03603104180182347,0.09159742373352249
chr17,7686922,7687423,H4K16ac_loss_000187,-0.11488281986016237,0.010795447770915107,-0.14469882875621437,-0.08086974338485214,-0.05204368604462363,-0.11278428607053326,-0.06074060002590963
chr7,100866707,100867208,H4K16ac_loss_000188,-0.09910061079339531,0.05257408520180784,0.18773763909370839,-0.25048250495688523,-0.023263262795793736,-0.03137243293158842,-0.008109170135794687
chr17,15463969,15464470,H4K16ac_loss_000189,0.024577230296865434,-0.02712682281302924,-0.09309517605575973,0.06870870203330012,-0.001274796258081903,-0.012193237011229804,-0.010918440753147901
chr5,159263360,159263861,H4K16ac_loss_000190,0.168095253872687,0.06915408001837141,-0.09249423594472413,0.1593963996825104,0.1186246669455292,0.03345108186889314,-0.08517358507663605
chr17,8138688,8139189,H4K16ac_loss_000191,0.21447344159357948,0.16358554888211801,0.010028543145936764,0.3190594598634202,0.18902949523784873,0.1645440015046785,-0.024485493733170244
chr5,139660678,139661179,H4K16ac_loss_000192,-0.005445786162526784,-0.05283148637963477,0.013156214808885328,0.1167546736667613,-0.02913863627108078,0.06495544423782332,0.0940940805089041
chr20,23140789,23141290,H4K16ac_loss_000193,0.11984058446669114,0.12458926849736425,-0.06495931091720235,0.10203955068574574,0.1222149264820277,0.0185401198842717,-0.10367480659775599
chr12,6937496,6937997,H4K16ac_loss_000194,-0.005751204189422453,0.20473022953032732,-0.11789551064996662,-0.25514893383233844,0.09948951267045243,-0.18652222224115253,-0.286011734911605
chr4,98523224,98523725,H4K16ac_loss_000195,-0.051832588460155114,0.02782331062796825,-0.1018097590870724,0.03924529974956712,-0.012004638916093432,-0.031282229668752645,-0.019277590752659213
chr10,97843008,97843509,H4K16ac_loss_000196,0.054590559967918076,0.19873514551922172,0.08535372756585152,0.2118315766128654,0.1266628527435699,0.14859265208935846,0.021929799345788564
chr7,22822720,22823221,H4K16ac_loss_000197,0.1526437118842811,-0.04473264775649754,0.17036668007483263,0.17468185939207048,0.05395553206389178,0.17252426973345156,0.11856873766955978
chr2,8684978,8685479,H4K16ac_loss_000198,0.14895612109980422,0.25135937388503027,0.32682975939290965,0.21364844391892057,0.20015774749241724,0.27023910165591514,0.0700813541634979
chrX,41084667,41085168,H4K16ac_loss_000199,0.21629103109567704,0.32121494669325934,0.19281890229907578,-0.07754981950921808,0.2687529888944682,0.05763454139492885,-0.21111844749953934
chr19,42302310,42302811,H4K16ac_loss_000200,0.21191921772341432,0.17199641421712386,-0.20977452628597051,-0.11105823330697372,0.1919578159702691,-0.1604163797964721,-0.3523741957667412
chr6,27814551,27815052,H4K16ac_loss_000201,0.25803050116455545,0.29949771477552706,0.2558395191134807,0.5208676480604503,0.27876410797004125,0.3883535835869655,0.10958947561692423
chr12,52147123,52147624,H4K16ac_loss_000202,0.24121202561193836,0.1904742261636519,0.5306157150608812,0.016752447907863083,0.21584312588779514,0.2736840814843722,0.05784095559657704
chr2,174248834,174249335,H4K16ac_loss_000203,0.07242260238494047,0.02003369850298007,-0.14622918577370292,0.1589224961569566,0.04622815044396027,0.006346655191626846,-0.03988149525233342
chr11,61871163,61871664,H4K16ac_loss_000204,-0.23239574243803462,0.05110433668701235,-0.11012056887804153,-0.014053387214204746,-0.09064570287551113,-0.06208697804612314,0.02855872482938799
chr2,10302481,10302982,H4K16ac_loss_000205,0.20189423189719696,0.35362516349542167,0.10536546559033994,0.09189793377921372,0.2777596976963093,0.09863169968477684,-0.17912799801153248
chr13,113296787,113297288,H4K16ac_loss_000206,0.31690547969229443,0.3443080674482327,0.2971762613116386,0.16355802007614376,0.3306067735702636,0.2303671406938912,-0.10023963287637239
chr9,130692684,130693185,H4K16ac_loss_000207,0.08824223451857305,-0.0846416815100405,-0.0203614788940418,-0.1611497762599986,0.001800276504266271,-0.0907556275770202,-0.09255590408128647
chr6,24721506,24722007,H4K16ac_loss_000208,-0.007085044744207027,0.06969414635407116,0.014356263204962907,0.12260887724256325,0.031304550804932066,0.06848257022376308,0.03717801941883102
