gene_id,Gene,chr,start,end,strand
ENSG00000163435.17,ELF3,chr1,202007944,202017183,+
ENSG00000078401.9,EDN1,chr6,12287458,12297194,+
ENSG00000136950.15,ARPC5L,chr9,124862108,124877750,+
ENSG00000135924.19,DNAJB2,chr2,219279307,219286900,+
ENSG00000148339.15,SLC25A25,chr9,128068168,128109245,+
ENSG00000288914.1,ENSG00000288914,chr7,105040857,105040956,+
ENSG00000148346.14,LCN2,chr9,128149070,128153454,+
ENSG00000278224.9,PRICKLE4,chr6,41780738,41787452,+
ENSG00000122515.18,ZMIZ2,chr7,44748547,44770112,+
ENSG00000143319.20,ISG20L2,chr1,156720650,156728836,-
ENSG00000105963.17,ADAP1,chr7,896337,955407,-
ENSG00000169972.15,PUSL1,chr1,1308546,1311679,+
ENSG00000258728.2,ENSG00000258728,chr9,34646630,34661886,+
ENSG00000127824.17,TUBA4A,chr2,219249709,219277902,-
ENSG00000106038.14,EVX1,chr7,27242699,27250493,+
ENSG00000164889.17,SLC4A2,chr7,151057209,151076527,+
ENSG00000288654.2,ENSG00000288654,chr3,88058138,88059047,-
ENSG00000172336.7,POP7,chr7,100695901,100708628,+
ENSG00000284465.1,TAF11L7,chr5,17585161,17585758,-
ENSG00000122565.21,CBX3,chr7,26200567,26213607,+
ENSG00000138395.17,CDK15,chr2,201790460,201895550,+
ENSG00000148204.14,CRB2,chr9,123356169,123380324,+
ENSG00000177556.14,ATOX1,chr5,151728918,151772532,-
ENSG00000142634.15,EFHD2,chr1,15409571,15430343,+
ENSG00000221829.13,FANCG,chr9,35073792,35082444,-
ENSG00000178057.17,NDUFAF3,chr3,49020458,49027593,+
ENSG00000248235.6,ENSG00000248235,chr8,22589273,22602084,+
ENSG00000197903.11,H2BC12,chr6,27135927,27146863,-
ENSG00000132436.15,FIGNL1,chr7,50439721,50450406,-
ENSG00000236782.10,ZNF593OS,chr1,26169515,26171832,-
ENSG00000248767.2,FOXL3,chr7,290169,294422,+
ENSG00000144567.13,RETREG2,chr2,219176224,219185917,+
ENSG00000072682.22,P4HA2,chr5,132190093,132295315,-
ENSG00000142910.18,TINAGL1,chr1,31576356,31587691,+
ENSG00000198715.15,GLMP,chr1,156290087,156295699,-
ENSG00000272896.1,ENSG00000272896,chr9,136791378,136800595,+
ENSG00000178096.11,BOLA1,chr1,149886405,149900798,+
ENSG00000144355.16,DLX1,chr2,172084468,172089677,+
ENSG00000160678.14,S100A1,chr1,153608922,153632044,+
ENSG00000221986.9,MYBPHL,chr1,109292362,109307213,-
ENSG00000171169.10,NAIF1,chr9,128061232,128068206,-
ENSG00000142327.15,RNPEPL1,chr2,240565803,240581372,+
ENSG00000213930.14,GALT,chr9,34637366,34651754,+
ENSG00000170498.12,KISS1,chr1,204190336,204196638,-
ENSG00000185920.19,PTCH1,chr9,95442979,95517057,-
ENSG00000146232.19,NFKBIE,chr6,44258165,44265788,-
ENSG00000138074.17,SLC5A6,chr2,27199586,27212958,-
ENSG00000163545.12,NUAK2,chr1,205302058,205321781,-
ENSG00000162775.18,RBM15,chr1,110338505,110346681,+
ENSG00000174748.24,RPL15,chr3,23916590,23924374,+
ENSG00000124575.7,H1-3,chr6,26234211,26234987,-
ENSG00000284691.3,ENSG00000284691,chr7,150400701,150412470,+
ENSG00000164096.15,ARLN,chr4,119296418,119304445,-
ENSG00000120913.26,PDLIM2,chr8,22578057,22598025,+
ENSG00000184160.8,ADRA2C,chr4,3766347,3768526,+
ENSG00000188163.8,CIMIP2A,chr9,137243583,137247770,-
ENSG00000114738.13,MAPKAPK3,chr3,50611486,50651017,+
ENSG00000176058.15,TPRN,chr9,137191616,137204193,-
ENSG00000142765.20,SYTL1,chr1,27342008,27353937,+
ENSG00000131183.13,SLC34A1,chr5,177379234,177398848,+
ENSG00000106178.9,CCL24,chr7,75810824,75823943,-
ENSG00000198113.5,TOR4A,chr9,137274853,137282641,+
ENSG00000164920.12,OSR2,chr8,98940115,98952336,+
ENSG00000167136.9,ENDOG,chr9,128818450,128822683,+
ENSG00000186193.11,SAPCD2,chr9,137062126,137070593,-
ENSG00000284439.1,TAF11L3,chr5,17518366,17518963,+
ENSG00000113758.16,DBN1,chr5,177456224,177474401,-
ENSG00000163516.16,ANKZF1,chr2,219229768,219236679,+
ENSG00000120738.9,EGR1,chr5,138465189,138471204,+
ENSG00000136830.14,NIBAN2,chr9,127505338,127579049,-
ENSG00000251246.1,EFNA4-EFNA3,chr1,155063747,155086807,+
ENSG00000240230.7,COX19,chr7,964851,975549,-
ENSG00000129055.15,ANAPC13,chr3,134476250,134486716,-
ENSG00000129071.12,MBD4,chr3,129430281,129440543,-
ENSG00000127920.7,GNG11,chr7,93921442,93928610,+
ENSG00000159214.15,CCDC24,chr1,43991351,43996529,+
ENSG00000143333.9,RGS16,chr1,182598622,182604394,-
ENSG00000196981.5,WDR5B,chr3,122411845,122416464,-
ENSG00000115718.20,PROC,chr2,127415932,127429762,+
ENSG00000115234.13,SNX17,chr2,27370495,27377535,+
ENSG00000146063.22,TRIM41,chr5,181222498,181235808,+
ENSG00000144655.17,CSRNP1,chr3,39141853,39154852,-
ENSG00000160345.15,PIERCE1,chr9,135494520,135501756,-
ENSG00000289690.1,ENSG00000289690,chr7,100397576,100434107,+
ENSG00000310608.1,ENSG00000310608,chr7,898777,975549,-
ENSG00000179674.4,ARL14,chr3,160677159,160678448,+
ENSG00000115318.14,LOXL3,chr2,74531715,74555718,-
ENSG00000180592.17,SKIDA1,chr10,21513474,21526368,-
ENSG00000114503.12,NCBP2,chr3,196935401,196942594,-
ENSG00000178209.19,PLEC,chr8,143915151,143977039,-
ENSG00000205108.7,SPATA31F1,chr9,34719195,34729538,-
ENSG00000164296.9,TIGD6,chr5,149992251,150001160,-
ENSG00000196659.10,IFT70B,chr2,177548997,177552796,-
ENSG00000114779.22,ABHD14B,chr3,51968509,51983409,-
ENSG00000106089.14,STX1A,chr7,73699204,73719706,-
ENSG00000164855.18,TMEM184A,chr7,1542234,1560821,-
ENSG00000164078.17,MST1R,chr3,49886901,49906130,-
ENSG00000066322.17,ELOVL1,chr1,43363140,43368075,-
ENSG00000134262.17,AP4B1,chr1,113894193,113905722,-
ENSG00000267368.3,UPK3BL1,chr7,102637023,102642980,-
ENSG00000136826.17,KLF4,chr9,107484453,107490482,-
ENSG00000171159.6,BBLN,chr9,128160218,128163928,+
ENSG00000116096.9,SPR,chr2,72887373,72892158,+
ENSG00000115486.15,GGCX,chr2,85544719,85561838,-
ENSG00000169756.19,LIMS1,chr2,108533670,108687347,+
ENSG00000221838.14,AP4M1,chr7,100100840,100110345,+
ENSG00000185129.8,PURA,chr5,140107776,140125619,+
ENSG00000143224.20,PPOX,chr1,161165836,161178576,+
ENSG00000197375.16,SLC22A5,chr5,132369492,132395615,+
ENSG00000170385.11,SLC30A1,chr1,211571567,211579218,-
ENSG00000196420.10,S100A5,chr1,153537146,153543074,-
ENSG00000115875.21,SRSF7,chr2,38743598,38751498,-
ENSG00000189171.18,S100A13,chr1,153618611,153634442,-
ENSG00000120708.18,TGFBI,chr5,136028853,136103902,+
ENSG00000137070.21,IL11RA,chr9,34651581,34661902,+
ENSG00000143842.17,SOX13,chr1,204073105,204127744,+
ENSG00000275379.2,H3C11,chr6,27871844,27872346,-
ENSG00000165283.18,STOML2,chr9,35099468,35103195,-
ENSG00000005238.22,ATOSB,chr9,35104111,35116357,-
ENSG00000018280.20,SLC11A1,chr2,218382005,218396906,+
ENSG00000021355.15,SERPINB1,chr6,2832331,2842035,-
ENSG00000285641.1,ENSG00000285641,chr1,153975849,153986246,-
ENSG00000221886.6,FAM200C,chr5,160392276,160400091,-
ENSG00000156976.19,EIF4A2,chr3,186783204,186789901,+
ENSG00000122678.19,POLM,chr7,44070914,44082985,-
ENSG00000165644.13,COMTD1,chr10,75230308,75236088,-
ENSG00000286053.3,ASDURF,chr2,189661384,189666437,+
ENSG00000143774.20,GUK1,chr1,228139961,228148984,+
ENSG00000145191.17,EIF2B5,chr3,184134985,184146127,+
ENSG00000168758.13,SEMA4C,chr2,96859717,96873840,-
ENSG00000163501.8,IHH,chr2,219054423,219061064,-
ENSG00000131495.10,NDUFA2,chr5,140638739,140647823,-
ENSG00000221869.6,CEBPD,chr8,47735633,47738164,-
ENSG00000087077.16,TRIP6,chr7,100867125,100873524,+
ENSG00000002745.14,WNT16,chr7,121325366,121341252,+
ENSG00000254402.8,LRRC24,chr8,144522384,144527608,-
ENSG00000128709.14,HOXD9,chr2,176121228,176127570,+
ENSG00000147535.19,PLPP5,chr8,38263094,38269519,-
ENSG00000292277.1,ENSG00000292277,chr7,100205356,100221488,+
ENSG00000145901.20,TNIP1,chr5,151029934,151093577,-
ENSG00000112658.10,SRF,chr6,43170909,43181506,+
ENSG00000114993.18,RTKN,chr2,74424130,74442422,-
ENSG00000260596.6,DUX4,chr4,190173773,190196133,+
ENSG00000186222.5,BLOC1S4,chr4,6716173,6717664,+
ENSG00000060642.14,PIGV,chr1,26787053,26800659,+
ENSG00000106404.15,CLDN15,chr7,101232091,101238820,-
ENSG00000118655.10,DCLRE1B,chr1,113904402,113914140,+
ENSG00000143321.19,HDGF,chr1,156742108,156766925,-
ENSG00000163882.12,POLR2H,chr3,184360855,184368596,+
ENSG00000107317.15,PTGDS,chr9,136975052,136981750,+
ENSG00000248487.12,ABHD14A,chr3,51971425,51982398,+
ENSG00000135956.13,TMEM127,chr2,96248499,96266082,-
ENSG00000119383.23,PTPA,chr9,129110549,129148946,+
ENSG00000196290.19,NIF3L1,chr2,200888991,200905579,+
ENSG00000289565.1,ENSG00000289565,chr1,145917713,145926741,-
ENSG00000179902.15,CFAP276,chr1,109105950,109113857,-
ENSG00000284981.3,UPK3BL2,chr7,102537918,102543759,-
ENSG00000158710.17,TAGLN2,chr1,159918105,159925546,-
ENSG00000117399.16,CDC20,chr1,43358906,43363212,+
ENSG00000180198.19,RCC1,chr1,28505931,28539300,+
ENSG00000163584.20,RPL22L1,chr3,170864874,170870475,-
ENSG00000213420.10,GPC2,chr7,100169601,100177389,-
ENSG00000130762.17,ARHGEF16,chr1,3454549,3485968,+
ENSG00000186364.14,NUDT17,chr1,145845602,145848954,+
ENSG00000177383.6,MAGEF1,chr3,184708748,184712073,-
ENSG00000179388.9,EGR3,chr8,22687658,22693480,-
ENSG00000284308.3,C2orf81,chr2,74414175,74421655,-
ENSG00000135960.12,EDAR,chr2,108894470,108989372,-
ENSG00000132781.24,MUTYH,chr1,45329162,45340893,-
ENSG00000243477.8,NAA80,chr3,50296401,50299437,-
ENSG00000168528.14,SERINC2,chr1,31409564,31434680,+
ENSG00000165879.9,FRAT1,chr10,97319270,97321915,+
ENSG00000164976.11,MYORG,chr9,34366622,34377150,-
ENSG00000114353.19,GNAI2,chr3,50226291,50259362,+
ENSG00000148677.9,ANKRD1,chr10,90912091,90921277,-
ENSG00000069011.17,PITX1,chr5,135027733,135034813,-
ENSG00000042493.18,CAPG,chr2,85388143,85422017,-
ENSG00000114019.17,AMOTL2,chr3,134355346,134375479,-
ENSG00000115657.16,ABCB6,chr2,219209764,219219012,-
ENSG00000135926.17,TMBIM1,chr2,218274192,218292589,-
ENSG00000176092.18,CRYBG2,chr1,26321697,26360080,-
ENSG00000293562.1,ENSG00000293562,chr1,174022121,174022298,-
ENSG00000170122.6,FOXD4,chr9,116230,118417,-
ENSG00000146910.14,CNPY1,chr7,155474205,155555450,-
ENSG00000183615.8,FAM167B,chr1,32247214,32248856,+
ENSG00000232434.4,AJM1,chr9,136842477,136848801,+
ENSG00000128590.7,DNAJB9,chr7,108569779,108574850,+
ENSG00000133069.19,TMCC2,chr1,205227911,205285632,+
ENSG00000130429.18,ARPC1B,chr7,99374225,99398124,+
ENSG00000205307.13,SAP25,chr7,100572227,100573916,-
ENSG00000268279.4,ENSG00000268279,chr3,14135216,14148252,+
ENSG00000117362.15,APH1A,chr1,150265041,150269580,-
ENSG00000244623.2,OR2AE1,chr7,99876061,99877033,-
ENSG00000197343.13,ZNF655,chr7,99558388,99578948,+
ENSG00000006625.20,GGCT,chr7,30496615,30504866,-
ENSG00000132773.14,TOE1,chr1,45339937,45345623,+
ENSG00000142676.16,RPL11,chr1,23691684,23698426,+
ENSG00000160087.23,UBE2J2,chr1,1253906,1274477,-
ENSG00000164849.12,GPR146,chr7,1044536,1059275,+
ENSG00000009950.18,MLXIPL,chr7,73593193,73624575,-
ENSG00000163344.8,PMVK,chr1,154924731,154937008,-
ENSG00000096384.22,HSP90AB1,chr6,44237394,44253888,+
ENSG00000143933.22,CALM2,chr2,47160083,47176921,-
ENSG00000184897.7,H1-10,chr3,129314770,129316286,-
ENSG00000074800.18,ENO1,chr1,8854042,8879308,-
ENSG00000169894.20,MUC3A,chr7,100949413,100968348,+
ENSG00000186889.12,TMEM17,chr2,62500217,62511894,-
ENSG00000030110.16,BAK1,chr6,33568790,33580305,-
ENSG00000213213.15,CCDC183,chr9,136796337,136807741,+
ENSG00000178988.13,MRFAP1L1,chr4,6702280,6709923,-
ENSG00000197859.13,ADAMTSL2,chr9,133532163,133575522,+
ENSG00000006704.13,GTF2IRD1,chr7,74452462,74602619,+
ENSG00000289360.1,ENSG00000289360,chr7,105040847,105040925,+
ENSG00000158850.17,B4GALT3,chr1,161171303,161178652,-
ENSG00000136270.16,TBRG4,chr7,45097496,45112048,-
ENSG00000272104.1,ENSG00000272104,chr3,50350891,50367923,+
ENSG00000131584.21,ACAP3,chr1,1292375,1309609,-
ENSG00000288658.2,RNF228,chr2,222314147,222320155,-
ENSG00000171806.14,METTL18,chr1,169791740,169794991,-
ENSG00000162755.16,KLHDC9,chr1,161098342,161100346,+
ENSG00000214160.12,ALG3,chr3,184242300,184249571,-
ENSG00000159388.7,BTG2,chr1,203305490,203311424,+
ENSG00000116903.7,EXOC8,chr1,231332752,231337852,-
ENSG00000136877.18,FPGS,chr9,127794596,127815065,+
ENSG00000196456.15,ZNF775,chr7,150368789,150398634,+
ENSG00000204923.6,FBXO48,chr2,68459421,68467317,-
ENSG00000237330.3,RNF223,chr1,1070966,1074306,-
ENSG00000189043.12,COXFA4,chr7,10931117,10940531,-
ENSG00000241468.10,ATP5MF,chr7,99448474,99466201,-
ENSG00000146828.20,SLC12A9,chr7,100826819,100867017,+
ENSG00000157259.9,GATAD1,chr7,92447447,92460075,+
ENSG00000005981.15,ASB4,chr7,95478443,95540233,+
ENSG00000078808.22,SDF4,chr1,1216886,1240964,-
ENSG00000178809.13,TRIM73,chr7,75395062,75410996,+
ENSG00000143390.20,RFX5,chr1,151340639,151347339,-
ENSG00000165119.25,HNRNPK,chr9,83966673,83981586,-
ENSG00000188747.11,NOXA1,chr9,137422751,137434451,+
ENSG00000196187.14,TMEM63A,chr1,225845531,225884122,-
ENSG00000182899.19,RPL35A,chr3,197949956,197956610,+
ENSG00000163795.16,ZNF513,chr2,27377234,27380790,-
ENSG00000185681.15,MORN5,chr9,122159902,122200088,+
ENSG00000115596.5,WNT6,chr2,218859794,218874233,+
ENSG00000118640.13,VAMP8,chr2,85561561,85582032,+
ENSG00000004838.16,ZMYND10,chr3,50341109,50345746,-
ENSG00000164647.11,STEAP1,chr7,90154179,90164829,+
ENSG00000182613.3,OR2V2,chr5,181147585,181159285,+
ENSG00000177733.8,HNRNPA0,chr5,137745650,137754363,-
ENSG00000188529.17,SRSF10,chr1,23962473,23980927,-
ENSG00000162413.18,KLHL21,chr1,6590723,6614607,-
ENSG00000152292.19,SH2D6,chr2,85418713,85437029,+
ENSG00000107404.23,DVL1,chr1,1335274,1349962,-
ENSG00000232112.5,TMA7,chr3,48440212,48444218,+
ENSG00000081059.22,TCF7,chr5,134114644,134151865,+
ENSG00000164587.15,RPS14,chr5,150429755,150449952,-
ENSG00000179632.13,MAF1,chr8,144103111,144107618,+
ENSG00000142686.9,C1orf216,chr1,35713874,35718894,-
ENSG00000115758.16,ODC1,chr2,10435416,10450116,-
ENSG00000158773.16,USF1,chr1,161039248,161045982,-
ENSG00000279073.3,ENSG00000279073,chr9,137031240,137040436,-
ENSG00000171617.18,ENC1,chr5,74627405,74641424,-
ENSG00000123080.14,CDKN2C,chr1,50960744,50975654,+
ENSG00000232237.5,ASCL5,chr1,201113942,201127184,-
ENSG00000173531.17,MST1,chr3,49683921,49689501,-
ENSG00000115211.19,EIF2B4,chr2,27363419,27370466,-
ENSG00000113916.19,BCL6,chr3,187721376,187745725,-
ENSG00000172478.20,MAB21L4,chr2,240886047,240896894,-
ENSG00000164615.8,CAMLG,chr5,134737607,134752705,+
ENSG00000056558.13,TRAF1,chr9,120902392,120931875,-
ENSG00000224051.9,CPTP,chr1,1324755,1328897,+
ENSG00000160959.10,LRRC14,chr8,144517956,144526244,+
ENSG00000145911.9,N4BP3,chr5,178113166,178127034,+
ENSG00000068724.20,TTC7A,chr2,46915868,47076137,+
ENSG00000154518.12,ATP5MC3,chr2,175172967,175181764,-
ENSG00000106436.8,MYL10,chr7,101613329,101629296,-
ENSG00000136295.18,TTYH3,chr7,2631897,2664816,+
ENSG00000146007.13,ZMAT2,chr5,140698679,140707729,+
ENSG00000179562.4,GCC1,chr7,127579050,127593611,-
ENSG00000061938.22,TNK2,chr3,195863363,195911945,-
ENSG00000177606.9,JUN,chr1,58776844,58784048,-
ENSG00000127837.12,AAMP,chr2,218264124,218270889,-
ENSG00000106852.17,LHX6,chr9,122202576,122229626,-
ENSG00000181577.17,LINC03040,chr6,44000579,44007830,+
ENSG00000112855.19,HARS2,chr5,140691421,140699315,+
ENSG00000160404.20,TOR2A,chr9,127731515,127735355,-
ENSG00000164778.5,EN2,chr7,155457554,155464831,+
ENSG00000114902.16,SPCS1,chr3,52704954,52711148,+
ENSG00000035141.12,FAM136A,chr2,70295974,70302086,-
ENSG00000156097.13,GPR61,chr1,109539871,109548406,+
ENSG00000123999.6,INHA,chr2,219569161,219575711,+
ENSG00000130713.19,EXOSC2,chr9,130693720,130707608,+
ENSG00000253276.5,CCDC71L,chr7,106654359,106661158,-
ENSG00000106479.12,ZNF862,chr7,149838374,149867479,+
ENSG00000156508.22,EEF1A1,chr6,73489307,73525587,-
ENSG00000174945.16,AMZ1,chr7,2679275,2775500,+
ENSG00000138073.16,PREB,chr2,27129152,27134689,-
ENSG00000145920.17,CPLX2,chr5,175796305,175884022,+
ENSG00000243147.10,MRPL33,chr2,27771682,27781484,+
ENSG00000221944.9,TIGD1,chr2,232543882,232550557,-
ENSG00000119888.13,EPCAM,chr2,47345157,47387601,+
ENSG00000168890.16,TMEM150A,chr2,85598546,85603201,-
ENSG00000221909.5,FAM200A,chr7,99546203,99559392,-
ENSG00000198914.5,POU3F3,chr2,104853286,104858574,+
ENSG00000126709.17,IFI6,chr1,27666063,27672212,-
ENSG00000113108.22,APBB3,chr5,140558267,140564781,-
ENSG00000265241.10,RBM8A,chr1,145920934,145928067,-
ENSG00000158406.6,H4C8,chr6,26277608,26285638,-
ENSG00000144182.19,LIPT1,chr2,99154954,99163199,+
ENSG00000132432.16,SEC61G,chr7,54752135,54759974,-
ENSG00000124602.11,UNC5CL,chr6,41026894,41039221,-
ENSG00000188010.18,MORN2,chr2,38875968,38882709,+
ENSG00000286143.1,ENSG00000286143,chr2,219491866,219498244,+
ENSG00000078487.20,ZCWPW1,chr7,100400825,100428992,-
ENSG00000112984.14,KIF20A,chr5,138178714,138188171,+
ENSG00000127191.21,TRAF2,chr9,136881902,136929221,+
ENSG00000156453.15,PCDH1,chr5,141853089,141879246,-
ENSG00000164877.21,MICALL2,chr7,1428464,1459539,-
ENSG00000163041.15,H3-3A,chr1,226061570,226073207,+
ENSG00000160752.17,FDPS,chr1,155304785,155320666,+
ENSG00000164105.6,SAP30,chr4,173369968,173380480,+
ENSG00000181773.9,GPR3,chr1,27392613,27395814,+
ENSG00000143315.8,PIGM,chr1,160024952,160031990,-
ENSG00000148719.18,DNAJB12,chr10,72332829,72355167,-
ENSG00000269897.5,COMMD3-BMI1,chr10,22316387,22329542,+
ENSG00000181904.11,C5orf24,chr5,134845679,134859735,+
ENSG00000163472.21,TMEM79,chr1,156282927,156293185,+
ENSG00000011009.14,LYPLA2,chr1,23791109,23795545,+
ENSG00000136244.14,IL6,chr7,22725883,22732002,+
ENSG00000115275.16,MOGS,chr2,74461056,74465415,-
ENSG00000160781.19,PAQR6,chr1,156243317,156248647,-
ENSG00000168906.15,MAT2A,chr2,85539162,85545281,+
ENSG00000124508.19,BTN2A2,chr6,26383090,26394880,+
ENSG00000173349.6,SFT2D3,chr2,127701496,127705242,+
ENSG00000122140.15,MRPS2,chr9,135499969,135504676,+
ENSG00000163083.7,INHBB,chr2,120344813,120351803,+
ENSG00000214194.11,SMIM30,chr7,113115910,113118582,-
ENSG00000107018.8,RLN1,chr9,5334929,5339876,-
ENSG00000164951.17,PDP1,chr8,93857787,93926068,+
ENSG00000148334.18,PTGES2,chr9,128120692,128128462,-
ENSG00000127399.16,LRRC61,chr7,150323262,150338156,+
ENSG00000178035.15,IMPDH2,chr3,49024314,49029452,-
ENSG00000187024.17,PTRH1,chr9,127690101,127724885,-
ENSG00000107014.10,RLN2,chr9,5298697,5304716,-
ENSG00000178252.21,WDR6,chr3,49007061,49015953,+
ENSG00000146731.13,CCT6A,chr7,56051684,56063992,+
ENSG00000026025.18,VIM,chr10,17228240,17237595,+
ENSG00000148120.21,AOPEP,chr9,94726603,95151793,+
ENSG00000087087.22,SRRT,chr7,100875064,100888664,+
ENSG00000116922.17,AIRIM,chr1,37681569,37692296,-
ENSG00000112110.12,MRPL18,chr6,159789811,159799027,+
ENSG00000165689.19,ENTR1,chr9,136401921,136410621,-
ENSG00000144021.5,CIAO1,chr2,96266158,96274173,+
ENSG00000198556.16,ZNF789,chr7,99472793,99503650,+
ENSG00000008324.14,SS18L2,chr3,42581839,42596985,+
ENSG00000171135.17,JAGN1,chr3,9890568,9894349,+
ENSG00000162676.15,GFI1,chr1,92472359,92486925,-
ENSG00000187796.18,CARD9,chr9,136363955,136373683,-
ENSG00000163701.21,IL17RE,chr3,9902611,9916402,+
ENSG00000214654.10,B3GALT9,chr9,120792402,120801787,+
ENSG00000159650.11,UROC1,chr3,126481164,126517778,-
ENSG00000119862.15,LGALSL,chr2,64453447,64461382,+
ENSG00000148218.18,ALAD,chr9,113386303,113401356,-
ENSG00000204001.12,LCN8,chr9,136754385,136758543,-
ENSG00000176919.15,C8G,chr9,136942531,136946980,+
ENSG00000284820.1,ENSG00000284820,chr2,219209771,219222738,-
ENSG00000310604.1,ENSG00000310604,chr2,69829738,69829798,+
ENSG00000188290.13,HES4,chr1,998961,1000825,-
ENSG00000235007.3,ENSG00000235007,chr9,129139412,129260575,+
ENSG00000242485.8,MRPL20,chr1,1401906,1407306,-
ENSG00000163132.8,MSX1,chr4,4859664,4863936,+
ENSG00000164520.13,RAET1E,chr6,149882981,149898118,-
ENSG00000168237.20,GLYCTK,chr3,52286944,52295273,+
ENSG00000007866.23,TEAD3,chr6,35473596,35497868,-
ENSG00000288614.1,ENSG00000288614,chr6,53041265,53041385,-
ENSG00000106665.18,CLIP2,chr7,74289406,74405943,+
ENSG00000168765.21,GSTM4,chr1,109656068,109665800,+
ENSG00000177144.8,NUDT4B,chr1,148748773,148752415,+
ENSG00000106384.14,MOGAT3,chr7,101195006,101201088,-
ENSG00000188542.11,DUSP28,chr2,240560053,240565256,+
ENSG00000156804.9,FBXO32,chr8,123497888,123541273,-
ENSG00000112559.17,MDFI,chr6,41636839,41654250,+
ENSG00000162522.13,NHSL3,chr1,32741695,32774970,+
ENSG00000128581.18,IFT22,chr7,101310913,101321831,-
ENSG00000185614.9,INKA1,chr3,49803227,49805237,+
ENSG00000159069.16,FBXW5,chr9,136938430,136950122,-
ENSG00000178395.7,CCDC185,chr1,223393414,223395465,+
ENSG00000165046.15,LETM2,chr8,38386203,38409527,+
ENSG00000137094.17,DNAJB5,chr9,34989640,34999403,+
ENSG00000197451.14,HNRNPAB,chr5,178204478,178216389,+
ENSG00000166924.11,NYAP1,chr7,100483604,100494802,+
ENSG00000144136.13,SLC20A1,chr2,112645852,112664727,+
ENSG00000138030.16,KHK,chr2,27086722,27100777,+
ENSG00000154783.14,FGD5,chr3,14810504,14934571,+
ENSG00000142959.8,BEST4,chr1,44781835,44791550,-
ENSG00000135902.12,CHRND,chr2,232525992,232536667,+
ENSG00000106638.20,TBL2,chr7,73567536,73578791,-
ENSG00000161016.20,RPL8,chr8,144789764,144793502,-
ENSG00000158715.8,SLC45A3,chr1,205657850,205680990,-
ENSG00000213927.4,CCL27,chr9,34661879,34664048,-
ENSG00000273269.3,ENSG00000273269,chr2,47065940,47176511,-
ENSG00000198925.14,ATG9A,chr2,219219379,219230383,-
ENSG00000143545.12,RAB13,chr1,153981616,153986382,-
ENSG00000106355.12,LSM5,chr7,32474305,32495283,-
ENSG00000255054.3,ENSG00000255054,chr1,25811469,25823744,+
ENSG00000188112.10,C6orf132,chr6,42092232,42142620,-
ENSG00000117632.25,STMN1,chr1,25884180,25908470,-
ENSG00000164284.17,GRPEL2,chr5,149344994,149356029,+
ENSG00000175416.18,CLTB,chr5,176392461,176416585,-
ENSG00000158825.8,CDA,chr1,20588897,20618913,+
ENSG00000120129.8,DUSP1,chr5,172766991,172771198,-
ENSG00000171314.11,PGAM1,chr10,97426104,97433444,+
ENSG00000256235.5,SMIM3,chr5,150777882,150796736,+
ENSG00000114251.16,WNT5A,chr3,55465714,55490539,-
ENSG00000013441.19,CLK1,chr2,200853008,200864728,-
ENSG00000146674.18,IGFBP3,chr7,45912244,45921874,-
ENSG00000214706.14,IFRD2,chr3,50286002,50292918,-
ENSG00000146223.18,RPL7L1,chr6,42879601,42889925,+
ENSG00000198467.18,TPM2,chr9,35681991,35691116,-
ENSG00000119333.14,DYNC2I2,chr9,128633645,128656847,-
ENSG00000124733.6,MEA1,chr6,43011142,43016868,-
ENSG00000136197.16,C7orf25,chr7,42883177,42912518,-
ENSG00000137040.11,RANBP6,chr9,6011024,6015639,-
ENSG00000113119.15,TMCO6,chr5,140639395,140647730,+
ENSG00000013392.10,RWDD2A,chr6,83193336,83198950,+
ENSG00000187922.16,LCN10,chr9,136738166,136743356,-
ENSG00000284188.3,C1orf202,chr1,244729700,244731015,-
ENSG00000164088.20,PPM1M,chr3,52245740,52250616,+
ENSG00000028137.21,TNFRSF1B,chr1,12166969,12209228,+
ENSG00000169223.18,LMAN2,chr5,177315804,177351840,-
ENSG00000197043.17,ANXA6,chr5,151100705,151157979,-
ENSG00000144381.20,HSPD1,chr2,197485927,197516737,-
ENSG00000135047.18,CTSL,chr9,87724050,87731469,+
ENSG00000270249.2,ENSG00000270249,chr7,102541500,102592444,-
ENSG00000114942.17,EEF1B2,chr2,206159574,206164806,+
ENSG00000114786.16,ABHD14A-ACY1,chr3,51974705,51989183,+
ENSG00000159348.15,CYB5R1,chr1,202961117,202967287,-
ENSG00000162746.16,FCRLB,chr1,161721543,161731801,+
ENSG00000131669.12,NINJ1,chr9,93121494,93134612,-
ENSG00000000938.15,FGR,chr1,27611387,27635565,-
ENSG00000115282.23,TTC31,chr2,74482616,74496915,+
ENSG00000186891.15,TNFRSF18,chr1,1203507,1206814,-
ENSG00000273045.9,C2orf15,chr2,99141234,99154585,+
ENSG00000137098.16,SPAG8,chr9,35808044,35812272,-
ENSG00000072135.15,PTPN18,chr2,130356025,130375409,+
ENSG00000198576.4,ARC,chr8,142611048,142614479,-
ENSG00000130305.19,NSUN5,chr7,73302515,73308867,-
ENSG00000163803.14,PLB1,chr2,28457144,28645904,+
ENSG00000235169.13,SMIM1,chr1,3772647,3782178,+
ENSG00000213190.6,MLLT11,chr1,151054176,151069544,+
ENSG00000107719.12,PALD1,chr10,70477657,70668754,+
ENSG00000280670.5,CCDC163,chr1,45493862,45500163,-
