gene_id,Gene,chr,tss
ENSG00000169155.12,ZBTB43,chr9,126804987
ENSG00000164304.16,CAGE1,chr6,7389741
ENSG00000162613.20,FUBP1,chr1,77979526
ENSG00000119326.17,CTNNAL1,chr9,109013644
ENSG00000153561.15,RMND5A,chr2,86720052
ENSG00000135837.20,CEP350,chr1,179954673
ENSG00000176087.18,SLC35A4,chr5,140564439
ENSG00000293600.3,ENSG00000293600,chr5,140564439
ENSG00000107185.12,RGP1,chr9,35748612
ENSG00000112308.16,C6orf62,chr6,24720899
ENSG00000274641.2,H2BC17,chr6,27893424
ENSG00000137960.8,GIPC2,chr1,77979541
ENSG00000124784.11,RIOK1,chr6,7389461
ENSG00000148484.20,RSU1,chr10,16817602
ENSG00000163082.12,SGPP2,chr2,222423981
ENSG00000163516.16,ANKZF1,chr2,219229768
ENSG00000283321.1,ENSG00000283321,chr7,17299294
ENSG00000011566.17,MAP4K3,chr2,39437353
ENSG00000107897.22,ACBD5,chr10,27243045
ENSG00000168785.10,TSPAN5,chr4,98658712
ENSG00000169908.14,TM4SF1,chr3,149377728
ENSG00000130695.18,CEP85,chr1,26233668
ENSG00000152669.10,CCNO,chr5,55233648
ENSG00000135269.20,TES,chr7,116210492
ENSG00000169228.16,RAB24,chr5,177303765
ENSG00000283782.2,ENSG00000283782,chr5,132410831
ENSG00000057657.19,PRDM1,chr6,105993462
ENSG00000136536.17,MARCHF7,chr2,159712000
ENSG00000138764.17,CCNG2,chr4,77156952
ENSG00000240682.12,ISY1,chr3,129161348
ENSG00000064999.18,ANKS1A,chr6,34889242
ENSG00000137601.20,NEK1,chr4,169612645
ENSG00000163961.5,RNF168,chr3,196503823
ENSG00000128595.19,CALU,chr7,128739291
ENSG00000078618.25,NRDC,chr1,51878810
ENSG00000125703.17,ATG4C,chr1,62783820
ENSG00000185499.17,MUC1,chr1,155192915
ENSG00000165244.8,ZNF367,chr9,96418469
ENSG00000244115.1,DNAJC25-GNG10,chr9,111631385
ENSG00000059769.22,DNAJC25,chr9,111631316
ENSG00000152104.13,PTPN14,chr1,214552448
ENSG00000178295.17,GEN1,chr2,17753277
ENSG00000144355.16,DLX1,chr2,172084468
ENSG00000125633.13,CCDC93,chr2,118014191
ENSG00000059377.21,TBXAS1,chr7,139777050
ENSG00000127837.12,AAMP,chr2,218270888
ENSG00000143190.25,POU2F1,chr1,167220854
ENSG00000143850.19,PLEKHA6,chr1,204378390
ENSG00000136271.13,DDX56,chr7,44575387
ENSG00000114857.21,NKTR,chr3,42600470
ENSG00000119899.15,SLC17A5,chr6,73654105
ENSG00000143315.8,PIGM,chr1,160031989
ENSG00000076201.18,PTPN23,chr3,47381010
ENSG00000108091.13,CCDC6,chr10,59907038
ENSG00000029639.13,TFB1M,chr6,155314518
ENSG00000003147.21,ICA1,chr7,8262692
ENSG00000117461.17,PIK3R3,chr1,46133345
ENSG00000164898.14,FMC1,chr7,139339456
ENSG00000169756.19,LIMS1,chr2,108533670
ENSG00000198625.17,MDM4,chr1,204516368
ENSG00000197385.8,ZNF860,chr3,31981721
ENSG00000196363.12,WDR5,chr9,134134345
ENSG00000132842.18,AP3B1,chr5,78294761
ENSG00000058085.17,LAMC2,chr1,183186056
ENSG00000187609.18,EXD3,chr9,137423910
ENSG00000135241.19,PNPLA8,chr7,108569749
ENSG00000177683.15,THAP5,chr7,108569749
ENSG00000095596.13,CYP26A1,chr10,93073474
ENSG00000143633.15,FSAF1,chr1,231241186
ENSG00000117533.17,VAMP4,chr1,171743205
ENSG00000128590.7,DNAJB9,chr7,108569779
ENSG00000271601.6,LIX1L,chr1,145958054
ENSG00000145349.22,CAMK2D,chr4,113762571
ENSG00000203666.15,DRC8,chr1,244969670
ENSG00000164611.15,PTTG1,chr5,160421800
ENSG00000116906.15,GNPAT,chr1,231241183
ENSG00000186352.10,ANKRD37,chr4,185395963
ENSG00000185130.7,H2BC13,chr6,27807935
ENSG00000198142.5,SOWAHC,chr2,109614363
ENSG00000261796.1,ISY1-RAB43,chr3,129161035
ENSG00000164815.13,ORC5,chr7,104208046
ENSG00000164609.12,SLU7,chr5,160421710
ENSG00000163960.15,UBXN7,chr3,196432475
ENSG00000115419.16,GLS,chr2,190880321
ENSG00000115652.17,UXS1,chr2,106194370
ENSG00000138767.16,CNOT6L,chr4,77819614
ENSG00000106261.19,ZKSCAN1,chr7,100015569
ENSG00000115718.20,PROC,chr2,127415932
ENSG00000112893.12,MAN2A1,chr5,109689366
ENSG00000177646.22,ACAD9,chr3,128879493
ENSG00000168288.15,MMADHC,chr2,149587811
ENSG00000162607.15,USP1,chr1,62436040
ENSG00000272325.4,NUDT3,chr6,34392831
ENSG00000173473.13,SMARCC1,chr3,47782105
ENSG00000034693.17,PEX3,chr6,143450777
ENSG00000164171.13,ITGA2,chr5,52989081
ENSG00000164300.20,SERINC5,chr5,80256087
ENSG00000128578.12,STRIP2,chr7,129434391
ENSG00000125611.17,CHCHD5,chr2,112584239
ENSG00000097007.22,ABL1,chr9,130713042
ENSG00000060971.21,ACAA1,chr3,38137646
ENSG00000169230.12,PRELID1,chr5,177303786
ENSG00000124574.18,ABCC10,chr6,43427365
ENSG00000058729.13,RIOK2,chr5,97183296
ENSG00000048392.15,RRM2B,chr8,102239381
ENSG00000093183.16,SEC22C,chr3,42601299
ENSG00000091409.19,ITGA6,chr2,172234215
ENSG00000204923.6,FBXO48,chr2,68467316
ENSG00000156110.17,ADK,chr10,74151184
ENSG00000121851.15,POLR3GL,chr1,145957025
ENSG00000188177.17,ZC3H6,chr2,112275564
ENSG00000156427.10,FGF18,chr5,171419636
ENSG00000117385.18,P3H1,chr1,42767083
ENSG00000114786.16,ABHD14A-ACY1,chr3,51974705
ENSG00000120875.10,DUSP4,chr8,29350727
ENSG00000278588.2,H2BC10,chr6,26272930
ENSG00000165661.19,QSOX2,chr9,136245830
ENSG00000090097.24,PCBP4,chr3,51974629
ENSG00000136631.18,VPS45,chr1,150067278
ENSG00000168306.15,ACOX2,chr3,58537399
ENSG00000127080.12,IPPK,chr9,92670277
ENSG00000176407.20,KCMF1,chr2,84971092
ENSG00000155034.23,FBXL18,chr7,5513813
ENSG00000189007.18,ADAT2,chr6,143450746
ENSG00000158406.6,H4C8,chr6,26285637
ENSG00000131504.19,DIAPH1,chr5,141619193
ENSG00000173905.11,GOLIM4,chr3,168096535
ENSG00000130713.19,EXOSC2,chr9,130693720
ENSG00000143889.17,HNRNPLL,chr2,38603585
ENSG00000169679.17,BUB1,chr2,110678097
ENSG00000131373.17,HACL1,chr3,15601882
ENSG00000121864.12,ZNF639,chr3,179322855
ENSG00000013441.19,CLK1,chr2,200864727
ENSG00000114503.12,NCBP2,chr3,196942593
ENSG00000143614.13,GATAD2B,chr1,153923359
ENSG00000164008.19,C1orf50,chr1,42767244
ENSG00000270170.2,NCBP2AS2,chr3,196942673
ENSG00000196369.14,SRGAP2B,chr1,145095527
ENSG00000164405.13,UQCRQ,chr5,132866622
ENSG00000221886.6,FAM200C,chr5,160400090
ENSG00000155090.17,KLF10,chr8,102655728
ENSG00000112290.15,WASF1,chr6,110180031
ENSG00000043143.24,JADE2,chr5,134523978
ENSG00000184292.7,TACSTD2,chr1,58577251
ENSG00000164404.10,GDF9,chr5,132866883
ENSG00000123607.18,TTC21B,chr2,165953850
ENSG00000205208.7,C4orf46,chr4,158672254
ENSG00000071462.15,BUD23,chr7,73683160
ENSG00000164104.14,HMGB2,chr4,173335151
ENSG00000122674.14,CCZ1,chr7,5898691
ENSG00000109814.14,UGDH,chr4,39528310
ENSG00000283580.4,ENSG00000283580,chr1,42767291
ENSG00000198160.16,MIER1,chr1,66924894
ENSG00000266028.10,SRGAP2,chr1,206203345
ENSG00000164904.20,ALDH7A1,chr5,126595361
ENSG00000122591.15,HYCC1,chr7,23014147
ENSG00000097033.17,SH3GLB1,chr1,86704509
ENSG00000215717.9,TMEM167B,chr1,109090361
ENSG00000164087.10,POC1A,chr3,52154745
ENSG00000145912.12,NHP2,chr5,178153967
ENSG00000137193.16,PIM1,chr6,37170151
ENSG00000185009.15,AP3M1,chr10,74151054
ENSG00000152763.19,DNAI4,chr1,66924889
ENSG00000155561.17,NUP205,chr7,135557699
ENSG00000158773.16,USF1,chr1,161045981
ENSG00000148154.12,UGCG,chr9,111896771
ENSG00000165046.15,LETM2,chr8,38386203
ENSG00000135972.11,MRPS9,chr2,105037967
ENSG00000025800.15,KPNA6,chr1,32108027
ENSG00000104413.20,ESRP1,chr8,94640488
ENSG00000123505.22,AMD1,chr6,110874769
ENSG00000186687.18,LYRM7,chr5,131170844
ENSG00000171503.15,ETFDH,chr4,158671967
ENSG00000162959.16,MEMO1,chr2,32011229
ENSG00000147421.20,HMBOX1,chr8,28890291
ENSG00000160058.21,BSDC1,chr1,32394730
ENSG00000171757.19,LRRC34,chr3,169813007
ENSG00000168438.17,CDC40,chr6,110180140
ENSG00000104299.17,INTS9,chr8,28890270
ENSG00000278677.2,H2AC17,chr6,27893184
ENSG00000157800.20,SLC37A3,chr7,140404432
ENSG00000138678.13,GPAT3,chr4,83535618
ENSG00000106397.14,PLOD3,chr7,101219967
ENSG00000169814.20,BTD,chr3,15601340
ENSG00000146476.13,DCPH1,chr6,151452257
ENSG00000189283.12,FHIT,chr3,61251465
ENSG00000162961.16,DPY30,chr2,32039831
ENSG00000065135.14,GNAI3,chr1,109548581
ENSG00000143891.19,GALM,chr2,38665905
ENSG00000164105.6,SAP30,chr4,173369968
ENSG00000152904.13,GGPS1,chr1,235327349
ENSG00000152380.12,FAM151B,chr5,80487953
ENSG00000120519.18,SLC10A7,chr4,146522371
ENSG00000164118.15,CEP44,chr4,174283294
ENSG00000144560.17,VGLL4,chr3,11771349
ENSG00000133706.22,LARS1,chr5,146182695
ENSG00000170802.19,FOXN2,chr2,48314330
ENSG00000008226.22,DLEC1,chr3,38039189
ENSG00000122545.23,SEPTIN7,chr7,35800931
ENSG00000153563.18,CD8A,chr2,86808395
ENSG00000113068.12,PFDN1,chr5,140303118
ENSG00000164074.19,ABHD18,chr4,127965251
ENSG00000285292.1,ABCF2-H2BK1,chr7,151227165
ENSG00000126107.17,HECTD3,chr1,45011368
ENSG00000137942.20,FNBP1L,chr1,93448049
ENSG00000109654.18,TRIM2,chr4,153152162
ENSG00000155906.22,RMND1,chr6,151452180
ENSG00000033050.11,ABCF2,chr7,151227263
ENSG00000114529.15,C3orf52,chr3,112086330
ENSG00000138081.24,FBXO11,chr2,47906553
ENSG00000113369.10,ARRDC3,chr5,91383347
ENSG00000148334.18,PTGES2,chr9,128128461
ENSG00000105939.16,ZC3HAV1,chr7,139132121
ENSG00000138772.15,ANXA3,chr4,78551614
ENSG00000164818.18,DNAAF5,chr7,726686
ENSG00000047849.24,MAP4,chr3,48089298
ENSG00000124496.15,TRERF1,chr6,42452224
ENSG00000138663.11,COPS4,chr4,83034446
ENSG00000106615.12,RHEB,chr7,151520119
ENSG00000130363.16,RSPH3,chr6,159000237
ENSG00000117308.17,GALE,chr1,23800803
ENSG00000011454.20,RABGAP1,chr9,122940832
ENSG00000177721.5,ANXA2R,chr5,43043169
ENSG00000106344.10,RBM28,chr7,128343970
ENSG00000115128.9,SF3B6,chr2,24076475
ENSG00000164073.13,MFSD8,chr4,127966033
ENSG00000113658.20,SMAD5,chr5,136132827
ENSG00000186193.11,SAPCD2,chr9,137070592
ENSG00000033100.18,CHPF2,chr7,151232482
ENSG00000116670.19,MAD2L2,chr1,11692604
ENSG00000106089.14,STX1A,chr7,73719705
ENSG00000172037.16,LAMB2,chr3,49133117
ENSG00000165304.10,MELK,chr9,36572073
ENSG00000037749.15,MFAP3,chr5,154038954
ENSG00000186522.17,SEPTIN10,chr2,109614220
ENSG00000176410.8,DNAJC30,chr7,73683452
ENSG00000164117.16,FBXO8,chr4,174283977
ENSG00000184007.23,PTP4A2,chr1,31944855
ENSG00000144827.11,ABHD10,chr3,111978971
ENSG00000219626.11,FAM228B,chr2,24076525
ENSG00000145833.18,DDX46,chr5,134758770
ENSG00000147454.15,SLC25A37,chr8,23528858
ENSG00000143158.13,MPC2,chr1,167937514
ENSG00000170634.14,ACYP2,chr2,53970837
ENSG00000162694.16,EXTL2,chr1,100895999
ENSG00000278705.4,H4C2,chr6,26027282
ENSG00000196313.14,POM121,chr7,72879348
ENSG00000132912.16,DCTN4,chr5,150759094
ENSG00000055147.21,FAM114A2,chr5,154038935
ENSG00000197153.5,H3C12,chr6,27893105
ENSG00000119969.18,HELLS,chr10,94545328
ENSG00000213551.9,DNAJC9,chr10,73247318
ENSG00000068878.17,PSME4,chr2,53971039
ENSG00000106635.10,BCL7B,chr7,73558016
ENSG00000156172.8,CFAP418,chr8,95269429
ENSG00000274070.3,CASTOR2,chr7,74964663
ENSG00000163596.19,ICA1L,chr2,202872102
ENSG00000137473.21,TTC29,chr4,146945881
ENSG00000143819.15,EPHX1,chr1,225810047
ENSG00000171729.16,TMEM51,chr1,15152497
ENSG00000162695.15,SLC30A7,chr1,100896060
ENSG00000166321.16,NUDT13,chr10,73110374
ENSG00000198369.12,SPRED2,chr2,65432681
ENSG00000115592.15,PRKAG3,chr2,218832085
ENSG00000188306.7,LRRIQ4,chr3,169812869
ENSG00000145860.14,RNF145,chr5,159210052
ENSG00000213413.4,PVRIG,chr7,100218240
ENSG00000105819.17,PMPCB,chr7,103295716
ENSG00000198492.18,YTHDF2,chr1,28736607
ENSG00000082515.20,MRPL22,chr5,154941063
ENSG00000186063.15,AIDA,chr1,222713209
ENSG00000008324.14,SS18L2,chr3,42581839
ENSG00000170185.14,USP38,chr4,143184916
ENSG00000183431.14,SF3A3,chr1,37990680
ENSG00000198799.14,LRIG2,chr1,113073167
ENSG00000215712.13,TMEM242,chr6,157324255
ENSG00000120889.15,TNFRSF10B,chr8,23069120
ENSG00000112592.17,TBP,chr6,170554265
ENSG00000153574.11,RPIA,chr2,88691641
ENSG00000197238.5,H4C11,chr6,27824091
ENSG00000114956.22,DGUOK,chr2,73926793
ENSG00000119138.6,KLF9,chr9,70414656
ENSG00000173706.16,HEG1,chr3,125056055
ENSG00000115464.16,USP34,chr2,61471104
ENSG00000138030.16,KHK,chr2,27086722
ENSG00000064393.18,HIPK2,chr7,139778015
ENSG00000188191.18,PRKAR1B,chr7,728267
ENSG00000117505.15,DR1,chr1,93345877
ENSG00000186451.4,SPATA12,chr3,57060658
ENSG00000169223.18,LMAN2,chr5,177351839
ENSG00000196659.10,IFT70B,chr2,177552795
ENSG00000147874.13,HAUS6,chr9,19103119
ENSG00000180198.19,RCC1,chr1,28505931
ENSG00000002822.18,MAD1L1,chr7,2233242
ENSG00000076003.7,MCM6,chr2,135876483
ENSG00000124374.11,PAIP2B,chr2,71227111
ENSG00000203965.15,EFCAB7,chr1,63523316
ENSG00000031081.13,ARHGAP31,chr3,119294030
ENSG00000160679.14,CHTOP,chr1,153633981
ENSG00000142871.20,CCN1,chr1,85580115
ENSG00000117481.14,NSUN4,chr1,46340690
ENSG00000008300.17,CELSR3,chr3,48662885
ENSG00000165702.16,GFI1B,chr9,132943999
ENSG00000133048.15,CHI3L1,chr1,203186799
ENSG00000196420.10,S100A5,chr1,153543073
ENSG00000122958.17,VPS26A,chr10,69123511
ENSG00000197969.15,VPS13A,chr9,77177402
ENSG00000189171.18,S100A13,chr1,153634441
ENSG00000162999.14,DUSP19,chr2,183078558
ENSG00000136731.15,UGGT1,chr2,128091150
ENSG00000146833.18,TRIM4,chr7,99919603
ENSG00000198589.17,LRBA,chr4,151015754
ENSG00000155542.14,SETD9,chr5,56909259
ENSG00000115539.17,PDCL3,chr2,100562801
ENSG00000164828.20,SUN1,chr7,816590
ENSG00000197409.9,H3C4,chr6,26197285
ENSG00000183291.19,SELENOF,chr1,86914423
ENSG00000178988.13,MRFAP1L1,chr4,6709922
ENSG00000104375.19,STK3,chr8,98942826
ENSG00000196866.3,H2AC7,chr6,26199292
ENSG00000282988.2,ENSG00000282988,chr6,26199292
ENSG00000241127.11,YAE1,chr7,39566367
ENSG00000221821.4,PEX39,chr6,42890820
ENSG00000172071.15,EIF2AK3,chr2,88691517
ENSG00000132313.16,MRPL35,chr2,86199354
ENSG00000260238.6,PMF1-BGLAP,chr1,156212981
ENSG00000114767.9,RRP9,chr3,51941945
ENSG00000124356.19,STAMBP,chr2,73828915
ENSG00000143367.19,TUFT1,chr1,151540304
ENSG00000278637.3,H4C1,chr6,26021648
ENSG00000041880.17,PARP3,chr3,51942251
ENSG00000164323.17,CFAP97,chr4,185210814
ENSG00000138768.17,USO1,chr4,75724521
ENSG00000122642.13,FKBP9,chr7,32957403
ENSG00000009413.18,REV3L,chr6,111483728
ENSG00000164022.20,AIMP1,chr4,106315543
ENSG00000215784.8,FAM72D,chr1,145095967
ENSG00000136783.12,NIPSNAP3A,chr9,104747663
ENSG00000136861.21,CDK5RAP2,chr9,120580177
ENSG00000286165.1,ENSG00000286165,chr2,189661518
ENSG00000137075.19,RNF38,chr9,36487547
ENSG00000160783.21,PMF1,chr1,156212988
ENSG00000115657.16,ABCB6,chr2,219219011
ENSG00000123975.7,CKS2,chr9,89311154
ENSG00000162851.10,TFB2M,chr1,246566289
ENSG00000087269.18,NOP14,chr4,2963501
ENSG00000148730.9,EIF4EBP2,chr10,70404129
ENSG00000136758.23,YME1L1,chr10,27155265
ENSG00000286053.3,ASDURF,chr2,189661384
ENSG00000138381.11,ASNSD1,chr2,189661384
ENSG00000119333.14,DYNC2I2,chr9,128656846
ENSG00000153936.19,HS2ST1,chr1,86914616
ENSG00000136279.23,DBNL,chr7,44044627
ENSG00000177733.8,HNRNPA0,chr5,137754362
ENSG00000145348.19,TBCK,chr4,106316682
ENSG00000136874.13,STX17,chr9,99906653
ENSG00000155629.17,PIK3AP1,chr10,96720901
ENSG00000065243.22,PKN2,chr1,88684217
ENSG00000106638.20,TBL2,chr7,73578790
ENSG00000124571.20,XPO5,chr6,43576090
ENSG00000143106.15,PSMA5,chr1,109426470
ENSG00000104613.14,INTS10,chr8,19817146
ENSG00000121774.20,KHDRBS1,chr1,32013686
ENSG00000143314.14,MRPL24,chr1,156741589
ENSG00000162852.16,CNST,chr1,246566299
ENSG00000163349.23,HIPK1,chr1,113929323
ENSG00000244405.10,ETV5,chr3,186110317
ENSG00000150756.16,ATPSCKMT,chr5,10249896
ENSG00000132155.16,RAF1,chr3,12664200
ENSG00000150753.14,CCT5,chr5,10249928
ENSG00000182004.15,SNRPE,chr1,203861495
ENSG00000253276.5,CCDC71L,chr7,106661157
ENSG00000158528.14,PPP1R9A,chr7,94907201
ENSG00000146826.19,TRAPPC14,chr7,100158736
ENSG00000173166.20,RAPH1,chr2,203535477
ENSG00000132716.21,DCAF8,chr1,160263387
ENSG00000203814.8,H2BC18,chr1,149812373
ENSG00000067248.13,DHX29,chr5,55307721
ENSG00000039123.18,MTREX,chr5,55307735
ENSG00000005981.15,ASB4,chr7,95478443
ENSG00000112739.19,PRP4K,chr6,4021198
ENSG00000138398.19,PPIG,chr2,169584336
ENSG00000189308.13,LIN54,chr4,83012990
ENSG00000172936.20,MYD88,chr3,38138551
ENSG00000148225.19,WDR31,chr9,113340336
ENSG00000113460.15,BRIX1,chr5,34915272
ENSG00000164251.6,F2RL1,chr5,76818932
ENSG00000158092.9,NCK1,chr3,136862176
ENSG00000106025.11,TSPAN12,chr7,120858401
ENSG00000134987.15,WDR36,chr5,111092302
ENSG00000008018.11,PSMB1,chr6,170553326
ENSG00000134222.18,PSRC1,chr1,109284106
ENSG00000143742.16,SRP9,chr1,225777698
ENSG00000115904.17,SOS1,chr2,39124344
ENSG00000215183.6,MSMP,chr9,35756612
ENSG00000127995.19,CASD1,chr7,94509218
ENSG00000182551.16,ADI1,chr2,3519583
ENSG00000115241.13,PPM1G,chr2,27409673
ENSG00000107372.15,ZFAND5,chr9,72365784
ENSG00000123473.19,STIL,chr1,47314891
ENSG00000164506.18,STXBP5,chr6,147203501
ENSG00000035499.15,DEPDC1B,chr5,60700198
ENSG00000114353.19,GNAI2,chr3,50226291
ENSG00000184349.15,EFNA5,chr5,107671042
ENSG00000113263.16,ITK,chr5,157142932
ENSG00000135077.12,HAVCR2,chr5,157142868
ENSG00000230124.10,ACBD6,chr1,180502953
ENSG00000148120.21,AOPEP,chr9,94726603
ENSG00000221944.9,TIGD1,chr2,232550556
ENSG00000198914.5,POU3F3,chr2,104853286
ENSG00000135336.19,ORC3,chr6,87590066
ENSG00000135930.17,EIF4E2,chr2,232550632
ENSG00000131437.18,KIF3A,chr5,132737637
ENSG00000270136.6,MICOS10-NBL1,chr1,19597066
ENSG00000198498.12,TMA16,chr4,163494441
ENSG00000126088.16,UROD,chr1,45010949
ENSG00000158747.17,NBL1,chr1,19596978
ENSG00000116030.19,SUMO1,chr2,202238603
ENSG00000112304.13,ACOT13,chr6,24666900
ENSG00000172728.18,POFUT3,chr8,33473209
ENSG00000146223.18,RPL7L1,chr6,42879601
ENSG00000146282.21,RARS2,chr6,87590027
ENSG00000153832.14,FBXO36,chr2,229922301
ENSG00000067082.17,KLF6,chr10,3785280
ENSG00000097046.15,CDC7,chr1,91500534
ENSG00000288622.1,PDCD6-AHRR,chr5,271669
ENSG00000081019.16,RSBN1,chr1,113812550
ENSG00000075790.14,BCAP29,chr7,107579956
ENSG00000158169.16,FANCC,chr9,95426795
ENSG00000072364.15,AFF4,chr5,132963930
ENSG00000135956.13,TMEM127,chr2,96266081
ENSG00000125388.22,GRK4,chr4,2963570
ENSG00000187837.5,H1-2,chr6,26056469
ENSG00000161217.14,PCYT1A,chr3,196287956
ENSG00000172939.11,OXSR1,chr3,38165088
ENSG00000143942.7,CHAC2,chr2,53767790
ENSG00000148655.17,LRMDA,chr10,75431445
ENSG00000083223.20,TUT7,chr9,86354809
ENSG00000197467.18,COL13A1,chr10,69801874
ENSG00000168476.14,REEP4,chr8,22141950
ENSG00000111802.16,TDP2,chr6,24667051
ENSG00000135966.16,TGFBRAP1,chr2,105330048
ENSG00000130939.22,UBE4B,chr1,10032831
ENSG00000221978.15,CCNL2,chr1,1400908
ENSG00000213337.11,ANKRD39,chr2,96858069
ENSG00000047410.15,TPR,chr1,186375692
ENSG00000178623.15,GPR35,chr2,240605403
ENSG00000164587.15,RPS14,chr5,150449951
ENSG00000180233.13,ZNRF2,chr7,30284412
ENSG00000168264.14,IRF2BP2,chr1,234610188
ENSG00000155636.18,RBM45,chr2,178112383
ENSG00000146535.17,GNA12,chr7,2870785
ENSG00000156017.15,CARNMT1,chr9,75028479
ENSG00000162543.8,UBXN10,chr1,20183292
ENSG00000131779.13,PEX11B,chr1,145918746
ENSG00000124659.7,TBCC,chr6,42746102
ENSG00000165732.16,DDX21,chr10,68956134
ENSG00000144021.5,CIAO1,chr2,96266158
ENSG00000132549.21,VPS13B,chr8,99013253
ENSG00000138119.19,MYOF,chr10,93482333
ENSG00000163126.17,ANKRD23,chr2,96857933
ENSG00000254959.6,INMT-MINDY4,chr7,30752136
ENSG00000119522.20,DENND1A,chr9,123930153
ENSG00000095951.20,HIVEP1,chr6,12008761
ENSG00000105887.13,MTPN,chr7,135977455
ENSG00000094975.16,SUCO,chr1,172532348
ENSG00000180592.17,SKIDA1,chr10,21526367
ENSG00000160445.13,ZER1,chr9,128772413
ENSG00000106077.21,ABHD11,chr7,73738863
ENSG00000075651.19,PLD1,chr3,171810949
ENSG00000152683.16,SLC30A6,chr2,32165840
ENSG00000157181.18,ODR4,chr1,186375400
ENSG00000111875.10,ASF1A,chr6,118894019
ENSG00000112029.11,FBXO5,chr6,152983598
ENSG00000289653.1,ENSG00000289653,chr8,102863859
ENSG00000116539.15,ASH1L,chr1,155563161
ENSG00000156735.13,BAG4,chr8,38176532
ENSG00000183779.8,ZNF703,chr8,37695743
ENSG00000136908.20,DPM2,chr9,127937878
ENSG00000117036.13,ETV3,chr1,157138951
ENSG00000168679.20,SLC16A4,chr1,110391081
ENSG00000077147.18,TM9SF3,chr10,96587451
ENSG00000163428.6,LRRC58,chr3,120349411
ENSG00000106976.24,DNM1,chr9,128191654
ENSG00000125459.20,MSTO1,chr1,155563234
ENSG00000115163.17,CENPA,chr2,26764288
ENSG00000275714.3,H3C1,chr6,26020450
ENSG00000173559.17,NABP1,chr2,191678067
ENSG00000118260.17,CREB1,chr2,207529696
ENSG00000164494.14,PDSS2,chr6,107459581
ENSG00000144591.22,GMPPA,chr2,219498617
ENSG00000213699.11,SLC35F6,chr2,26764239
ENSG00000285839.1,ENSG00000285839,chr1,52033349
ENSG00000117410.16,ATP6V0B,chr1,43974486
ENSG00000143786.10,CNIH3,chr1,224434659
ENSG00000122512.19,PMS2,chr7,6009129
ENSG00000135052.18,GOLM1,chr9,86100285
ENSG00000213930.14,GALT,chr9,34637366
ENSG00000268043.11,NBPF12,chr1,146938312
ENSG00000073849.18,ST6GAL1,chr3,186930324
ENSG00000146909.10,NOM1,chr7,156949705
ENSG00000119314.19,PTBP3,chr9,112333694
ENSG00000178057.17,NDUFAF3,chr3,49020458
ENSG00000144320.16,LNPK,chr2,176002838
ENSG00000127922.12,SEM1,chr7,96709892
ENSG00000115421.15,PAPOLG,chr2,60756231
ENSG00000146858.9,ZC3HAV1L,chr7,139036218
ENSG00000156928.7,MALSU1,chr7,23298738
ENSG00000197362.17,ZNF786,chr7,149090783
ENSG00000284691.3,ENSG00000284691,chr7,150400701
ENSG00000106355.12,LSM5,chr7,32495282
ENSG00000069812.13,HES2,chr1,6424689
ENSG00000136682.18,ZNG1B,chr2,113437690
ENSG00000113161.19,HMGCR,chr5,75336328
ENSG00000136738.17,STAM,chr10,17644123
ENSG00000164219.11,PGGT1B,chr5,115262881
ENSG00000143001.8,TMEM61,chr1,54886832
ENSG00000137103.22,TMEM8B,chr9,35814450
ENSG00000120539.17,MASTL,chr10,27154424
ENSG00000145604.19,SKP2,chr5,36151988
ENSG00000068001.16,HYAL2,chr3,50324686
ENSG00000162604.15,TM2D1,chr1,61725422
ENSG00000137207.14,YIPF3,chr6,43516984
ENSG00000124588.24,NQO2,chr6,2987986
ENSG00000138399.20,FASTKD1,chr2,169573918
ENSG00000164187.9,LMBRD2,chr5,36151975
ENSG00000156171.17,DRAM2,chr1,111140224
ENSG00000144589.24,STK11IP,chr2,219595804
ENSG00000112079.12,STK38,chr6,36547515
ENSG00000155111.17,CDK19,chr6,110815957
ENSG00000119392.18,GLE1,chr9,128504654
ENSG00000172731.17,LRRC20,chr10,70382649
ENSG00000183840.8,GPR39,chr2,132416804
ENSG00000155229.23,MMS19,chr10,97499499
ENSG00000187017.19,ESPN,chr1,6424769
ENSG00000165886.7,UBTD1,chr10,97498851
ENSG00000162368.17,CMPK1,chr1,47333779
ENSG00000163918.14,RFC4,chr3,186807057
ENSG00000173349.6,SFT2D3,chr2,127701496
ENSG00000249915.11,PDCD6,chr5,271451
ENSG00000008513.19,ST3GAL1,chr8,133572517
ENSG00000155903.16,RASA2,chr3,141486966
ENSG00000117335.23,CD46,chr1,207752036
ENSG00000113810.18,SMC4,chr3,160399273
ENSG00000178149.19,DALRD3,chr3,49022292
ENSG00000197980.15,LEKR1,chr3,156825480
ENSG00000158710.17,TAGLN2,chr1,159925545
ENSG00000179163.14,FUCA1,chr1,23868360
ENSG00000138439.13,FAM117B,chr2,202634968
ENSG00000105778.22,AVL9,chr7,32495425
ENSG00000250565.9,ATP6V1E2,chr2,46543286
ENSG00000276903.2,H2AC16,chr6,27865316
ENSG00000163131.14,CTSS,chr1,150765956
ENSG00000156471.15,PTDSS1,chr8,96261884
ENSG00000196550.13,FAM72A,chr1,206204413
ENSG00000169607.14,CKAP2L,chr2,112764663
ENSG00000066855.18,MTFR1,chr8,65643875
ENSG00000175054.18,ATR,chr3,142578867
ENSG00000065491.10,TBC1D22B,chr6,37257712
