seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr15	22481673	22481892	220	*	p65_0hr_peak_4774	37	.	5.16686	7.67231	3.72411	157	Promoter (<=1kb)	15	22480578	22482367	1790	2	100132101	ENST00000792853.1	475	NA	HERC2P7	HERC2 pseudogene 7
chr15	22673024	22673199	176	*	p65_0hr_peak_4775	26	.	4.30571	6.09996	2.61559	111	Exon (ENST00000622062.1/339005, exon 4 of 4)	15	22677408	22681924	4517	1	339005	ENST00000752675.1	-4209	NA	WHAMMP3	WHAMM pseudogene 3
chr15	23098593	23098768	176	*	p65_0hr_peak_4776	26	.	4.30571	6.09996	2.61559	25	Intron (ENST00000611569.1/ENST00000611569.1, intron 2 of 3)	15	23127066	23136822	9757	2	283767	ENST00000614055.2	38054	ENSG00000273976	GOLGA6L1	golgin A6 family like 1
chr15	23433756	23433975	220	*	p65_0hr_peak_4777	37	.	5.16686	7.67231	3.72411	60	Intron (ENST00000741055.1/ENST00000741055.1, intron 3 of 3)	15	23439498	23447234	7737	2	283685	ENST00000566571.5	13259	ENSG00000174450	GOLGA6L2	golgin A6 family like 2
chr15	23676410	23676614	205	*	p65_0hr_peak_4778	50	.	6.028	9.31118	5.04104	100	Distal Intergenic	15	23685400	23687305	1906	2	4692	ENST00000649030.2	10691	ENSG00000182636	NDN	necdin, MAGE family member
chr15	23718385	23718560	176	*	p65_0hr_peak_4779	26	.	4.30571	6.09996	2.61559	60	Intron (ENST00000837205.1/124903577, intron 1 of 2)	15	23714070	23734266	20197	1	124903577	ENST00000837205.1	4315	NA	LOC124903577	uncharacterized LOC124903577
chr15	23718693	23718868	176	*	p65_0hr_peak_4780	37	.	5.16686	7.67231	3.72411	119	Intron (ENST00000837205.1/124903577, intron 1 of 2)	15	23714070	23734266	20197	1	124903577	ENST00000837205.1	4623	NA	LOC124903577	uncharacterized LOC124903577
chr15	23824329	23824508	180	*	p65_0hr_peak_4781	50	.	6.028	9.31118	5.04104	90	Intron (ENST00000658937.2/ENST00000658937.2, intron 1 of 2)	15	23912409	23913393	985	1	124903447	ENST00000688986.2	-87901	NA	LOC124903447	uncharacterized LOC124903447
chr15	25260043	25260218	176	*	p65_0hr_peak_4782	23	.	4.11598	5.49678	2.33271	123	Promoter (<=1kb)	15	25259858	25419439	159582	1	104472715	ENST00000654984.1	185	NA	SNHG14	small nucleolar RNA host gene 14
chr15	27852506	27852681	176	*	p65_0hr_peak_4783	32	.	4.94151	6.95196	3.26756	150	Intron (ENST00000353809.9/4948, intron 20 of 22)	15	28018412	28099293	80882	2	4948	ENST00000431101.1	246612	ENSG00000104044	OCA2	OCA2 melanosomal transmembrane protein
chr15	27997363	27997724	362	*	p65_0hr_peak_4784	37	.	5.16686	7.67231	3.72411	197	Intron (ENST00000353809.9/4948, intron 9 of 22)	15	28018412	28099293	80882	2	4948	ENST00000431101.1	101569	ENSG00000104044	OCA2	OCA2 melanosomal transmembrane protein
chr15	28305618	28305793	176	*	p65_0hr_peak_4785	23	.	4.11598	5.49678	2.33271	11	Intron (ENST00000261609.13/8924, intron 2 of 92)	15	28280034	28299483	19450	2	8924	ENST00000564383.1	-6135	ENSG00000128731	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2
chr15	28335146	28335365	220	*	p65_0hr_peak_4786	32	.	4.93918	6.94521	3.26756	60	Intron (ENST00000821193.1/ENST00000821193.1, intron 4 of 4)	15	28111040	28322179	211140	2	8924	ENST00000261609.13	-12967	ENSG00000128731	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2
chr15	28379389	28379594	206	*	p65_0hr_peak_4787	50	.	6.028	9.31118	5.04104	103	Promoter (<=1kb)	15	28379404	28382506	3103	1	100132565	ENST00000568913.1	0	ENSG00000153684	GOLGA8F	golgin A8 family member F
chr15	28439412	28439658	247	*	p65_0hr_peak_4788	24	.	4.41839	5.66714	2.44991	145	Distal Intergenic	15	28426491	28426584	94	1	100616228	ENST00000583920.1	12921	ENSG00000266039	MIR4509-2	microRNA 4509-2
chr15	28532041	28532246	206	*	p65_0hr_peak_4789	50	.	6.028	9.31118	5.04104	103	Promoter (<=1kb)	15	28529129	28532224	3096	2	283768	ENST00000570018.5	0	ENSG00000183629	GOLGA8G	golgin A8 family member G
chr15	28576263	28576482	220	*	p65_0hr_peak_4790	37	.	5.16686	7.67231	3.72411	159	Promoter (<=1kb)	15	28576424	28576957	534	2	100996738	ENST00000758118.1	475	NA	HERC2P11	HERC2 pseudogene 11
chr15	29386958	29387177	220	*	p65_0hr_peak_4791	37	.	5.16686	7.67231	3.72411	141	Intron (ENST00000261275.5/23359, intron 1 of 10)	15	29196430	29452799	256370	2	23359	ENST00000560082.1	65622	ENSG00000104059	ENTREP2	endosomal transmembrane epsin interactor 2
chr15	29996975	29997150	176	*	p65_0hr_peak_4792	26	.	4.30571	6.09996	2.61559	91	Distal Intergenic	15	29700235	29968915	268681	2	7082	ENST00000356107.11	-28060	ENSG00000104067	TJP1	tight junction protein 1
chr15	30244721	30244896	176	*	p65_0hr_peak_4793	37	.	5.16686	7.67231	3.72411	150	Intron (ENST00000749202.1/26082, intron 2 of 3)	15	30196009	30325028	129020	1	26082	ENST00000749200.1	48712	ENSG00000225930	LINC02249	long intergenic non-protein coding RNA 2249
chr15	30245202	30245377	176	*	p65_0hr_peak_4794	37	.	5.16686	7.67231	3.72411	59	Intron (ENST00000749202.1/26082, intron 2 of 3)	15	30196009	30325028	129020	1	26082	ENST00000749200.1	49193	ENSG00000225930	LINC02249	long intergenic non-protein coding RNA 2249
chr15	30344190	30344444	255	*	p65_0hr_peak_4795	31	.	4.89076	6.80769	3.18713	82	Exon (ENST00000623470.1/ENST00000623470.1, exon 1 of 1)	15	30327080	30373469	46390	1	105370751	ENST00000749205.1	17110	NA	LOC105370751	uncharacterized LOC105370751
chr15	31629909	31630084	176	*	p65_0hr_peak_4796	26	.	4.66429	6.22211	2.69513	97	Intron (ENST00000307050.6/161725, intron 3 of 12)	15	31483129	31655339	172211	2	161725	ENST00000678495.1	25255	ENSG00000169918	OTUD7A	OTU deubiquitinase 7A
chr15	32186911	32187086	176	*	p65_0hr_peak_4797	26	.	4.30571	6.09996	2.61559	144	Intron (ENST00000780868.1/102724078, intron 1 of 3)	15	32157277	32203706	46430	2	102724078	ENST00000780868.1	16620	NA	LOC102724078	uncharacterized LOC102724078
chr15	32297769	32297944	176	*	p65_0hr_peak_4798	16	.	3.44457	4.60611	1.65242	59	Intron (ENST00000780853.1/102724078, intron 2 of 8)	15	32242746	32342713	99968	2	102724078	ENST00000780864.1	44769	NA	LOC102724078	uncharacterized LOC102724078
chr15	34653509	34653716	208	*	p65_0hr_peak_4799	50	.	6.028	9.31118	5.04104	94	Intron (ENST00000720814.1/124903462, intron 2 of 2)	15	34651135	34671095	19961	2	105370762	ENST00000565706.2	17379	NA	LINC02252	long intergenic non-protein coding RNA 2252
chr15	36120370	36120545	176	*	p65_0hr_peak_4800	26	.	4.30571	6.09996	2.61559	111	Intron (ENST00000820296.1/102724214, intron 2 of 2)	15	36107072	36110285	3214	1	102724214	ENST00000820300.1	13298	NA	LOC102724214	uncharacterized LOC102724214
chr15	36197851	36198026	176	*	p65_0hr_peak_4801	21	.	3.9936	5.16307	2.1063	22	Intron (ENST00000650498.1/ENST00000650498.1, intron 2 of 5)	15	36107072	36110285	3214	1	102724214	ENST00000820300.1	90779	NA	LOC102724214	uncharacterized LOC102724214
chr15	36199292	36199467	176	*	p65_0hr_peak_4802	26	.	4.30571	6.09996	2.61559	108	Intron (ENST00000650498.1/ENST00000650498.1, intron 2 of 5)	15	36107072	36110285	3214	1	102724214	ENST00000820300.1	92220	NA	LOC102724214	uncharacterized LOC102724214
chr15	36802303	36802478	176	*	p65_0hr_peak_4803	37	.	5.16686	7.67231	3.72411	106	Intron (ENST00000566621.6/84529, intron 10 of 10)	15	36799618	36809247	9630	2	161635	ENST00000784998.1	6769	ENSG00000293228	CSNK1A1P1	casein kinase 1 alpha 1 pseudogene 1
chr15	37285119	37285296	178	*	p65_0hr_peak_4804	50	.	6.028	9.31118	5.04104	78	Intron (ENST00000756729.1/105370772, intron 4 of 4)	15	37253403	37426762	173360	2	105370772	ENST00000756729.1	141466	NA	LOC105370772	uncharacterized LOC105370772
chr15	37386801	37387007	207	*	p65_0hr_peak_4805	18	.	3.88691	4.89784	1.87186	108	Intron (ENST00000756729.1/105370772, intron 3 of 4)	15	37253403	37426762	173360	2	105370772	ENST00000756729.1	39755	NA	LOC105370772	uncharacterized LOC105370772
chr15	37401726	37401968	243	*	p65_0hr_peak_4806	37	.	5.16686	7.67231	3.72411	127	Intron (ENST00000756729.1/105370772, intron 3 of 4)	15	37253403	37426762	173360	2	105370772	ENST00000756729.1	24794	NA	LOC105370772	uncharacterized LOC105370772
chr15	37430813	37430988	176	*	p65_0hr_peak_4807	16	.	3.44447	4.60574	1.65242	92	Intron (ENST00000663330.1/105370772, intron 1 of 3)	15	37253783	37426762	172980	2	105370772	ENST00000756730.1	-4051	NA	LOC105370772	uncharacterized LOC105370772
chr15	37432191	37432397	207	*	p65_0hr_peak_4808	26	.	4.66429	6.22211	2.69513	67	Intron (ENST00000663330.1/105370772, intron 1 of 3)	15	37253783	37426762	172980	2	105370772	ENST00000756730.1	-5429	NA	LOC105370772	uncharacterized LOC105370772
chr15	38443288	38443463	176	*	p65_0hr_peak_4809	26	.	4.30571	6.09996	2.61559	162	Distal Intergenic	15	38454127	38487710	33584	1	283742	ENST00000397609.6	-10664	ENSG00000171262	FAM98B	family with sequence similarity 98 member B
chr15	38787305	38787527	223	*	p65_0hr_peak_4810	26	.	4.30571	6.09996	2.61559	98	Intron (ENST00000647456.1/105370775, intron 3 of 6)	15	38756552	38759413	2862	2	102724253	ENST00000560675.2	-27892	NA	LOC102724253	uncharacterized LOC102724253
chr15	38788296	38788471	176	*	p65_0hr_peak_4811	36	.	5.10029	7.44386	3.66069	44	Intron (ENST00000647456.1/105370775, intron 3 of 6)	15	38756552	38759413	2862	2	102724253	ENST00000560675.2	-28883	NA	LOC102724253	uncharacterized LOC102724253
chr15	38835821	38835996	176	*	p65_0hr_peak_4812	23	.	4.11598	5.49678	2.33271	47	Intron (ENST00000647456.1/105370775, intron 3 of 6)	15	38864806	38868375	3570	2	105370777	ENST00000752617.1	32379	ENSG00000259345	LOC105370777	uncharacterized LOC105370777
chr15	38836242	38836417	176	*	p65_0hr_peak_4813	16	.	3.32889	4.23203	1.61538	67	Intron (ENST00000647456.1/105370775, intron 3 of 6)	15	38864806	38868375	3570	2	105370777	ENST00000752617.1	31958	ENSG00000259345	LOC105370777	uncharacterized LOC105370777
chr15	40968132	40968307	176	*	p65_0hr_peak_4814	37	.	5.44168	7.61256	3.72411	66	Intron (ENST00000795608.1/105370789, intron 4 of 4)	15	40962490	40969604	7115	1	105370789	ENST00000795608.1	5642	NA	LOC105370789	uncharacterized LOC105370789
chr15	41746549	41746724	176	*	p65_0hr_peak_4815	36	.	5.10029	7.44386	3.66069	142	Promoter (2-3kb)	15	41748731	41752318	3588	1	23269	ENST00000566288.1	-2007	ENSG00000174197	MGA	MAX dimerization protein MGA
chr15	42948047	42948242	196	*	p65_0hr_peak_4816	26	.	4.66429	6.22211	2.69513	36	Promoter (2-3kb)	15	42945187	42950574	5388	2	197131	ENST00000562173.1	2332	ENSG00000159459	UBR1	ubiquitin protein ligase E3 component n-recognin 1
chr15	43015283	43015458	176	*	p65_0hr_peak_4817	16	.	3.44457	4.60611	1.65242	32	Promoter (<=1kb)	15	43003254	43015869	12616	2	197131	ENST00000568782.1	411	ENSG00000159459	UBR1	ubiquitin protein ligase E3 component n-recognin 1
chr15	43961704	43961879	176	*	p65_0hr_peak_4818	37	.	5.16686	7.67231	3.72411	131	Intron (ENST00000417257.6/84978, intron 1 of 13)	15	43870761	43924314	53554	2	84978	ENST00000618556.4	-37390	ENSG00000171877	FRMD5	FERM domain containing 5
chr15	44255579	44255787	209	*	p65_0hr_peak_4819	43	.	5.76238	8.46002	4.37116	80	Intron (ENST00000804747.1/ENST00000804747.1, intron 3 of 4)	15	44288719	44415758	127040	1	113201	ENST00000299957.11	-32932	ENSG00000166734	GOLM2	golgi membrane protein 2
chr15	44257167	44257423	257	*	p65_0hr_peak_4820	37	.	5.16686	7.67231	3.72411	154	Intron (ENST00000804747.1/ENST00000804747.1, intron 3 of 4)	15	44288719	44415758	127040	1	113201	ENST00000299957.11	-31296	ENSG00000166734	GOLM2	golgi membrane protein 2
chr15	44286337	44286512	176	*	p65_0hr_peak_4821	26	.	4.30571	6.09996	2.61559	91	Promoter (2-3kb)	15	44288719	44415758	127040	1	113201	ENST00000299957.11	-2207	ENSG00000166734	GOLM2	golgi membrane protein 2
chr15	44858004	44858179	176	*	p65_0hr_peak_4822	37	.	5.16686	7.67231	3.72411	84	Intron (ENST00000561384.3/653381, intron 2 of 9)	15	44827060	44861850	34791	2	653381	ENST00000558556.5	3671	ENSG00000290387	SORD2P	sorbitol dehydrogenase 2, pseudogene
chr15	45598352	45598544	193	*	p65_0hr_peak_4823	24	.	4.41839	5.66714	2.44991	171	Exon (ENST00000566753.5/26258, exon 3 of 3)	15	45587825	45606818	18994	1	26258	ENST00000564765.1	10527	ENSG00000104164	BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6
chr15	46109629	46109804	176	*	p65_0hr_peak_4824	26	.	4.30571	6.09996	2.61559	19	Distal Intergenic	15	45879637	45928936	49300	1	105370802	ENST00000655516.1	229992	ENSG00000259200	LOC105370802	uncharacterized LOC105370802
chr15	46333256	46333431	176	*	p65_0hr_peak_4825	26	.	4.30571	6.09996	2.61559	10	Intron (ENST00000811159.1/ENST00000811159.1, intron 3 of 3)	15	46351662	46351746	85	2	124900371	ENST00000459482.1	18315	ENSG00000238819	LOC124900371	small nucleolar RNA SNORD11
chr15	46368826	46369027	202	*	p65_0hr_peak_4826	37	.	5.16686	7.67231	3.72411	119	Intron (ENST00000811159.1/ENST00000811159.1, intron 3 of 3)	15	46351662	46351746	85	2	124900371	ENST00000459482.1	-17080	ENSG00000238819	LOC124900371	small nucleolar RNA SNORD11
chr15	46748855	46749030	176	*	p65_0hr_peak_4827	37	.	5.16686	7.67231	3.72411	58	Intron (ENST00000736459.1/ENST00000736459.1, intron 3 of 3)	15	46636909	46639111	2203	1	105370803	ENST00000736849.1	111946	NA	LOC105370803	uncharacterized LOC105370803
chr15	47025532	47025707	176	*	p65_0hr_peak_4828	26	.	4.30571	6.09996	2.61559	36	Intron (ENST00000720730.1/ENST00000720730.1, intron 1 of 1)	15	47124691	47177525	52835	1	107984733	ENST00000824833.1	-98984	ENSG00000307269	LOC107984733	uncharacterized LOC107984733
chr15	47169848	47170144	297	*	p65_0hr_peak_4829	21	.	4.19712	5.21851	2.14695	131	Intron (ENST00000824833.1/107984733, intron 1 of 2)	15	47165533	47177521	11989	1	107984733	ENST00000824836.1	4315	ENSG00000307269	LOC107984733	uncharacterized LOC107984733
chr15	47225372	47225547	176	*	p65_0hr_peak_4830	37	.	5.16686	7.67231	3.72411	71	Intron (ENST00000558014.5/80031, intron 1 of 19)	15	47185663	47759864	574202	1	80031	ENST00000559184.5	39709	ENSG00000137872	SEMA6D	semaphorin 6D
chr15	49261779	49261954	176	*	p65_0hr_peak_4831	43	.	5.76238	8.46002	4.37116	108	Intron (ENST00000559883.5/2585, intron 6 of 6)	15	49283706	49367869	84164	1	2585	ENST00000558399.5	-21752	ENSG00000156958	GALK2	galactokinase 2
chr15	49354654	49354829	176	*	p65_0hr_peak_4832	37	.	5.15551	7.63229	3.72411	103	Intron (ENST00000558399.5/2585, intron 3 of 3)	15	49328393	49334302	5910	2	196951	ENST00000560557.1	-20352	ENSG00000166262	FAM227B	family with sequence similarity 227 member B
chr15	49356696	49356871	176	*	p65_0hr_peak_4833	26	.	4.30571	6.09996	2.61559	137	Intron (ENST00000558399.5/2585, intron 3 of 3)	15	49328393	49334302	5910	2	196951	ENST00000560557.1	-22394	ENSG00000166262	FAM227B	family with sequence similarity 227 member B
chr15	49399814	49400030	217	*	p65_0hr_peak_4834	48	.	5.96312	9.08663	4.89877	158	Intron (ENST00000299338.11/196951, intron 11 of 15)	15	49326962	49396442	69481	2	196951	ENST00000559573.3	-3372	ENSG00000166262	FAM227B	family with sequence similarity 227 member B
chr15	49779055	49779231	177	*	p65_0hr_peak_4835	15	.	3.2605	4.03611	1.52264	109	Distal Intergenic	15	49860457	49876606	16150	2	79895	ENST00000560354.1	97375	ENSG00000104043	ATP8B4	ATPase phospholipid transporting 8B4 (putative)
chr15	49837248	49837423	176	*	p65_0hr_peak_4836	16	.	3.44457	4.60611	1.65242	126	Distal Intergenic	15	49860457	49876606	16150	2	79895	ENST00000560354.1	39183	ENSG00000104043	ATP8B4	ATPase phospholipid transporting 8B4 (putative)
chr15	50985298	50985560	263	*	p65_0hr_peak_4837	26	.	4.30571	6.09996	2.61559	161	Intron (ENST00000558439.5/23431, intron 16 of 20)	15	50997749	51003441	5693	1	23431	ENST00000561397.1	-12189	ENSG00000081014	AP4E1	adaptor related protein complex 4 subunit epsilon 1
chr15	51033869	51034044	176	*	p65_0hr_peak_4838	37	.	5.16686	7.67231	3.72411	73	Distal Intergenic	15	51037174	51322480	285307	1	112268146	ENST00000805692.1	-3130	NA	LOC112268146	uncharacterized LOC112268146
chr15	51175078	51175253	176	*	p65_0hr_peak_4839	26	.	4.25024	5.91036	2.61559	114	Intron (ENST00000805692.1/112268146, intron 2 of 3)	15	51212259	51215224	2966	2	1588	ENST00000559653.1	39971	ENSG00000137869	CYP19A1	cytochrome P450 family 19 subfamily A member 1
chr15	51177675	51177850	176	*	p65_0hr_peak_4840	26	.	4.30571	6.09996	2.61559	145	Intron (ENST00000805692.1/112268146, intron 2 of 3)	15	51212259	51215224	2966	2	1588	ENST00000559653.1	37374	ENSG00000137869	CYP19A1	cytochrome P450 family 19 subfamily A member 1
chr15	51420637	51420812	176	*	p65_0hr_peak_4841	26	.	4.30571	6.09996	2.61559	46	Intron (ENST00000561007.1/ENST00000561007.1, intron 1 of 5)	15	51447791	51450673	2883	2	23312	ENST00000559769.1	29861	ENSG00000104093	DMXL2	Dmx like 2
chr15	51421012	51421187	176	*	p65_0hr_peak_4842	37	.	5.16686	7.67231	3.72411	58	Intron (ENST00000561007.1/ENST00000561007.1, intron 1 of 5)	15	51447791	51450673	2883	2	23312	ENST00000559769.1	29486	ENSG00000104093	DMXL2	Dmx like 2
chr15	51421933	51422108	176	*	p65_0hr_peak_4843	37	.	5.16686	7.67231	3.72411	89	Intron (ENST00000561007.1/ENST00000561007.1, intron 1 of 5)	15	51447791	51450673	2883	2	23312	ENST00000559769.1	28565	ENSG00000104093	DMXL2	Dmx like 2
chr15	51583364	51583539	176	*	p65_0hr_peak_4844	50	.	6.028	9.31118	5.04104	23	Intron (ENST00000251076.9/23312, intron 1 of 42)	15	51547332	51603701	56370	2	23312	ENST00000560421.5	20162	ENSG00000104093	DMXL2	Dmx like 2
chr15	51777878	51778085	208	*	p65_0hr_peak_4845	26	.	4.30571	6.09996	2.61559	110	Promoter (2-3kb)	15	51781049	51783136	2088	1	29767	ENST00000561300.1	-2964	ENSG00000128872	TMOD2	tropomodulin 2
chr15	52285451	52285626	176	*	p65_0hr_peak_4846	26	.	4.30571	6.09996	2.61559	69	Intron (ENST00000261839.12/55930, intron 1 of 40)	15	52277117	52277200	84	2	100302202	ENST00000408125.3	-8251	ENSG00000221052	MIR1266	microRNA 1266
chr15	52728604	52728817	214	*	p65_0hr_peak_4847	50	.	6.028	9.31118	5.04104	126	Distal Intergenic	15	52611625	52709817	98193	2	56204	ENST00000561490.5	-18787	ENSG00000047346	ATOSA	atos homolog A
chr15	52871566	52871811	246	*	p65_0hr_peak_4848	32	.	4.93918	6.94521	3.26756	82	Intron (ENST00000780975.1/107983981, intron 2 of 4)	15	52802484	52806386	3903	2	101928499	ENST00000781353.1	-65180	ENSG00000259203	LOC101928499	uncharacterized LOC101928499
chr15	52907021	52907354	334	*	p65_0hr_peak_4849	43	.	5.76238	8.46002	4.37116	165	Intron (ENST00000780975.1/107983981, intron 2 of 4)	15	52802484	52806386	3903	2	101928499	ENST00000781353.1	-100635	ENSG00000259203	LOC101928499	uncharacterized LOC101928499
chr15	52939155	52939380	226	*	p65_0hr_peak_4850	26	.	4.66429	6.22211	2.69513	85	Intron (ENST00000780975.1/107983981, intron 3 of 4)	15	53034755	53130344	95590	1	105370822	ENST00000780983.1	-95375	NA	LINC02490	long intergenic non-protein coding RNA 2490
chr15	53136376	53136552	177	*	p65_0hr_peak_4851	23	.	4.11598	5.49678	2.33271	32	Intron (ENST00000780970.1/107983981, intron 5 of 5)	15	53116367	53130347	13981	1	105370822	ENST00000780992.1	20009	NA	LINC02490	long intergenic non-protein coding RNA 2490
chr15	53542602	53542849	248	*	p65_0hr_peak_4852	16	.	3.44457	4.60611	1.65242	170	Promoter (1-2kb)	15	53513741	53541103	27363	2	256764	ENST00000567224.1	-1499	ENSG00000166415	WDR72	WD repeat domain 72
chr15	53544311	53544497	187	*	p65_0hr_peak_4853	56	.	6.58557	10.0324	5.67678	115	Intron (ENST00000360509.10/256764, intron 18 of 19)	15	53513741	53541103	27363	2	256764	ENST00000567224.1	-3208	ENSG00000166415	WDR72	WD repeat domain 72
chr15	53686599	53686813	215	*	p65_0hr_peak_4854	24	.	4.41839	5.66714	2.44991	122	Promoter (1-2kb)	15	53665692	53684627	18936	2	256764	ENST00000567575.1	-1972	ENSG00000166415	WDR72	WD repeat domain 72
chr15	54058567	54058785	219	*	p65_0hr_peak_4855	16	.	3.44457	4.60611	1.65242	131	Intron (ENST00000647821.1/440279, intron 2 of 31)	15	53947154	53984010	36857	2	124903495	ENST00000557976.6	-74557	NA	LOC124903495	uncharacterized LOC124903495
chr15	54219590	54219887	298	*	p65_0hr_peak_4856	26	.	4.66429	6.22211	2.69513	125	Intron (ENST00000647821.1/440279, intron 4 of 31)	15	54264145	54417070	152926	1	440279	ENST00000561210.1	-44258	ENSG00000137766	UNC13C	unc-13 homolog C
chr15	54927695	54927893	199	*	p65_0hr_peak_4857	37	.	5.16686	7.67231	3.72411	77	Distal Intergenic	15	55056716	55092177	35462	1	105370829	ENST00000653058.2	-128823	ENSG00000260937	LOC105370829	uncharacterized LOC105370829
chr15	54930553	54930803	251	*	p65_0hr_peak_4858	43	.	5.76238	8.46002	4.37116	155	Distal Intergenic	15	55056716	55092177	35462	1	105370829	ENST00000653058.2	-125913	ENSG00000260937	LOC105370829	uncharacterized LOC105370829
chr15	54931310	54931485	176	*	p65_0hr_peak_4859	26	.	4.30571	6.09996	2.61559	111	Distal Intergenic	15	55056716	55092177	35462	1	105370829	ENST00000653058.2	-125231	ENSG00000260937	LOC105370829	uncharacterized LOC105370829
chr15	54948197	54948372	176	*	p65_0hr_peak_4860	21	.	4.19712	5.21851	2.14695	164	Distal Intergenic	15	55056716	55092177	35462	1	105370829	ENST00000653058.2	-108344	ENSG00000260937	LOC105370829	uncharacterized LOC105370829
chr15	55947021	55947196	176	*	p65_0hr_peak_4861	26	.	4.30571	6.09996	2.61559	52	Intron (ENST00000435532.8/4734, intron 4 of 28)	15	55862988	55951400	88413	2	4734	ENST00000507063.1	4204	ENSG00000069869	NEDD4	NEDD4 E3 ubiquitin protein ligase
chr15	56067743	56068012	270	*	p65_0hr_peak_4862	32	.	4.93918	6.94521	3.26756	126	Distal Intergenic	15	55826997	55993660	166664	2	4734	ENST00000648451.1	-74083	ENSG00000069869	NEDD4	NEDD4 E3 ubiquitin protein ligase
chr15	56136841	56137016	176	*	p65_0hr_peak_4863	32	.	4.93918	6.94521	3.26756	7	Intron (ENST00000559847.7/64864, intron 2 of 8)	15	56087280	56144435	57156	2	64864	ENST00000559847.7	7419	ENSG00000181827	RFX7	regulatory factor X7
chr15	56312674	56312969	296	*	p65_0hr_peak_4864	26	.	4.30571	6.09996	2.61559	157	Intron (ENST00000560827.6/374618, intron 1 of 10)	15	56365426	56430154	64729	1	374618	ENST00000696102.1	-52457	ENSG00000151575	TEX9	testis expressed 9
chr15	56313460	56313673	214	*	p65_0hr_peak_4865	26	.	4.29626	6.06674	2.61559	92	Intron (ENST00000560827.6/374618, intron 1 of 10)	15	56365426	56430154	64729	1	374618	ENST00000696102.1	-51753	ENSG00000151575	TEX9	testis expressed 9
chr15	56375767	56375942	176	*	p65_0hr_peak_4866	32	.	4.93918	6.94521	3.26756	83	Promoter (2-3kb)	15	56373438	56374623	1186	1	374618	ENST00000559142.1	2329	ENSG00000151575	TEX9	testis expressed 9
chr15	56511007	56511182	176	*	p65_0hr_peak_4867	26	.	4.30571	6.09996	2.61559	50	Intron (ENST00000718650.1/105370832, intron 1 of 3)	15	56492148	56521253	29106	2	105370832	ENST00000718652.1	10071	NA	LOC105370832	uncharacterized LOC105370832
chr15	57283060	57283235	176	*	p65_0hr_peak_4868	26	.	4.30571	6.09996	2.61559	32	Promoter (<=1kb)	15	57282455	57291124	8670	1	6938	ENST00000560948.1	605	ENSG00000140262	TCF12	transcription factor 12
chr15	58127696	58127871	176	*	p65_0hr_peak_4869	36	.	5.10029	7.44386	3.66069	131	Intron (ENST00000558231.5/8854, intron 1 of 12)	15	58138169	58184579	46411	1	366	ENST00000558772.5	-10298	ENSG00000103569	AQP9	aquaporin 9
chr15	59471475	59471650	176	*	p65_0hr_peak_4870	37	.	5.16686	7.67231	3.72411	82	Intron (ENST00000558348.5/145773, intron 4 of 4)	15	59445106	59492323	47218	1	145773	ENST00000561361.1	26369	ENSG00000157470	FAM81A	family with sequence similarity 81 member A
chr15	59781582	59781757	176	*	p65_0hr_peak_4871	16	.	3.4002	4.45529	1.65242	102	Distal Intergenic	15	59677813	59689339	11527	2	663	ENST00000560458.5	-92243	ENSG00000140299	BNIP2	BCL2 interacting protein 2
chr15	60109310	60109485	176	*	p65_0hr_peak_4872	48	.	5.95034	9.04384	4.87199	68	Intron (ENST00000560503.3/ENST00000560503.3, intron 1 of 2)	15	60166988	60252716	85729	1	105370839	ENST00000772876.1	-57503	NA	LOC105370839	uncharacterized LOC105370839
chr15	60347440	60347702	263	*	p65_0hr_peak_4873	34	.	5.01965	7.18565	3.45976	94	3' UTR	15	60351192	60374505	23314	2	302	ENST00000559176.5	26803	ENSG00000182718	ANXA2	annexin A2
chr15	60605964	60606139	176	*	p65_0hr_peak_4874	26	.	4.30571	6.09996	2.61559	20	Intron (ENST00000559824.5/101928784, intron 5 of 5)	15	60511592	60593126	81535	2	6095	ENST00000559343.1	-12838	ENSG00000069667	RORA	RAR related orphan receptor A
chr15	60932656	60932831	176	*	p65_0hr_peak_4875	21	.	4.0342	5.26992	2.18839	71	Intron (ENST00000335670.11/6095, intron 1 of 10)	15	60764740	60765625	886	1	105370844	ENST00000560864.1	167916	NA	RORA-AS4	RORA antisense RNA 4
chr15	60951998	60952191	194	*	p65_0hr_peak_4876	56	.	6.58557	10.0324	5.67678	58	Intron (ENST00000335670.11/6095, intron 1 of 10)	15	60764740	60765625	886	1	105370844	ENST00000560864.1	187258	NA	RORA-AS4	RORA antisense RNA 4
chr15	61255980	61256155	176	*	p65_0hr_peak_4877	41	.	5.64788	8.13933	4.12495	91	Intron (ENST00000816232.1/ENST00000816232.1, intron 1 of 1)	15	60488284	61229302	741019	2	6095	ENST00000335670.11	-26678	ENSG00000069667	RORA	RAR related orphan receptor A
