gene_id,Gene,chr,start,end,strand
ENSG00000278705.4,H4C2,chr6,26025801,26027283,-
ENSG00000276903.2,H2AC16,chr6,27865316,27865798,+
ENSG00000218739.12,CEBPZOS,chr2,37191472,37216555,+
ENSG00000143321.19,HDGF,chr1,156742108,156766925,-
ENSG00000143319.20,ISG20L2,chr1,156720650,156728836,-
ENSG00000131779.13,PEX11B,chr1,145911347,145918747,-
ENSG00000172336.7,POP7,chr7,100695901,100708628,+
ENSG00000018280.20,SLC11A1,chr2,218382005,218396906,+
ENSG00000214022.14,REPIN1,chr7,150368066,150374045,+
ENSG00000222009.11,BTBD19,chr1,44808505,44817381,+
ENSG00000286165.1,ENSG00000286165,chr2,189661518,189667881,+
ENSG00000197153.5,H3C12,chr6,27890314,27893106,-
ENSG00000115204.17,MPV17,chr2,27309485,27325680,-
ENSG00000166925.11,TSC22D4,chr7,100466507,100479257,-
ENSG00000160862.15,AZGP1,chr7,99966719,99976074,-
ENSG00000263353.4,PPIAL4A,chr1,120889770,120890530,+
ENSG00000157911.13,PEX10,chr1,2403783,2413797,-
ENSG00000164687.13,FABP5,chr8,81280266,81285731,+
ENSG00000143368.12,SF3B4,chr1,149923316,149928268,-
ENSG00000169976.7,SF3B5,chr6,144094883,144095573,-
ENSG00000163660.14,CCNL1,chr3,157145519,157160771,-
ENSG00000163792.8,TCF23,chr2,27148998,27156974,+
ENSG00000144136.13,SLC20A1,chr2,112645852,112664727,+
ENSG00000124659.7,TBCC,chr6,42744497,42746103,-
ENSG00000084693.18,AGBL5,chr2,27042363,27070622,+
ENSG00000148331.14,ASB6,chr9,129634600,129642363,-
ENSG00000197451.14,HNRNPAB,chr5,178204478,178216389,+
ENSG00000075426.14,FOSL2,chr2,28392447,28417317,+
ENSG00000115484.17,CCT4,chr2,61867337,61888696,-
ENSG00000168582.5,CRYGA,chr2,208160739,208163589,-
ENSG00000106635.10,BCL7B,chr7,73536354,73558017,-
ENSG00000196171.3,OR6K2,chr1,158699677,158700652,-
ENSG00000115507.12,OTX1,chr2,63050056,63057836,+
ENSG00000185129.8,PURA,chr5,140107776,140125619,+
ENSG00000109475.20,RPL34,chr4,108620507,108632886,+
ENSG00000126062.6,TMEM115,chr3,50352819,50359566,-
ENSG00000179388.9,EGR3,chr8,22687658,22693480,-
ENSG00000105991.11,HOXA1,chr7,27092992,27096039,-
ENSG00000221886.6,FAM200C,chr5,160392276,160400091,-
ENSG00000105879.14,CBLL1,chr7,107743072,107762079,+
ENSG00000109736.17,SLC75A1,chr4,2929916,2935462,-
ENSG00000128581.18,IFT22,chr7,101310913,101321831,-
ENSG00000136950.15,ARPC5L,chr9,124862108,124877750,+
ENSG00000175879.10,HOXD8,chr2,176129327,176132695,+
ENSG00000152795.20,HNRNPDL,chr4,82422564,82430494,-
ENSG00000288867.1,PPIAL4C,chr1,149583847,149584607,+
ENSG00000132688.13,NES,chr1,156668762,156677415,-
ENSG00000105821.17,DNAJC2,chr7,103310496,103344837,-
ENSG00000030110.16,BAK1,chr6,33568790,33580305,-
ENSG00000154518.12,ATP5MC3,chr2,175172967,175181764,-
ENSG00000072135.15,PTPN18,chr2,130356025,130375409,+
ENSG00000143977.16,SNRPG,chr2,70281203,70293766,-
ENSG00000213523.14,SRA1,chr5,140536449,140557920,-
ENSG00000289701.1,ENSG00000289701,chr9,136361903,136373644,-
ENSG00000075618.20,FSCN1,chr7,5592805,5606656,+
ENSG00000113141.20,IK,chr5,140647057,140662480,+
ENSG00000155115.9,GTF3C6,chr6,110958476,110968586,+
ENSG00000124702.21,KLHDC3,chr6,43014102,43021314,+
ENSG00000174721.11,FGFBP3,chr10,91906495,91909506,-
ENSG00000165655.18,ZNF503,chr10,75397829,75402399,-
ENSG00000113520.12,IL4,chr5,132673985,132682678,+
ENSG00000164332.10,UBLCP1,chr5,159263071,159287721,+
ENSG00000144354.17,CDCA7,chr2,173354817,173368997,+
ENSG00000155366.19,RHOC,chr1,112699764,112707897,-
ENSG00000278224.9,PRICKLE4,chr6,41780738,41787452,+
ENSG00000090520.14,DNAJB11,chr3,186567402,186585800,+
ENSG00000248487.12,ABHD14A,chr3,51971425,51982398,+
ENSG00000129071.12,MBD4,chr3,129430281,129440543,-
ENSG00000164600.8,NEUROD6,chr7,31337065,31340901,-
ENSG00000213413.4,PVRIG,chr7,100218240,100221490,+
ENSG00000158604.18,TMED4,chr7,44576391,44582309,-
ENSG00000204930.10,FAM221B,chr9,35816390,35828747,-
ENSG00000162526.7,TSSK3,chr1,32351520,32364312,+
ENSG00000134222.18,PSRC1,chr1,109279052,109284107,-
ENSG00000178988.13,MRFAP1L1,chr4,6702280,6709923,-
ENSG00000134248.16,LAMTOR5,chr1,110401248,110407963,-
ENSG00000106031.9,HOXA13,chr7,27193502,27200091,-
ENSG00000160752.17,FDPS,chr1,155304785,155320666,+
ENSG00000177733.8,HNRNPA0,chr5,137745650,137754363,-
ENSG00000244617.3,ASPRV1,chr2,69960088,69961631,-
ENSG00000171421.15,MRPL36,chr5,1793018,1802029,-
ENSG00000189171.18,S100A13,chr1,153618611,153634442,-
ENSG00000137193.16,PIM1,chr6,37170151,37175428,+
ENSG00000146223.18,RPL7L1,chr6,42879601,42889925,+
ENSG00000145882.13,PCYOX1L,chr5,149357997,149369653,+
ENSG00000175182.17,FAM131A,chr3,184335915,184348421,+
ENSG00000164399.5,IL3,chr5,132060654,132063204,+
ENSG00000122565.21,CBX3,chr7,26200567,26213607,+
ENSG00000167136.9,ENDOG,chr9,128818450,128822683,+
ENSG00000151353.18,TMEM18,chr2,663876,677470,-
ENSG00000164442.13,CITED2,chr6,139370965,139375909,-
ENSG00000145919.13,BOD1,chr5,173603721,173616694,-
ENSG00000223658.8,C1GALT1C1L,chr2,43675150,43676429,-
ENSG00000165637.16,VDAC2,chr10,75209977,75231463,+
ENSG00000289565.1,ENSG00000289565,chr1,145917713,145926741,-
ENSG00000136718.12,IMP4,chr2,130342402,130348550,+
ENSG00000119862.15,LGALSL,chr2,64453447,64461382,+
ENSG00000162384.16,CZIB,chr1,53214098,53220657,-
ENSG00000178381.15,ZFAND2A,chr7,1151902,1175914,-
ENSG00000143942.7,CHAC2,chr2,53767790,53776958,+
ENSG00000115318.14,LOXL3,chr2,74531715,74555718,-
ENSG00000006625.20,GGCT,chr7,30496615,30504866,-
ENSG00000159069.16,FBXW5,chr9,136938430,136950122,-
ENSG00000147883.14,CDKN2B,chr9,22002899,22009325,-
ENSG00000197948.13,FCHSD1,chr5,141639295,141651430,-
ENSG00000171790.18,SLFNL1,chr1,41015588,41024551,-
ENSG00000173013.6,CFAP184,chr4,7040848,7043001,-
ENSG00000143224.20,PPOX,chr1,161165836,161178576,+
ENSG00000143409.20,MINDY1,chr1,150995124,151008376,-
ENSG00000188010.18,MORN2,chr2,38875968,38882709,+
ENSG00000079150.20,FKBP7,chr2,178463663,178478604,-
ENSG00000119185.15,ITGB1BP1,chr2,9402706,9423891,-
ENSG00000171135.17,JAGN1,chr3,9890568,9894349,+
ENSG00000142959.8,BEST4,chr1,44781835,44791550,-
ENSG00000173366.11,ENSG00000173366,chr3,52221080,52231190,-
ENSG00000181631.8,P2RY13,chr3,151326311,151329555,-
ENSG00000119801.16,YPEL5,chr2,30146554,30160538,+
ENSG00000132300.21,PTCD3,chr2,86106222,86142157,+
ENSG00000175279.23,CENPS,chr1,10430389,10442813,+
ENSG00000155760.3,FZD7,chr2,202033854,202038441,+
ENSG00000288564.1,ENSG00000288564,chr6,43051065,43058185,-
ENSG00000171720.12,HDAC3,chr5,141620765,141637304,-
ENSG00000239590.1,OR1J4,chr9,122519140,122520082,+
ENSG00000124380.13,SNRNP27,chr2,69893943,69907658,+
ENSG00000173334.5,TRIB1,chr8,125430151,125438957,+
ENSG00000184345.5,IQCF2,chr3,51861614,51863424,+
ENSG00000145020.17,AMT,chr3,49416770,49422685,-
ENSG00000165275.12,TRMT10B,chr9,37753767,37780789,+
ENSG00000155858.7,LSM11,chr5,157743705,157760709,+
ENSG00000071462.15,BUD23,chr7,73683160,73698228,+
ENSG00000164104.14,HMGB2,chr4,173331375,173335152,-
ENSG00000106327.15,TFR2,chr7,100620415,100642779,-
ENSG00000197093.13,GAL3ST4,chr7,100159243,100168953,-
ENSG00000124593.16,ENSG00000124593,chr6,41780348,41790141,+
ENSG00000164403.17,SHROOM1,chr5,132821270,132830924,-
ENSG00000169704.7,GP9,chr3,129060773,129062435,+
ENSG00000176978.18,DPP7,chr9,137110539,137118309,-
ENSG00000131788.18,PIAS3,chr1,145848520,145859836,-
ENSG00000114902.16,SPCS1,chr3,52704954,52711148,+
ENSG00000198055.13,GRK6,chr5,177403203,177442901,+
ENSG00000164615.8,CAMLG,chr5,134737607,134752705,+
ENSG00000164400.7,CSF2,chr5,132073783,132076170,+
ENSG00000120314.20,WDR55,chr5,140664475,140674124,+
ENSG00000233087.8,RAB6D,chr2,131360491,131364168,-
ENSG00000163874.13,ZC3H12A,chr1,37474495,37484379,+
ENSG00000116691.13,MIIP,chr1,12019465,12032048,+
ENSG00000270339.4,PPIAL4H,chr1,146344005,146344765,-
ENSG00000143742.16,SRP9,chr1,225777698,225790670,+
ENSG00000138381.11,ASNSD1,chr2,189661384,189671381,+
ENSG00000178826.13,TMEM139,chr7,143279936,143288240,+
ENSG00000255423.1,EBLN2,chr3,73061658,73063337,+
ENSG00000160678.14,S100A1,chr1,153608922,153632044,+
ENSG00000180198.19,RCC1,chr1,28505931,28539300,+
ENSG00000144120.15,TMEM177,chr2,119679136,119690407,+
ENSG00000144182.19,LIPT1,chr2,99154954,99163199,+
ENSG00000106628.15,POLD2,chr7,44114630,44124407,-
ENSG00000163170.14,BOLA3,chr2,74133332,74147977,-
ENSG00000253251.5,SHLD3,chr5,65624732,65631064,+
ENSG00000243147.10,MRPL33,chr2,27771682,27781484,+
ENSG00000114388.16,NPRL2,chr3,50347329,50350826,-
ENSG00000156976.19,EIF4A2,chr3,186783204,186789901,+
ENSG00000198746.15,GPATCH3,chr1,26890487,26900478,-
ENSG00000116685.19,KIAA2013,chr1,11919589,11926428,-
ENSG00000113328.23,CCNG1,chr5,163437568,163457635,+
ENSG00000173250.3,GPR151,chr5,146513143,146516190,-
ENSG00000158815.12,FGF17,chr8,22042387,22048809,+
ENSG00000004799.10,PDK4,chr7,95583496,95597638,-
ENSG00000163734.4,CXCL3,chr4,74036588,74038807,-
ENSG00000160349.11,LCN1,chr9,135521437,135526540,+
ENSG00000310560.3,PAXX,chr9,136992399,136994074,+
ENSG00000114786.16,ABHD14A-ACY1,chr3,51974705,51989183,+
ENSG00000170445.18,HARS1,chr5,140673034,140691537,-
ENSG00000115008.8,IL1A,chr2,112773915,112784500,-
ENSG00000119760.18,SUPT7L,chr2,27642567,27663847,-
ENSG00000133048.15,CHI3L1,chr1,203176895,203186800,-
ENSG00000144827.11,ABHD10,chr3,111978971,111993368,+
ENSG00000078808.22,SDF4,chr1,1216886,1240964,-
ENSG00000164053.24,ATRIP,chr3,48446709,48467645,+
ENSG00000118298.14,CA14,chr1,150257068,150265078,+
ENSG00000242950.7,ERVW-1,chr7,92468379,92477986,-
ENSG00000169220.20,RGS14,chr5,177357653,177374390,+
ENSG00000144230.19,GPR17,chr2,127645863,127656181,+
ENSG00000197070.16,ARRDC1,chr9,137605618,137617859,+
ENSG00000163882.12,POLR2H,chr3,184360855,184368596,+
ENSG00000253368.6,TRNP1,chr1,26993648,27002812,+
ENSG00000146830.13,GIGYF1,chr7,100679504,100694481,-
ENSG00000213213.15,CCDC183,chr9,136796337,136807741,+
ENSG00000158435.10,CNOT11,chr2,101252805,101270316,+
ENSG00000113583.10,C5orf15,chr5,133955497,133968674,-
ENSG00000163608.17,RMP64,chr3,113001459,113019861,-
ENSG00000203667.12,COX20,chr1,244835300,244845480,+
ENSG00000165644.13,COMTD1,chr10,75230308,75236088,-
ENSG00000113140.13,SPARC,chr5,151661095,151687352,-
ENSG00000152133.19,GPATCH11,chr2,37084417,37099301,+
ENSG00000156521.16,TYSND1,chr10,70137977,70146720,-
ENSG00000008324.14,SS18L2,chr3,42581839,42596985,+
ENSG00000273802.4,H2BC8,chr6,26214569,26217252,-
ENSG00000138385.18,SSB,chr2,169791932,169812091,+
ENSG00000127993.17,RBM48,chr7,92528769,92540481,+
ENSG00000078579.10,FGF20,chr8,16992165,17002352,-
ENSG00000213420.10,GPC2,chr7,100169601,100177389,-
ENSG00000285779.1,ENSG00000285779,chr1,153959150,153975887,-
ENSG00000272896.1,ENSG00000272896,chr9,136791378,136800595,+
ENSG00000117280.15,RAB29,chr1,205767985,205775489,-
ENSG00000184492.7,FOXD4L1,chr2,113498664,113501150,+
ENSG00000176410.8,DNAJC30,chr7,73680917,73683453,-
ENSG00000183258.14,DDX41,chr5,177511568,177516979,-
ENSG00000179041.4,RRS1,chr8,66429013,66430733,+
ENSG00000160991.19,ORAI2,chr7,102433105,102456825,+
ENSG00000146676.10,PURB,chr7,44876298,44885530,-
ENSG00000168890.16,TMEM150A,chr2,85598546,85603201,-
ENSG00000177556.14,ATOX1,chr5,151728918,151772532,-
ENSG00000122678.19,POLM,chr7,44070914,44082985,-
ENSG00000243449.10,NICOL1,chr4,2040627,2043964,+
ENSG00000259956.2,RBM15B,chr3,51391284,51397908,+
ENSG00000163155.12,LYSMD1,chr1,151159747,151165948,-
ENSG00000169894.20,MUC3A,chr7,100949413,100968348,+
ENSG00000197461.15,PDGFA,chr7,497257,520705,-
ENSG00000137267.9,TUBB2A,chr6,3153496,3157553,-
ENSG00000159899.18,NPR2,chr9,35791002,35809732,+
ENSG00000076258.12,FMO4,chr1,171314090,171343757,+
ENSG00000115520.11,COQ10B,chr2,197453437,197475488,+
ENSG00000186118.10,TEX38,chr1,46668854,46673595,+
ENSG00000198835.6,GJC2,chr1,228149890,228159826,+
ENSG00000113369.10,ARRDC3,chr5,91368630,91383348,-
ENSG00000135625.10,EGR4,chr2,73290926,73293721,-
ENSG00000247596.12,TWF2,chr3,52228611,52246788,-
ENSG00000161204.14,ABCF3,chr3,184186094,184194451,+
ENSG00000130717.15,UCK1,chr9,131523755,131531289,-
ENSG00000135940.9,COX5B,chr2,97646033,97648383,+
ENSG00000124357.15,NAGK,chr2,71064343,71079808,+
ENSG00000124614.19,RPS10,chr6,34417446,34426237,-
ENSG00000143878.10,RHOB,chr2,20447073,20449440,+
ENSG00000115226.12,FNDC4,chr2,27491259,27495631,-
ENSG00000197956.12,S100A6,chr1,153532725,153536549,-
ENSG00000027847.16,B4GALT7,chr5,177600080,177611056,+
ENSG00000148334.18,PTGES2,chr9,128120692,128128462,-
ENSG00000186501.17,TMEM222,chr1,27322138,27336401,+
ENSG00000129055.15,ANAPC13,chr3,134476250,134486716,-
ENSG00000144713.15,RPL32,chr3,12834466,12841587,-
ENSG00000205089.10,CCNI2,chr5,132747318,132765178,+
ENSG00000168275.17,COA6,chr1,234373437,234385080,+
ENSG00000120329.7,SLC25A2,chr5,141302634,141304049,-
ENSG00000131931.10,THAP1,chr8,42836248,42843364,-
ENSG00000198517.12,MAFK,chr7,1530686,1543049,+
ENSG00000169020.12,ATP5ME,chr4,672422,674400,-
ENSG00000204246.4,OR13C3,chr9,104535748,104536856,-
ENSG00000122515.18,ZMIZ2,chr7,44748547,44770112,+
ENSG00000171163.18,ZNF692,chr1,248850003,248859144,-
ENSG00000112514.20,CUTA,chr6,33416441,33418381,-
ENSG00000197343.13,ZNF655,chr7,99558388,99578948,+
ENSG00000115486.15,GGCX,chr2,85544719,85561838,-
ENSG00000132781.24,MUTYH,chr1,45329162,45340893,-
ENSG00000138382.17,METTL5,chr2,169810080,169824931,-
ENSG00000115216.16,NRBP1,chr2,27427789,27442260,+
ENSG00000125629.18,INSIG2,chr2,118088136,118112313,+
ENSG00000109534.19,GAR1,chr4,109815475,109827320,+
ENSG00000225556.3,C2CD4D,chr1,151837817,151840557,-
ENSG00000164284.17,GRPEL2,chr5,149344994,149356029,+
ENSG00000162878.15,PKDCC,chr2,42048013,42058525,+
ENSG00000075142.16,SRI,chr7,88201116,88226997,-
ENSG00000130429.18,ARPC1B,chr7,99374225,99398124,+
ENSG00000196683.13,TOMM7,chr7,22812627,22822891,-
ENSG00000158863.24,FHIP2B,chr8,22089138,22104911,+
ENSG00000106236.6,NPTX2,chr7,98617253,98629870,+
ENSG00000169252.6,ADRB2,chr5,148826610,148828623,+
ENSG00000116096.9,SPR,chr2,72887373,72892158,+
ENSG00000146094.18,DOK3,chr5,177501887,177511274,-
ENSG00000065518.10,NDUFB4,chr3,120596272,120602507,+
ENSG00000112658.10,SRF,chr6,43170909,43181506,+
ENSG00000196420.10,S100A5,chr1,153537146,153543074,-
ENSG00000144591.22,GMPPA,chr2,219498617,219513898,+
ENSG00000189077.13,TMEM120A,chr7,75973303,75994669,-
ENSG00000256235.5,SMIM3,chr5,150777882,150796736,+
ENSG00000187678.12,SPRY4,chr5,142310419,142326455,-
ENSG00000132467.4,UTP3,chr4,70688531,70690551,+
ENSG00000270170.2,NCBP2AS2,chr3,196942673,196943543,+
ENSG00000198113.5,TOR4A,chr9,137274853,137282641,+
ENSG00000196968.12,POFUT4,chr10,73772270,73780251,+
ENSG00000021355.15,SERPINB1,chr6,2832331,2842035,-
ENSG00000115138.13,POMC,chr2,25160360,25168952,-
ENSG00000163918.14,RFC4,chr3,186789865,186807058,-
ENSG00000165119.25,HNRNPK,chr9,83966673,83981586,-
ENSG00000114993.18,RTKN,chr2,74424130,74442422,-
ENSG00000157259.9,GATAD1,chr7,92447447,92460075,+
ENSG00000115946.10,PNO1,chr2,68157827,68176239,+
ENSG00000160908.17,ZNF394,chr7,99473876,99504918,-
ENSG00000143545.12,RAB13,chr1,153981616,153986382,-
ENSG00000014641.23,MDH1,chr2,63588556,63607273,+
ENSG00000179526.19,SHARPIN,chr8,144097512,144108124,-
ENSG00000163251.6,FZD5,chr2,207762597,207769914,-
ENSG00000115596.5,WNT6,chr2,218859794,218874233,+
ENSG00000214842.7,RAD51AP2,chr2,17510158,17518440,-
ENSG00000163041.15,H3-3A,chr1,226061570,226073207,+
ENSG00000169607.14,CKAP2L,chr2,112736348,112764664,-
ENSG00000180245.7,RRH,chr4,109827971,109849123,+
ENSG00000161203.16,AP2M1,chr3,184174688,184184214,+
ENSG00000105996.8,HOXA2,chr7,27099977,27102686,-
ENSG00000157916.22,RER1,chr1,2390669,2405444,+
ENSG00000214160.12,ALG3,chr3,184242300,184249571,-
ENSG00000162775.18,RBM15,chr1,110338505,110346681,+
ENSG00000106003.14,LFNG,chr7,2512528,2529177,+
ENSG00000163435.17,ELF3,chr1,202007944,202017183,+
ENSG00000163607.20,GTPBP8,chr3,112990908,113015877,+
ENSG00000172936.20,MYD88,chr3,38138551,38143024,+
ENSG00000144231.13,POLR2D,chr2,127843552,127858163,-
ENSG00000177494.8,ZBED2,chr3,111592899,111595394,-
ENSG00000004838.16,ZMYND10,chr3,50341109,50345746,-
ENSG00000170476.17,MZB1,chr5,139387466,139390081,-
ENSG00000172548.16,NIPAL4,chr5,157460212,157474723,+
ENSG00000112651.14,MRPL2,chr6,43054028,43059464,-
ENSG00000116161.20,CACYBP,chr1,174999162,175022285,+
ENSG00000185127.7,C6orf120,chr6,169702125,169706360,+
ENSG00000221944.9,TIGD1,chr2,232543882,232550557,-
ENSG00000289690.1,ENSG00000289690,chr7,100397576,100434107,+
ENSG00000171865.12,RNASEH1,chr2,3541429,3558371,-
ENSG00000121716.22,PILRB,chr7,100351626,100367831,+
ENSG00000258728.2,ENSG00000258728,chr9,34646630,34661886,+
ENSG00000158796.19,DEDD,chr1,161120956,161133280,-
ENSG00000135185.14,TMEM243,chr7,87191687,87220597,-
ENSG00000133055.12,MYBPH,chr1,203167810,203175880,-
ENSG00000158874.14,APOA2,chr1,161222289,161227266,-
ENSG00000146054.20,TRIM7,chr5,181193923,181205309,-
ENSG00000105819.17,PMPCB,chr7,103295716,103342067,+
ENSG00000137080.4,IFNA21,chr9,21165636,21166660,-
ENSG00000143774.20,GUK1,chr1,228139961,228148984,+
ENSG00000116273.8,PHF13,chr1,6613722,6624030,+
ENSG00000288708.1,ENSG00000288708,chr6,16328341,16328431,-
ENSG00000178821.15,TMEM52,chr1,1917588,1919329,-
ENSG00000271810.5,ENSG00000271810,chr1,112702613,112711433,-
ENSG00000289325.1,ENSG00000289325,chr10,66926307,66926346,+
ENSG00000114779.22,ABHD14B,chr3,51968509,51983409,-
ENSG00000163521.18,GLB1L,chr2,219236597,219245478,-
ENSG00000106351.15,AGFG2,chr7,100539168,100569429,+
ENSG00000186792.19,HYAL3,chr3,50292829,50299437,-
ENSG00000240857.4,RDH14,chr2,18554542,18560697,-
ENSG00000196900.5,SPMIP10,chr5,126631704,126636284,+
ENSG00000160753.19,RUSC1,chr1,155320738,155331422,+
ENSG00000172209.8,GPR22,chr7,107470017,107478011,+
ENSG00000119013.12,NDUFB3,chr2,201071432,201085757,+
ENSG00000115844.12,DLX2,chr2,172099437,172102909,-
ENSG00000092850.14,TEKT2,chr1,36084079,36088278,+
ENSG00000118655.10,DCLRE1B,chr1,113904402,113914140,+
ENSG00000127125.11,PPCS,chr1,42456116,42473417,+
ENSG00000143971.11,ETAA1,chr2,67397314,67412120,+
ENSG00000235631.2,RNF148,chr7,122701667,122702922,-
ENSG00000189433.9,GJB4,chr1,34759739,34763724,+
ENSG00000006634.10,DBF4,chr7,87876215,87909553,+
ENSG00000275126.2,H4C13,chr6,27873147,27873534,-
ENSG00000217236.3,SP9,chr2,174334947,174338707,+
ENSG00000277775.2,H3C7,chr6,26250141,26250635,-
ENSG00000196407.12,THEM5,chr1,151847100,151853712,-
ENSG00000135175.6,OCM2,chr7,97984686,97991169,-
ENSG00000053372.7,MRTO4,chr1,19251554,19260128,+
ENSG00000292277.1,ENSG00000292277,chr7,100205356,100221488,+
ENSG00000041988.18,THAP3,chr1,6624844,6635612,+
ENSG00000168283.16,BMI1,chr10,22321057,22331685,+
ENSG00000156097.13,GPR61,chr1,109539871,109548406,+
ENSG00000182613.3,OR2V2,chr5,181147585,181159285,+
ENSG00000171481.5,OR1L3,chr9,122675129,122676104,+
ENSG00000090621.17,PABPC4,chr1,39560708,39576900,-
ENSG00000143590.16,EFNA3,chr1,155078822,155087538,+
ENSG00000112855.19,HARS2,chr5,140691421,140699315,+
ENSG00000115461.7,IGFBP5,chr2,216672104,216695549,-
ENSG00000106263.21,EIF3B,chr7,2354079,2380747,+
ENSG00000106290.18,TAF6,chr7,100106875,100127187,-
ENSG00000008282.12,SYPL1,chr7,106086671,106112618,-
ENSG00000163528.15,CHCHD4,chr3,14112076,14124876,-
ENSG00000143553.13,SNAPIN,chr1,153658673,153663930,+
ENSG00000113552.18,GNPDA1,chr5,141991748,142013061,-
ENSG00000138028.18,CGREF1,chr2,27098852,27119139,-
ENSG00000213927.4,CCL27,chr9,34661879,34664048,-
ENSG00000243641.3,OR13C7,chr9,36002908,36003867,-
ENSG00000161911.14,TREML1,chr6,41149166,41155556,-
ENSG00000256646.8,ENSG00000256646,chr7,42909272,42932214,-
ENSG00000232112.5,TMA7,chr3,48440212,48444218,+
ENSG00000158246.9,TENT5B,chr1,27000132,27012884,-
ENSG00000084774.16,CAD,chr2,27217344,27245683,+
ENSG00000198556.16,ZNF789,chr7,99472793,99503650,+
ENSG00000136059.18,VILL,chr3,37987959,38007535,+
ENSG00000160679.14,CHTOP,chr1,153633981,153646306,+
ENSG00000168263.9,KCNV2,chr9,2717509,2730037,+
ENSG00000163449.13,TMEM169,chr2,216081865,216102783,+
ENSG00000225828.2,FAM229A,chr1,32361269,32364278,-
ENSG00000272031.4,ANKRD34A,chr1,145959440,145964575,-
ENSG00000172568.6,FNDC9,chr5,157341597,157345766,-
ENSG00000186352.10,ANKRD37,chr4,185395963,185412509,+
ENSG00000112996.13,MRPS30,chr5,44808940,44820428,+
ENSG00000197375.16,SLC22A5,chr5,132369492,132395615,+
ENSG00000134748.15,PRPF38A,chr1,52404059,52421226,+
ENSG00000143889.17,HNRNPLL,chr2,38561890,38603586,-
ENSG00000119737.7,GPR75,chr2,53852751,53860160,-
ENSG00000169242.14,EFNA1,chr1,155127451,155134899,+
ENSG00000106261.19,ZKSCAN1,chr7,100015569,100047430,+
ENSG00000115568.18,ZNF142,chr2,218633328,218659655,-
ENSG00000286905.1,ENSG00000286905,chr2,3532007,3558333,-
ENSG00000136939.1,OR1L4,chr9,122723989,122724925,+
ENSG00000275111.7,ZNF2,chr2,95165431,95184317,+
ENSG00000109771.18,LRP2BP,chr4,185363654,185397292,-
ENSG00000117601.17,SERPINC1,chr1,173903413,173917543,-
ENSG00000147535.19,PLPP5,chr8,38263094,38269519,-
ENSG00000214654.10,B3GALT9,chr9,120792402,120801787,+
ENSG00000172016.17,REG3A,chr2,79157002,79159757,-
ENSG00000188833.12,ENTPD8,chr9,137434361,137441881,-
ENSG00000168758.13,SEMA4C,chr2,96859717,96873840,-
ENSG00000288644.1,ENSG00000288644,chr1,203802093,203802192,+
ENSG00000126709.17,IFI6,chr1,27666063,27672212,-
ENSG00000155090.17,KLF10,chr8,102648780,102655729,-
ENSG00000164611.15,PTTG1,chr5,160421800,160428748,+
ENSG00000158552.15,ZFAND2B,chr2,219195236,219209651,+
ENSG00000226650.6,KIF4B,chr5,155013754,155018141,+
ENSG00000143632.17,ACTA1,chr1,229430364,229434789,-
ENSG00000162746.16,FCRLB,chr1,161721543,161731801,+
ENSG00000160868.18,CYP3A4,chr7,99756953,99784327,-
ENSG00000165879.9,FRAT1,chr10,97319270,97321915,+
ENSG00000057757.12,PITHD1,chr1,23778364,23788232,+
ENSG00000136695.16,IL36RN,chr2,113058637,113065382,+
ENSG00000164976.11,MYORG,chr9,34366622,34377150,-
ENSG00000106591.6,MRPL32,chr7,42932345,42948958,+
ENSG00000205108.7,SPATA31F1,chr9,34719195,34729538,-
ENSG00000127824.17,TUBA4A,chr2,219249709,219277902,-
ENSG00000166529.18,ZSCAN21,chr7,100049766,100081304,+
ENSG00000163840.11,DTX3L,chr3,122564227,122575203,+
ENSG00000293584.1,ENSG00000293584,chr2,111121152,111123765,+
ENSG00000180535.6,BHLHA15,chr7,98211431,98215457,+
ENSG00000112039.8,FANCE,chr6,35452314,35467106,+
ENSG00000239789.8,MRPS17,chr7,55950704,55956500,+
ENSG00000114315.6,HES1,chr3,194136138,194138732,+
ENSG00000116863.13,ADPRS,chr1,36088872,36095461,+
ENSG00000058729.13,RIOK2,chr5,97160866,97183297,-
ENSG00000166924.11,NYAP1,chr7,100483604,100494802,+
ENSG00000145839.2,IL9,chr5,135892245,135895841,-
ENSG00000164296.9,TIGD6,chr5,149992251,150001160,-
ENSG00000213699.11,SLC35F6,chr2,26764239,26781231,+
ENSG00000135617.6,PRADC1,chr2,73228007,73233262,-
ENSG00000142765.20,SYTL1,chr1,27342008,27353937,+
ENSG00000196866.3,H2AC7,chr6,26198783,26199293,-
ENSG00000113013.18,HSPA9,chr5,138553755,138575675,-
ENSG00000160714.13,UBE2Q1,chr1,154548549,154559028,-
ENSG00000164051.16,CCDC51,chr3,48432163,48440456,-
ENSG00000113460.15,BRIX1,chr5,34915272,34926622,+
ENSG00000158156.10,XKR8,chr1,27959587,27968094,+
ENSG00000162517.15,PEF1,chr1,31629861,31644910,-
ENSG00000198715.15,GLMP,chr1,156290087,156295699,-
ENSG00000120438.14,TCP1,chr6,159778497,159789707,-
ENSG00000284024.5,MSANTD7,chr10,14838163,14846999,+
ENSG00000238227.10,TMEM250,chr9,136113066,136118946,-
ENSG00000135632.14,SMYD5,chr2,73214221,73227229,+
ENSG00000235387.7,SPAAR,chr9,35909487,35937153,+
ENSG00000146731.13,CCT6A,chr7,56051684,56063992,+
